ticker,HWIS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-04-25,-1.873
2014-04-28,0.2121
2014-04-29,1.0582
2014-04-30,-3.0366
2014-05-01,0.0
2014-05-02,0.0
2014-05-05,0.0
2014-05-06,-7.1274
2014-05-07,1.1628
2014-05-08,-1.1494
2014-05-12,1.8605
2014-05-13,-0.5708
2014-05-14,-0.8037
2014-05-15,0.1157
2014-05-16,-2.8902
2014-05-19,-1.7856999999999998
2014-05-20,0.0
2014-05-21,0.0
2014-05-27,3.0303
2014-05-28,-0.5882
2014-05-29,-0.5917
2014-06-02,-1.7856999999999998
2014-06-03,1.8182
2014-06-05,0.0
2014-06-09,-0.5952
2014-06-10,0.0
2014-06-12,0.0
2014-06-13,-0.479
2014-06-16,-0.6017
2014-06-17,-0.1211
2014-06-19,1.2121
2014-06-24,0.0
2014-06-25,0.0
2014-06-26,-0.5988
2014-06-30,-0.6024
2014-07-01,0.0
2014-07-02,1.2121
2014-07-07,-0.5988
2014-07-08,0.0
2014-07-11,-0.6024
2014-07-14,0.0
2014-07-16,1.0909
2014-07-22,-1.0791
2014-07-23,2.4242
2014-07-31,-0.5917
2014-08-11,0.2381
2014-08-19,-0.2375
2014-08-22,0.0
2014-08-25,0.0
2014-08-26,0.0
2014-08-28,0.0
2014-08-29,0.0
2014-09-03,0.0
2014-09-05,0.119
2014-09-09,-0.5945
2014-09-11,0.0
2014-09-24,-1.7943
2014-09-25,0.1218
2014-09-29,0.8516
2014-09-30,-1.0856
2014-10-02,0.6098
2014-10-08,0.6061
2014-10-10,-1.2048
2014-10-14,0.122
2014-10-15,0.0
2014-10-20,0.0
2014-10-30,0.0
2014-11-04,0.0
2014-11-05,0.9744
2014-11-11,-0.965
2014-11-12,0.0
2014-11-17,-0.1218
2014-11-18,0.0
2014-11-19,0.0
2014-11-20,-2.1951
2014-11-21,0.9975
2014-11-24,-1.1111
2014-11-25,-0.2497
2014-11-26,0.7509
2014-11-28,-0.6211
2014-12-04,0.0
2014-12-05,-0.25
2014-12-08,0.2506
2014-12-09,0.0
2014-12-10,0.0
2014-12-11,-1.0
2014-12-15,-0.1263
2014-12-17,0.0
2014-12-18,0.0
2014-12-19,-0.1264
2014-12-22,-1.3924
2014-12-23,1.027
2014-12-26,-0.1271
2014-12-29,-1.7812000000000001
2014-12-30,1.0363
2014-12-31,0.5128
2015-01-06,2.0408
2015-01-14,-2.5
2015-01-15,0.641
2015-01-16,0.0
2015-01-20,0.3822
2015-01-21,0.0024
