ticker,SPPI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.8868
2000-01-04,-5.5556
2000-01-05,-2.451
2000-01-06,-2.5126
2000-01-07,0.0
2000-01-10,4.1237
2000-01-11,-0.9901
2000-01-12,-5.0
2000-01-13,1.0526
2000-01-14,-1.0417
2000-01-18,4.2105
2000-01-19,-2.0202
2000-01-20,4.1237
2000-01-21,0.9901
2000-01-24,2.9412000000000003
2000-01-25,-0.9524
2000-01-26,-1.4423
2000-01-27,-0.4878
2000-01-28,0.4902
2000-01-31,-2.9268
2000-02-01,-3.5176
2000-02-02,-1.5625
2000-02-03,0.0
2000-02-04,-1.0582
2000-02-07,-0.5348
2000-02-08,3.2258
2000-02-09,-3.125
2000-02-10,-0.5376
2000-02-11,0.0
2000-02-14,7.027
2000-02-15,4.5455
2000-02-16,1.4493
2000-02-17,-2.3810000000000002
2000-02-18,-0.4878
2000-02-22,1.9607999999999999
2000-02-23,7.2115
2000-02-24,14.3498
2000-02-25,7.451
2000-02-28,-6.2044
2000-02-29,7.393
2000-03-01,14.4928
2000-03-02,8.2278
2000-03-03,11.6959
2000-03-06,-6.8063
2000-03-07,8.9888
2000-03-08,-5.1546
2000-03-09,-9.2391
2000-03-10,1.7964
2000-03-13,-12.9412
2000-03-14,-8.7838
2000-03-15,8.1481
2000-03-16,6.8493
2000-03-17,4.4872
2000-03-20,-9.2025
2000-03-21,3.3784
2000-03-22,-0.6536
2000-03-23,5.2632
2000-03-24,-1.5625
2000-03-27,-0.3175
2000-03-28,-3.1847
2000-03-29,-2.6316
2000-03-30,-4.0541
2000-03-31,-4.9296
2000-04-03,-10.3704
2000-04-04,-8.2645
2000-04-05,12.1622
2000-04-06,9.2369
2000-04-07,5.5147
2000-04-10,-4.1812
2000-04-11,-2.5455
2000-04-12,-11.5672
2000-04-13,-6.3291
2000-04-14,-13.5135
2000-04-17,-1.0417
2000-04-18,9.473700000000001
2000-04-19,7.6923
2000-04-20,0.0
2000-04-24,-12.0536
2000-04-25,4.5685
2000-04-26,-0.4854
2000-04-27,-0.4878
2000-04-28,1.9607999999999999
2000-05-01,0.9615
2000-05-02,5.7143
2000-05-03,-4.955
2000-05-04,6.1611
2000-05-05,4.4643
2000-05-08,-1.7094
2000-05-09,-3.4783
2000-05-10,-3.1532
2000-05-11,3.2558
2000-05-12,0.9009
2000-05-15,-6.25
2000-05-16,-4.2857
2000-05-17,-2.4876
2000-05-18,-1.0204
2000-05-19,-2.0619
2000-05-22,-2.1053
