ticker,IWAL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-09-30,2594.0228
2014-10-03,-49.0
2014-10-08,-1.9607999999999999
2014-10-09,50.0
2014-10-17,-1.3333
2014-10-21,0.0
2014-10-28,-13.5135
2014-10-29,0.0
2014-10-31,-1.5625
2014-11-06,-4.7619
2014-11-11,8.3333
2014-11-12,-15.3846
2014-11-13,-7.0909
2014-11-17,-0.1957
2014-11-20,1.9607999999999999
2014-11-24,-1.9231
2014-12-01,-25.4902
2014-12-10,-7.8947
2014-12-11,0.0
2014-12-15,0.0
2014-12-17,0.0
2014-12-18,0.0
2014-12-19,-14.2857
2014-12-22,0.0
2015-01-06,0.0
2015-01-07,-20.0
2015-01-09,0.0
2015-01-12,18.75
2015-01-21,-29.8246
2015-02-04,25.0
2015-02-18,-32.0
2015-02-19,11.7647
2015-02-24,-15.7895
2015-02-26,-6.25
2015-03-10,-13.3333
2015-03-12,-7.6923
2015-03-18,25.0
2015-03-24,-6.6667
2015-03-26,0.0
2015-04-01,0.0
2015-04-06,21.4286
2015-04-16,-11.7647
2015-04-20,0.0
2015-04-24,13.3333
2015-04-27,-17.647100000000002
2015-05-04,-35.7143
2015-05-06,22.2222
2015-05-08,0.0
2015-05-12,-9.0909
2015-05-13,0.0
2015-05-20,0.0
2015-05-22,0.0
2015-05-29,0.0
2015-06-04,20.0
2015-06-05,-16.6667
2015-06-08,0.0
2015-06-09,10.0
2015-06-10,36.3636
2015-06-11,0.0
2015-06-12,-6.6667
2015-06-16,0.0
2015-06-17,0.0
2015-06-18,0.0
2015-06-19,0.0
2015-06-22,-28.5714
2015-06-23,20.0
2015-06-24,2.0833
2015-06-26,-26.5306
2015-06-29,-16.6667
2015-06-30,0.0
2015-07-02,26.6667
2015-07-06,5.2632
2015-07-07,-15.0
2015-07-08,-29.4118
2015-07-09,0.0
2015-07-13,0.0
2015-07-14,-8.3333
2015-07-16,-36.3636
2015-07-17,-14.2857
2015-07-20,135.0
2015-07-22,6.383
2015-07-23,-20.0
2015-07-28,-50.0
2015-07-30,0.0
2015-07-31,0.0
2015-08-05,150.0
2015-08-06,-40.0
2015-08-11,100.0
2015-08-12,43.3333
2015-08-14,-14.7287
2015-08-17,-18.1818
2015-08-19,12.2222
2015-08-20,0.0
2015-08-21,-0.9901
2015-08-24,-19.0
2015-08-28,85.1852
2015-08-31,-10.5833
2015-09-15,-25.4427
2015-09-29,-19.0
2015-10-05,-62.963
2015-10-06,116.6667
2015-10-08,0.0
