ticker,TRCY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-18,-15.5524
2000-01-21,15.0
2000-01-26,4.3478
2000-01-28,-1.3889
2000-02-09,2.8169
2000-03-10,-9.589
2000-03-14,1.5152
2000-04-20,-6.4857
2000-04-25,0.0
2000-05-02,16.129
2000-05-09,2.7778
2000-06-19,-13.5135
2000-06-26,0.0
2000-07-05,20.3125
2000-08-22,3.211
2000-08-25,-18.7302
2000-08-28,0.0
2000-09-07,22.6563
2000-09-19,-15.2866
2000-09-20,-3.7594
2000-09-26,6.25
2000-10-02,-5.8824
2000-10-09,22.2656
2000-10-25,0.9026
2000-11-09,-18.2109
2000-11-15,15.625
2000-12-15,-13.5135
2000-12-20,0.0
2000-12-21,22.2656
2001-01-08,-13.099
2001-01-11,1.8739
2001-01-24,-0.7299
2001-01-31,0.0
2001-02-20,-1.4706000000000001
2001-02-22,22.0299
2001-02-28,-4.9046
2001-03-02,-13.1833
2001-03-08,15.1852
2001-03-12,0.0
2001-03-28,0.0
2001-04-10,0.3215
2001-04-17,-1.6054
2001-04-19,0.0
2001-04-27,10.526299999999999
2001-05-16,-9.5238
2001-05-17,0.0
2001-06-11,15.7895
2001-07-25,-17.4691
2001-07-26,9.7222
2001-07-27,12.6582
2001-08-02,0.0
2001-09-18,-25.8427
2001-11-27,33.3538
2001-12-06,-0.5977
2001-12-07,-0.555
2001-12-14,0.0
2001-12-28,0.0
2002-01-10,1.0
2002-01-11,4.6512
2002-01-23,-4.4444
2002-02-05,-1.1628
2002-03-14,7.6471
2002-03-26,-4.918
2002-03-28,5.1724
2002-04-16,2.6037
2002-05-13,-1.0753
2002-05-17,0.0
2002-06-11,4.3478
2002-06-17,-0.5208
2002-06-28,0.0
2002-07-09,0.5236
2002-07-17,1.955
2002-07-19,-0.6062
2002-07-23,-0.4273
2002-08-05,0.5208
2002-08-06,0.5181
2002-08-08,2.0619
2002-08-09,0.0
2002-09-18,0.6061
2002-09-20,1.6265
2002-11-13,0.1395
2002-11-19,1.4925
2002-12-06,0.0
2002-12-09,0.9804
2003-01-06,0.9709
2003-01-24,5.2989
2003-01-28,0.0
2003-04-15,3.7753
2003-04-16,0.5376
2003-04-17,0.5348
2003-04-22,0.0
2003-04-29,0.0
2003-05-12,1.0638
2003-05-13,5.0
2003-06-03,10.2757
2003-06-04,0.0
2003-06-12,2.2727
2003-06-16,0.4444
2003-07-14,1.7699
2003-07-15,13.0435
2003-07-16,-11.538499999999999
2003-07-17,4.3478
