ticker,GH US Equity
2019-02-27,1.4026
2019-02-28,19.7054
2019-03-01,5.9274000000000004
2019-03-04,-3.6266
2019-03-05,-1.4552
2019-03-06,-7.6074
2019-03-07,1.2431
2019-03-08,0.3349
2019-03-11,6.1983
2019-03-12,10.7453
2019-03-13,27.6351
2019-03-14,3.2398
2019-03-15,0.482
2019-03-18,-4.5724
2019-03-19,-2.4278
2019-03-20,-3.4528
2019-03-21,-3.4173
2019-03-22,-7.1235
2019-03-25,-2.6959
2019-03-26,1.1967
2019-03-27,-6.3496
2019-03-28,1.1529
2019-03-29,4.0706
2019-04-01,-10.5346
2019-04-02,-2.3608000000000002
2019-04-03,4.5075
2019-04-04,0.1285
2019-04-05,-0.1569
2019-04-08,-5.5
2019-04-09,0.0454
2019-04-10,11.8011
2019-04-11,-2.5679
2019-04-12,7.5600000000000005
2019-04-15,-4.5396
2019-04-16,3.5126
2019-04-17,-5.1031
2019-04-18,-3.0257
2019-04-22,-9.3178
2019-04-23,4.3478
2019-04-24,-1.8285
2019-04-25,-0.1832
2019-04-26,3.0896
2019-04-29,-1.8991
2019-04-30,-0.9226
2019-05-01,-0.7632
2019-05-02,2.0305
2019-05-03,4.0555
2019-05-06,0.7099
2019-05-07,-1.4962
2019-05-08,-5.4475999999999996
2019-05-09,-1.0349
2019-05-10,18.6203
2019-05-13,-4.9342
2019-05-14,0.346
2019-05-15,6.8276
2019-05-16,-1.0975
2019-05-17,-0.5483
2019-05-20,2.7435
2019-05-21,-2.4147
2019-05-22,-6.3891
2019-05-23,6.028
2019-05-24,1.5697
2019-05-28,0.8961
2019-05-29,-1.4545
2019-05-30,1.28
2019-05-31,-0.8512
2019-06-03,1.6779
2019-06-04,9.0828
2019-06-05,2.709
2019-06-06,0.3939
2019-06-07,3.3266999999999998
2019-06-10,-0.6384
2019-06-11,-3.5006
2019-06-12,0.5855
2019-06-13,2.4994
2019-06-14,-1.1023
2019-06-17,0.8219
2019-06-18,1.742
2019-06-19,-1.7890000000000001
2019-06-20,0.1341
2019-06-21,-1.2612
2019-06-24,-0.373
2019-06-25,-1.7132
2019-06-26,-4.5365
2019-06-27,1.7774999999999999
2019-06-28,2.5662000000000003
2019-07-01,2.085
2019-07-02,-2.6892
2019-07-03,0.2799
2019-07-05,0.0
2019-07-08,-3.0
2019-07-09,1.6423
2019-07-10,4.7883
2019-07-11,0.7428
2019-07-12,-3.4745
2019-07-15,7.6042
2019-07-16,-4.6789
2019-07-17,4.1864
2019-07-18,1.4513
2019-07-19,-0.0214
2019-07-22,0.1388
2019-07-23,-0.1173
2019-07-24,2.0497
2019-07-25,-1.8517000000000001
2019-07-26,3.3575
2019-07-29,-4.3828
2019-07-30,4.6053
2019-07-31,-3.0931
2019-08-01,0.5107
2019-08-02,-2.5511
2019-08-05,-5.2574
2019-08-06,3.7606
2019-08-07,21.2155
2019-08-08,0.5469
2019-08-09,-6.5458
2019-08-12,-4.317
2019-08-13,2.6767
2019-08-14,-2.5378
2019-08-15,0.233
2019-08-16,2.618
2019-08-19,-2.1375
2019-08-20,2.9290000000000003
2019-08-21,2.0536
2019-08-22,-5.5001999999999995
2019-08-23,-4.0357
2019-08-26,-0.2959
2019-08-27,-0.4557
2019-08-28,-3.8539
2019-08-29,4.1302
2019-08-30,-6.9226
2019-09-03,-4.3299
2019-09-04,-2.9735
2019-09-05,1.7354
2019-09-06,-1.3308
2019-09-09,-0.6498
2019-09-10,-0.3949
2019-09-11,-5.2162
2019-09-12,0.719
2019-09-13,0.584
2019-09-16,-3.2516
2019-09-17,-0.3334
2019-09-18,-1.3783
2019-09-19,-1.4654
2019-09-20,1.8039
2019-09-23,-0.3652
2019-09-24,-1.8192
2019-09-25,-7.3562
2019-09-26,-5.3731
2019-09-27,-1.2776
2019-09-30,1.9811
2019-10-01,-6.7993
2019-10-02,2.034
2019-10-03,2.5371
2019-10-04,3.9042
2019-10-07,-5.9997
2019-10-08,-1.4969999999999999
2019-10-09,0.7265
2019-10-10,0.4062
2019-10-11,1.6513
2019-10-14,4.256
2019-10-15,2.3372
2019-10-16,-1.0049
2019-10-17,4.2141
2019-10-18,-3.6747
2019-10-21,3.6924
2019-10-22,-3.029
2019-10-23,0.64
2019-10-24,2.8615
2019-10-25,0.9126
2019-10-28,3.7777
2019-10-29,-0.7168
2019-10-30,0.453
2019-10-31,-2.0575
2019-11-01,2.6763
2019-11-04,0.1682
2019-11-05,-4.8825
2019-11-06,-4.9125
2019-11-07,-0.6961
2019-11-08,11.9782
2019-11-11,1.5023
2019-11-12,0.8086
2019-11-13,2.1479
2019-11-14,2.9412000000000003
2019-11-15,3.4389
2019-11-18,-1.5248
2019-11-19,-0.5458
2019-11-20,1.0209
2019-11-21,-0.4169
2019-11-22,-1.0022
2019-11-25,2.6781
2019-11-26,-2.3836
2019-11-27,0.5881
2019-11-29,-1.2837
2019-12-02,-4.9311
2019-12-03,1.8418
2019-12-04,-0.3191
2019-12-05,-1.841
2019-12-06,0.5436
2019-12-09,-2.4736000000000002
2019-12-10,1.6493
2019-12-11,-3.4906
2019-12-12,2.4724
2019-12-13,4.6464
2019-12-16,1.0013
2019-12-17,3.7177
2019-12-18,-0.0503
2019-12-19,2.2273
2019-12-20,1.8956
2019-12-23,-0.6523
2019-12-24,0.2554
2019-12-26,-0.5943
2019-12-27,-3.8433
2019-12-30,-1.142
2019-12-31,0.2952
2020-01-02,1.6253
2020-01-03,-1.3096999999999999
2020-01-06,0.957
2020-01-07,3.0966
2020-01-08,-2.55
2020-01-09,-1.8618999999999999
2020-01-10,0.564
2020-01-13,-1.16
2020-01-14,2.9791
2020-01-15,0.9267
2020-01-16,3.4247
2020-01-17,1.4997
2020-01-21,-1.052
2020-01-22,1.0751
2020-01-23,-3.6521
2020-01-24,-1.8155000000000001
2020-01-27,-2.7236000000000002
2020-01-28,1.0018
2020-01-29,0.5086
2020-01-30,0.0
2020-01-31,-3.7955
2020-02-03,3.1036
2020-02-04,2.4872
2020-02-05,-2.0535
2020-02-06,0.5845
2020-02-07,-0.859
2020-02-10,0.5989
2020-02-11,-0.3673
2020-02-12,5.2632
2020-02-13,-1.2077
2020-02-14,3.0562
2020-02-18,0.9846
2020-02-19,1.7973
2020-02-20,0.877
2020-02-21,1.5899999999999999
2020-02-24,-5.0895
2020-02-25,-10.0842
2020-02-26,7.534
2020-02-27,-5.3252
2020-02-28,12.7009
2020-03-02,-10.2116
2020-03-03,-5.2126
2020-03-04,12.4172
2020-03-05,0.1082
2020-03-06,-6.1952
2020-03-09,-12.62
2020-03-10,-0.6152
2020-03-11,-7.2218
2020-03-12,6.4496
2020-03-13,5.5663
2020-03-16,-16.5394
2020-03-17,7.0291
2020-03-18,-1.8832
2020-03-19,11.1774
2020-03-20,-7.0796
2020-03-23,-6.4481
2020-03-24,9.0955
2020-03-25,0.719
2020-03-26,8.0346
2020-03-27,-4.6956
2020-03-30,5.104
2020-03-31,-2.3158
2020-04-01,-4.1667
2020-04-02,-2.3688000000000002
2020-04-03,-7.11
2020-04-06,10.7456
2020-04-07,-4.4932
2020-04-08,0.8596
2020-04-09,6.7256
2020-04-13,-3.5284
2020-04-14,4.3046
2020-04-15,-2.6263
2020-04-16,2.7267
2020-04-17,5.6117
2020-04-20,1.0791
2020-04-21,0.6351
2020-04-22,0.9534
2020-04-23,-0.1064
2020-04-24,1.4514
2020-04-27,3.7144
2020-04-28,-2.5816
2020-04-29,3.8322000000000003
2020-04-30,-3.7157999999999998
2020-05-01,-4.5218
2020-05-04,0.5171
2020-05-05,5.3615
2020-05-06,3.8936
2020-05-07,3.8343
2020-05-08,5.003
2020-05-11,7.4532
2020-05-12,2.122
2020-05-13,-0.4135
2020-05-14,-4.0486
2020-05-15,5.4852
2020-05-18,-3.159
2020-05-19,2.4995
2020-05-20,-0.3926
2020-05-21,-0.5602
2020-05-22,1.0953
2020-05-26,-8.1209
2020-05-27,-1.4712
2020-05-28,0.1368
2020-05-29,2.8913
2020-06-01,-2.2679
2020-06-02,-1.0867
2020-06-03,-2.8496
2020-06-04,-2.6151
2020-06-05,0.6653
2020-06-08,-3.5088
2020-06-09,-0.1245
2020-06-10,3.2294
2020-06-11,-7.67
2020-06-12,0.8503
2020-06-15,5.1498
2020-06-16,0.0123
2020-06-17,-3.4045
2020-06-18,1.5835
2020-06-19,-0.792
2020-06-22,5.2965
2020-06-23,0.3249
2020-06-24,-2.5189
2020-06-25,1.8949
2020-06-26,-2.6084
2020-06-29,-0.806
2020-06-30,1.4125
2020-07-01,3.2047
2020-07-02,-0.215
2020-07-06,2.0227
2020-07-07,0.0469
2020-07-08,2.1693
2020-07-09,0.4476
2020-07-10,-2.6394
2020-07-13,-5.7388
2020-07-14,1.0209
2020-07-15,2.5635
2020-07-16,-1.1175
2020-07-17,0.7656
2020-07-20,-0.3015
2020-07-21,-1.5846
2020-07-22,1.8068
2020-07-23,1.7385000000000002
2020-07-24,-3.1684
2020-07-27,2.6103
2020-07-28,-1.3256999999999999
2020-07-29,1.8519
2020-07-30,2.2341
2020-07-31,-0.988
