ticker,LOGN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-05,-1.2346
2000-01-06,0.0
2000-01-07,2.5
2000-01-10,0.6098
2000-01-13,-3.0303
2000-01-14,0.625
2000-01-20,-4.3478
2000-02-01,1.2987
2000-02-03,2.5641
2000-02-08,-1.25
2000-02-10,4.4304
2000-02-11,-4.2424
2000-02-14,0.0
2000-02-16,1.2658
2000-02-17,0.0
2000-02-22,-2.5
2000-02-24,1.2821
2000-02-25,-3.7975
2000-02-29,-4.6053
2000-03-03,0.0
2000-03-07,4.8276
2000-03-10,0.0
2000-03-13,-1.3158
2000-03-14,-2.6667
2000-03-15,4.1096
2000-03-16,-0.1579
2000-03-20,-2.6667
2000-03-21,1.3699
2000-03-24,2.7027
2000-03-29,-2.6316
2000-03-30,1.3514
2000-04-04,-1.3333
2000-04-05,1.3514
2000-04-06,0.0
2000-04-13,-2.6667
2000-04-14,0.0
2000-04-17,-1.3699
2000-04-18,-4.1667
2000-04-19,-1.4493
2000-04-20,2.9412000000000003
2000-04-26,8.5714
2000-04-27,0.0
2000-05-01,0.0
2000-05-05,-3.9474
2000-05-08,1.3699
2000-05-09,-3.3784
2000-05-10,-0.6993
2000-05-16,-5.6338
2000-05-17,-5.2239
2000-05-18,-3.9370000000000003
2000-05-19,1.6393
2000-05-22,1.6129
2000-05-23,11.1111
2000-05-24,-2.8571
2000-05-25,0.0
2000-06-01,-5.8824
2000-06-02,6.25
2000-06-05,-1.4706000000000001
2000-06-06,5.9701
2000-06-07,1.4085
2000-06-12,-5.5556
2000-06-13,2.9412000000000003
2000-06-15,2.8571
2000-06-22,-0.1687
2000-06-23,11.2676
2000-06-27,-6.962
2000-06-28,6.8027
2000-06-30,0.0
2000-07-05,0.6369
2000-07-06,0.0
2000-07-11,-0.6329
2000-07-12,2.5478
2000-07-13,0.0
2000-07-14,6.8323
2000-07-18,-4.0698
2000-07-19,-0.6061
2000-07-20,0.0
2000-07-21,0.0
2000-07-24,2.439
2000-07-28,-1.1905000000000001
2000-07-31,1.2048
2000-08-01,0.0
2000-08-04,2.3810000000000002
2000-08-07,0.5814
2000-08-08,4.0462
2000-08-10,-2.2222
2000-08-15,-1.1364
2000-08-17,2.2989
2000-08-18,3.9326
2000-08-22,-1.6216
2000-08-23,4.3956
2000-08-24,-4.2105
2000-08-28,0.0
2000-09-05,1.0989
2000-09-06,-1.087
2000-09-07,1.0989
2000-09-11,-1.087
2000-09-13,1.0989
2000-09-14,0.5435
2000-09-15,-1.0811
