ticker,VINO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-10-11,1100.0
2016-10-12,-66.6667
2016-10-13,200.0
2016-10-14,-33.3333
2016-10-17,0.0
2016-10-18,50.0
2016-10-19,0.0
2016-10-20,0.0
2016-10-21,0.0
2016-11-11,-51.6667
2016-11-14,72.4138
2016-11-16,0.0
2016-11-22,-20.0
2016-11-28,0.0
2016-11-29,-25.0
2016-11-30,50.0
2016-12-06,-22.2222
2016-12-07,14.2857
2016-12-08,0.0
2016-12-12,-37.5
2016-12-16,40.0
2016-12-19,-11.4286
2016-12-20,12.9032
2016-12-27,-11.4286
2017-01-04,0.6452
2017-01-05,-0.641
2017-01-06,0.6452
2017-01-09,0.0
2017-01-13,0.0
2017-01-23,0.0
2017-01-26,-3.8462
2017-01-30,-6.6667
2017-01-31,0.0
2017-02-02,0.0
2017-02-06,0.0
2017-02-08,-9.2857
2017-02-09,-1.5748
2017-02-14,8.0
2017-02-15,18.5185
2017-02-16,0.0
2017-02-17,9.375
2017-02-21,5.7143
2017-02-23,-29.7297
2017-02-24,0.7692
2017-02-27,-8.3969
2017-02-28,-13.3333
2017-03-02,20.1923
2017-03-07,-16.8
2017-03-08,0.9615
2017-03-10,0.0
2017-03-15,8.5714
2017-03-16,0.0
2017-03-22,5.2632
2017-03-23,-1.6667
2017-03-24,-3.3898
2017-03-27,-7.0175
2017-03-28,2.8302
2017-03-29,-0.9174
2017-03-30,0.9259
2017-04-05,0.0
2017-04-06,0.9174
2017-04-26,0.0
2017-04-28,-4.5455
2017-05-04,0.0
2017-05-05,0.0
2017-05-11,4.7619
2017-05-12,9.0909
2017-05-15,-8.3333
2017-06-01,-1.8182
2017-06-02,-7.4074
2017-06-06,0.0
2017-06-12,0.0
2017-06-13,0.0
2017-06-15,1.0
2017-06-16,-9.802
2017-06-23,2.0856
2017-06-27,13.9785
2017-06-28,-4.717
2017-06-29,4.9505
2017-07-05,0.0
2017-07-13,4.717
2017-07-19,-27.9279
2017-07-20,25.0
2017-07-25,0.0
2017-07-31,0.0
2017-08-01,0.0
2017-08-03,-2.0
2017-08-04,2.0408
2017-08-11,1.0
2017-08-14,-0.9901
2017-08-17,3.0
2017-08-18,0.9709
2017-08-21,0.9615
2017-08-22,-3.8095
2017-08-23,-0.9901
2017-08-25,0.0
2017-08-28,0.0
2017-09-01,0.0
2017-09-13,1.0
2017-09-19,0.0
2017-09-21,-0.9901
2017-09-26,3.0
2017-09-29,-2.9126
2017-10-03,5.0
