ticker,VINO US Equity
2017-10-04,1.9048
2017-10-05,7.4766
2017-10-06,8.6957
2017-10-09,0.8
2017-10-11,0.7937
2017-10-12,13.3858
2017-10-13,0.0
2017-10-16,-9.7222
2017-10-17,0.0
2017-10-18,0.0
2017-10-19,0.0
2017-10-23,-3.8462
2017-10-24,0.0
2017-10-25,0.0
2017-10-27,-4.0
2017-10-30,-16.6667
2017-10-31,0.0
2017-11-01,1.0
2017-11-02,-15.8416
2017-11-03,29.4118
2017-11-06,0.0
2017-11-07,0.9091
2017-11-09,-0.9009
2017-11-10,0.0
2017-11-14,0.0
2017-11-17,-6.8091
2017-11-27,-7.3261
2017-11-28,7.3684
2017-11-29,0.0
2017-11-30,0.0
2017-12-07,-11.7647
2017-12-11,11.1111
2017-12-12,0.2
2017-12-13,-0.1996
2017-12-15,-2.29
2017-12-22,1.3202
2017-12-26,-4.3909
2017-12-29,0.3666
2018-01-04,5.2632
2018-01-08,-5.0
2018-01-09,1.2105
2018-01-10,4.0042
2018-01-18,-19.9
2018-01-19,22.3471
2018-01-23,-13.2653
2018-01-29,15.2941
2018-01-30,-13.2653
2018-01-31,5.8824
2018-02-01,0.0
2018-02-02,-6.8333
2018-02-05,-16.5176
2018-02-07,21.8571
2018-02-08,-11.9578
2018-02-12,-26.7776
2018-02-13,27.2959
2018-03-02,0.0
2018-03-06,-14.2857
2018-03-08,23.3333
2018-03-12,4.0541
2018-03-13,-28.5714
2018-03-15,25.4545
2018-03-16,7.2464
2018-03-21,0.0
2018-03-22,-18.9189
2018-03-27,16.65
2018-04-05,-11.7145
2018-04-06,13.2851
2018-04-09,27.1429
2018-04-10,-38.2022
2018-04-11,14.5455
2018-04-17,41.2698
2018-04-19,0.0
2018-04-26,0.0
2018-04-30,-15.7303
2018-05-04,18.6667
2018-05-07,0.0
2018-05-08,-15.7303
2018-05-23,6.6667
2018-05-24,-12.5
2018-05-25,-10.0
2018-06-01,7.9365
2018-06-04,17.647100000000002
2018-06-06,0.0
2018-06-07,-21.25
2018-06-08,52.3984
2018-06-11,-27.0917
2018-06-14,34.2857
2018-06-15,-30.8511
2018-06-18,0.0
2018-06-20,41.5385
2018-06-27,-29.3478
2018-06-28,1.5385
2018-06-29,6.0606
2018-07-05,35.7143
2018-07-20,-23.0526
2018-07-25,-4.2408
2018-07-26,28.5714
2018-07-30,-38.8889
2018-07-31,0.0
2018-08-01,-9.0727
2018-08-02,79.964
2018-08-07,-38.8889
2018-08-08,18.1818
2018-08-09,2.0154
2018-08-15,-23.0885
2018-08-17,-2.1765
2018-08-21,11.2447
2018-08-22,-6.3063
2018-08-23,-1.9231
2018-08-24,0.0
2018-08-27,0.0
2018-08-30,-3.9215999999999998
2018-09-04,-14.2857
2018-09-07,21.4286
2018-09-10,-20.5882
2018-09-11,-1.2346
2018-09-12,-2.5
2018-09-19,0.0
2018-09-24,-23.0769
2018-09-25,33.3333
2018-09-26,24.5
2018-10-02,-19.6787
2018-10-03,0.0
2018-10-05,0.0
2018-10-10,32.5
2018-10-11,0.0
2018-10-12,-41.1321
2018-10-18,150.0
2018-10-19,-48.7179
2018-11-02,0.0
2018-11-05,92.5
2018-11-06,-47.5325
2018-11-08,23.7624
2018-11-12,0.0
2018-11-20,0.0
2018-11-21,-20.0
2018-11-27,0.0
2018-11-28,-12.5
2018-11-29,14.2857
2018-12-03,-15.0
2018-12-07,0.0
2018-12-19,0.0
2018-12-20,2.9412000000000003
2019-01-07,25.7143
2019-01-10,-20.4545
2019-01-15,-5.7143
2019-01-16,6.0606
2019-01-17,-5.7143
2019-01-18,-9.0909
2019-01-22,30.0
2019-01-25,-5.1282
2019-02-01,-24.0541
2019-02-04,-3.9146
2019-02-05,29.6296
2019-02-08,-22.8571
2019-02-22,-7.4074
2019-02-25,35.2
2019-02-27,0.0
2019-03-01,42.0118
2019-03-11,-16.6667
2019-03-14,-0.5
2019-03-15,-12.0603
2019-03-20,-20.0
2019-03-21,0.0
2019-03-22,6.6071
2019-03-26,-12.8978
2019-03-28,23.0769
2019-04-03,9.375
2019-04-04,-14.2857
2019-04-11,-23.3333
2019-04-12,8.6957
2019-04-25,0.0
2019-05-03,40.0
2019-05-08,0.0
2019-05-14,4.8571
2019-05-28,-31.8801
2019-05-30,0.0
2019-05-31,20.0
2019-06-06,0.0
2019-06-10,0.0333
2019-06-11,0.0
2019-06-13,49.95
2019-06-14,0.0
2019-06-19,-16.6667
2019-06-24,6.6667
2019-06-26,-37.5
2019-06-27,-5.2
2019-07-02,47.6793
2019-07-09,-20.2857
2019-07-11,0.3584
2019-07-12,114.2857
2019-07-19,0.0
2019-07-22,0.0
2019-07-25,-43.3333
2019-07-30,-11.1765
2019-07-31,-0.6623
2019-08-07,66.0
2019-08-09,-9.6386
2019-08-12,8.8889
2019-08-20,-36.7347
2019-08-21,61.2903
2019-08-22,-34.0
2019-08-23,45.1515
2019-08-26,-47.3904
2019-08-27,97.619
2019-08-28,-13.253
2019-09-04,3.9352
2019-09-05,-0.6682
2019-09-06,0.8969
2019-09-12,6.6667
2019-09-13,-31.25
2019-09-16,21.2121
2019-09-17,5.0
2019-09-18,7.1429
2019-09-19,19.5556
2019-09-24,-34.5725
2019-09-25,42.0455
2019-09-26,-2.0
2019-09-30,-2.0408
2019-10-01,-4.7917
2019-10-08,0.8753
2019-10-09,-36.8764
2019-10-10,35.3952
2019-10-11,18.2741
2019-10-15,-0.6438
2019-10-24,-3.2397
2019-10-29,-5.3571
2019-10-31,0.0
2019-11-01,0.0
2019-11-04,0.0
2019-11-06,-3.5377
2019-11-08,-2.445
2019-11-12,0.0
2019-11-13,-4.7619
2019-11-19,-0.5263
2019-11-21,0.5291
2019-11-26,7.3684
2019-11-27,0.0
2019-12-02,-4.4118
2019-12-03,4.6154
2019-12-05,0.0
2019-12-09,0.4902
2019-12-10,0.0
2019-12-11,0.0
2019-12-13,-31.7073
2019-12-16,46.3929
2019-12-19,0.0
2019-12-23,-0.2196
2019-12-24,-9.5355
2019-12-26,0.0
2019-12-27,-10.8108
2019-12-30,12.0606
2020-01-07,-4.0292
2020-01-08,4.2265
2020-01-10,-8.0833
2020-01-15,1.4706000000000001
2020-01-16,0.0
2020-01-24,13.0435
2020-01-27,2.5641
2020-02-03,-11.125
2020-02-04,12.5176
2020-02-05,0.0
2020-02-07,-12.5
2020-02-10,14.2857
2020-02-11,0.0
2020-02-12,-12.5
2020-02-13,0.0
2020-02-14,2.8571
2020-02-18,-26.3889
2020-02-19,24.5283
2020-02-24,6.0606
2020-02-25,0.0
2020-02-26,-21.0571
2020-02-27,1.3391
2020-02-28,20.7143
2020-03-03,-12.7219
2020-03-04,15.2542
2020-03-06,11.7647
2020-03-12,-4.7368
2020-03-13,-3.3149
2020-03-19,0.0
2020-03-20,-14.2857
2020-03-23,-13.3333
2020-03-24,11.538499999999999
2020-03-25,0.0
2020-04-01,31.0345
2020-04-06,0.0
2020-04-20,-7.8947
2020-05-18,0.0
2020-06-01,0.0
2020-06-04,0.0
2020-06-08,11.4286
2020-06-10,2.5641
2020-06-18,-46.75
2020-06-19,87.7465
2020-06-25,0.025
2020-06-30,0.0
2020-07-06,0.0
2020-07-31,-0.5
