ticker,CALA US Equity
2015-02-25,1.972
2015-02-26,0.9981
2015-02-27,-5.9914
2015-03-02,-9.592600000000001
2015-03-03,-1.8169
2015-03-04,3.775
2015-03-05,-5.0642
2015-03-06,10.2179
2015-03-09,-8.3163
2015-03-10,1.9331
2015-03-11,1.0941
2015-03-12,-3.5354
2015-03-13,-2.6178
2015-03-16,4.5315
2015-03-17,-0.7348
2015-03-18,-0.2961
2015-03-19,4.4543
2015-03-20,11.9403
2015-03-23,18.9841
2015-03-24,3.3618
2015-03-25,-11.5643
2015-03-26,-7.2971
2015-03-27,9.8866
2015-03-30,-5.9026
2015-03-31,0.0
2015-04-01,-1.0352999999999999
2015-04-02,1.2923
2015-04-06,5.5286
2015-04-07,-0.6908
2015-04-08,5.6812000000000005
2015-04-09,0.5485
2015-04-10,-2.455
2015-04-13,1.2304
2015-04-14,4.5856
2015-04-15,2.3772
2015-04-16,-3.5604
2015-04-17,-1.7121
2015-04-20,-12.0305
2015-04-21,-13.4282
2015-04-22,-7.5768
2015-04-23,6.4192
2015-04-24,-2.5436
2015-04-27,-13.9448
2015-04-28,-4.2028
2015-04-29,-2.3066
2015-04-30,-7.3148
2015-05-01,-1.8981
2015-05-04,0.4073
2015-05-05,-3.6511
2015-05-06,-5.0526
2015-05-07,5.5432
2015-05-08,45.6933
2015-05-11,-7.6424
2015-05-12,5.7767
2015-05-13,-4.797
2015-05-14,-5.8915
2015-05-15,-2.2241
2015-05-18,-0.674
2015-05-19,-6.955
2015-05-20,-1.0939
2015-05-21,10.7834
2015-05-22,-8.4859
2015-05-26,-1.3636
2015-05-27,0.9217
2015-05-28,-1.3699
2015-05-29,-3.0556
2015-06-01,-12.0344
2015-06-02,-4.0174
2015-06-03,1.0181
2015-06-04,-2.0157
2015-06-05,2.8571
2015-06-08,-4.5556
2015-06-09,-6.9849
2015-06-10,0.6258
2015-06-11,-1.4925
2015-06-12,0.0
2015-06-15,-8.5859
2015-06-16,-3.1768
2015-06-17,-2.1398
2015-06-18,8.8921
2015-06-19,15.9304
2015-06-22,0.6928
2015-06-23,1.3761
2015-06-24,-6.5611
2015-06-25,-8.2324
2015-06-26,-5.277
2015-06-29,-7.5209
2015-06-30,7.5301
2015-07-01,-2.1008
2015-07-02,-0.5722
2015-07-06,2.8777
2015-07-07,-3.7762000000000002
2015-07-08,-2.907
2015-07-09,1.3473
2015-07-10,0.0
2015-07-13,2.8064999999999998
2015-07-14,2.2989
2015-07-15,-3.3708
2015-07-16,3.4884
2015-07-17,21.6292
2015-07-20,-9.5843
2015-07-21,16.8582
2015-07-22,-8.4153
2015-07-23,-3.8186
2015-07-24,12.0347
2015-07-27,-6.6445
2015-07-28,-3.6773
2015-07-29,-7.5123
2015-07-30,-0.1332
2015-07-31,-1.3333
2015-08-03,-2.8378
2015-08-04,-0.6954
2015-08-05,-2.9412000000000003
2015-08-06,-7.3593
2015-08-07,0.0
2015-08-10,3.4268
2015-08-11,-13.4036
2015-08-12,-2.6087
2015-08-13,-4.4643
2015-08-14,-0.3738
2015-08-17,2.8143000000000002
2015-08-18,2.3723
2015-08-19,-5.1693
2015-08-20,-5.0752
2015-08-21,1.5842
2015-08-24,-9.1618
2015-08-25,-5.1502
2015-08-26,8.5973
2015-08-27,16.4583
2015-08-28,3.3989
2015-08-31,0.8651
2015-09-01,-5.4889
2015-09-02,2.3593
2015-09-03,6.2057
2015-09-04,1.0017
2015-09-08,6.4463
2015-09-09,-1.2422
2015-09-10,2.2013
2015-09-11,2.3077
2015-09-14,-0.3008
2015-09-15,-1.2066
2015-09-16,-3.0534
2015-09-17,1.2598
2015-09-18,2.0218
2015-09-21,-6.7073
2015-09-22,0.1634
2015-09-23,-0.9788
2015-09-24,0.0
2015-09-25,-0.659
2015-09-28,-9.6186
2015-09-29,-8.2569
2015-09-30,8.6
2015-10-01,2.2099
2015-10-02,11.1712
2015-10-05,10.859
2015-10-06,3.6550000000000002
2015-10-07,4.6544
2015-10-08,1.3477000000000001
2015-10-09,1.1968
2015-10-12,-1.8397000000000001
2015-10-13,-1.4726
2015-10-14,0.8152
2015-10-15,7.0081
2015-10-16,-3.2746
2015-10-19,-1.5625
2015-10-20,-1.455
2015-10-21,-3.4899
2015-10-22,0.4172
2015-10-23,2.3546
2015-10-26,-0.6766
2015-10-27,1.9074
2015-10-28,6.8182
2015-10-29,9.2616
2015-10-30,-2.1764
2015-11-02,3.0445
2015-11-03,0.0
2015-11-04,10.568200000000001
2015-11-05,0.7194
2015-11-06,2.2449
2015-11-09,-21.8563
2015-11-10,-14.2401
2015-11-11,16.7535
2015-11-12,-9.1837
2015-11-13,-1.4045
2015-11-16,-4.8433
2015-11-17,1.6467
2015-11-18,9.5729
2015-11-19,-1.8817
2015-11-20,-1.7808000000000002
2015-11-23,0.8368
2015-11-24,4.5643
2015-11-25,1.8519
2015-11-27,8.0519
2015-11-30,-4.5673
2015-12-01,-3.1486
2015-12-02,-3.9012000000000002
2015-12-03,-2.0298
2015-12-04,1.2431
2015-12-07,-7.367
2015-12-08,-4.1237
2015-12-09,-6.298
2015-12-10,1.9672
2015-12-11,-3.8585000000000003
2015-12-14,-1.6722000000000001
2015-12-15,3.9116
2015-12-16,9.4926
2015-12-17,6.4275
2015-12-18,5.3371
2015-12-21,4.4
2015-12-22,0.3831
2015-12-23,3.4351
2015-12-24,4.428
2015-12-28,-4.5936
2015-12-29,3.9506
2015-12-30,-3.6817
2015-12-31,-5.5487
2016-01-04,-2.8721
2016-01-05,4.7043
2016-01-06,-9.6277
2016-01-07,-8.9489
2016-01-08,-6.7083
2016-01-11,-6.5217
2016-01-12,3.5778
2016-01-13,-13.6442
2016-01-14,7.2
2016-01-15,-10.4478
2016-01-19,-1.875
2016-01-20,14.0127
2016-01-21,2.4209
2016-01-22,2.7273
2016-01-25,-1.9468999999999999
2016-01-26,-0.361
2016-01-27,-5.4348
2016-01-28,-5.364
2016-01-29,1.2146
2016-02-01,-1.2
2016-02-02,1.0121
2016-02-03,-6.6132
2016-02-04,3.6481
2016-02-05,-1.4493
2016-02-08,-2.9412000000000003
2016-02-09,-1.9481000000000002
2016-02-10,-1.3245
2016-02-11,7.1588
2016-02-12,6.0543
2016-02-16,10.0394
2016-02-17,5.7245
2016-02-18,-2.8765
2016-02-19,-2.6132
2016-02-22,6.7979
2016-02-23,-2.5126
2016-02-24,4.811
2016-02-25,-2.7869
2016-02-26,3.3727
2016-02-29,-3.0995
2016-03-01,4.0404
2016-03-02,2.7508
2016-03-03,0.1575
2016-03-04,1.5723
2016-03-07,0.1548
2016-03-08,-5.8733
2016-03-09,5.9113
2016-03-10,-4.3411
2016-03-11,3.2415
2016-03-14,1.8838
2016-03-15,-12.3267
2016-03-16,-2.2847
2016-03-17,1.0791
2016-03-18,4.4484
2016-03-21,1.0221
2016-03-22,-2.3609
2016-03-23,-7.2539
2016-03-24,-2.4209
2016-03-28,-1.145
2016-03-29,8.8803
2016-03-30,-0.7092
2016-03-31,1.4285999999999999
2016-04-01,4.2254
2016-04-04,-0.8446
2016-04-05,-3.5775
2016-04-06,6.0071
2016-04-07,-3.0
2016-04-08,-2.5773
2016-04-11,1.94
2016-04-12,-1.7301
2016-04-13,2.2887
2016-04-14,0.8606
2016-04-15,0.5119
2016-04-18,-2.5467
2016-04-19,-0.6969
2016-04-20,-0.7018
2016-04-21,4.2403
2016-04-22,0.339
2016-04-25,-2.1959
2016-04-26,-4.1451
2016-04-27,-3.4234
2016-04-28,2.4254
2016-04-29,-2.9144
2016-05-02,0.0
2016-05-03,-5.6285
2016-05-04,-6.5606
2016-05-05,-4.2553
2016-05-06,1.1111
2016-05-09,4.6154
2016-05-10,-2.1008
2016-05-11,-4.0773
2016-05-12,-5.8166
2016-05-13,1.1876
2016-05-16,3.7559
2016-05-17,-3.3937
2016-05-18,1.8735
2016-05-19,-2.2989
2016-05-20,3.2941
2016-05-23,4.5558
2016-05-24,2.8322000000000003
2016-05-25,7.4153
2016-05-26,-1.3807
2016-05-27,0.0
2016-05-31,4.8
2016-06-01,1.145
2016-06-02,1.8868
2016-06-03,0.3704
2016-06-06,8.4871
2016-06-07,-2.8912
2016-06-08,-4.5534
2016-06-09,-7.3394
2016-06-10,-4.9505
2016-06-13,-0.8333
2016-06-14,0.0
2016-06-15,0.6303
2016-06-16,-1.6701000000000001
2016-06-17,-8.9172
2016-06-20,-0.6993
2016-06-21,-0.4695
2016-06-22,-1.8868
2016-06-23,1.2019
2016-06-24,-5.9382
2016-06-27,-6.8182
2016-06-28,7.5881
2016-06-29,-4.2821
2016-06-30,-2.3684
2016-07-01,2.6954000000000002
2016-07-05,0.5249
2016-07-06,-0.5222
2016-07-07,-5.2493
2016-07-08,0.554
2016-07-11,-4.9587
2016-07-12,-2.029
2016-07-13,0.8876
2016-07-14,0.8798
2016-07-15,-0.2907
2016-07-18,1.7492999999999999
2016-07-19,-14.3266
2016-07-20,3.01
2016-07-21,-0.3247
2016-07-22,2.6059
2016-07-25,0.6349
2016-07-26,1.8927
2016-07-27,1.8576000000000001
2016-07-28,-2.7356
2016-07-29,-0.9375
2016-08-01,-0.6309
2016-08-02,-4.7619
2016-08-03,4.6667
2016-08-04,0.0
2016-08-05,9.2357
2016-08-08,-2.6239
2016-08-09,-2.3952
2016-08-10,-6.4417
2016-08-11,0.9836
2016-08-12,2.2727
2016-08-15,4.127
2016-08-16,-4.2683
2016-08-17,4.1401
2016-08-18,1.2232
2016-08-19,0.0
2016-08-22,1.2085
2016-08-23,-2.6866
2016-08-24,-3.681
2016-08-25,0.6369
2016-08-26,-0.6329
2016-08-29,1.2739
2016-08-30,0.6289
2016-08-31,-3.125
2016-09-01,-0.6452
2016-09-02,0.0
2016-09-06,-1.9481000000000002
2016-09-07,4.6358
2016-09-08,1.8987
2016-09-09,-4.6584
2016-09-12,0.9772
2016-09-13,-2.9032
2016-09-14,0.3322
2016-09-15,-1.3245
2016-09-16,0.6711
2016-09-19,2.3333
2016-09-20,3.2573
2016-09-21,0.3155
2016-09-22,0.0
2016-09-23,-5.6604
2016-09-26,5.0
2016-09-27,-0.6349
2016-09-28,0.3195
2016-09-29,-2.5478
2016-09-30,6.2092
2016-10-03,6.7692
2016-10-04,-2.5937
2016-10-05,0.2959
2016-10-06,-3.8348
2016-10-07,-3.9877000000000002
2016-10-10,2.2364
2016-10-11,-3.75
2016-10-12,-3.8961
2016-10-13,0.3378
2016-10-14,-0.3367
2016-10-17,1.3514
2016-10-18,0.0
2016-10-19,0.0
2016-10-20,0.0
2016-10-21,0.0
2016-10-24,-1.6667
2016-10-25,-18.6441
2016-10-26,-4.1667
2016-10-27,10.8696
2016-10-28,11.7647
2016-10-31,-3.5088
2016-11-01,-5.4545
2016-11-02,-3.8462
2016-11-03,0.0
2016-11-04,2.0
2016-11-07,1.9607999999999999
2016-11-08,-3.8462
2016-11-09,10.0
2016-11-10,7.2727
2016-11-11,11.8644
2016-11-14,-4.5455
2016-11-15,6.3492
2016-11-16,-2.9851
2016-11-17,0.0
2016-11-18,3.0769
2016-11-21,0.0
2016-11-22,1.4925
2016-11-23,0.0
2016-11-25,1.4706000000000001
2016-11-28,-1.4493
2016-11-29,-1.4706000000000001
2016-11-30,4.4776
2016-12-01,-7.1429
2016-12-02,4.6154
2016-12-05,11.7647
2016-12-06,-10.526299999999999
2016-12-07,-4.4118
2016-12-08,-1.5385
2016-12-09,9.375
2016-12-12,-8.5714
2016-12-13,-3.125
2016-12-14,3.2258
2016-12-15,3.125
2016-12-16,-3.0303
2016-12-19,0.0
2016-12-20,-4.6875
2016-12-21,19.6721
2016-12-22,-4.1096
2016-12-23,0.0
2016-12-27,-2.8571
2016-12-28,-7.3529
2016-12-29,1.5873
2016-12-30,1.5625
2017-01-03,10.7692
2017-01-04,1.3889
2017-01-05,8.2192
2017-01-06,12.6582
2017-01-09,-2.2472
2017-01-10,4.5977
2017-01-11,-2.1978
2017-01-12,3.3708
2017-01-13,6.5217
2017-01-17,-1.0204
2017-01-18,-7.2165
2017-01-19,-5.5556
2017-01-20,0.0
2017-01-23,3.5294
2017-01-24,7.9545
2017-01-25,-2.1053
2017-01-26,0.0
2017-01-27,-1.0753
2017-01-30,46.7391
2017-01-31,3.7037
2017-02-01,-0.7143
2017-02-02,21.5827
2017-02-03,8.8757
2017-02-06,-1.087
2017-02-07,-0.5495
2017-02-08,-0.5525
2017-02-09,-1.6667
2017-02-10,0.0
2017-02-13,1.1299
2017-02-14,0.5587
2017-02-15,0.0
2017-02-16,-0.5556
2017-02-17,2.7933
2017-02-21,-2.1739
2017-02-22,-2.2222
2017-02-23,-2.2727
2017-02-24,4.0698
2017-02-27,1.1173
2017-02-28,-0.5525
2017-03-01,28.8889
2017-03-02,3.4483
2017-03-03,3.3333
2017-03-06,-5.6452
2017-03-07,2.9915000000000003
2017-03-08,0.4149
2017-03-09,-0.4132
2017-03-10,0.8299
2017-03-13,19.3416
2017-03-14,-4.1379
2017-03-15,2.1583
2017-03-16,-3.5211
2017-03-17,-9.4891
2017-03-20,-0.4032
2017-03-21,-14.5749
2017-03-22,-2.3697
2017-03-23,-0.4854
2017-03-24,1.4634
2017-03-27,2.4038
2017-03-28,0.939
2017-03-29,4.6512
2017-03-30,3.1111
2017-03-31,-0.431
2017-04-03,-3.4632
2017-04-04,-1.3453
2017-04-05,-0.4545
2017-04-06,3.1963
2017-04-07,-0.4425
2017-04-10,-3.5556
2017-04-11,0.0
2017-04-12,-0.4608
2017-04-13,1.3889
2017-04-17,0.9132
2017-04-18,-0.905
2017-04-19,5.9361
2017-04-20,-0.8621
2017-04-21,-2.1739
2017-04-24,-1.3333
2017-04-25,5.4054
2017-04-26,-1.2821
2017-04-27,-3.4632
2017-04-28,-2.6906
2017-05-01,7.8341
2017-05-02,-2.1368
2017-05-03,-3.4934
2017-05-04,0.905
2017-05-05,0.0
2017-05-08,-2.2422
2017-05-09,3.6696999999999997
2017-05-10,17.2566
2017-05-11,0.0
2017-05-12,2.6414999999999997
2017-05-15,4.7794
2017-05-16,0.3509
2017-05-17,-9.0909
2017-05-18,5.3846
2017-05-19,17.5182
2017-05-22,2.4845
2017-05-23,0.9091
2017-05-24,-0.6006
2017-05-25,-7.5529
2017-05-26,3.9215999999999998
2017-05-30,4.0881
2017-05-31,-6.0423
2017-06-01,3.537
2017-06-02,-2.4845
2017-06-05,-0.9554
2017-06-06,-0.9646
2017-06-07,5.8442
2017-06-08,-7.6687
2017-06-09,-5.6478
2017-06-12,0.0
2017-06-13,-4.2254
2017-06-14,4.0441
2017-06-15,0.0
2017-06-16,1.7668
2017-06-19,-1.0417
2017-06-20,0.3509
2017-06-21,7.3427
2017-06-22,-2.2801
2017-06-23,1.6667
2017-06-26,-0.6557
2017-06-27,-4.9505
2017-06-28,4.8611
2017-06-29,-0.3311
2017-06-30,-1.3289
2017-07-03,6.0606
2017-07-05,11.746
2017-07-06,1.7045
2017-07-07,0.0
2017-07-10,0.838
2017-07-11,-0.277
2017-07-12,11.1111
2017-07-13,-5.0
2017-07-14,-3.2895
2017-07-17,-2.8571
2017-07-18,-2.521
2017-07-19,-6.3218
2017-07-20,-2.7607
2017-07-21,-1.8927
2017-07-24,2.8939
2017-07-25,-2.1875
2017-07-26,1.278
2017-07-27,-4.1009
2017-07-28,1.6447
2017-07-31,-0.9709
2017-08-01,-2.6144
2017-08-02,-2.6846
2017-08-03,-1.3793
2017-08-04,3.8462
2017-08-07,0.6734
2017-08-08,-2.3411
2017-08-09,-12.1575
2017-08-10,-6.0429
2017-08-11,15.3527
2017-08-14,-2.518
2017-08-15,5.9041
2017-08-16,0.3484
2017-08-17,-3.125
2017-08-18,0.3584
2017-08-21,4.6429
2017-08-22,5.802
2017-08-23,-1.6129
2017-08-24,0.6557
2017-08-25,-2.2801
2017-08-28,5.6667
2017-08-29,2.8391
2017-08-30,-0.3067
2017-08-31,0.9231
2017-09-01,-0.6098
2017-09-05,-1.227
2017-09-06,1.2422
2017-09-07,2.7607
2017-09-08,-2.9851
2017-09-11,-3.0769
2017-09-12,-0.9524
2017-09-13,-0.9615
2017-09-14,-1.9417
2017-09-15,-0.6601
2017-09-18,3.6545
2017-09-19,3.2051
2017-09-20,2.1739
2017-09-21,-1.5198
2017-09-22,-1.8519
2017-09-25,0.3145
2017-09-26,-3.1348
2017-09-27,-0.9709
2017-09-28,1.9607999999999999
2017-09-29,0.9615
2017-10-02,-1.2698
2017-10-03,-1.9293
2017-10-04,3.9344
2017-10-05,1.2618
2017-10-06,7.4766
2017-10-09,0.5797
2017-10-10,1.7290999999999999
2017-10-11,0.8499
2017-10-12,-1.1236
2017-10-13,-3.125
2017-10-16,1.7595
2017-10-17,2.3055
2017-10-18,-0.8451
2017-10-19,-2.8409
2017-10-20,-3.8012
2017-10-23,-3.3435
2017-10-24,-1.8868
2017-10-25,-2.5641
2017-10-26,1.3158
2017-10-27,6.4935
2017-10-30,-2.7439
2017-10-31,0.9404
2017-11-01,-0.6211
2017-11-02,11.875
2017-11-03,-3.9106
2017-11-06,-3.1977
2017-11-07,-1.5015
2017-11-08,-1.5244
2017-11-09,-4.644
2017-11-10,6.8182
2017-11-13,-28.7234
2017-11-14,-19.8294
2017-11-15,1.8617
2017-11-16,2.3499
2017-11-17,4.8469
2017-11-20,-1.4599
2017-11-21,1.2346
2017-11-22,4.878
2017-11-24,-3.2558
2017-11-27,0.0
2017-11-28,-0.4808
2017-11-29,-1.2077
2017-11-30,2.6895
2017-12-01,-1.4285999999999999
2017-12-04,-5.7971
2017-12-05,2.5641
2017-12-06,-4.5
2017-12-07,1.5707
2017-12-08,-2.0619
2017-12-11,-7.8947
2017-12-12,1.7143000000000002
2017-12-13,-1.6854
2017-12-14,-3.4286
2017-12-15,-4.142
2017-12-18,-2.4691
2017-12-19,0.0
2017-12-20,3.1646
2017-12-21,5.5215
2017-12-22,-1.7442
2017-12-26,-1.7751000000000001
2017-12-27,0.6024
2017-12-28,4.1916
2017-12-29,-4.023
2018-01-02,6.5868
2018-01-03,-3.3708
2018-01-04,1.1628
2018-01-05,-1.7241
2018-01-08,-1.7544
2018-01-09,2.3810000000000002
2018-01-10,0.8721
2018-01-11,-0.8646
2018-01-12,-0.5814
2018-01-16,-5.848
2018-01-17,5.5901
2018-01-18,-1.7647
2018-01-19,0.5988
2018-01-22,-0.5952
2018-01-23,1.7964
2018-01-24,-2.3529
2018-01-25,1.8072
2018-01-26,-1.7751000000000001
2018-01-29,-1.2048
2018-01-30,-3.0488
2018-01-31,0.6289
2018-02-01,-5.625
2018-02-02,-2.649
2018-02-05,-4.7619
2018-02-06,10.0
2018-02-07,-3.2468
2018-02-08,-5.3690999999999995
2018-02-09,3.5461
2018-02-12,-5.4795
2018-02-13,2.5362
2018-02-14,0.3534
2018-02-15,-2.1127
2018-02-16,16.5468
2018-02-20,-4.9383
2018-02-21,5.1948
2018-02-22,-0.6173
2018-02-23,-0.6211
2018-02-26,1.25
2018-02-27,-4.9383
2018-02-28,0.0
2018-03-01,0.6494
2018-03-02,3.2258
2018-03-05,3.125
2018-03-06,-2.4242
2018-03-07,12.4224
2018-03-08,-1.105
2018-03-09,-9.4972
2018-03-12,-12.037
2018-03-13,4.2105
2018-03-14,-4.3771
2018-03-15,-2.1127
2018-03-16,2.8777
2018-03-19,-2.7972
2018-03-20,0.0
2018-03-21,0.7194
2018-03-22,-1.4285999999999999
2018-03-23,2.1739
2018-03-26,4.9645
2018-03-27,-8.7838
2018-03-28,-2.2222
2018-03-29,-4.5455
2018-04-02,0.7937
2018-04-03,-7.874
2018-04-04,5.1282
2018-04-05,-4.878
2018-04-06,-6.8376
2018-04-09,3.6696999999999997
2018-04-10,2.6549
2018-04-11,2.5862
2018-04-12,0.8403
2018-04-13,2.5
2018-04-16,0.0
2018-04-17,3.252
2018-04-18,-2.3622
2018-04-19,4.0323
2018-04-20,-5.4264
2018-04-23,-2.8689
2018-04-24,-0.4219
2018-04-25,0.0
2018-04-26,7.2034
2018-04-27,-1.9763
2018-04-30,-0.8065
2018-05-01,4.065
2018-05-02,2.3437
2018-05-03,-1.5267
2018-05-04,0.7752
2018-05-07,1.5385
2018-05-08,-3.7879
2018-05-09,3.9370000000000003
2018-05-10,-1.5152
2018-05-11,-8.8462
2018-05-14,-1.2658
2018-05-15,-2.9915000000000003
2018-05-16,-2.2026
2018-05-17,-5.4054
2018-05-18,1.9048
2018-05-21,-2.8037
2018-05-22,-0.9615
2018-05-23,0.9709
2018-05-24,3.8462
2018-05-25,-2.7778
2018-05-29,0.9524
2018-05-30,0.0
2018-05-31,-2.8302
2018-06-01,2.9126
2018-06-04,-4.717
2018-06-05,2.9703
2018-06-06,1.9231
2018-06-07,-2.8302
2018-06-08,-1.9417
2018-06-11,-2.9703
2018-06-12,-3.5714
2018-06-13,10.0529
2018-06-14,0.0
2018-06-15,-2.8846
2018-06-18,2.9703
2018-06-19,-4.3269
2018-06-20,5.5276
2018-06-21,0.9524
2018-06-22,0.0
2018-06-25,1.8868
2018-06-26,-4.6296
2018-06-27,0.9709
2018-06-28,0.9615
2018-06-29,-4.7619
2018-07-02,0.0
2018-07-03,0.0
2018-07-05,-1.0
2018-07-06,0.0
2018-07-09,-2.0202
2018-07-10,-3.0928
2018-07-11,-8.5106
2018-07-12,12.7907
2018-07-13,-2.0619
2018-07-16,-1.0526
2018-07-17,-4.2553
2018-07-18,1.1111
2018-07-19,2.1978
2018-07-20,-1.0753
2018-07-23,-2.7174
2018-07-24,0.5587
2018-07-25,-2.2222
2018-07-26,1.1364
2018-07-27,-4.4944
2018-07-30,-3.5294
2018-07-31,8.5366
2018-08-01,-3.9326
2018-08-02,-0.5848
2018-08-03,3.5294
2018-08-06,-4.5455
2018-08-07,5.9524
2018-08-08,14.6067
2018-08-09,-11.2745
2018-08-10,-1.6575
2018-08-13,3.9326
2018-08-14,2.7027
2018-08-15,-2.1053
2018-08-16,1.0753
2018-08-17,-4.2553
2018-08-20,3.3333
2018-08-21,-1.0753
2018-08-22,3.2609
2018-08-23,-1.0526
2018-08-24,1.0638
2018-08-27,4.2105
2018-08-28,2.0202
2018-08-29,2.9703
2018-08-30,1.9231
2018-08-31,2.8302
2018-09-04,-1.8349
2018-09-05,0.0
2018-09-06,-5.6075
2018-09-07,0.0
2018-09-10,-4.9505
2018-09-11,2.0833
2018-09-12,-2.0408
2018-09-13,0.0
2018-09-14,-2.6042
2018-09-17,2.6738
2018-09-18,-1.0417
2018-09-19,-1.0526
2018-09-20,2.1277
2018-09-21,3.125
2018-09-24,1.0101
2018-09-25,0.0
2018-09-26,5.0
2018-09-27,2.8571
2018-09-28,-2.7778
2018-10-01,2.4762
2018-10-02,-1.8587
2018-10-03,0.1894
2018-10-04,-3.7807
2018-10-05,6.0904
2018-10-08,1.2963
2018-10-09,2.5594
2018-10-10,3.3868
2018-10-11,7.5862
2018-10-12,-3.0449
2018-10-15,-2.8099
2018-10-16,-0.3401
2018-10-17,-0.6826
2018-10-18,-5.6701
2018-10-19,-5.1002
2018-10-22,0.0
2018-10-23,-1.9194
2018-10-24,-4.3053
2018-10-25,5.5215
2018-10-26,-0.969
2018-10-29,-2.1526
2018-10-30,-3.8
2018-10-31,-1.8711
2018-11-01,2.3305
2018-11-02,2.2774
2018-11-05,-3.2389
2018-11-06,5.2301
2018-11-07,0.3976
2018-11-08,-3.0693
2018-11-09,-1.1236
2018-11-12,4.1322
2018-11-13,-2.5794
2018-11-14,0.611
2018-11-15,4.251
2018-11-16,0.3883
2018-11-19,-3.8685
2018-11-20,-5.2314
2018-11-21,3.8217
2018-11-23,0.409
2018-11-26,-0.8147
2018-11-27,-6.9815000000000005
2018-11-28,7.064
2018-11-29,-0.4124
2018-11-30,2.0704
2018-12-03,4.6653
2018-12-04,-2.3256
2018-12-06,-1.3889
2018-12-07,-1.4085
2018-12-10,-0.8163
2018-12-11,-0.4115
2018-12-12,0.8264
2018-12-13,-2.459
2018-12-14,-3.5714
2018-12-17,-4.3573
2018-12-18,-2.5057
2018-12-19,-2.8037
2018-12-20,-3.8462
2018-12-21,-9.5
2018-12-24,2.7624
2018-12-26,4.3011
2018-12-27,-2.5773
2018-12-28,1.8519
2018-12-31,4.1558
2019-01-02,5.4863
2019-01-03,-1.8913
2019-01-04,5.5422
2019-01-07,1.1416
2019-01-08,1.8058999999999998
2019-01-09,-3.5477
2019-01-10,6.6667
2019-01-11,-7.1121
2019-01-14,-1.8561
2019-01-15,1.182
2019-01-16,2.5701
2019-01-17,4.1002
2019-01-18,-2.407
2019-01-22,-6.5022
2019-01-23,-1.6787
2019-01-24,0.0
2019-01-25,2.6829
2019-01-28,-3.0879
2019-01-29,4.1667
2019-01-30,2.5882
2019-01-31,2.2936
2019-02-01,0.0
2019-02-04,7.6233
2019-02-05,-5.2083
2019-02-06,2.6374
2019-02-07,-1.0707
2019-02-08,5.1948
2019-02-11,5.9671
2019-02-12,1.7476
2019-02-13,0.9542
2019-02-14,-1.3233
2019-02-15,2.682
2019-02-19,-0.3731
2019-02-20,3.1835
2019-02-21,0.5445
2019-02-22,2.3466
2019-02-25,1.4109
2019-02-26,-0.5217
2019-02-27,0.6993
2019-02-28,-3.6458
2019-03-01,5.9459
2019-03-04,-3.0612
