ticker,COFS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-17,6.25
2000-03-14,54.8541
2000-03-27,-4.8077
2000-04-06,1.0101
2000-04-07,3.0
2000-04-10,-8.7379
2000-04-28,2.5532
2000-05-03,0.6224
2000-05-08,0.0
2000-05-30,4.3814
2000-05-31,-23.4568
2000-06-05,29.0323
2000-06-30,-0.3532
2000-07-11,-5.0633
2000-08-01,-1.3333
2000-08-04,-2.7027
2000-08-08,2.7778
2000-08-10,-8.1081
2000-08-17,-4.4118
2000-09-25,1.1201
2000-12-04,-32.3077
2000-12-05,47.7273
2000-12-06,-23.0769
2001-01-02,-2.5974
2001-01-18,0.0
2001-02-21,20.8333
2001-04-09,-2.2346
2001-04-11,7.1429
2001-04-16,-20.0
2001-04-24,20.8333
2001-04-25,-17.2414
2001-05-07,22.9167
2001-05-17,-1.6949
2001-06-12,2.6103
2001-06-18,1.7856999999999998
2001-06-21,-7.0175
2001-06-25,5.6604
2001-07-10,1.7856999999999998
2001-07-11,0.0
2001-08-15,0.2807
2001-08-16,0.0
2001-08-23,0.0
2001-08-31,0.0
2001-09-04,-16.0252
2001-09-05,16.6667
2001-10-19,2.8923
2001-10-29,0.1405
2001-12-14,-11.2216
2001-12-17,14.0
2001-12-21,0.0
2001-12-27,-1.7544
2001-12-28,-14.2857
2001-12-31,16.6667
2002-02-08,1.7856999999999998
2002-02-11,0.0
2002-02-21,0.0
2002-02-22,0.0
2002-03-13,2.983
2002-03-20,-3.4483
2002-03-22,3.5714
2002-04-08,-13.7931
2002-04-16,0.0
2002-04-17,14.0
2002-07-11,4.4665
2002-08-22,3.5714
2002-09-23,1.1863
2002-10-11,1.7241
2002-10-17,0.0
2002-11-18,-2.7119
2002-11-20,-0.3484
2002-11-26,0.0
2002-12-16,1.2031
2002-12-17,0.0
2002-12-23,1.3986
2002-12-30,-1.3793
2003-01-07,-7.3427
2003-01-13,-9.434
2003-01-16,16.25
2003-01-21,3.9427
2003-01-30,1.7241
2003-02-04,-1.6949
2003-02-05,0.0
2003-03-11,-16.069
2003-04-07,14.5833
2003-04-09,0.0
2003-05-08,7.2727
2003-05-12,0.0
2003-05-13,-1.6949
2003-05-14,-0.8621
2003-05-15,0.8
2003-05-29,0.0
2003-06-05,0.069
2003-06-18,1.1165
2003-06-24,-0.9662
2003-06-25,1.0453
2003-07-02,1.7241
2003-07-07,0.7458
2003-07-10,0.0
2003-07-14,14.4011
2003-07-18,-2.9412000000000003
2003-07-22,-3.0303
