ticker,NBVB US Equity
2005-11-08,-5.0
2005-11-09,-36.8421
2005-11-10,25.0
2005-11-11,20.0
2005-11-14,11.1111
2005-11-15,5.0
2005-11-16,-9.5238
2005-11-17,-36.8421
2005-11-18,41.6667
2005-11-21,-14.7059
2005-11-22,-31.0345
2005-11-23,50.0
2005-11-28,-20.0
2005-11-29,0.0
2005-11-30,-16.6667
2005-12-01,30.0
2005-12-02,-15.3846
2005-12-05,-9.0909
2005-12-06,5.0
2005-12-07,4.881
2005-12-08,-9.1941
2005-12-09,-20.0
2005-12-12,12.5
2005-12-13,22.2222
2005-12-14,-9.0909
2005-12-15,-10.0
2005-12-16,-16.6667
2005-12-19,-6.6667
2005-12-20,14.2857
2005-12-21,37.5
2005-12-22,9.0909
2005-12-23,33.3333
2005-12-27,0.0
2005-12-28,-25.0
2005-12-29,-16.6667
2005-12-30,10.0
2006-01-03,0.0
2006-01-04,0.0
2006-01-06,-18.1818
2006-01-09,33.3333
2006-01-10,0.0
2006-01-11,-25.0
2006-01-13,11.1111
2006-01-17,20.0
2006-01-18,0.0
2006-01-19,-16.6667
2006-01-20,5.0
2006-01-23,14.2857
2006-01-24,0.0
2006-01-25,0.0
2006-01-26,0.0
2006-01-27,-16.6667
2006-01-31,0.0
2006-02-01,7.0
2006-02-02,-6.5421
2006-02-03,0.0
2006-02-06,10.0
2006-02-07,0.0
2006-02-08,-27.2727
2006-02-09,25.0
2006-02-10,-2.5
2006-02-13,-2.5641
2006-02-14,5.2632
2006-02-15,-20.0
2006-02-16,0.0
2006-02-17,0.0
2006-02-21,7.5
2006-02-22,4.6512
2006-02-23,0.0
2006-02-24,-11.1111
2006-02-27,12.5
2006-02-28,11.1111
2006-03-01,0.0
2006-03-02,0.0
2006-03-03,-10.0
2006-03-06,22.2222
2006-03-07,27.2727
2006-03-08,-35.7143
2006-03-09,0.0
2006-03-10,11.1111
2006-03-13,0.0
2006-03-14,20.0
2006-03-15,8.3333
2006-03-16,-15.3846
2006-03-17,-9.0909
2006-03-20,0.0
2006-03-22,1.0
2006-03-23,18.8119
2006-03-24,0.0
2006-03-27,16.6667
2006-03-29,-7.1429
2006-03-30,-15.3846
2006-04-03,9.0909
2006-04-04,-8.3333
2006-04-06,0.0
2006-04-07,4.5455
2006-04-10,4.3478
2006-04-11,0.0
2006-04-13,16.6667
2006-04-17,42.8571
2006-04-18,25.0
2006-04-19,4.0
2006-04-20,53.8462
2006-04-21,0.0
2006-04-24,-12.5
2006-04-25,-14.2857
2006-04-26,0.0
2006-04-27,0.0
2006-04-28,16.6667
2006-05-01,0.0
2006-05-02,14.2857
2006-05-03,18.75
2006-05-04,-7.3684
2006-05-05,6.8182
2006-05-08,-4.2553
2006-05-09,8.8889
2006-05-10,-6.1224
2006-05-11,-2.1739
2006-05-12,2.2222
2006-05-15,4.3478
2006-05-16,-4.1667
2006-05-17,0.0
2006-05-18,-10.8696
2006-05-22,-26.8293
2006-05-24,33.3333
2006-05-25,0.0
2006-05-26,-0.25
2006-05-30,-14.787
2006-05-31,0.0
2006-06-01,-8.8235
2006-06-02,0.0
2006-06-05,0.0
2006-06-06,-9.6774
2006-06-12,-10.7143
2006-06-13,0.0
2006-06-15,0.0
2006-06-21,-8.0
2006-06-22,56.5217
2006-06-23,36.1111
2006-06-26,-28.5714
2006-06-29,-5.7143
2006-06-30,-3.0303
2006-07-03,-37.5
2006-07-05,5.0
2006-07-10,52.381
2006-07-11,-53.125
2006-07-12,66.6667
2006-07-14,0.0
2006-07-18,4.0
2006-07-19,-3.8462
2006-07-20,12.0
2006-07-21,14.2857
2006-07-24,0.0
2006-07-25,0.0
2006-07-27,0.0
2006-08-02,0.0
2006-08-04,-34.375
2006-08-08,0.0
2006-08-10,9.5238
2006-08-11,34.7826
2006-08-14,-32.2581
2006-08-15,2.3810000000000002
2006-08-16,-6.9767
2006-08-17,0.0
2006-08-18,5.0
2006-08-22,-4.7619
2006-08-24,0.0
2006-08-25,0.0
2006-08-28,30.0
2006-09-01,-15.3846
2006-09-08,0.0
2006-09-12,13.6364
2006-09-13,0.0
2006-09-15,-40.0
2006-09-20,0.0
2006-09-21,0.0
2006-09-22,0.0
2006-09-25,6.6667
2006-09-26,0.0
2006-09-27,0.0
2006-09-29,0.0
2006-10-02,0.0
2006-10-03,0.0
2006-10-04,0.0
2006-10-06,0.0
2006-10-09,-6.25
2006-10-10,20.0
2006-10-11,-5.5556
2006-10-12,-5.8824
2006-10-16,0.0
2006-10-19,-6.25
2006-10-20,-13.3333
2006-10-23,0.0
2006-10-24,-23.0769
2006-10-27,0.0
2006-10-30,0.0
2006-11-02,20.0
2006-11-03,16.6667
2006-11-06,14.2857
2006-11-10,0.0
2006-11-13,0.0
2006-11-15,-6.25
2006-11-16,0.0
2006-11-20,-33.3333
2006-11-22,60.0
2006-11-24,-6.25
2006-12-04,-33.3333
2006-12-05,0.0
2006-12-06,0.0
2006-12-07,40.0
2006-12-11,-28.5714
2006-12-12,40.0
2006-12-13,-42.8571
2006-12-14,62.5
2006-12-18,7.6923
2006-12-20,0.0
2006-12-22,-28.5714
2006-12-26,-20.0
2006-12-27,0.0
2006-12-28,12.5
2006-12-29,44.4444
2007-01-04,-23.0769
2007-01-05,10.0
2007-01-08,-9.0909
2007-01-09,0.0
2007-01-10,-10.0
2007-01-12,11.1111
2007-01-16,0.0
2007-01-23,-10.0
2007-01-24,-11.1111
2007-01-25,-25.0
2007-01-26,50.0
2007-01-29,-22.2222
2007-02-01,28.5714
2007-02-02,0.0
2007-02-06,-33.3333
2007-02-12,50.0
2007-02-15,-33.3333
2007-02-20,16.6667
2007-02-28,0.0
2007-03-02,28.5714
2007-03-06,11.1111
2007-03-09,0.0
2007-03-14,-30.0
2007-03-15,42.8571
2007-03-16,60.0
2007-03-19,-25.0
2007-03-22,-41.6667
2007-03-23,42.8571
2007-03-26,-10.0
2007-03-27,-33.3333
2007-03-28,16.6667
2007-03-30,-14.2857
2007-04-02,8.3333
2007-04-03,0.0
2007-04-04,-7.6923
2007-04-05,0.0
2007-04-09,-16.6667
2007-04-11,-20.0
2007-04-13,25.0
2007-04-16,0.0
2007-04-17,-20.0
2007-04-19,0.0
2007-04-20,25.0
2007-04-25,-20.0
2007-05-07,0.0
2007-05-11,-50.0
2007-05-14,225.0
2007-05-16,0.0
2007-05-17,0.0
2007-05-18,0.0
2007-05-21,0.0
2007-05-22,0.0
2007-05-24,0.0
2007-05-25,-69.2308
2007-05-29,150.0
2007-05-30,-20.0
2007-06-01,25.0
2007-06-04,0.0
2007-06-05,-10.0
2007-06-06,0.0
2007-06-08,-11.1111
2007-06-13,0.0
2007-06-15,0.0
2007-06-22,-5.0
2007-06-25,-7.8947
2007-07-03,-42.8571
2007-07-17,25.0
2007-07-18,-20.0
2007-07-26,0.0
2007-07-27,0.0
2007-08-06,0.0
2007-08-09,75.0
2007-08-10,-71.4286
2007-08-13,0.0
2007-08-14,0.0
2007-08-16,0.0
2007-09-12,100.0
2007-09-14,-75.0
2007-09-17,300.0
2007-09-18,0.0
2007-09-19,0.0
2007-09-20,-70.0
2007-10-03,233.3333
2007-10-09,-95.0
2007-10-10,1900.0
2007-10-16,225.0
2007-10-17,-92.3077
2007-10-18,-20.0
2007-10-19,0.0
2007-10-22,-25.0
2007-10-23,33.3333
2007-10-25,-92.1875
2007-10-26,860.0
2007-10-29,0.0
2007-11-01,33.3333
2007-11-06,0.0
2007-11-27,-90.625
2007-11-28,0.0
2007-11-29,-66.6667
2007-11-30,3100.0
2007-12-03,0.0
2007-12-05,0.0
2007-12-06,-25.0
2007-12-07,33.3333
2007-12-10,0.0
2007-12-11,-92.1875
2007-12-14,20.0
2007-12-18,-16.6667
2007-12-19,0.0
2007-12-24,0.0
2007-12-26,60.0
2007-12-27,-25.0
2007-12-28,-16.6667
2007-12-31,1180.0
2008-01-02,-92.1875
2008-01-10,1180.0
2008-01-17,-96.875
2008-01-31,50.0
2008-02-01,0.0
2008-02-04,2033.3333
2008-02-06,-25.0
2008-02-26,33.3333
2008-03-04,0.0
2008-03-05,0.0
2008-03-06,0.0
2008-03-10,-96.875
2008-03-20,50.0
2008-03-28,-33.3333
2008-03-31,150.0
2008-04-01,-60.0
2008-05-08,50.0
2008-05-14,0.0
2008-05-16,0.0
2008-06-26,-33.3333
2008-07-23,0.0
2008-08-28,0.0
2008-09-10,50.0
2008-09-15,-33.3333
2008-10-16,0.0
2008-10-23,0.0
2008-11-04,0.0
2008-11-25,50.0
2008-12-09,-33.3333
2009-01-06,0.0
2009-03-25,0.0
2009-12-08,0.0
2009-12-15,0.0
2010-12-02,0.0
2013-09-20,0.0
2014-01-17,0.0
2014-05-07,0.0
2015-04-09,0.0
2015-04-17,0.0
2015-05-26,0.0
2015-09-29,50.0
2016-01-07,0.0
2016-06-30,0.0
2018-02-01,-99.4667
2018-02-08,900.0
2018-03-06,900.0
2018-05-29,-99.0
2018-08-02,0.0
2019-04-12,0.0
2019-04-26,49900.0001
2019-09-16,-80.0
2019-09-17,-99.0
2019-11-29,499900.0013
2020-01-07,-99.8
2020-01-14,-90.0
2020-04-14,0.0
