ticker,NXST US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-11-24,-5.3571
2003-11-25,0.7547
2003-11-26,0.3745
2003-11-28,2.8358
2003-12-01,-0.5806
2003-12-02,-0.438
2003-12-03,-2.9326
2003-12-04,-1.0574
2003-12-05,4.3511
2003-12-08,0.5852
2003-12-09,-5.2364
2003-12-10,-5.142
2003-12-11,5.178
2003-12-12,1.9231
2003-12-15,-0.6792
2003-12-16,1.8997000000000002
2003-12-17,-0.3729
2003-12-18,0.5988
2003-12-19,0.0744
2003-12-22,0.0
2003-12-23,1.1152
2003-12-24,0.1471
2003-12-26,0.2203
2003-12-29,0.0
2003-12-30,0.7326
2003-12-31,-0.2909
2004-01-02,0.2918
2004-01-05,1.0909
2004-01-06,-1.0791
2004-01-07,4.7273
2004-01-08,-2.0833
2004-01-09,0.0
2004-01-12,-1.5603
2004-01-13,1.9452
2004-01-14,1.9788000000000001
2004-01-15,-1.7949000000000002
2004-01-16,-0.7198
2004-01-20,-0.5615
2004-01-21,1.787
2004-01-22,0.0702
2004-01-23,-0.7018
2004-01-26,-3.5336
2004-01-27,0.4396
2004-01-28,-1.5316999999999998
2004-01-29,0.0
2004-01-30,-0.5926
2004-02-02,-0.2981
2004-02-03,-0.9865
2004-02-04,-1.8719999999999999
2004-02-05,-2.0769
2004-02-06,0.4713
2004-02-09,-0.1564
2004-02-10,3.4455999999999998
2004-02-11,2.9523
2004-02-12,0.3676
2004-02-13,-1.0989
2004-02-17,0.0
2004-02-18,-0.8148
2004-02-19,0.0822
2004-02-20,-0.0075
2004-02-23,-0.5896
2004-02-24,-3.6859
2004-02-25,1.7147000000000001
2004-02-26,0.3831
2004-02-27,-1.8321
2004-03-01,1.0886
2004-03-02,-1.5385
2004-03-03,1.4062999999999999
2004-03-04,-0.2311
2004-03-05,-0.695
2004-03-08,1.0109
2004-03-09,-1.0008
2004-03-10,0.6998
2004-03-11,-1.5444
2004-03-12,-0.2353
2004-03-15,-2.9088000000000003
2004-03-16,0.6478
2004-03-17,0.5632
2004-03-18,-0.8
2004-03-19,0.4032
2004-03-22,-1.2851
2004-03-23,-1.6273
2004-03-24,-3.1431
2004-03-25,-8.6251
2004-03-26,2.8037
2004-03-29,-1.0
2004-03-30,2.8466
2004-03-31,4.375
2004-04-01,0.7699
2004-04-02,-0.6791
2004-04-05,1.5385
2004-04-06,0.8418
2004-04-07,0.2504
2004-04-08,-1.1657
2004-04-12,2.0219
2004-04-13,1.0735
2004-04-14,1.4706000000000001
