ticker,VCPS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-06-06,25.0
2014-06-11,-20.0
2014-07-08,0.0
2015-03-05,0.0
2015-11-30,75.0
2015-12-14,0.0
2016-01-06,-57.1429
2016-01-21,300.0
2016-02-02,4.1667
2016-02-03,0.0
2016-06-09,-36.0
2016-06-13,25.0
2016-06-14,-1.0
2016-06-15,5.0505
2016-06-16,3.8462
2016-06-17,0.9259
2016-06-20,-0.9174
2016-06-21,0.9259
2016-06-22,0.0
2016-06-23,0.0
2016-06-24,3.6696999999999997
2016-06-27,-1.7699
2016-06-28,0.9009
2016-06-29,0.0
2016-06-30,1.7856999999999998
2016-07-01,0.0
2016-07-06,1.7544
2016-07-07,0.0
2016-07-08,0.0
2016-07-11,0.0
2016-07-12,0.8621
2016-07-13,-4.2735
2016-07-14,-6.25
2016-07-15,10.4762
2016-07-18,-18.1034
2016-07-19,24.2105
2016-07-20,0.0
2016-07-21,0.0
2016-07-22,-1.6949
2016-07-25,1.7241
2016-07-26,0.0
2016-07-27,0.0
2016-07-29,-11.0169
2016-08-01,12.381
2016-08-12,-1.6949
2016-08-15,0.0
2016-08-16,-9.4828
2016-08-17,0.0
2016-08-19,10.4762
2016-08-24,-3.4483
2016-08-25,-6.25
2016-08-26,-42.8571
2016-08-30,71.6667
2016-09-12,-51.4563
2016-09-15,6.0
2016-09-22,9.434
2016-09-23,72.4138
2016-10-13,-10.0
2016-10-14,-22.2222
2016-10-18,5.7143
2016-10-19,-17.5676
2016-10-20,26.209
2016-10-21,3.9130000000000003
2016-10-25,6.25
2016-10-26,-38.8235
2016-11-01,-46.1538
2016-11-02,0.0
2016-11-03,-17.8571
2016-11-18,56.5217
2016-11-28,-44.4444
2016-12-07,-25.0
2016-12-08,0.0
2016-12-27,0.0
2017-01-03,0.0
2017-01-17,-33.3333
2017-01-18,-10.0
2017-01-27,0.0
2017-02-06,0.0
2017-02-07,-22.2222
2017-02-13,0.0
2017-02-14,30.0
2017-02-15,-18.6813
2017-02-16,-21.6216
2017-02-17,-10.5603
2017-02-21,-51.8072
2017-02-22,-24.0
2017-02-23,-60.5263
2017-02-24,20.0
2017-02-27,61.1111
2017-02-28,-24.1379
2017-03-01,4.5455
2017-03-02,-17.9348
2017-03-03,16.5563
2017-03-06,0.0
2017-03-07,200.0
2017-03-08,-21.0227
2017-03-09,-34.7722
2017-03-10,0.0
2017-03-13,64.7059
2017-03-14,-21.4286
2017-03-16,0.0
2017-03-17,-9.0909
2017-03-20,0.0
