ticker,VCPS US Equity
2017-03-21,-34.375
2017-03-22,-14.7619
2017-03-23,7.2626
2017-03-24,12.5
2017-03-27,-34.2593
2017-03-28,18.3099
2017-03-29,3.5714
2017-03-30,-8.046
2017-03-31,-15.0
2017-04-03,27.9412
2017-04-04,0.0
2017-04-06,1.1494
2017-04-10,0.0
2017-04-11,-9.0909
2017-04-12,25.625
2017-04-13,3.4826
2017-04-18,0.0
2017-04-19,-23.0769
2017-04-20,0.0
2017-04-21,-6.25
2017-04-24,-25.3333
2017-04-25,-7.1429
2017-04-26,-7.6923
2017-04-27,0.0
2017-04-28,-8.3333
2017-05-01,-27.2727
2017-05-02,40.625
2017-05-03,-11.1111
2017-05-04,72.5
2017-05-05,2.1739
2017-05-08,-30.4965
2017-05-09,-26.5306
2017-05-10,19.4444
2017-05-11,-23.2558
2017-05-12,-15.1515
2017-05-15,-5.3571
2017-05-16,5.6604
2017-05-17,-8.9286
2017-05-18,15.6863
2017-05-19,0.0
2017-05-22,-32.2034
2017-05-23,-32.5
2017-05-24,-14.8148
2017-05-25,4.3478
2017-05-26,-8.3333
2017-05-30,-18.1818
2017-05-31,0.0
2017-06-01,0.0
2017-06-02,-22.2222
2017-06-05,0.0
2017-06-06,2.8571
2017-06-07,0.0
2017-06-09,44.4444
2017-06-12,69.2308
2017-06-13,-27.2727
2017-06-14,-31.25
2017-06-15,-9.0909
2017-06-16,10.0
2017-06-19,18.1818
2017-06-20,-7.6923
2017-06-21,0.0
2017-06-22,83.3333
2017-06-23,-31.8182
2017-06-26,-27.3333
2017-06-27,0.9174
2017-06-28,0.0
2017-06-29,7.2727
2017-06-30,-6.7797
2017-07-03,-9.0909
2017-07-05,-1.0
2017-07-06,51.5152
2017-07-07,-20.6667
2017-07-10,-7.563
2017-07-11,0.0
2017-07-12,-9.0909
2017-07-13,0.0
2017-07-14,-9.0
2017-07-17,53.8462
2017-07-18,-21.4286
2017-07-19,-9.0909
2017-07-20,-10.0
2017-07-21,11.1111
2017-07-24,-10.0
2017-07-25,-22.2222
2017-07-26,14.2857
2017-07-27,25.0
2017-07-28,40.0
2017-07-31,64.2857
2017-08-01,-43.4783
2017-08-02,-23.0769
2017-08-03,-10.0
2017-08-04,-11.1111
2017-08-07,12.5
2017-08-08,0.0
2017-08-09,0.0
2017-08-10,0.0
2017-08-11,-11.1111
2017-08-14,-12.5
2017-08-15,0.0
2017-08-16,-14.2857
2017-08-17,-16.6667
2017-08-18,0.0
2017-08-21,0.0
2017-08-22,20.0
2017-08-23,-16.6667
2017-08-24,0.0
2017-08-25,-20.0
2017-08-28,12.5
2017-08-29,11.1111
2017-08-30,-40.0
2017-08-31,0.0
2017-09-01,0.0
2017-09-05,33.3333
2017-09-06,0.0
2017-09-07,-25.0
2017-09-08,33.3333
2017-09-11,50.0
2017-09-12,-16.6667
2017-09-13,0.0
2017-09-14,0.0
2017-09-15,-40.0
2017-09-18,66.6667
2017-09-19,0.0
2017-09-20,-40.0
2017-09-21,0.0
2017-09-22,33.3333
2017-09-25,-25.0
2017-09-26,-33.3333
2017-09-27,50.0
2017-09-28,-33.3333
2017-09-29,50.0
2017-10-02,0.0
2017-10-03,-16.6667
2017-10-04,20.0
2017-10-05,-33.3333
2017-10-06,50.0
2017-10-09,-33.3333
2017-10-10,0.0
2017-10-11,0.0
2017-10-12,-50.0
2017-10-13,0.0
2017-10-16,0.0
2017-10-17,0.0
2017-10-18,100.0
2017-10-19,0.0
2017-10-20,0.0
2017-10-23,0.0
2017-10-24,0.0
2017-10-25,0.0
2017-10-26,-50.0
2017-10-27,0.0
2017-10-30,0.0
2017-10-31,0.0
2017-11-01,0.0
2017-11-02,0.0
2017-11-03,0.0
2017-11-06,0.0
2017-11-07,0.0
2017-11-08,-4.0
2017-11-09,4.1667
2017-11-10,0.0
2017-11-13,0.0
2017-11-14,0.0
2017-11-15,0.0
2017-11-16,0.0
2017-11-20,0.0
2017-11-21,0.0
2017-11-22,0.0
2017-11-27,0.0
2017-12-06,0.0
2017-12-11,0.0
2017-12-18,0.0
2017-12-19,0.0
2017-12-20,0.0
2017-12-21,0.0
2017-12-22,0.0
2017-12-26,0.0
2017-12-27,0.0
2017-12-28,0.0
2017-12-29,0.0
2018-01-03,0.0
2018-01-04,0.0
2018-01-05,0.0
2018-01-08,0.0
2018-01-09,0.0
2018-01-10,0.0
2018-01-11,0.0
2018-01-12,0.0
2018-01-16,0.0
2018-01-17,0.0
2018-01-18,0.0
2018-01-19,0.0
2018-01-23,0.0
2018-01-24,0.0
2018-01-25,0.0
2018-02-01,0.0
2018-02-02,0.0
2018-02-05,0.0
2018-02-06,0.0
2018-02-08,0.0
2018-02-09,0.0
2018-02-13,0.0
2018-02-14,0.0
2018-02-15,0.0
2018-02-16,0.0
2018-02-20,0.0
2018-02-21,0.0
2018-02-22,0.0
2018-02-23,0.0
2018-02-26,0.0
2018-02-27,0.0
2018-03-01,0.0
2018-03-05,0.0
2018-03-06,0.0
2018-03-07,0.0
2018-03-12,0.0
2018-03-16,0.0
2018-03-20,0.0
2018-03-23,0.0
2018-03-27,0.0
2018-03-28,0.0
2018-04-02,0.0
2018-04-11,0.0
2018-04-12,0.0
2018-04-13,0.0
2018-04-18,0.0
2018-04-19,0.0
2018-04-23,0.0
2018-04-26,0.0
2018-04-27,0.0
2018-04-30,0.0
2018-05-02,0.0
2018-05-07,0.0
2018-05-09,0.0
2018-05-10,0.0
2018-05-11,0.0
2018-05-14,0.0
2018-05-15,0.0
2018-05-16,0.0
2018-05-17,0.0
2018-05-18,0.0
2018-05-21,0.0
2018-05-22,0.0
2018-05-23,0.0
2018-05-24,0.0
2018-05-25,0.0
2018-05-29,0.0
2018-05-30,0.0
2018-05-31,0.0
2018-06-01,100.0
2018-06-04,0.0
2018-06-05,0.0
2018-06-06,0.0
2018-06-11,-50.0
2018-06-12,0.0
2018-06-13,0.0
2018-06-15,0.0
2018-06-18,0.0
2018-06-20,0.0
2018-06-21,0.0
2018-06-26,0.0
2018-06-27,0.0
2018-06-29,0.0
2018-07-20,0.0
2018-07-23,0.0
2018-07-31,0.0
2018-08-10,0.0
2018-08-29,0.0
2018-08-31,0.0
2018-10-08,0.0
2018-10-10,-90.0
2018-10-16,900.0
2018-10-23,0.0
2018-10-24,-90.0
2018-10-29,900.0
2018-10-31,0.0
2018-11-21,0.0
2018-11-27,-90.0
2018-11-28,900.0
2018-11-29,0.0
2018-11-30,0.0
2018-12-12,0.0
2019-01-02,-99.0
2019-01-03,0.0
2019-01-04,9900.0
2019-01-24,-90.0
2019-02-05,900.0
2019-02-08,-90.0
2019-02-11,900.0
2019-03-28,0.0
2019-04-26,-90.0
2019-04-29,900.0
2019-05-14,-99.0
2019-05-15,0.0
2019-05-28,9900.0
2019-06-11,-99.0
2019-06-13,9900.0
2019-08-23,-99.0
2019-09-09,0.0
2019-09-30,0.0
2019-10-24,9900.0
2019-12-26,0.0
2020-02-21,-99.0
2020-03-27,9900.0
2020-03-30,-99.0
2020-04-27,9900.0
2020-05-05,0.0
2020-05-11,-99.0
2020-05-18,9900.0
2020-06-15,0.0
2020-06-18,0.0
2020-06-19,0.0
2020-07-14,0.0
2020-07-28,-99.0
