ticker,BFLD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-09-07,0.0
2012-10-23,106300.0
2012-10-24,15.7895
2012-11-09,-31.8182
2012-11-12,0.0
2013-01-18,17.5833
2013-01-22,5.5634
2013-01-23,-19.4361
2013-01-24,0.0
2013-01-25,4.5417
2013-01-28,-23.4755
2013-01-29,-31.5104
2013-01-30,70.3422
2013-01-31,-29.6429
2013-02-01,0.0
2013-02-04,0.0
2013-02-05,-0.5076
2013-02-06,-3.0612
2013-02-07,-1.0526
2013-02-08,6.383
2013-02-11,-27.875
2013-02-12,-37.6083
2013-02-13,-26.6667
2013-02-14,9.0909
2013-02-15,38.8889
2013-02-19,-23.75
2013-02-20,31.1475
2013-02-21,0.0
2013-02-22,0.0
2013-02-25,22.0
2013-02-26,-36.0656
2013-02-27,-28.2051
2013-02-28,-25.0
2013-03-01,9.5238
2013-03-04,-13.8587
2013-03-05,0.9464
2013-03-06,0.0
2013-03-07,-22.5
2013-03-08,0.8065
2013-03-11,-0.8
2013-03-12,-16.129
2013-03-13,0.0
2013-03-14,-6.7308
2013-03-15,-1.0309
2013-03-19,-8.3333
2013-03-20,-9.0909
2013-03-21,0.0
2013-03-22,0.0
2013-03-26,10.0
2013-03-27,28.4091
2013-03-28,0.0
2013-04-01,-22.1239
2013-04-02,-53.4091
2013-04-03,1.2195
2013-04-04,0.0
2013-04-08,0.0
2013-04-09,0.0
2013-04-16,34.9398
2013-04-19,-25.8929
2013-04-24,63.8554
2013-05-01,-39.7059
2013-05-02,7.3171
2013-05-07,-25.0
2013-05-14,-3.0303
2013-05-15,0.0
2013-05-16,-25.0
2013-05-17,0.0
2013-05-20,-16.6667
2013-05-21,0.0
2013-05-22,0.0
2013-05-23,-12.5
2013-05-24,37.1429
2013-05-30,333.3333
2013-05-31,-23.0769
2013-06-04,10.0
2013-06-05,0.0
2013-06-06,0.0
2013-06-07,0.0
2013-06-10,-9.0909
2013-06-24,0.0
2013-06-25,-50.0
2013-07-02,0.0
2013-07-11,10.0
2013-07-15,0.0
2013-07-16,0.0
2013-07-22,-27.2727
2013-07-23,0.0
2013-07-25,-25.0
2013-07-29,0.0
2013-08-09,195.8333
2013-08-12,-15.493
2013-08-15,-33.3333
2013-08-16,50.0
2013-08-19,-33.3333
2013-08-20,-20.0
2013-08-22,87.5
2013-08-26,-33.3333
2013-09-05,0.0
2013-09-11,0.0
2013-09-13,0.0
2013-09-17,100.0
2013-09-18,10.0
2013-09-19,80.6818
2013-09-20,0.6289
2013-09-23,0.0
2013-09-24,-40.0
2013-09-26,66.6667
2013-09-27,0.0
2013-10-01,-40.0
2013-10-09,-7.2917
2013-10-11,0.0
2013-10-17,0.0
2013-10-21,0.0
2013-10-25,0.0
2013-11-01,3.3708
2013-11-22,-3.2609
2013-12-03,8.9888
2013-12-04,0.0
2013-12-05,-17.5258
2013-12-10,10.0
2013-12-13,0.0
2013-12-20,-9.0909
2013-12-23,0.0
2013-12-24,0.0
2013-12-26,0.0
2013-12-27,-50.0
2013-12-31,100.0
2014-01-02,0.0
2014-01-06,48.75
2014-01-07,26.8908
2014-01-08,11.2583
2014-01-09,85.7143
2014-01-10,-48.7179
2014-01-13,10.0
2014-01-14,-31.8182
2014-01-15,0.0
2014-01-17,-13.3333
2014-01-21,9.1346
2014-01-22,104.4053
2014-01-23,-31.0345
2014-01-27,0.0
2014-01-28,-22.5
2014-01-29,10.4839
2014-01-30,21.8978
2014-01-31,0.0
2014-02-07,0.5988
2014-02-11,0.0
2014-02-12,0.0
2014-02-14,0.0
2014-02-18,-4.7619
2014-02-24,-10.0
2014-02-25,66.6667
2014-02-26,26.0417
2014-02-27,-20.6612
2014-02-28,0.0
2014-03-03,3.3333
2014-03-04,-3.2258
2014-03-05,-30.0
2014-03-06,-4.7619
2014-03-21,-92.5
2014-03-24,0.0
2014-03-25,33.3333
2014-03-26,-50.0
2014-03-27,0.0
2014-03-28,-87.5
2014-03-31,0.0
2014-04-03,50.0
2014-04-11,0.0
2014-04-15,0.0
2014-04-17,0.0
2014-04-22,0.0
2014-04-25,0.0
2014-05-07,0.0
2014-05-12,0.0
2014-05-13,433.3333
2014-05-19,0.0
2014-05-22,0.0
2014-05-30,0.0
2014-06-17,0.0
2014-07-07,18.75
2014-07-08,-15.7895
2015-02-11,-87.5
2015-03-16,0.0
2015-03-18,0.0
2015-04-09,0.0
2015-04-27,0.0
2016-12-06,700.0
2017-10-13,-90.0
2018-03-01,0.0
2018-09-17,-90.0
2018-09-24,400.0
2018-12-27,-98.0
2019-01-07,900.0
2019-01-28,-90.0
2019-02-25,0.0
2019-04-09,0.0
2019-05-15,0.0
2019-05-16,0.0
2019-08-20,9900.0
2019-09-17,0.0
2019-09-26,-99.0
2019-11-26,0.0
2020-02-20,9900.0
2020-05-13,0.0
2020-05-15,0.0
