ticker,DSOL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-10-25,0.0
2012-10-31,13.6364
2012-11-01,8.0
2012-11-09,0.0
2012-11-16,3.7037
2012-11-19,0.0
2012-11-20,7.1429
2012-11-27,0.0
2012-11-28,0.0
2012-11-29,0.0
2012-12-04,0.0
2012-12-05,0.0
2012-12-12,0.0
2012-12-18,0.0
2012-12-20,0.0
2012-12-21,0.0
2012-12-28,3.3333
2013-01-03,-9.0323
2013-02-08,0.0
2013-02-11,-14.8936
2013-02-12,-57.5
2013-06-05,39.2157
2013-07-10,-27.4648
2013-08-21,0.0
2013-08-30,43.6893
2013-09-05,0.0
2013-11-25,8.1081
2013-12-10,-5.0
2013-12-16,-73.6842
2013-12-18,250.0
2014-01-08,64.2857
2014-01-09,69.5652
2014-02-12,-26.1538
2014-02-13,-55.2083
2014-02-14,25.5814
2014-03-26,77.7778
2014-04-03,0.0
2014-04-09,-55.2083
2014-04-25,0.0
2014-05-16,0.0
2014-06-13,16.2791
2014-07-09,0.0
2014-07-22,-60.0
2014-08-12,0.0
2014-08-19,0.0
2014-08-25,-70.0
2014-08-29,0.0
2014-09-03,400.0
2014-09-10,0.0
2014-10-16,-16.6667
2014-12-08,-76.0
2014-12-12,0.0
2014-12-17,400.0
2014-12-26,0.0
2015-02-02,-80.0
2015-02-18,398.3333
2015-02-24,0.3344
2015-03-12,0.0
2015-04-01,0.0
2015-04-06,53.3333
2015-04-08,0.0
2015-04-09,0.0
2015-07-17,-13.0435
2015-09-01,0.0
2015-09-14,-72.5
2015-11-02,0.0
2015-11-06,-63.6364
2015-11-24,0.0
2016-01-28,0.0
2016-02-22,0.0
2016-03-14,0.0
2016-04-06,-10.0
2016-08-19,50.0
2016-08-22,48.1481
2016-09-06,-9.6875
2016-09-08,-61.2457
2017-02-02,0.0
2017-06-16,114.2857
2017-07-03,-12.2667
2017-07-06,-46.8085
2017-10-13,114.2857
2017-10-19,0.0
2017-10-23,0.0
2017-10-27,0.0
2017-11-02,0.0
2017-11-21,-53.3333
2018-05-09,257.1429
2018-05-16,-19.6
2018-08-01,-65.1741
2018-10-02,42.8571
2018-11-23,0.0
2019-01-31,400.0
2019-02-01,-35.0
2019-02-04,130.7692
2019-02-05,0.0
2019-02-06,-66.6667
2019-02-07,0.0
2019-02-08,20.0
2019-02-11,-31.6667
2019-02-19,3.6585
2019-02-27,-5.8824
2019-02-28,15.0
2019-03-08,-10.8696
2019-03-15,217.0732
2019-03-20,0.0
2019-03-22,0.0
2019-04-10,36.55
2019-04-11,-43.6667
2019-04-12,0.0
2019-04-15,0.0
2019-04-23,0.0
2019-04-29,-49.9
2019-05-02,199.4012
2019-05-06,0.0
2019-05-07,-20.0
2019-05-08,50.0
2019-05-09,-61.3417
2019-05-13,134.9644
2019-05-14,-8.2569
2019-05-15,-33.3333
2019-05-16,0.0
2019-05-20,95.0
2019-05-22,-48.7179
2019-05-24,-65.0
2019-05-28,1.4285999999999999
2019-05-30,125.3521
2019-05-31,0.0
2019-06-04,25.0
2019-07-23,-50.0
2019-07-26,0.0
2019-08-15,0.0
2019-08-20,0.0
2019-09-17,-20.0
2019-09-23,-12.25
2019-10-24,213.3903
2019-11-20,-4.5455
2019-11-25,4.7619
2019-12-13,-9.0909
2020-01-08,-82.5
2020-02-10,585.1429
2020-02-13,-85.4045
2020-03-02,528.5714
2020-03-05,-9.0909
2020-03-09,-10.0
2020-03-20,-66.6667
2020-03-23,233.3333
2020-03-24,2.5
2020-03-26,36.5854
2020-03-27,2.0714
2020-04-02,-65.0105
2020-04-03,185.8
2020-04-07,0.0
2020-04-08,0.0
2020-04-16,-9.0273
2020-04-20,9.9231
2020-04-23,0.0
2020-05-12,-5.5283
2020-05-13,0.0
2020-05-18,0.0
2020-05-19,5.8519
2020-05-20,0.0
2020-05-21,39.888
2020-05-26,-9.955
2020-05-29,11.0556
2020-06-01,35.0675
2020-06-02,0.0
2020-06-04,11.0
2020-06-12,16.7501
2020-06-15,-2.8294
2020-06-23,5.8824
2020-06-26,0.0
2020-06-29,0.0
2020-07-17,-11.1111
2020-07-27,-53.125
2020-07-28,66.6667
