ticker,ETBI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-03-10,44.0
2014-03-11,66.6667
2014-03-12,-16.6667
2014-03-17,0.0
2014-03-21,-20.0
2014-03-26,25.0
2014-04-02,0.0
2014-04-04,0.0
2014-04-10,18.0
2014-05-07,1.6949
2014-05-15,0.0
2014-05-16,8.3333
2014-05-19,-23.0769
2014-05-20,24.0
2014-05-30,-3.2258
2014-06-02,0.0
2014-06-03,-5.0
2014-06-04,-3.5088
2014-06-05,7.2727
2014-06-09,-6.7797
2014-06-11,-7.2727
2014-06-12,1.9607999999999999
2014-06-13,3.8462
2014-06-16,-7.4074
2014-06-17,6.875
2014-06-20,-0.0702
2014-06-25,-6.367
2014-07-07,-10.0
2014-07-14,0.0
2014-07-31,11.1111
2014-08-01,-4.0
2014-08-05,4.1667
2014-08-06,-4.0
2014-08-08,4.1667
2014-08-11,-10.0
2014-08-12,-57.7778
2014-08-13,-5.2632
2014-08-14,-8.3333
2014-08-18,0.0
2014-08-21,-9.0909
2014-08-25,-6.6667
2014-09-04,0.0
2014-09-05,-7.1429
2014-09-08,-3.4615
2014-09-09,-0.2988
2014-09-10,-0.0999
2014-09-11,0.0
2014-09-15,-34.0
2014-09-16,-45.4545
2014-09-17,22.2222
2014-09-23,9.0909
2014-10-01,8.3333
2014-10-16,7.6923
2014-10-24,0.0
2014-10-29,14.2857
2014-10-30,12.3437
2014-10-31,-16.5508
2014-11-03,-26.6667
2014-11-04,-36.3636
2014-11-05,2.8571
2014-11-06,11.1111
2014-11-07,-17.5
2014-11-10,21.2121
2014-11-11,-20.0
2014-11-12,9.375
2014-11-13,-2.8571
2014-11-14,-11.7647
2014-11-17,0.0
2014-11-18,0.0
2014-11-24,0.0
2014-12-08,33.3333
2014-12-09,0.0
2014-12-10,25.0
2014-12-11,-36.0
2014-12-12,32.8125
2014-12-15,-5.8824
2014-12-16,9.0625
2014-12-17,-8.596
2014-12-18,0.3135
2014-12-19,15.0
2014-12-22,-8.6957
2014-12-23,0.0
2014-12-24,-4.3155
2014-12-31,0.311
2015-01-02,-0.4651
2015-01-06,0.0
2015-01-07,12.1495
2015-01-08,0.2778
2015-01-09,6.3712
2015-01-12,64.3229
2015-01-13,-36.6086
2015-01-14,0.0
2015-01-16,0.0
2015-01-20,-30.0
2015-01-21,2.3214
2015-01-22,-3.1414
2015-01-23,6.6667
2015-01-26,-8.1081
2015-01-27,2.3897
2015-01-28,1.9748999999999999
2015-01-29,-4.5775
2015-01-30,-5.5351
