ticker,MGNT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-06-22,0.0
2016-06-23,0.0
2016-06-24,0.0
2016-07-20,0.0
2016-07-25,0.0
2016-09-12,-16.6667
2016-09-23,0.0
2016-10-03,-40.0
2016-10-05,-8.3333
2016-10-10,-7.2727
2016-10-26,-41.1765
2016-10-28,10.0
2016-11-02,-9.0909
2016-11-03,-6.6667
2016-11-04,0.0
2016-11-07,-3.5714
2016-12-01,-7.4074
2016-12-07,-20.0
2016-12-09,-25.0
2016-12-12,-33.3333
2016-12-13,-10.0
2016-12-14,-33.3333
2016-12-15,-16.6667
2016-12-16,-20.0
2016-12-19,0.0
2016-12-20,0.0
2016-12-21,0.0
2016-12-22,-50.0
2016-12-23,50.0
2016-12-27,32.9167
2016-12-28,100.627
2016-12-29,-3.75
2016-12-30,-48.0519
2017-01-03,-37.5
2017-01-04,40.0
2017-01-05,57.1429
2017-01-06,9.0909
2017-01-09,8.3333
2017-01-13,-33.8462
2017-01-17,-52.7616
2017-01-19,177.5385
2017-01-23,-20.1774
2017-01-27,0.0
2017-01-30,-55.5556
2017-01-31,140.0
2017-02-13,-57.0313
2017-02-14,45.4545
2017-02-16,23.9583
2017-02-17,93.6134
2017-02-21,-16.2326
2017-02-22,-17.0984
2017-02-23,-33.0
2017-02-24,49.2537
2017-02-27,-30.0
2017-02-28,11.4286
2017-03-02,2.5641
2017-03-07,0.0
2017-03-08,0.0
2017-03-10,-25.0
2017-03-14,166.6667
2017-03-15,-47.5
2017-03-17,19.0476
2017-03-20,0.0
2017-03-22,0.0
2017-03-27,0.0
2017-03-28,-10.0
2017-03-30,10.0
2017-04-06,-9.0909
2017-04-10,0.0
2017-04-13,0.0
2017-04-17,0.0
2017-04-26,0.0
2017-04-27,0.0
2017-05-04,-22.2222
2017-05-12,2.8571
2017-06-19,0.0
2017-06-20,-24.1667
2017-06-21,9.8901
2017-06-23,3.3333
2017-06-27,12.9032
2017-07-05,7.1429
2017-07-13,6.6667
2017-07-17,12.5
2017-07-20,-16.6667
2017-07-26,0.0
2017-07-27,0.0
2017-08-09,-17.3333
2017-08-15,-51.6129
2017-08-16,0.0
2017-08-18,0.0
2017-08-22,-32.6667
2017-08-23,68.3168
2017-08-28,-35.2941
2017-08-29,0.0
2017-09-14,0.0
2017-09-25,63.6364
2017-10-09,-4.3889
2017-10-17,-36.0837
2017-10-31,81.8182
2017-11-01,-0.5
2017-11-03,-24.6231
2017-11-14,-22.6667
2017-11-15,91.3793
2017-11-16,-9.9099
2017-11-17,-25.0
2017-11-27,-33.3333
2017-12-01,0.0
2017-12-04,0.0
2017-12-06,0.0
2017-12-18,10.0
2018-01-02,11.6364
2018-01-04,-2.2801
2018-01-05,25.0
2018-01-11,-30.0
2018-01-12,42.8571
2018-01-22,26.6667
2018-01-23,0.0
2018-01-24,-44.7368
2018-01-25,14.2857
2018-01-31,0.0
2018-02-02,0.0
2018-02-09,-45.0
2018-02-13,6.0606
2018-03-20,-5.7143
2018-04-02,51.5152
2018-04-11,-10.0
2018-04-20,22.2222
2018-04-24,-27.2727
2018-05-07,0.0
2018-05-14,25.0
2018-05-16,-39.0
2018-05-17,-34.4262
2018-05-23,5.0
2018-07-16,-4.7619
2018-07-19,-75.0
2018-07-24,100.0
2018-07-30,0.0
2018-07-31,0.0
2018-08-01,95.0
2018-08-02,284.6154
2018-08-03,-1.3333
2018-08-07,-58.1081
2018-08-08,-3.2258
2018-08-09,0.0
2018-08-14,-28.3333
2018-08-17,197.6744
2018-08-21,0.0
2018-09-07,-21.875
2018-10-12,-4.9
2018-10-15,-9.4637
2018-10-19,-31.475
2018-10-23,0.0
2018-10-24,-49.1525
2018-10-25,0.0
2018-10-29,66.6667
2018-11-05,0.0
2018-11-12,0.0
2018-11-19,78.0
2018-11-21,-3.3708
2018-11-26,-41.8605
2018-12-04,-10.0
2018-12-07,75.5556
2019-01-17,-41.7722
2019-02-08,52.1739
2019-02-20,0.0
2019-02-21,-35.7143
2019-02-22,-11.1111
2019-02-25,-37.5
2019-03-15,20.0
2019-03-21,-23.3333
2019-04-04,0.0
2019-04-09,0.0
2019-04-10,30.4348
2019-04-12,0.0
2019-05-16,-33.3333
2019-05-17,0.0
2019-05-20,0.0
2019-05-21,0.0
2019-05-22,0.0
2019-05-23,0.0
2019-06-12,125.0
2019-07-02,0.0
2019-08-27,144.4444
2019-08-28,-18.1818
2019-08-29,-35.5556
2019-08-30,0.0
2019-09-03,0.0
2019-09-04,37.931
2019-09-05,-43.75
2019-09-30,2.2222
2019-11-14,-4.3478
2019-11-19,0.0
2019-11-26,27.2727
2019-12-04,-21.4286
2019-12-06,0.0
2019-12-24,47.7273
2019-12-31,35.3846
2020-01-08,-42.7273
2020-01-10,16.7857
2020-01-17,190.5199
2020-01-21,-56.1404
2020-01-23,32.0
2020-01-28,0.0
2020-02-04,-8.6364
2020-02-06,9.4527
2020-02-19,-29.2929
2020-02-24,51.4286
2020-02-26,0.0
2020-03-03,-42.4528
2020-03-05,33.1967
2020-04-14,-42.1538
2020-04-21,112.766
2020-05-06,0.0
2020-05-27,-58.0
2020-06-04,5.9524
2020-06-24,-1.1236
2020-07-08,104.5455
2020-07-09,233.3333
2020-07-10,-50.0
2020-07-13,33.3333
2020-07-14,-0.5
2020-07-17,-34.6734
2020-07-21,0.0
2020-07-30,15.3846
