ticker,CLKA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-10-05,0.0
2010-10-12,-25.0
2010-10-29,13.3333
2010-11-16,0.0
2010-12-15,-40.0
2010-12-16,-31.3725
2010-12-30,57.1429
2011-01-12,-5.4545
2011-01-14,-3.8462
2011-01-18,0.0
2011-01-25,0.0
2011-01-27,-74.0
2011-01-28,46.1538
2011-01-31,2.6316
2011-02-01,27.6923
2011-02-02,-27.7108
2011-02-03,-11.1111
2011-02-04,-37.5
2011-02-07,60.0
2011-02-09,25.0
2011-02-11,0.0
2011-02-15,0.0
2011-02-18,5.0
2011-02-23,19.0476
2011-02-24,0.0
2011-02-28,-20.0
2011-03-01,5.0
2011-03-02,-19.0476
2011-03-07,47.0588
2011-03-10,0.0
2011-03-15,-60.0
2011-03-16,0.0
2011-03-22,50.0
2011-03-25,0.0
2011-03-31,-30.0
2011-04-05,-4.7619
2011-04-15,50.0
2011-05-10,0.0
2011-05-11,66.6667
2011-06-08,0.0
2011-07-25,-68.0
2011-07-26,150.0
2011-08-02,15.0
2011-08-31,-82.1739
2011-09-01,21.9512
2011-09-02,10.0
2011-09-06,0.0
2011-09-08,-45.4545
2011-09-09,0.0
2011-09-12,0.0
2011-09-13,0.0
2011-09-15,0.0
2011-09-16,66.6667
2011-09-21,-0.25
2011-09-23,381.203
2011-09-27,-50.0
2011-09-28,-33.3333
2011-09-29,112.5
2011-09-30,-11.7647
2011-10-06,-46.6667
2011-10-07,50.0
2011-10-12,-56.6667
2011-10-13,34.6154
2011-10-14,0.0
2011-10-18,-14.2857
2011-10-20,66.6667
2011-10-21,0.0
2011-10-26,-64.875
2011-10-27,2.4911
2011-10-31,18.0556
2011-11-01,-15.2941
2011-11-04,-2.7778
2011-11-07,0.0
2011-11-09,-14.2857
2011-11-11,0.0
2011-11-14,0.0
2011-11-22,-66.6667
2011-11-23,150.0
2011-11-29,12.0
2011-12-08,-10.7143
2011-12-09,12.0
2011-12-13,7.1429
2011-12-14,33.3333
2011-12-23,-50.0
2011-12-27,100.0
2012-01-06,225.0
2012-01-09,-23.0769
2012-01-13,0.0
2012-01-27,-60.0
2012-02-02,25.0
2012-02-14,10.0
2012-02-15,0.0
2012-02-16,45.4545
2012-02-21,0.0
2012-02-22,17.5
2012-03-02,-20.2128
2012-03-08,0.0
2012-03-14,0.0
2012-03-21,0.0
2012-03-22,-10.0
2012-03-28,3.7037
2012-05-01,-42.8571
2012-05-16,25.0
2012-05-23,-20.0
2012-07-12,0.0
