ticker,CURO US Equity
2018-05-01,6.5844000000000005
2018-05-02,-0.3861
2018-05-03,2.4978
2018-05-04,-1.5546
2018-05-07,3.7559
2018-05-08,-0.6582
2018-05-09,0.5797
2018-05-10,0.3294
2018-05-11,-0.2872
2018-05-14,0.2058
2018-05-15,-8.6242
2018-05-16,6.1124
2018-05-17,-0.1694
2018-05-18,-0.0849
2018-05-21,-0.1274
2018-05-22,-3.4439
2018-05-23,1.4531
2018-05-24,-1.1285
2018-05-25,-1.9754
2018-05-29,0.8957
2018-05-30,2.7963
2018-05-31,-0.6477
2018-06-01,-0.2173
2018-06-04,0.5662
2018-06-05,0.0433
2018-06-06,-0.1732
2018-06-07,0.5204
2018-06-08,0.2157
2018-06-11,-1.2484
2018-06-12,0.4795
2018-06-13,0.2603
2018-06-14,-0.3894
2018-06-15,1.0426
2018-06-18,-0.9028
2018-06-19,-1.3014999999999999
2018-06-20,-1.0989
2018-06-21,3.1111
2018-06-22,7.069
2018-06-25,4.3478
2018-06-26,0.733
2018-06-27,-5.4768
2018-06-28,0.7699
2018-06-29,0.3217
2018-07-02,2.9259
2018-07-03,3.0374
2018-07-05,1.1716
2018-07-06,0.9712
2018-07-09,1.7758
2018-07-10,-0.0364
2018-07-11,-0.4727
2018-07-12,-2.046
2018-07-13,1.9769
2018-07-16,1.6459000000000001
2018-07-17,0.3239
2018-07-18,0.7891
2018-07-19,0.3559
2018-07-20,0.6738
2018-07-23,0.4931
2018-07-24,-0.4557
2018-07-25,-0.2817
2018-07-26,-1.9068
2018-07-27,-3.5637
2018-07-30,-2.3516
2018-07-31,-0.4969
2018-08-01,1.7288000000000001
2018-08-02,-1.3973
2018-08-03,-1.5703
2018-08-06,0.1556
2018-08-07,3.6908
2018-08-08,0.8992
2018-08-09,0.3342
2018-08-10,-0.9252
2018-08-13,1.7931
2018-08-14,-2.1651
2018-08-15,1.5379
2018-08-16,4.2113
2018-08-17,0.4608
2018-08-20,2.1877
2018-08-21,2.5552
2018-08-22,1.6162
2018-08-23,-0.0663
2018-08-24,0.9947
2018-08-27,0.3283
2018-08-28,0.2291
2018-08-29,1.9262000000000001
2018-08-30,-1.4734
2018-08-31,0.3251
2018-09-04,0.4213
2018-09-05,-0.5163
2018-09-06,-0.6812
2018-09-07,-0.6205
2018-09-10,1.2159
2018-09-11,1.4285999999999999
2018-09-12,-2.977
2018-09-13,0.5939
2018-09-14,-0.2624
2018-09-17,-1.7428
2018-09-18,1.4056
2018-09-19,-1.7822
2018-09-20,3.1586
2018-09-21,0.9446
2018-09-24,-1.2585
2018-09-25,2.3856
2018-09-26,-2.4577
2018-09-27,1.6688
2018-09-28,-2.7036
2018-10-01,-3.4734
2018-10-02,-1.9877
2018-10-03,-3.6014
2018-10-04,-3.1919
2018-10-05,-2.248
2018-10-08,-0.9199
2018-10-09,-0.8124
2018-10-10,-4.6802
2018-10-11,-1.0638
2018-10-12,-1.5715
2018-10-15,0.5882
2018-10-16,2.7151
2018-10-17,-1.3013
2018-10-18,-1.6481
2018-10-19,0.7122
2018-10-22,-0.2912
2018-10-23,0.4589
2018-10-24,-5.0249
2018-10-25,-33.6248
2018-10-26,-5.5995
2018-10-29,-6.2107
2018-10-30,-1.4137
2018-10-31,6.1887
2018-11-01,9.3817
2018-11-02,-0.7797
2018-11-05,-3.0779
2018-11-06,4.7973
2018-11-07,2.9657999999999998
2018-11-08,1.1897
2018-11-09,-10.0866
2018-11-12,-0.6194
2018-11-13,-1.9391
2018-11-14,1.6242999999999999
2018-11-15,1.8763
2018-11-16,-3.4789
2018-11-19,-1.6254
2018-11-20,-3.7356
2018-11-21,1.3433
2018-11-23,1.3255
2018-11-26,0.5814
2018-11-27,-3.1792
2018-11-28,1.1194
2018-11-29,-1.107
2018-11-30,-0.5224
2018-12-03,1.1253
2018-12-04,-5.3412
2018-12-06,-3.0564
2018-12-07,-1.6168
2018-12-10,-3.1224
2018-12-11,-3.6471999999999998
2018-12-12,1.6724999999999999
2018-12-13,-2.9436999999999998
2018-12-14,-3.9251
2018-12-17,-0.5571
2018-12-18,-2.8945
2018-12-19,-2.8846
2018-12-20,-1.4851
2018-12-21,-3.7186
2018-12-24,-4.4885
2018-12-26,5.1366
2018-12-27,-2.079
2018-12-28,2.017
2018-12-31,-1.2487
2019-01-02,2.9505
2019-01-03,-2.4565
2019-01-04,4.7219
2019-01-07,1.1022
2019-01-08,1.8831
2019-01-09,6.323
2019-01-10,4.3916
2019-01-11,1.227
2019-01-14,2.1645
2019-01-15,1.4407
2019-01-16,3.1746
2019-01-17,1.1336
2019-01-18,2.482
2019-01-22,-6.3281
2019-01-23,-1.8349
2019-01-24,1.2744
2019-01-25,2.8523
2019-01-28,-0.1631
2019-01-29,-0.4902
2019-01-30,3.202
2019-01-31,-0.5569
2019-02-01,-4.48
2019-02-04,-0.4188
2019-02-05,-0.7569
2019-02-06,-5.1695
2019-02-07,-3.2172
2019-02-08,-0.554
2019-02-11,0.7428
2019-02-12,1.3825
2019-02-13,0.2727
2019-02-14,-0.7253
2019-02-15,0.4566
2019-02-19,1.5455
2019-02-20,-0.1791
2019-02-21,-4.7534
2019-02-22,1.1299
2019-02-25,-2.6071
2019-02-26,-7.1702
2019-02-27,1.5448
2019-02-28,11.7647
2019-03-01,4.1742
2019-03-04,-3.3101
2019-03-05,-2.4324
2019-03-06,-5.4478
2019-03-07,-6.543
2019-03-08,-0.3135
2019-03-11,2.5157
2019-03-12,2.2495
2019-03-13,1.2
2019-03-14,-0.9881
2019-03-15,12.1756
2019-03-18,-4.2705
2019-03-19,-2.8810000000000002
2019-03-20,0.7656
2019-03-21,1.1396
2019-03-22,-9.108
2019-03-25,-0.4132
2019-03-26,0.0
2019-03-27,0.4149
2019-03-28,2.4793
2019-03-29,1.1089
2019-04-01,0.6979
2019-04-02,-0.5941
2019-04-03,5.1793
2019-04-04,1.7045
2019-04-05,1.9553
2019-04-08,2.8311
2019-04-09,-4.7957
2019-04-10,2.9851
2019-04-11,0.3623
2019-04-12,-0.1805
2019-04-15,-0.5425
2019-04-16,0.8182
2019-04-17,-2.615
2019-04-18,1.9444
2019-04-22,3.1789
2019-04-23,3.169
2019-04-24,3.5836
2019-04-25,2.3888
2019-04-26,2.0113
2019-04-29,4.4164
2019-04-30,0.6042
2019-05-01,-6.982
2019-05-02,-1.1299
2019-05-03,4.4082
2019-05-06,-4.222
2019-05-07,-2.2857
2019-05-08,-2.2556
2019-05-09,-3.5897
2019-05-10,2.7481999999999998
2019-05-13,-5.9534
2019-05-14,0.367
2019-05-15,-3.2907
2019-05-16,-4.6314
2019-05-17,-3.667
2019-05-20,1.0288
2019-05-21,0.1018
2019-05-22,-2.238
2019-05-23,-0.6243
2019-05-24,2.6178
2019-05-28,1.9388
2019-05-29,0.5005
2019-05-30,-0.3984
2019-05-31,-6.3
2019-06-03,0.8538
2019-06-04,5.5026
2019-06-05,-4.7141
2019-06-06,-3.0526
2019-06-07,4.0174
2019-06-10,3.4447
2019-06-11,1.8163
2019-06-12,-0.0991
2019-06-13,-2.9762
2019-06-14,-1.0225
2019-06-17,-1.4463
2019-06-18,0.4193
2019-06-19,-0.2088
2019-06-20,5.2301
2019-06-21,0.3976
2019-06-24,-3.0693
2019-06-25,-1.2257
2019-06-26,5.7911
2019-06-27,2.0528
2019-06-28,5.8429
2019-07-01,-0.6335
2019-07-02,-1.4572
2019-07-03,2.3105
2019-07-05,0.7227
2019-07-08,-3.6771000000000003
2019-07-09,0.4655
2019-07-10,-1.9462000000000002
2019-07-11,-3.8752
2019-07-12,4.0315
2019-07-15,-3.7807
2019-07-16,0.0982
2019-07-17,-0.0981
2019-07-18,3.2417
2019-07-19,-1.3321
2019-07-22,-0.9643
2019-07-23,-2.629
2019-07-24,5.6
2019-07-25,-4.9242
2019-07-26,3.8845
2019-07-29,0.2876
2019-07-30,14.2447
2019-07-31,3.9331
2019-08-01,2.657
2019-08-02,-0.3922
2019-08-05,2.2047
2019-08-06,-2.6193999999999997
2019-08-07,3.0854
2019-08-08,3.1466
2019-08-09,-0.6696
2019-08-12,0.3745
2019-08-13,1.9403000000000001
2019-08-14,-3.2211
2019-08-15,-3.177
2019-08-16,3.125
2019-08-19,0.9848
2019-08-20,0.075
2019-08-21,8.9955
2019-08-22,-2.6823
2019-08-23,-2.3322
2019-08-26,2.4602
2019-08-27,-1.4123999999999999
2019-08-28,0.0
2019-08-29,0.0716
2019-08-30,-2.5054
2019-09-03,-0.7342
2019-09-04,5.3994
2019-09-05,3.0877
2019-09-06,-2.1784
2019-09-09,3.9666
2019-09-10,1.6064
2019-09-11,1.3834
2019-09-12,0.065
2019-09-13,-0.5195
2019-09-16,-0.4569
2019-09-17,-3.4754
2019-09-18,-3.0571
2019-09-19,-1.3315000000000001
2019-09-20,0.4972
2019-09-23,-0.1413
2019-09-24,-5.3786
2019-09-25,2.8422
2019-09-26,-2.6909
2019-09-27,0.5979
2019-09-30,-1.3373
2019-10-01,-1.7319
2019-10-02,1.2261
2019-10-03,-2.5738
2019-10-04,2.331
2019-10-07,-0.9871
2019-10-08,-1.3037
2019-10-09,0.3108
2019-10-10,0.5422
2019-10-11,-1.0015
2019-10-14,-2.179
2019-10-15,1.432
2019-10-16,-2.1176
2019-10-17,-0.4006
2019-10-18,0.5632
2019-10-21,0.0
2019-10-22,2.8
2019-10-23,-2.5681000000000003
2019-10-24,-1.0383
2019-10-25,8.2324
2019-10-28,6.9351
2019-10-29,3.6262
2019-10-30,-0.5384
2019-10-31,-5.3451
2019-11-01,-0.5004
2019-11-04,1.9397
2019-11-05,-0.1409
2019-11-06,-0.5646
2019-11-07,2.1292
2019-11-08,2.8491999999999997
2019-11-11,4.0541
2019-11-12,1.1039
2019-11-13,1.7983
2019-11-14,2.4606
2019-11-15,-3.8792999999999997
2019-11-18,-5.3812
2019-11-19,0.3385
2019-11-20,-3.5088
2019-11-21,-4.6853
2019-11-22,-3.9618
2019-11-25,1.8335
2019-11-26,-0.8252
2019-11-27,1.8911
2019-11-29,1.0393
2019-12-02,0.2204
2019-12-03,-1.173
2019-12-04,3.0415
2019-12-05,-5.0396
2019-12-06,-0.0758
2019-12-09,-2.5038
2019-12-10,-1.4008
2019-12-11,-7.3402
2019-12-12,-1.448
2019-12-13,1.1236
2019-12-16,5.5556
2019-12-17,4.6154
2019-12-18,1.161
2019-12-19,-0.9181
2019-12-20,-1.1583
2019-12-23,-3.6719
2019-12-24,3.3252
2019-12-26,-1.4129
2019-12-27,-1.7516
2019-12-30,-0.081
2019-12-31,-1.2165
2020-01-02,-4.023
2020-01-03,-2.9085
2020-01-06,-8.37
2020-01-07,0.1923
2020-01-08,-1.9194
2020-01-09,1.4677
2020-01-10,-4.5323
2020-01-13,0.9091
2020-01-14,1.2012
2020-01-15,1.3848
2020-01-16,2.6341
2020-01-17,3.4221
2020-01-21,-1.5625
2020-01-22,-3.9215999999999998
2020-01-23,1.7492999999999999
2020-01-24,-1.4327
2020-01-27,-1.0659
2020-01-28,2.1548
2020-01-29,1.3423
2020-01-30,3.5004999999999997
2020-01-31,-4.8446
2020-02-03,-5.7637
2020-02-04,-2.3445
2020-02-05,7.62
2020-02-06,26.6731
2020-02-07,0.0
2020-02-10,0.536
2020-02-11,5.6359
2020-02-12,-0.3605
2020-02-13,1.5194999999999999
2020-02-14,1.4612
2020-02-18,-3.5261
2020-02-19,2.193
2020-02-20,-2.2175
2020-02-21,-0.5121
2020-02-24,-11.3235
2020-02-25,-13.0182
2020-02-26,-7.7216000000000005
2020-02-27,-0.4132
2020-02-28,-4.2531
2020-03-02,2.4919000000000002
2020-03-03,-0.8457
2020-03-04,1.2793
2020-03-05,-7.3684
2020-03-06,-6.1364
2020-03-09,-11.9855
2020-03-10,4.5392
2020-03-11,-0.3947
2020-03-12,-13.21
2020-03-13,11.1111
2020-03-16,-22.1918
2020-03-17,-6.338
2020-03-18,-21.8045
2020-03-19,11.2981
2020-03-20,-10.1512
2020-03-23,-3.8462
2020-03-24,7.5
2020-03-25,24.8837
2020-03-26,2.0484
2020-03-27,-4.0146
2020-03-30,3.2319
2020-03-31,-2.3941
2020-04-01,-13.3962
2020-04-02,-3.9215999999999998
2020-04-03,-4.7619
2020-04-06,9.7619
2020-04-07,14.0998
2020-04-08,5.5133
2020-04-09,12.7928
2020-04-13,2.8754
2020-04-14,2.6398
2020-04-15,-4.9924
2020-04-16,-11.3057
2020-04-17,5.5655
2020-04-20,-7.6531
2020-04-21,-1.8416000000000001
2020-04-22,-5.8161000000000005
2020-04-23,5.5777
2020-04-24,23.9623
2020-04-27,18.1126
2020-04-28,15.0773
2020-04-29,13.4378
2020-04-30,-7.9961
2020-05-01,-15.7725
2020-05-04,-7.6433
2020-05-05,0.5517
2020-05-06,-11.6598
2020-05-07,-1.7081
2020-05-08,11.2164
2020-05-11,-5.8239
2020-05-12,-4.6003
2020-05-13,-6.5391
2020-05-14,0.5119
2020-05-15,3.2258
2020-05-18,6.25
2020-05-19,-5.418
2020-05-20,11.293
2020-05-21,0.7353
2020-05-22,-3.3577
2020-05-26,6.4955
2020-05-27,5.3901
2020-05-28,-5.5182
2020-05-29,-4.7009
2020-06-01,10.6129
2020-06-02,6.4865
2020-06-03,4.8223
2020-06-04,2.9055999999999997
2020-06-05,4.8235
2020-06-08,9.2031
2020-06-09,-4.5221
2020-06-10,-6.7815
2020-06-11,-7.8522
2020-06-12,9.2732
2020-06-15,2.1789
2020-06-16,-1.2346
2020-06-17,-4.4318
2020-06-18,-1.4269
2020-06-19,-0.6031
2020-06-22,1.335
2020-06-23,-0.479
2020-06-24,-1.8051
2020-06-25,-0.4902
2020-06-26,-6.2808
2020-06-29,7.2273
2020-06-30,0.1225
2020-07-01,-2.2032
2020-07-02,2.6283
2020-07-06,4.2683
2020-07-07,-4.5614
2020-07-08,1.2255
2020-07-09,-6.4165
2020-07-10,1.423
2020-07-13,-2.0408
2020-07-14,-2.6042
2020-07-15,6.1497
2020-07-16,-1.1335
2020-07-17,-3.0573
2020-07-20,-3.8108
2020-07-21,1.0929
2020-07-22,2.973
2020-07-23,-1.0499
2020-07-24,-2.3872999999999998
2020-07-27,-3.5326
2020-07-28,1.5493000000000001
2020-07-29,1.8031000000000001
2020-07-30,0.1362
2020-07-31,-4.898
