ticker,JYNT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-11-11,1.2308
2014-11-12,-1.2158
2014-11-13,1.8462
2014-11-14,1.9637
2014-11-17,0.1481
2014-11-18,1.1834
2014-11-19,-4.9708
2014-11-20,1.6923
2014-11-21,-1.6641
2014-11-24,-5.0769
2014-11-25,2.4311
2014-11-26,0.0
2014-11-28,-2.2152
2014-12-01,4.2071
2014-12-02,-0.7764
2014-12-03,0.0
2014-12-04,0.0
2014-12-05,0.939
2014-12-08,-1.2403
2014-12-09,-0.471
2014-12-10,2.364
2014-12-11,0.0019
2014-12-12,-4.4684
2014-12-15,4.1935
2014-12-16,-3.2508
2014-12-17,-0.8
2014-12-18,3.2258
2014-12-19,-2.3438
2014-12-22,0.64
2014-12-23,-2.2258
2014-12-24,-1.626
2014-12-26,0.3306
2014-12-29,-0.3295
2014-12-30,0.3306
2014-12-31,5.1071
2015-01-02,-1.0972
2015-01-05,0.0
2015-01-06,1.2678
2015-01-07,1.7214
2015-01-08,1.2308
2015-01-09,-0.7599
2015-01-12,2.2971
2015-01-13,1.0479
2015-01-14,-4.2963000000000005
2015-01-15,0.3096
2015-01-16,0.3086
2015-01-20,-1.3538000000000001
2015-01-21,4.4136
2015-01-22,-1.8671
2015-01-23,0.0
2015-01-26,1.5221
2015-01-27,-1.9489999999999998
2015-01-28,-1.682
2015-01-29,0.1555
2015-01-30,0.0
2015-02-02,5.9006
2015-02-03,-4.5455
2015-02-04,3.6866
2015-02-05,0.4444
2015-02-06,2.8024
2015-02-09,0.0
2015-02-10,-4.4475999999999996
2015-02-11,3.6036
2015-02-12,1.3043
2015-02-13,0.5722
2015-02-17,-1.138
2015-02-18,0.4317
2015-02-19,3.8682
2015-02-20,-0.8276
2015-02-23,1.1127
2015-02-24,6.4649
2015-02-25,2.7132
2015-02-26,-0.8805
2015-02-27,1.1421000000000001
2015-03-02,2.3839
2015-03-03,6.1275
2015-03-04,-2.6559
2015-03-05,-1.3049
2015-03-06,3.9663
2015-03-09,3.5838
2015-03-10,-2.3438
2015-03-11,-1.0286
2015-03-12,0.9238
2015-03-13,-7.3227
2015-03-16,3.0864
2015-03-17,1.4371
2015-03-18,-0.8264
2015-03-19,1.7856999999999998
2015-03-20,-14.386
2015-03-23,-1.6393
2015-03-24,6.8056
2015-03-25,-0.13
2015-03-26,-2.8646000000000003
2015-03-27,0.8043
2015-03-30,1.1968
2015-03-31,3.4166
2015-04-01,-0.7624
2015-04-02,0.8963
2015-04-06,5.9645
