ticker,MIXX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-08-02,138.4615
2013-09-13,-27.4194
2013-09-19,22.2222
2013-09-20,-12.7273
2013-09-23,-4.1667
2013-09-24,1.087
2013-09-25,1.0753
2013-09-27,-2.1277
2013-09-30,-6.5217
2013-10-01,9.3023
2013-10-02,-8.5106
2013-10-03,9.3023
2013-10-09,-7.8014
2013-10-11,0.0
2013-10-28,7.6923
2013-10-29,0.0
2013-10-30,0.0
2013-11-04,-0.7143
2013-11-05,0.7194
2013-11-06,0.0
2013-11-07,-0.7143
2013-11-08,0.7194
2013-11-11,0.0
2013-11-12,0.0
2013-11-15,0.0
2013-11-21,-0.7143
2013-11-25,-2.8777
2013-11-26,3.7037
2013-11-27,0.0
2013-12-02,3.5714
2013-12-03,7.5862
2013-12-04,5.7692
2013-12-06,0.0
2013-12-09,0.0
2013-12-10,-3.0303
2013-12-11,0.0
2013-12-12,0.0
2013-12-13,-1.25
2013-12-16,-1.2658
2013-12-17,0.0
2013-12-18,4.4872
2013-12-19,-1.227
2013-12-20,1.2422
2013-12-23,0.0
2013-12-27,-17.1779
2013-12-30,14.8148
2013-12-31,5.1613
2014-01-02,0.0
2014-01-03,-3.681
2014-01-06,3.1847
2014-01-07,0.0
2014-01-08,-1.2346
2014-01-09,1.25
2014-01-10,0.6173
2014-01-13,-1.8405
2014-01-14,0.0
2014-01-16,0.0
2014-01-17,0.0
2014-01-21,-19.375
2014-01-22,-3.1008
2014-01-23,0.0
2014-01-30,4.0
2014-02-05,-3.8462
2014-02-11,-8.0
2014-02-12,0.0
2014-02-13,0.0
2014-02-14,21.7391
2014-02-19,-14.2857
2014-02-24,15.0
2014-02-27,-6.5217
2014-03-05,-0.7752
2014-03-07,0.0
2014-03-21,-21.0938
2014-03-24,8.9109
2014-03-25,-0.9091
2014-03-27,5.5046
2014-03-28,-4.3478
2014-04-01,9.0909
2014-04-16,0.0
2014-04-17,0.0
2014-04-23,-8.3333
2014-04-25,-21.8182
2014-04-28,51.1628
2014-05-01,-15.3846
2014-05-02,9.0909
2014-05-08,5.8333
2014-05-09,-1.5748
2014-05-12,-1.6
2014-05-14,1.626
2014-05-28,-0.8
2014-05-29,-0.8065
2014-05-30,-3.252
2014-06-04,0.0
2014-06-06,0.0
2014-06-09,-1.6806999999999999
2014-06-19,-2.5641
2014-06-20,-0.8772
2014-06-27,-3.5398
2014-07-14,0.9174
2014-07-15,0.0
2014-07-16,27.2727
2014-07-17,-7.1429
