ticker,RNWB US Equity
2006-05-19,0.0
2006-05-22,0.0
2006-05-23,7.619
2006-05-24,0.0
2006-05-25,-10.6195
2006-05-26,3.9604
2006-05-30,0.0
2006-05-31,0.0
2006-06-01,0.0
2006-06-02,-4.7619
2006-06-05,-15.0
2006-06-06,-5.8824
2006-06-07,37.5
2006-06-08,-13.6364
2006-06-09,15.7895
2006-06-12,-16.3636
2006-06-13,-2.1739
2006-06-14,-11.1111
2006-06-15,25.0
2006-06-16,0.0
2006-06-19,-5.0
2006-06-20,-5.2632
2006-06-22,-5.5556
2006-06-23,-11.7647
2006-06-26,-4.0
2006-06-27,4.1667
2006-06-28,2.6667
2006-06-29,10.3896
2006-06-30,0.0
2006-07-03,-5.8824
2006-07-05,11.25
2006-07-06,-10.1124
2006-07-07,11.25
2006-07-10,-4.4944
2006-07-12,-8.2353
2006-07-13,0.0
2006-07-14,2.5641
2006-07-17,6.25
2006-07-18,-11.7647
2006-07-19,6.6667
2006-07-20,-6.25
2006-07-21,0.0
2006-07-24,0.0
2006-07-25,6.6667
2006-07-26,0.0
2006-07-27,0.0
2006-07-28,-18.75
2006-07-31,7.6923
2006-08-01,14.2857
2006-08-02,-6.25
2006-08-03,0.0
2006-08-04,0.0
2006-08-07,0.625
2006-08-08,-0.6211
2006-08-09,-6.6667
2006-08-10,7.1429
2006-08-11,0.0
2006-08-14,-6.6667
2006-08-15,7.1429
2006-08-16,-6.6667
2006-08-17,0.0
2006-08-18,0.0
2006-08-21,0.0
2006-08-24,-7.1429
2006-08-28,-7.6923
2006-08-29,25.0
2006-08-30,-1.3333
2006-08-31,-1.3514
2006-09-01,2.7397
2006-09-05,0.0
2006-09-06,4.0
2006-09-08,-3.8462
2006-09-11,0.0
2006-09-12,-22.6667
2006-09-13,39.6552
2006-09-14,-16.0494
2006-09-15,0.0
2006-09-18,0.0
2006-09-19,0.0
2006-09-20,-19.1176
2006-09-21,9.0909
2006-09-22,25.0
2006-09-25,-20.0
2006-09-26,33.3333
2006-09-27,-6.25
2006-09-28,-20.0
2006-09-29,21.6667
2006-10-04,0.0
2006-10-05,-38.3562
2006-10-06,57.7778
2006-10-09,-1.4085
2006-10-11,0.0
2006-10-12,-14.2857
2006-10-13,-10.0
2006-10-16,-3.7037
2006-10-17,25.0
2006-10-18,7.6923
2006-10-19,0.0
2006-10-20,2.8571
2006-10-23,30.5556
2006-10-24,-0.5319
2006-10-25,9.0909
2006-10-26,7.8431
2006-10-27,25.4545
2006-10-30,23.1884
2006-10-31,12.3529
2006-11-01,-18.8482
2006-11-02,-27.7419
2006-11-03,7.1429
2006-11-06,-15.0
2006-11-07,2.9412000000000003
2006-11-08,-5.7143
2006-11-09,-14.1414
2006-11-10,-10.5882
2006-11-13,31.5789
2006-11-14,-10.0
2006-11-15,0.0
2006-11-16,0.0
2006-11-17,-3.3333
2006-11-20,-25.2874
2006-11-21,23.0769
2006-11-22,-11.875
2006-11-24,-4.9645
2006-11-27,2.9851
2006-11-28,10.1449
2006-11-29,-1.3158
2006-11-30,-9.3333
2006-12-01,10.2941
2006-12-04,-8.0
2006-12-05,1.4493
2006-12-06,-5.7143
2006-12-07,6.0606
2006-12-08,-7.1429
2006-12-11,-21.5385
2006-12-12,-21.5686
2006-12-13,-2.5
2006-12-14,-10.2564
2006-12-15,-5.7143
2006-12-18,21.2121
2006-12-19,-12.5
2006-12-20,-8.5714
2006-12-21,-34.375
2006-12-22,-23.8095
2006-12-26,6.25
2006-12-27,2.9412000000000003
2006-12-28,-14.2857
2006-12-29,-6.6667
2007-01-03,-21.4286
2007-01-04,100.0
2007-01-05,-9.0909
2007-01-08,15.0
2007-01-09,30.4348
2007-01-10,6.6667
2007-01-11,-6.25
2007-01-12,-3.3333
2007-01-16,-6.8966
2007-01-17,-7.4074
2007-01-18,-4.0
2007-01-19,-12.5
2007-01-22,14.2857
2007-01-23,-16.6667
2007-01-24,20.0
2007-01-25,-16.6667
2007-01-26,-2.5
2007-01-29,7.6923
2007-01-30,-4.7619
2007-01-31,-10.0
2007-02-01,-7.2222
2007-02-02,-10.1796
2007-02-05,-6.6667
2007-02-06,21.4286
2007-02-07,-17.647100000000002
2007-02-08,-21.4286
2007-02-09,22.7273
2007-02-12,-3.7037
2007-02-13,15.3846
2007-02-14,0.0
2007-02-15,-26.6667
2007-02-16,0.0
2007-02-20,9.0909
2007-02-21,-16.6667
2007-02-22,10.0
2007-02-23,0.0
2007-02-26,9.0909
2007-02-27,-26.6667
2007-02-28,-9.0909
2007-03-01,-12.5
2007-03-02,-14.2857
2007-03-05,33.3333
2007-03-06,0.0
2007-03-07,0.0
2007-03-08,-12.5
2007-03-09,-21.4286
2007-03-12,27.2727
2007-03-13,14.2857
2007-03-14,10.0
2007-03-15,-19.3182
2007-03-16,5.6338
2007-03-19,0.0
2007-03-20,-20.0
2007-03-21,-16.6667
2007-03-22,-10.0
2007-03-23,0.0
2007-03-26,-3.75
2007-03-27,15.4401
2007-03-28,0.0
2007-03-29,-20.0
2007-03-30,25.0
2007-04-02,-10.0
2007-04-03,11.1111
2007-04-04,-30.0
2007-04-05,-14.2857
2007-04-09,0.0
2007-04-10,-16.6667
2007-04-11,-20.0
2007-04-12,0.0
2007-04-13,-10.0
2007-04-16,-16.6667
2007-04-17,16.6667
2007-04-18,-31.4286
2007-04-19,4.1667
2007-04-20,20.0
2007-04-23,33.3333
2007-04-24,45.0
2007-04-25,34.4828
2007-04-26,-10.2564
2007-04-27,-40.0
2007-04-30,-4.7619
2007-05-01,-40.0
2007-05-02,8.3333
2007-05-03,23.0769
2007-05-04,-6.25
2007-05-07,0.0
2007-05-08,-26.6667
2007-05-09,27.2727
2007-05-10,-14.2857
2007-05-11,0.0
2007-05-14,0.0
2007-05-15,-25.0
2007-05-16,-11.1111
2007-05-17,37.5
2007-05-18,9.0909
2007-05-21,8.3333
2007-05-22,-30.7692
2007-05-23,11.1111
2007-05-24,0.0
2007-05-25,-25.0
2007-05-29,-6.6667
2007-05-30,-42.8571
2007-05-31,0.0
2007-06-01,-25.0
2007-06-04,33.3333
2007-06-05,0.0
2007-06-06,25.0
2007-06-07,20.0
2007-06-08,0.0
2007-06-11,0.0
2007-06-12,-16.6667
2007-06-13,-20.0
2007-06-14,0.0
2007-06-15,0.0
2007-06-18,-21.875
2007-06-19,-4.0
2007-06-20,33.3333
2007-06-21,0.0
2007-06-22,-25.0
2007-06-25,0.0
2007-06-26,0.0
2007-06-27,-16.6667
2007-06-28,0.0
2007-06-29,20.0
2007-07-02,0.0
2007-07-03,-16.6667
2007-07-05,15.0
2007-07-06,-13.0435
2007-07-09,-15.0
2007-07-10,8.8235
2007-07-11,0.0
2007-07-12,8.1081
2007-07-13,0.0
2007-07-16,-7.5
2007-07-17,0.0
2007-07-18,0.0
2007-07-19,-27.027
2007-07-20,18.5185
2007-07-23,-9.375
2007-07-24,-6.8966
2007-07-25,-11.1111
2007-07-26,0.0
2007-07-27,-33.3333
2007-07-30,-18.75
2007-07-31,-15.3846
2007-08-01,-9.0909
2007-08-02,0.0
2007-08-03,90.0
2007-08-06,-15.7895
2007-08-07,37.5
2007-08-08,-13.6364
2007-08-09,52.6316
2007-08-10,-17.2414
2007-08-13,-54.1667
2007-08-14,18.1818
2007-08-15,0.0
2007-08-16,0.0
2007-08-17,-23.0769
2007-08-20,-20.0
2007-08-21,0.0
2007-08-22,0.0
2007-08-23,-25.0
2007-08-24,0.0
2007-08-27,0.0
2007-08-28,0.0
2007-08-29,-16.6667
2007-08-31,0.0
2007-09-04,0.0
2007-09-05,-40.0
2007-09-06,100.0
2007-09-07,-16.6667
2007-09-10,0.0
2007-09-11,20.0
2007-09-12,0.0
2007-09-13,66.6667
2007-09-14,-40.0
2007-09-17,0.0
2007-09-18,-16.6667
2007-09-19,20.0
2007-09-20,0.0
2007-09-21,0.0
2007-09-24,33.3333
2007-09-25,-37.5
2007-09-26,20.0
2007-09-27,-16.6667
2007-09-28,20.0
2007-10-01,-16.6667
2007-10-02,20.0
2007-10-03,-16.6667
2007-10-04,-40.0
2007-10-05,66.6667
2007-10-08,0.0
2007-10-09,0.0
2007-10-10,-40.0
2007-10-11,100.0
2007-10-12,-16.6667
2007-10-15,0.0
2007-10-16,0.0
2007-10-17,0.0
2007-10-18,20.0
2007-10-19,-16.6667
2007-10-22,0.0
2007-10-23,-40.0
2007-10-24,0.0
2007-10-25,66.6667
2007-10-26,-40.0
2007-10-29,0.0
2007-10-30,0.0
2007-10-31,0.0
2007-11-01,-33.3333
2007-11-02,50.0
2007-11-05,0.0
2007-11-06,0.0
2007-11-07,-33.3333
2007-11-08,50.0
2007-11-09,0.0
2007-11-12,0.0
2007-11-13,-33.3333
2007-11-14,0.0
2007-11-15,50.0
2007-11-16,0.0
2007-11-19,0.0
2007-11-20,-33.3333
2007-11-21,0.0
2007-11-26,50.0
2007-11-27,0.0
2007-11-28,0.0
2007-11-29,0.0
2007-11-30,0.0
2007-12-03,-33.3333
2007-12-04,0.0
2007-12-05,0.0
2007-12-07,0.0
2007-12-11,0.0
2007-12-12,0.0
2007-12-14,0.0
2007-12-20,-80.0797
2007-12-21,250.0
2007-12-24,14.2857
2007-12-26,-92.5
2007-12-27,900.0
2007-12-28,16.6667
2007-12-31,42.8571
2008-01-02,-55.0
2008-01-09,100.0
2008-01-10,-28.5972
2008-01-11,-6.633
2008-01-14,-6.6667
2008-01-15,60.7143
2008-01-17,66.6667
2008-01-23,-53.3333
2008-01-24,14.2857
2008-01-25,0.0
2008-02-01,0.0
2008-02-04,150.0
2008-02-06,0.0
2008-02-08,-22.0
2008-02-11,11.538499999999999
2008-02-12,-13.7931
2008-02-13,-45.3333
2008-02-14,-2.439
2008-02-15,75.0
2008-02-25,42.8571
2008-02-26,-13.0
2008-02-27,-2.2989
2008-02-28,-41.1765
2008-03-03,50.0
2008-03-04,20.0
2008-03-06,0.0
2008-03-12,-43.3333
2008-03-17,96.0784
2008-03-18,-40.0
2008-03-24,-16.6667
2008-03-25,20.0
2008-03-26,25.0
2008-04-09,-18.6667
2008-04-14,-18.0328
2008-04-15,0.0
2008-04-17,8.0
2008-04-28,11.1111
2008-05-12,-1.6667
2008-06-03,64.4068
2008-06-04,-36.0825
2008-06-06,53.2258
2008-06-09,5.2632
2008-06-10,0.0
2008-06-11,25.0
2008-06-12,0.0
2008-06-13,-12.0
2008-06-16,-18.1818
2008-06-17,-23.3333
2008-06-18,13.0435
2008-06-19,13.742
2008-06-20,1.4442
2008-06-23,1.1111
2008-06-24,1.0989
2008-06-25,0.0
2008-06-26,0.0
2008-06-27,-1.087
2008-06-30,0.0
2008-07-01,-5.4945
2008-07-02,3.4884
2008-07-03,3.3708
2008-07-07,-1.087
2008-07-08,4.3956
2008-07-09,-1.0526
2008-07-10,-1.0638
2008-07-11,1.6129
2008-07-14,-1.0582
2008-07-15,-3.7433
2008-07-16,0.0
2008-07-18,-2.2222
2008-07-21,-1.1364
2008-07-22,-1.1494
2008-07-23,8.1395
2008-07-24,-13.9785
2008-07-25,0.0
2008-07-28,18.125
2008-07-29,1.0582
2008-07-30,4.712
2008-07-31,4.0
2008-08-01,4.8077
2008-08-04,8.2569
2008-08-05,-1.6949
2008-08-06,0.0
2008-08-07,-1.7241
2008-08-08,3.5088
2008-08-11,0.8475
2008-08-12,-3.3613
2008-08-13,2.6087
2008-08-14,-5.9322
2008-08-15,0.9009
2008-08-18,-1.7856999999999998
2008-08-19,0.0
2008-08-20,0.0
2008-08-21,-0.9091
2008-08-22,-2.7523
2008-08-25,-0.9434
2008-08-26,4.7619
2008-08-27,1.8182
2008-08-28,5.3571
2008-08-29,-4.2373
2008-09-02,4.4248
2008-09-03,-2.5423999999999998
2008-09-04,3.9130000000000003
2008-09-05,1.2551999999999999
2008-09-08,-0.8264
2008-09-09,-2.5
2008-09-10,0.0
2008-09-11,-21.3675
2008-09-12,-13.0435
2008-09-15,-87.5
2008-09-16,300.0
2008-09-17,37.5
2008-09-18,-14.5455
2008-09-19,-8.5106
2008-09-22,16.2791
2008-09-23,30.0
2008-09-24,-36.9231
2008-09-25,39.0244
2008-09-29,-38.5965
2008-09-30,5.7143
2008-10-01,2.7027
2008-10-02,0.0
2008-10-03,0.0
2008-10-06,0.0
2008-10-07,2.6316
2008-10-08,41.0256
2008-10-09,-9.0909
2008-10-10,-22.0
2008-10-13,41.0256
2008-10-14,-9.0909
2008-10-15,-22.0
2008-10-16,0.0
2008-10-17,-7.6923
2008-10-20,-16.6667
2008-10-21,6.6667
2008-10-22,-3.125
2008-10-23,77.4194
2008-10-24,-27.2727
2008-10-28,2.5
2008-10-29,-65.8537
2008-10-30,292.8571
2008-10-31,0.0
2008-11-03,-5.4545
2008-11-05,-57.6923
2008-11-06,81.8182
2008-11-10,-10.0
2008-11-12,0.0
2008-11-14,-72.2222
2008-11-17,110.0
2008-11-18,0.0
2008-11-19,-19.0476
2008-11-24,-29.4118
2008-11-25,0.0
2008-12-09,-8.3333
2008-12-12,0.0
2008-12-17,-95.4545
2008-12-23,-80.0
2008-12-29,0.0
2008-12-31,0.0
2009-01-02,900.0
2009-01-06,0.0
2009-01-07,1900.0
2009-01-08,-75.0
2009-01-13,0.0
2009-01-21,0.0
2009-01-27,-60.0
2009-01-30,50.0
2009-02-06,-50.0
2009-02-10,233.3333
2009-02-11,0.0
2009-02-19,280.0
2009-02-20,-47.3684
2009-02-24,20.0
2009-02-25,-8.3333
2009-03-05,127.2727
2009-03-16,-2.0
2009-03-18,-87.3469
2009-03-19,706.4516
2009-03-20,60.0
2009-03-23,-2.5
2009-03-24,-74.359
2009-03-25,50.0
2009-03-26,33.3333
2009-03-27,-85.0
2009-03-30,-50.0
2009-03-31,33.3333
2009-04-01,5.0
2009-04-02,76.1905
2009-04-03,13.5135
2009-04-06,-50.0
2009-04-07,9.5238
2009-04-08,30.4348
2009-04-09,-16.6667
2009-04-13,0.0
2009-04-14,0.0
2009-04-15,-12.0
2009-04-16,-31.8182
2009-04-17,33.3333
2009-04-20,-50.0
2009-04-21,20.0
2009-04-22,25.0
2009-04-23,-33.3333
2009-04-24,43.75
2009-04-27,-5.2174
2009-04-28,10.0917
2009-04-29,-4.1667
2009-04-30,-30.4348
2009-05-01,-10.0
2009-05-04,11.1111
2009-05-05,10.0
2009-05-06,-9.0909
2009-05-07,0.0
2009-05-08,0.0
2009-05-12,-50.0
2009-05-13,2.5
2009-05-14,7.3171
2009-05-15,-9.0909
2009-05-18,0.0
2009-05-19,-12.5
2009-05-20,-4.2857
2009-05-21,19.403
2009-05-22,60.0
2009-06-09,-54.375
2009-06-10,-2.7397
2009-06-11,0.0
2009-06-15,-1.4085
2009-06-17,0.0
2009-06-18,0.0
2009-06-19,-25.7143
2009-06-22,-3.8462
2009-06-23,140.0
2009-06-24,2.5
2009-06-26,-58.5366
2009-06-29,194.1176
2009-06-30,-13.3333
2009-07-02,-3.8462
2009-07-10,0.0
2009-07-15,-5.6
2009-07-16,5.9322
2009-07-28,-19.2
2009-08-05,0.0
2009-08-06,-90.099
2009-08-11,1000.0
2009-09-08,-90.9091
2009-09-10,900.0
2009-09-14,0.0
2009-09-29,-10.0
2009-10-08,-90.0
2009-10-12,844.4444
2009-10-15,0.0
2009-10-16,2.3529
2009-10-22,-88.5057
2009-10-29,700.0
2009-10-30,-6.25
2009-11-18,-7.3333
2009-11-30,0.7194
2009-12-01,0.0
2009-12-02,0.0
2009-12-03,0.0
2009-12-08,-7.1429
2009-12-23,-23.0769
2009-12-31,0.0
2010-02-02,-10.0
2010-02-03,-11.1111
2010-02-09,0.0
2010-03-03,0.0
2010-03-09,0.0
2010-03-16,-87.5
2010-03-17,700.0
2010-03-24,-75.0
2010-04-09,-50.0
2010-04-20,0.0
2010-05-04,20.0
2010-06-07,316.6667
2010-06-08,-76.0
2010-06-09,100.0
2010-06-10,0.0
2010-06-11,0.0
2010-06-14,-33.3333
2010-06-15,25.0
2010-06-16,20.0
2010-06-17,-16.6667
2010-06-18,20.0
2010-06-22,-33.3333
2010-06-23,0.0
2010-06-28,-37.5
2010-06-29,-40.0
2010-06-30,100.0
2010-07-06,0.0
2010-07-08,0.0
2010-07-21,-3.3333
2010-07-22,-13.7931
2010-07-23,20.0
2010-07-27,0.0
2010-07-28,16.6667
2010-08-02,0.0
2010-08-11,-42.8571
2010-08-13,50.0
2010-08-27,-33.3333
2010-09-01,50.0
2010-09-02,0.0
2010-09-23,100.0
2010-09-27,-50.0
2010-09-28,200.0
2010-09-29,0.0
2010-10-15,22.2222
2010-10-18,54.5455
2010-10-19,102.9412
2010-10-20,1.4493
2010-10-22,70.0
2010-10-25,-17.647100000000002
2010-10-26,-54.0816
2010-10-27,124.4444
2010-10-29,-0.9901
2010-11-05,5.0
2010-11-08,4.7619
2010-11-17,0.0
2010-12-01,-8.1818
2010-12-02,13.8614
2010-12-08,0.0
2010-12-30,-47.8261
2011-01-03,91.6667
2011-01-04,-0.8696
2011-01-11,-47.3684
2011-01-12,81.6667
2011-01-13,-3.6696999999999997
2011-02-01,0.0
2011-02-07,-4.7619
2011-03-08,0.0
2011-03-31,-10.0
2011-04-04,0.0
2011-05-16,-1.6667
2011-05-20,14.1243
2011-05-23,-1.9802
2011-05-25,-71.7172
2011-05-26,167.8571
2011-09-02,-6.6667
2011-11-29,50.0
2011-11-30,-3.8095
2012-01-03,-98.0198
2012-01-04,4900.0
2012-02-22,-4.0
2012-02-23,10.4167
2012-02-24,11.3208
2012-02-28,-3.3898
2012-02-29,-0.8772
2012-03-01,0.0
2012-03-02,-0.885
2012-03-13,1.7856999999999998
2012-04-09,-0.8772
2012-05-07,-0.885
2012-05-10,-9.8214
2012-05-22,-85.7426
2012-05-23,941.6667
2012-05-25,-27.3333
2012-05-29,0.0
2012-06-01,4.5872
2012-06-18,-48.2456
2012-06-20,-1.8643999999999998
2012-06-21,0.0
2012-06-25,0.0
2012-07-02,96.8912
2012-07-13,-56.1404
2012-07-16,34.0
2012-07-17,70.1493
2012-07-20,-42.9825
2012-07-25,-23.0769
2012-07-30,128.0
2012-08-21,-79.8246
2012-08-22,173.913
2012-08-23,92.0635
2012-08-28,-56.1983
2012-08-29,0.0
2012-08-31,0.0
2012-09-04,109.434
2012-09-05,-50.4505
2012-09-10,-3.6364
2012-09-14,107.5472
2012-09-18,-13.6364
2012-09-19,-10.6316
2012-09-20,-12.0141
2012-09-21,-1.3387
2012-09-24,-13.7042
2012-09-25,14.7799
2012-09-27,-3.0137
2012-10-01,-5.3672
2012-10-02,-25.3731
2012-10-04,36.0
2012-10-05,-13.2353
2012-10-12,-30.5085
2012-10-15,63.4146
2012-10-18,-23.8806
2012-10-22,0.0
2012-10-24,-13.7255
2012-10-25,6.8182
2012-10-31,-14.8936
2012-11-01,12.5
2012-11-16,-15.5556
2012-11-19,18.4211
2012-11-20,-15.5556
2012-11-29,-2.6316
2012-11-30,2.7027
2012-12-03,0.0
2012-12-14,5.2632
2012-12-19,-37.5
2012-12-20,68.0
2012-12-21,-40.4762
2012-12-24,56.0
2013-01-09,-38.4615
2013-01-10,62.5
2013-01-14,-23.0769
2013-01-15,0.0
2013-01-16,0.0
2013-01-17,30.0
2013-01-30,-5.1282
2013-02-01,0.0
2013-02-05,-24.3243
2013-02-06,0.0
2013-02-07,21.4286
2013-02-08,-17.647100000000002
2013-02-11,-1.7856999999999998
2013-02-12,1.8182
2013-02-14,21.4286
2013-02-28,0.0
2013-03-05,-11.7647
2013-03-11,-6.6667
2013-03-12,21.4286
2013-03-13,-11.7647
2013-03-15,-6.6667
2013-03-18,0.0
2013-03-19,0.0
2013-03-21,7.1429
2013-03-22,-33.3333
2013-03-25,50.0
2013-03-26,-34.3333
2013-03-27,1.5228000000000002
2013-03-28,0.0
2013-04-01,25.0
2013-04-02,-2.0
2013-04-04,-22.449
2013-04-05,49.4737
2013-04-08,-11.9718
2013-04-09,-12.0
2013-04-10,17.2727
2013-04-12,-9.2539
2013-04-15,10.6247
2013-04-16,-18.9189
2013-04-17,9.5238
2013-04-19,0.0
2013-04-22,0.0
2013-04-23,-2.1739
2013-04-24,-8.8889
2013-04-25,-14.6341
2013-04-26,8.5714
2013-04-29,21.0526
2013-04-30,-26.087
2013-05-01,29.4118
2013-05-03,0.0
2013-05-07,0.0
2013-05-09,0.0
2013-05-10,-9.0909
2013-05-13,10.0
2013-05-14,0.0
2013-05-17,-9.0909
2013-05-22,0.0
2013-05-23,-5.0
2013-05-24,0.0
2013-05-28,-5.2632
2013-05-30,-5.5556
2013-05-31,0.0
2013-06-03,0.0
2013-06-04,0.0
2013-06-05,5.8824
2013-06-06,-6.1111
2013-06-07,5.9172
2013-06-10,-6.7039
2013-06-11,-4.1916
2013-06-12,-6.25
2013-06-13,6.0
2013-06-14,8.805
2013-06-17,-19.0751
2013-06-18,-10.7143
2013-06-19,3.2
2013-06-20,-22.4806
2013-06-21,-20.0
2013-06-24,0.0
2013-06-25,0.0
2013-06-26,6.25
2013-06-27,4.7059
2013-06-28,-1.1236
2013-07-01,-9.0909
2013-07-02,-50.0
2013-07-03,25.0
2013-07-05,-20.0
2013-07-08,0.0
2013-07-10,12.5
2013-07-15,0.0
2013-07-16,-16.6667
2013-07-17,0.0
2013-07-18,6.6667
2013-07-19,-5.0
2013-07-23,-21.0526
2013-07-24,3.3333
2013-07-25,-3.2258
2013-07-26,0.0
2013-07-29,116.6667
2013-07-30,0.0
2013-08-01,-53.8462
2013-08-02,0.0
2013-08-05,0.0
2013-08-06,0.0
2013-08-07,66.6667
2013-08-09,0.0
2013-08-12,0.0
2013-08-13,-40.0
2013-08-14,0.0
2013-08-15,0.0
2013-08-19,0.0
2013-08-20,0.0
2013-08-21,0.0
2013-08-26,0.0
2013-08-27,66.6667
2013-08-28,0.0
2013-08-30,-20.0
2013-09-03,0.0
2013-09-04,0.0
2013-09-06,25.0
2013-09-09,-40.0
2013-09-10,0.0
2013-09-11,-68.3333
2013-09-12,205.2632
2013-09-13,-44.8276
2013-09-16,87.5
2013-09-17,-33.3333
2013-09-18,50.0
2013-09-19,-60.0
2013-09-20,150.0
2013-09-24,-50.0
2013-09-25,-29.1667
2013-09-26,12.9412
2013-09-27,-16.6667
2013-09-30,0.0
2013-10-01,0.0
2013-10-02,0.0
2013-10-03,0.0
2013-10-04,-50.0
2013-10-07,100.0
2013-10-08,0.0
2013-10-14,-10.0
2013-10-16,9.0278
2013-10-23,-8.2803
2013-10-25,0.0
2013-10-29,-22.2222
2013-10-31,-42.8571
2013-11-01,25.0
2013-11-04,20.0
2013-11-05,66.6667
2013-11-06,-51.25
2013-11-08,2.5641
2013-11-12,60.0
2013-11-18,-25.0
2013-11-19,0.0
2013-11-20,0.0
2013-11-25,-66.6667
2013-11-26,300.0
2013-11-27,0.0
2013-11-29,-12.5
2013-12-03,0.0
2013-12-04,-21.4286
2013-12-05,12.5
2013-12-06,-3.0303
2013-12-09,-16.6667
2013-12-11,-20.0
2013-12-13,100.0
2013-12-23,-60.9375
2013-12-24,108.0
2013-12-27,7.6923
2013-12-30,14.2857
2013-12-31,-12.5
2014-01-30,-28.5714
2014-02-05,0.0
2014-02-06,0.0
2014-02-11,60.0
2014-02-14,12.5
2014-02-18,0.0
2014-02-28,-44.4444
2014-03-03,-90.0
2014-03-04,1100.0
2014-03-05,0.0
2014-03-10,50.0
2014-03-11,0.0
2014-03-13,0.0
2014-03-17,0.0
2014-03-26,-55.5556
2014-04-01,100.0
2014-04-21,-62.5
2014-04-22,0.0
2014-04-23,0.0
2014-05-28,0.0
2014-06-02,0.0
2014-06-05,0.0
2014-06-06,0.0
2014-06-09,1233.3333
2014-06-10,-94.0625
2014-06-23,0.0
2014-06-24,0.0
2014-07-16,5.2632
2014-08-21,0.0
2014-08-26,5.0
2014-09-04,-4.7619
2014-09-09,0.0
2014-09-10,0.0
2014-09-25,0.0
2014-10-03,0.0
2014-10-29,40.0
2014-11-10,-37.5
2014-11-13,-68.5714
2014-11-14,45.4545
2014-11-28,-12.5
2014-12-03,0.0
2014-12-04,14.2857
2014-12-05,0.0
2014-12-10,81.25
2014-12-11,-44.8276
2014-12-18,0.0
2014-12-24,0.0
2014-12-30,-12.5
2015-02-04,0.0
2015-02-20,0.0
2015-03-02,0.0
2015-03-04,35.7143
2015-03-09,-15.7895
2015-03-20,0.0
2015-04-13,0.0
2015-04-15,0.0
2015-05-18,0.0
2015-05-28,0.0
2015-06-08,-18.75
2015-06-15,-23.0769
2015-06-17,80.0
2015-06-18,5.5556
2015-06-19,0.0
2015-06-22,0.0
2015-06-24,-5.2632
2015-07-01,5.5556
2015-07-13,0.0
2015-08-05,-26.3158
2015-08-10,-7.1429
2015-09-08,0.0
2015-10-01,-38.4615
2015-10-19,275.0
2015-10-21,-40.0
2015-10-22,-11.1111
2015-10-23,31.25
2015-10-28,0.0
2015-11-05,-23.8095
2015-12-01,0.0
2015-12-04,-50.0
2015-12-16,125.0
2015-12-17,-11.1111
2015-12-22,50.0
2016-01-07,-54.1667
2016-02-09,0.0
2016-03-29,100.0
2016-05-02,-4.5455
2016-05-05,166.6667
2016-05-06,21.4286
2016-05-09,-41.1765
2016-05-10,-12.5
2016-05-11,-31.4286
2016-05-12,-33.3333
2016-05-13,25.0
