ticker,GTNM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-09-25,200.0
2007-09-28,93.3333
2007-10-01,17.2414
2007-10-02,10.2941
2007-10-03,0.0
2007-10-04,0.0
2007-10-05,0.0
2007-10-08,0.0
2007-10-10,0.0
2007-10-11,0.0
2007-10-12,0.0
2007-10-16,0.0
2007-10-17,0.0
2007-10-19,-13.3333
2007-10-22,15.3846
2007-10-24,0.0
2007-10-25,13.3333
2007-11-01,-1.1764999999999999
2007-11-02,-4.7619
2007-11-06,6.25
2007-11-15,-29.4118
2007-11-16,31.6667
2007-11-19,1.2658
2007-11-20,-12.5
2007-11-26,14.2857
2007-11-28,-18.75
2007-12-03,23.0769
2007-12-07,-18.75
2007-12-17,23.0769
2007-12-27,-56.25
2007-12-28,128.5714
2008-01-02,-31.25
2008-01-03,25.4545
2008-01-04,1.4493
2008-01-07,0.0
2008-01-08,-14.2857
2008-01-09,16.6667
2008-01-11,-7.1429
2008-01-16,0.0
2008-01-18,-10.7692
2008-01-22,12.069
2008-01-30,0.0
2008-02-01,-15.3846
2008-02-04,0.0
2008-02-08,9.0909
2008-02-11,0.0
2008-02-13,-8.3333
2008-02-14,9.0909
2008-02-15,0.0
2008-02-29,0.0
2008-03-03,8.3333
2008-03-04,-1.5385
2008-03-05,-1.5625
2008-03-06,-1.5873
2008-03-11,3.2258
2008-03-13,-4.668
2008-03-17,-3.2984999999999998
2008-03-25,5.0847
2008-03-26,-0.8065
2008-03-28,4.065
2008-03-31,-1.5625
2008-04-01,-4.7619
2008-04-02,28.3333
2008-04-03,10.3896
2008-04-04,-9.4118
2008-04-07,23.3766
2008-04-08,5.2632
2008-04-09,-5.0
2008-04-10,-2.1053
2008-04-11,-3.2258
2008-04-14,13.3333
2008-04-15,-4.902
2008-04-16,-5.1546
2008-04-17,-1.087
2008-04-18,-5.4945
2008-04-21,0.0
2008-04-22,-3.4884
2008-04-23,0.0
2008-04-24,19.2771
2008-04-25,-9.0909
2008-04-28,-5.5556
2008-04-29,0.0
2008-04-30,0.0
2008-05-01,-3.5294
2008-05-02,-2.439
2008-05-05,2.5
2008-05-07,2.439
2008-05-08,-10.7143
2008-05-09,1.3333
2008-05-12,2.6316
2008-05-14,-10.2564
2008-05-15,-2.8571
2008-05-16,-4.4118
2008-05-19,0.0
2008-05-20,0.0
2008-05-21,-10.7692
2008-05-22,6.8966
2008-05-27,-17.7419
2008-05-28,23.5294
2008-06-02,-17.4603
2008-06-04,1.9231
2008-06-06,13.2075
