ticker,LWCL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-05-03,-39.2857
2012-05-25,27.647100000000002
2012-05-29,0.0
2012-06-01,-0.4608
2012-06-13,0.0
2012-06-20,1.8519
2012-07-05,0.0
2012-08-14,-2.2727
2012-08-15,2.3256
2012-10-15,-2.7273
2012-12-19,-0.9346
2013-04-01,1.4151
2013-05-08,34.8837
2013-08-02,-3.4483
2013-08-15,7.1429
2013-09-24,1.6667
2013-09-25,1.3115
2013-10-01,0.3236
2013-12-31,-1.2903
2014-01-02,1.9607999999999999
2014-01-21,-0.7692
2014-01-23,0.1292
2014-02-13,-1.2903
2014-05-22,63.3987
2014-08-26,-37.0
2014-08-27,2.5397
2014-09-11,-0.9288
2014-09-24,3.125
2014-10-14,3.0303
2014-12-09,1.4706000000000001
2015-01-07,1.4493
2015-03-16,2.9257
2015-05-29,8.2612
2015-06-02,0.0
2015-06-05,-1.2821
2015-06-16,0.0
2015-06-18,1.2987
2015-08-04,4.359
2015-08-10,8.1081
2015-08-25,-1.1364
2015-11-03,1.1494
2015-11-04,-0.4545
2015-11-25,-0.6849
2016-01-07,0.2345
2016-01-11,0.6835
2016-01-12,0.6834
2016-01-15,-1.3575
2016-03-15,-0.9174
2016-03-30,0.0
2016-04-06,0.6944
2016-04-08,-0.4598
2016-04-13,0.8776
2016-04-18,0.0458
2016-04-29,0.6912
2016-05-11,0.0
2016-05-12,1.8307
2016-05-27,-1.1236
2016-06-29,-0.4091
2016-06-30,-0.0456
2016-07-05,0.105
2016-07-06,0.3512
2016-07-12,-0.4545
2016-07-14,0.2283
2016-07-18,0.2278
2016-07-27,0.6818
2016-08-17,-0.6772
2016-08-18,1.1364
2016-10-17,0.3382
2016-10-18,1.1236
2016-10-19,-1.0222
2016-10-28,1.2572999999999999
2016-11-02,1.9956
2016-11-11,4.6892
2016-11-18,0.0
2016-11-23,0.0
2016-12-07,-4.1667
2016-12-12,4.3478
2017-01-03,0.0
2017-01-04,2.0833
2017-01-12,11.2245
2017-01-24,-5.5046
2017-01-26,2.9126
2017-02-01,1.8868
2017-02-09,0.0
2017-02-22,1.0214
2017-03-01,-0.7353
2017-03-07,0.0
2017-03-10,0.7407
2017-03-21,-4.0441
2017-03-22,0.7663
2017-03-23,1.7109999999999999
2017-03-27,-2.4299
2017-03-31,1.9157
2017-04-17,-1.8797000000000001
2017-05-09,0.0383
2017-05-11,3.6959
2017-05-17,0.0
2017-05-18,0.0
2017-08-07,0.3704
2017-08-10,0.0
