ticker,LWCL US Equity
2017-09-07,3.6078
2017-09-08,0.0
2017-09-12,3.2143
2017-09-20,0.0
2017-09-22,1.2111
2017-09-25,0.8547
2017-09-26,0.0
2017-09-29,1.6949
2017-10-11,0.6667
2017-10-12,1.1589
2017-11-01,0.6547
2017-11-16,1.0594999999999999
2017-12-15,1.6129
2018-01-19,3.1429
2018-01-24,0.0308
2018-01-25,-0.0615
2018-01-29,0.8313
2018-02-07,0.0
2018-02-28,1.4537
2018-03-01,0.3017
2018-03-14,0.7519
2018-03-15,0.0
2018-03-16,0.7463
2018-03-23,0.7407
2018-04-09,0.2941
2018-04-10,1.173
2018-04-11,0.029
2018-04-16,1.4199
2018-04-19,0.0
2018-04-20,2.8571
2018-04-23,0.0
2018-04-25,0.0
2018-05-04,0.6944
2018-05-08,0.1379
2018-05-14,0.3444
2018-05-15,0.0
2018-05-16,1.1004
2018-05-22,0.1361
2018-06-01,0.1359
2018-06-04,2.4423
2018-06-06,0.6623
2018-06-07,0.0
2018-06-15,0.0
2018-06-21,0.6579
2018-06-26,-1.6993
2018-06-27,1.0638
2018-07-03,-0.6579
2018-08-02,0.7947
2018-08-23,0.1975
2018-08-24,0.0
2018-08-27,1.8397000000000001
2018-08-31,-0.0903
2018-09-05,0.0904
2018-09-06,-0.129
2018-09-11,0.7752
2018-09-14,0.0
2018-09-18,0.0
2018-09-19,0.641
2018-09-27,0.0
2018-10-01,0.0
2018-10-03,0.0
2018-10-05,0.0
2018-10-08,0.0
2018-10-09,0.0
2018-10-10,-0.6369
2018-10-11,-0.5128
2018-10-12,0.0
2018-10-16,0.0
2018-10-19,-0.6443
2018-10-24,-1.4267
2018-10-29,-5.1316
2018-10-30,0.1387
2018-10-31,0.0
2018-11-01,0.0
2018-11-19,-0.0694
2018-11-20,2.0833
2018-11-27,-2.0408
2018-11-29,0.0
2018-11-30,-1.3889
2018-12-03,-2.1127
2018-12-04,2.8777
2018-12-06,-0.6993
2018-12-14,-1.9718
2018-12-18,-0.1437
2018-12-20,-1.0072
2019-01-07,-0.436
2019-01-11,0.0
2019-01-31,0.292
2019-02-01,0.2329
2019-02-06,-0.4066
2019-02-07,2.0705999999999998
2019-02-14,-1.9
2019-02-27,-0.0292
2019-02-28,-1.1679
2019-03-05,-1.034
2019-03-11,-0.597
2019-03-12,0.0
2019-03-19,-0.6006
2019-04-01,-0.3021
2019-04-02,0.303
2019-04-10,-0.9063
2019-04-15,0.0
2019-04-25,0.6098
2019-04-26,0.0
2019-05-01,3.0303
2019-05-02,-2.9412000000000003
2019-05-16,6.3022
2019-05-22,-1.7143000000000002
2019-05-23,-0.1453
2019-05-24,-0.5822
2019-05-29,-2.489
2019-05-30,-0.5405
2019-05-31,0.0
2019-07-01,-0.3623
2019-07-02,0.7576
2019-07-03,-0.7519
2019-07-10,-1.5152
2019-07-11,0.0
2019-07-12,-1.5077
2019-07-15,1.5308000000000002
2019-07-16,-0.7692
2019-07-17,-0.7442
2019-07-19,1.5308000000000002
2019-07-23,-1.3538000000000001
2019-07-24,1.3724
2019-07-25,0.7692
2019-07-29,0.7634
2019-07-30,4.5455
2019-07-31,-1.4493
2019-08-02,-1.4706000000000001
2019-08-05,-2.9851
2019-08-08,-0.4615
2019-08-13,-2.6275
2019-08-14,0.2381
2019-08-21,-0.7937
2019-08-22,-1.6
2019-08-28,1.4634
2019-08-30,0.3205
2019-09-03,-0.639
2019-09-09,1.1254
2019-09-10,0.159
2019-09-13,0.6349
2019-09-17,0.0
2019-09-18,-0.4732
2019-09-19,0.0
2019-09-24,0.6339
2019-09-25,-0.6299
2019-09-26,1.7433
2019-10-02,-0.1246
2019-10-03,-0.0312
2019-10-07,0.624
2019-10-09,0.0
2019-10-17,-0.6202
2019-10-21,0.0
2019-10-22,0.0
2019-10-24,0.624
2019-10-25,0.7752
2019-10-30,-0.7692
2019-11-01,0.0
2019-11-06,0.7752
2019-11-11,-1.3538000000000001
2019-11-15,0.8285
2019-11-20,-0.062
2019-11-25,0.8377
2019-11-26,1.5385
2019-11-27,0.0
2019-12-05,-0.7576
2019-12-06,0.0
2019-12-09,0.7634
2019-12-11,-0.7576
2019-12-13,0.0
2019-12-18,0.0
2019-12-19,0.916
2019-12-20,-0.1513
2019-12-24,-0.7576
2020-01-02,-0.458
2020-01-03,0.1534
2020-01-07,0.6126
2020-01-08,-0.9741
2020-01-09,-0.5533
2020-01-10,1.5455999999999999
2020-01-15,0.1522
2020-01-17,0.304
2020-01-22,-0.6061
2020-01-28,0.3049
2020-01-31,-2.7356
2020-02-04,1.4062999999999999
2020-02-06,0.0
2020-02-07,-1.6949
2020-02-20,-1.1783
2020-02-21,1.4308
2020-02-24,-1.2539
2020-02-26,-0.5714
2020-02-28,-4.1823
2020-03-02,-0.3336
2020-03-03,-3.009
2020-03-04,3.4126
2020-03-05,-3.3333
2020-03-10,-3.4483
2020-03-12,-8.357099999999999
2020-03-13,-3.7412
2020-03-16,-2.834
2020-03-18,-12.5
2020-03-19,-0.1905
2020-03-20,-4.5802
2020-03-23,0.05
2020-03-26,-0.2999
2020-03-27,-4.7619
2020-03-30,-3.6316
2020-03-31,0.5461
2020-04-01,0.0543
2020-04-06,3.1488
2020-04-09,0.5263
2020-04-13,3.4031000000000002
2020-04-15,-5.0633
2020-04-17,-1.3338999999999999
2020-04-21,18.9196
2020-04-23,-15.9091
2020-04-27,1.8919000000000001
2020-04-29,0.7958
2020-04-30,1.3684
2020-05-01,-1.0903
2020-05-05,1.8373
2020-05-07,-2.0098
2020-05-08,0.0521
2020-05-12,0.9464
2020-05-14,0.5208
2020-05-15,0.3886
2020-05-19,0.0
2020-05-26,0.0
2020-05-27,-0.6477
2020-06-02,5.189
2020-06-05,4.115
2020-06-15,-4.7619
2020-06-16,-2.35
2020-06-24,0.0512
2020-06-25,2.3541
2020-07-02,-2.3
2020-07-07,0.0
2020-07-08,0.0
2020-07-09,0.0
2020-07-13,0.3071
2020-07-21,-1.7347000000000001
2020-07-22,0.9865
2020-07-28,-0.2571
2020-07-29,0.0
2020-07-31,0.0
