ticker,MOH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-07-02,14.2857
2003-07-03,3.0
2003-07-07,4.3689
2003-07-08,2.093
2003-07-09,2.5057
2003-07-10,0.0
2003-07-11,-2.2222
2003-07-14,2.5909
2003-07-15,1.9052
2003-07-16,-0.1304
2003-07-17,1.0013
2003-07-18,1.5086
2003-07-21,1.4437
2003-07-22,1.5069
2003-07-23,1.8557000000000001
2003-07-24,-2.4291
2003-07-25,-0.2075
2003-07-28,0.3742
2003-07-29,-0.58
2003-07-30,4.1667
2003-07-31,-5.2
2003-08-01,-1.3502
2003-08-04,-1.6253
2003-08-05,-0.4348
2003-08-06,-3.7118
2003-08-07,1.8141
2003-08-08,2.2272
2003-08-11,-2.8322000000000003
2003-08-12,-3.1390000000000002
2003-08-13,-0.5093
2003-08-14,-0.6515
2003-08-15,0.9368
2003-08-18,3.4803
2003-08-19,3.8117
2003-08-20,1.9438
2003-08-21,0.8475
2003-08-22,0.6303
2003-08-25,0.2088
2003-08-26,-2.0833
2003-08-27,1.7021
2003-08-28,-0.4184
2003-08-29,-0.2101
2003-09-02,-1.8947
2003-09-03,-4.6352
2003-09-04,1.1701
2003-09-05,1.8237999999999999
2003-09-08,5.0677
2003-09-09,1.58
2003-09-10,0.1637
2003-09-11,-1.3077
2003-09-12,3.9337
2003-09-15,4.5817
2003-09-16,-4.7619
2003-09-17,0.4
2003-09-18,-0.3984
2003-09-19,-0.04
2003-09-22,0.0
2003-09-23,0.9604
2003-09-24,-0.3171
2003-09-25,0.1988
2003-09-26,-4.2857
2003-09-29,1.99
2003-09-30,12.8049
2003-10-01,-3.0991
2003-10-02,-0.7066
2003-10-03,3.1835
2003-10-06,1.7786
2003-10-07,-4.0656
2003-10-08,0.7435
2003-10-09,2.3616
2003-10-10,-3.0281
2003-10-13,3.1599
2003-10-14,-0.9009
2003-10-15,-0.9091
2003-10-16,-2.0183
2003-10-17,1.0861
2003-10-20,0.2223
2003-10-21,4.4732
2003-10-22,-1.4508
2003-10-23,1.0772
2003-10-24,0.3552
2003-10-27,-0.4602
2003-10-28,2.4182
2003-10-29,0.6944
2003-10-30,-3.5517
2003-10-31,-0.2503
2003-11-03,-6.8100000000000005
2003-11-04,-0.6538
2003-11-05,-0.1161
2003-11-06,-6.7829
2003-11-07,0.2079
2003-11-10,-4.5643
2003-11-11,-0.6087
2003-11-12,-0.6999
2003-11-13,-0.3524
2003-11-14,1.9452
2003-11-17,2.1683
2003-11-18,3.3531
