ticker,SGLRF US Equity
2010-11-29,-1.2903
2010-11-30,-0.915
2010-12-01,1.3193
2010-12-02,2.2266
2010-12-03,-0.0111
2010-12-06,0.3806
2010-12-07,-1.7766
2010-12-08,-0.3876
2010-12-09,0.6485
2010-12-10,-0.3012
2010-12-13,-1.3766
2010-12-14,0.1229
2010-12-15,0.9228
2010-12-16,-0.1556
2010-12-17,-0.1039
2010-12-20,-0.13
2010-12-21,2.474
2010-12-22,1.2706
2010-12-23,0.1255
2010-12-27,-1.6291
2010-12-28,-0.2548
2010-12-29,3.3716
2010-12-30,0.5683
2010-12-31,0.9828
2011-01-03,-1.3382
2011-01-04,0.8631
2011-01-05,1.467
2011-01-06,-0.4819
2011-01-07,3.2884
2011-01-10,-1.4256
2011-01-11,1.0702
2011-01-12,5.8824
2011-01-13,-1.7332999999999998
2011-01-14,-0.1244
2011-01-18,-0.3736
2011-01-19,-0.7592
2011-01-20,-0.4945
2011-01-21,0.6904
2011-01-24,-0.4557
2011-01-25,-0.8051
2011-01-26,0.4977
2011-01-27,-0.3801
2011-01-28,0.8092
2011-01-31,0.3211
2011-02-01,2.0805
2011-02-02,6.3718
2011-02-03,-0.0947
2011-02-04,0.5269
2011-02-07,-1.6771
2011-02-08,-2.452
2011-02-09,-0.4372
2011-02-10,1.1121
2011-02-11,0.3128
2011-02-14,-0.5425
2011-02-15,-1.197
2011-02-16,0.8811
2011-02-17,-0.2183
2011-02-18,-1.4223
2011-02-22,0.018
2011-02-23,-1.4606
2011-02-24,0.6757
2011-02-25,0.8781
2011-02-28,1.5704
2011-03-01,3.1659
2011-03-02,4.1362
2011-03-03,0.1931
2011-03-04,5.071
2011-03-07,3.5726
2011-03-08,-4.4746
2011-03-09,-3.2195
2011-03-10,-2.3198
2011-03-11,-0.5147
2011-03-14,-0.2075
2011-03-15,-1.2474
2011-03-16,-1.7894999999999999
2011-03-17,3.537
2011-03-18,-0.4141
2011-03-21,3.0789
2011-03-22,-0.617
2011-03-23,-0.1205
2011-03-24,-0.1333
2011-03-25,-1.0173
2011-03-28,-1.6444
2011-03-29,-1.7241
2011-03-30,1.3876
2011-03-31,1.7250999999999999
2011-04-01,0.5168
2011-04-04,-3.3038
2011-04-05,0.7624
2011-04-06,-0.1039
2011-04-07,-1.2454
2011-04-08,-0.2327
2011-04-11,-1.4492
2011-04-12,-2.979
2011-04-13,3.132
2011-04-14,-0.3539
2011-04-15,0.1374
2011-04-18,-1.413
2011-04-19,0.1103
2011-04-20,0.8811
2011-04-21,4.476
2011-04-25,-2.4032999999999998
2011-04-26,-0.3747
2011-04-27,0.3761
2011-04-28,-0.5353
2011-04-29,0.1076
2011-05-02,-3.2258
2011-05-03,-2.2167
2011-05-04,-2.051
2011-05-05,-1.7401
2011-05-06,0.1181
2011-05-09,0.4363
2011-05-10,4.4969
2011-05-11,-1.3462
2011-05-12,-0.3096
2011-05-13,0.08
2011-05-16,-0.6849
2011-05-17,-0.3448
2011-05-18,2.4221
2011-05-19,0.6757
2011-05-20,-0.3356
2011-05-23,-4.4893
2011-05-24,2.2327
2011-05-25,0.5747
2011-05-26,-2.2857
2011-05-27,1.8026
2011-05-31,-0.6218
2011-06-01,-1.4104
2011-06-02,-0.0938
2011-06-03,-2.5822000000000003
2011-06-06,0.7289
2011-06-07,1.6886999999999999
2011-06-08,-1.7842
2011-06-09,0.5988
2011-06-10,-5.7143
2011-06-13,-3.0303
2011-06-14,0.9115
2011-06-15,-4.5613
2011-06-16,-3.4679
2011-06-17,-0.7003
2011-06-20,0.141
2011-06-21,0.7042
2011-06-22,2.7972
2011-06-23,-4.898
2011-06-24,-2.3247
2011-06-27,-1.5745
2011-06-28,6.25
2011-06-29,5.1821
2011-06-30,1.7309999999999999
2011-07-01,-3.0105
2011-07-05,2.6991
2011-07-06,-1.5769
2011-07-07,0.267
2011-07-08,-2.7963
2011-07-11,-4.9452
2011-07-12,-2.83
2011-07-13,4.8553
2011-07-14,3.3168
2011-07-15,1.4255
2011-07-18,-0.1164
2011-07-19,2.2973
2011-07-20,1.0568
2011-07-21,-0.6536
2011-07-22,-2.6316
2011-07-25,-2.5769
2011-07-26,-1.7936999999999999
2011-07-27,-0.8475
2011-07-28,-0.9998
2011-07-29,-3.5945
2011-08-01,0.7463
2011-08-02,0.0
2011-08-03,-3.1139
2011-08-04,-8.1013
2011-08-05,-3.4942
2011-08-08,-8.4483
2011-08-09,9.4162
2011-08-10,1.3425
2011-08-11,0.5806
2011-08-12,4.1708
2011-08-15,-3.0667
2011-08-16,-1.0033
2011-08-17,2.8568
2011-08-18,-4.2555
2011-08-19,-5.4867
2011-08-22,-4.1764
2011-08-23,1.8939
2011-08-24,-1.487
2011-08-25,-1.1320999999999999
2011-08-26,0.1908
2011-08-29,6.2857
2011-08-30,0.7168
2011-08-31,0.0601
2011-09-01,4.8481
2011-09-02,-3.2649
2011-09-06,-0.9358
2011-09-07,2.2157
2011-09-08,-1.8235000000000001
2011-09-09,-2.4691
2011-09-12,-2.5316
2011-09-13,0.3745
2011-09-14,0.9207
2011-09-15,0.7326
2011-09-16,-0.8568
2011-09-19,-3.1726
2011-09-20,-0.5883
2011-09-21,-4.1688
2011-09-22,-8.9463
2011-09-23,-5.0218
2011-09-26,-3.6207000000000003
2011-09-27,2.0662
2011-09-28,-2.5502000000000002
2011-09-29,3.3648
2011-09-30,0.4568
2011-10-03,-8.4296
2011-10-04,-4.1614
2011-10-05,2.7582
2011-10-06,7.59
2011-10-07,-7.8832
2011-10-10,9.3023
2011-10-11,1.4346999999999999
2011-10-12,8.6073
2011-10-13,-7.2881
2011-10-14,0.9172
2011-10-17,-5.2752
2011-10-18,5.569
2011-10-19,0.4587
2011-10-20,0.4566
2011-10-21,0.6818
2011-10-24,2.4831
2011-10-25,-3.9648
2011-10-26,-0.8142
2011-10-27,5.2145
2011-10-28,9.4464
2011-10-31,2.6143
2011-11-01,-5.8708
2011-11-02,2.4948
2011-11-03,3.854
2011-11-04,0.5859
2011-11-07,0.1942
2011-11-08,1.7442
2011-11-09,-5.6702
2011-11-10,1.5687
2011-11-11,0.0
2011-11-14,-1.3917
2011-11-15,0.4032
2011-11-16,-2.6104000000000003
2011-11-17,-4.7423
2011-11-18,2.1429
2011-11-21,-7.6075
2011-11-22,-2.2936
2011-11-23,-4.1637
2011-11-25,-1.7789000000000001
2011-11-28,3.4913
2011-11-29,3.6145
2011-11-30,3.0233
2011-12-01,0.0
2011-12-02,-0.2709
2011-12-05,0.3551
2011-12-06,1.7212
2011-12-07,-1.1003
2011-12-08,-6.7343
2011-12-09,1.9231
2011-12-12,-4.2453
2011-12-13,-3.6977
2011-12-14,-1.2836
2011-12-15,-0.251
2011-12-16,2.3377
2011-12-19,-3.0457
2011-12-20,4.4503
2011-12-21,1.2530999999999999
2011-12-22,2.4752
2011-12-23,6.5217
2011-12-27,-3.6281
2011-12-28,-4.7059
2011-12-29,2.4722
2011-12-30,1.2018
2012-01-03,4.5506
2012-01-04,4.3952
2012-01-05,-1.3743
2012-01-06,2.187
2012-01-09,0.2165
2012-01-10,-1.7279
2012-01-11,2.1978
2012-01-12,0.8817
2012-01-13,-2.3662
2012-01-17,0.655
2012-01-18,4.6285
2012-01-19,2.2106
2012-01-20,0.9153
2012-01-23,-2.7034000000000002
2012-01-24,-0.4261
2012-01-25,8.1367
2012-01-26,2.2951
2012-01-27,8.781
2012-01-30,-0.4343
2012-01-31,1.6482999999999999
2012-02-01,2.8961
2012-02-02,1.7105000000000001
2012-02-03,0.7274
2012-02-06,-1.0019
2012-02-07,-2.3996
2012-02-08,-2.4753
2012-02-09,0.2744
2012-02-10,-2.001
2012-02-13,1.7452
2012-02-14,-2.7959
2012-02-15,0.7588
2012-02-16,-4.1856
2012-02-17,2.3579
2012-02-21,2.3147
2012-02-22,-0.517
2012-02-23,-0.2281
2012-02-24,0.2286
2012-02-27,3.7105
2012-02-28,-1.3702
2012-02-29,-3.7818
2012-03-01,3.6185
2012-03-02,-1.8235000000000001
2012-03-05,-3.2175
2012-03-06,-6.4001
2012-03-07,0.3893
2012-03-08,1.9846
2012-03-09,1.4736
2012-03-12,-0.7447
2012-03-13,2.2322
2012-03-14,4.7156
2012-03-15,-1.6120999999999999
2012-03-16,-1.1576
2012-03-19,-0.9009
2012-03-20,-3.6364
2012-03-21,-0.7358
2012-03-22,-2.5375
2012-03-23,4.4271
2012-03-26,-2.1384
2012-03-27,-1.584
2012-03-28,-3.8903
2012-03-29,-1.947
2012-03-30,1.4429
2012-04-02,0.0
2012-04-03,-0.6085
2012-04-04,-0.4082
2012-04-05,0.8197
2012-04-09,-2.439
2012-04-10,-3.9583
2012-04-11,-1.9523000000000001
2012-04-12,4.5216
2012-04-13,-1.7926
2012-04-16,-2.1486
2012-04-17,1.5419
2012-04-18,-2.3861
2012-04-19,-1.3333
2012-04-20,1.3514
2012-04-23,2.8667
2012-04-24,-1.4258
2012-04-25,3.0024
2012-04-26,-0.4255
2012-04-27,2.1368
2012-04-30,-0.8394
2012-05-01,2.7875
2012-05-02,-4.3103
2012-05-03,1.2441
2012-05-04,-2.1186
2012-05-07,-0.9821
2012-05-08,-0.6175
2012-05-09,-7.8717
2012-05-10,-1.5161
2012-05-11,-2.5455
2012-05-14,-3.8231
2012-05-15,1.2948
2012-05-16,-5.2185
2012-05-17,-6.452
2012-05-18,0.6479
2012-05-21,0.7153
2012-05-22,-3.9773
2012-05-23,0.3513
2012-05-24,-2.1189999999999998
2012-05-25,1.5813000000000001
2012-05-29,2.891
2012-05-30,-2.3055
2012-05-31,-7.0796
2012-06-01,-5.5873
2012-06-04,-2.3537
2012-06-05,-3.2369
2012-06-06,6.4057
2012-06-07,-1.3378
2012-06-08,1.6949
2012-06-11,-2.6667
2012-06-12,-1.7123
2012-06-13,-7.3171
2012-06-14,-0.3759
2012-06-15,2.2641999999999998
2012-06-18,-1.5821
2012-06-19,-3.6416
2012-06-20,-0.9971
2012-06-21,-0.565
2012-06-22,-5.9289
2012-06-25,-15.7143
2012-06-26,6.1815
2012-06-27,3.304
2012-06-28,10.4357
2012-06-29,29.6296
2012-07-02,-5.0794
2012-07-03,9.0301
2012-07-05,-0.4294
2012-07-06,-3.2656
2012-07-09,-2.5478
2012-07-10,-1.0233
2012-07-11,-2.8292
2012-07-12,-3.7037
2012-07-13,1.6231
2012-07-16,1.0417
2012-07-17,3.0928
2012-07-18,-0.0271
2012-07-19,2.0276
2012-07-20,-0.5025
2012-07-23,-1.6669
2012-07-24,-1.4655
2012-07-25,0.339
2012-07-26,-0.9459
2012-07-27,1.1831
2012-07-30,-0.5625
2012-07-31,-1.6949
2012-08-01,0.3448
2012-08-02,-2.5709
2012-08-03,1.9333
2012-08-06,0.0
2012-08-07,2.8093
2012-08-08,-0.5112
2012-08-09,2.1651
2012-08-10,-2.9801
2012-08-13,0.6485
2012-08-14,-2.4987
2012-08-15,1.6237
2012-08-16,1.9849
2012-08-17,-0.3356
2012-08-20,1.1448
2012-08-21,-0.7324
2012-08-22,1.2743
2012-08-23,-2.351
2012-08-24,-0.3052
2012-08-27,-2.1769
2012-08-28,2.9251
2012-08-29,1.0092
2012-08-30,-2.0067
2012-08-31,-1.4718
2012-09-04,-0.9309
2012-09-05,-0.3497
2012-09-06,1.7544
2012-09-07,0.431
2012-09-10,-3.176
2012-09-11,0.3546
2012-09-12,0.0
2012-09-13,8.4806
2012-09-14,0.9813
2012-09-17,-0.4234
2012-09-18,-2.6887
2012-09-19,1.1984
2012-09-20,-0.3289
2012-09-21,0.3094
2012-09-24,-0.6704
2012-09-25,-1.1924
2012-09-26,0.3688
2012-09-27,-1.6032
2012-09-28,-1.5614
2012-10-01,-1.8103
2012-10-02,0.0878
2012-10-03,-0.9474
2012-10-04,5.1364
2012-10-05,-0.2695
2012-10-08,-0.3378
2012-10-09,0.1017
2012-10-10,1.6487
2012-10-11,-0.8724
2012-10-12,1.1595
2012-10-15,-0.9967
2012-10-16,-1.3381
2012-10-17,0.3359
2012-10-18,0.339
2012-10-19,-0.6757
2012-10-22,-1.5306
2012-10-23,-3.2168
2012-10-24,-0.2989
2012-10-25,0.5907
2012-10-26,-0.7117
2012-10-31,1.147
2012-11-01,-1.8427
2012-11-02,0.0
2012-11-05,1.444
2012-11-06,2.847
2012-11-07,1.0381
2012-11-08,-2.0548
2012-11-09,-3.4965
2012-11-12,0.3623
2012-11-13,-2.1661
2012-11-14,-1.107
2012-11-15,5.0746
2012-11-16,-4.1193
2012-11-19,0.0417
2012-11-20,3.6605
2012-11-21,-1.4643
2012-11-23,0.8699
2012-11-26,4.2041
2012-11-27,0.9138
2012-11-28,-0.4271
2012-11-29,1.3384
2012-11-30,5.0796
2012-12-03,1.7825
2012-12-04,-1.5139
2012-12-05,3.8418
2012-12-06,2.1672
2012-12-07,6.0606
2012-12-10,-1.1393
2012-12-11,-0.5816
2012-12-12,-2.6163
2012-12-13,-1.7612
2012-12-14,-0.2279
2012-12-17,0.4111
2012-12-18,-0.182
2012-12-19,2.0966
2012-12-20,6.5476
2012-12-21,-6.7039
2012-12-24,2.0359
2012-12-26,-1.7019
2012-12-27,0.0037
2012-12-28,0.1157
2012-12-31,-2.5045
2013-01-02,4.5872
2013-01-03,0.8772
2013-01-04,0.0
2013-01-07,1.1594
2013-01-08,0.1576
2013-01-09,-1.5305
2013-01-10,1.2202
2013-01-11,-0.818
2013-01-14,0.1302
2013-01-15,-1.3638
2013-01-16,-0.0824
2013-01-17,-0.9384
2013-01-18,-2.161
2013-01-22,-0.1513
2013-01-23,0.0
2013-01-24,-1.1932
2013-01-25,-0.0192
2013-01-28,0.1074
2013-01-29,-0.3524
2013-01-30,0.5535
2013-01-31,-2.3394
2013-02-01,0.2035
2013-02-04,-1.0937999999999999
2013-02-05,-0.5371
2013-02-06,-2.7001
2013-02-07,-0.555
2013-02-08,-0.197
2013-02-11,-1.6776
2013-02-12,-0.0335
2013-02-13,0.6693
2013-02-14,-1.3235999999999999
2013-02-15,-1.2866
2013-02-19,-2.6856
2013-02-20,-0.7825
2013-02-21,-1.7365
2013-02-22,1.1197
2013-02-25,-2.17
2013-02-26,-2.8
2013-02-27,2.1371
2013-02-28,2.2481
2013-03-01,-1.8449
2013-03-04,0.3764
2013-03-05,0.9294
2013-03-06,0.5088
2013-03-07,0.0717
2013-03-08,-1.079
2013-03-11,-0.0679
2013-03-12,-0.3623
2013-03-13,0.3636
2013-03-14,-2.9348
2013-03-15,-0.7139
2013-03-18,-0.7895
2013-03-19,-4.5048
2013-03-20,0.0
2013-03-21,0.0
2013-03-22,2.4653
2013-03-25,-0.8569
2013-03-26,17.9687
2013-03-27,-5.9603
2013-03-28,-0.3477
2013-04-01,2.8223000000000003
2013-04-02,1.3746
2013-04-03,4.5826
2013-04-04,4.1622
2013-04-05,-1.1049
2013-04-08,1.0354
2013-04-09,-1.6194
2013-04-10,2.8807
2013-04-11,-4.44
2013-04-12,-4.144
2013-04-15,-6.1135
2013-04-16,-0.4651
2013-04-17,-5.6075
2013-04-18,-2.4752
2013-04-19,0.5076
2013-04-22,4.5455
2013-04-23,-1.9324
2013-04-24,0.5861
2013-04-25,-1.4851
2013-04-26,-0.5025
2013-04-29,-3.0303
2013-04-30,-2.7603999999999997
2013-05-01,-2.5174
2013-05-02,-1.6484
2013-05-03,-1.6760000000000002
2013-05-06,-0.5682
2013-05-07,-0.5714
2013-05-08,3.6207000000000003
2013-05-09,2.6068
2013-05-10,2.1622
2013-05-13,3.1746
2013-05-14,-6.6667
2013-05-15,2.6374
2013-05-16,2.7837
2013-05-17,2.9362
2013-05-20,8.279
2013-05-21,-1.8692
2013-05-22,-2.3810000000000002
2013-05-23,-1.1884000000000001
2013-05-24,3.2282
2013-05-28,-0.8944
2013-05-29,0.9756
2013-05-30,0.0
2013-05-31,0.4831
2013-06-03,-2.4038
2013-06-04,-1.1823
2013-06-05,-1.7946
2013-06-06,1.9289
2013-06-07,-0.3984
2013-06-10,0.05
2013-06-11,-0.05
2013-06-12,-1.65
2013-06-13,1.1693
2013-06-14,-2.0101
2013-06-17,1.5385
2013-06-18,-1.5152
2013-06-19,1.0256
2013-06-20,-2.0305
2013-06-21,-1.0363
2013-06-24,-2.0942
2013-06-25,0.0762
2013-06-26,0.0
2013-06-27,-3.7838000000000003
2013-06-28,2.2472
2013-07-01,3.8462
2013-07-02,-2.1164
2013-07-03,1.0811
2013-07-05,-2.6738
2013-07-08,-1.6484
2013-07-09,1.6760000000000002
2013-07-10,0.0
2013-07-11,2.1978
2013-07-12,-0.5376
2013-07-15,-1.0811
2013-07-16,1.6393
2013-07-17,-2.1505
2013-07-18,-0.5495
2013-07-19,0.5525
2013-07-22,1.0989
2013-07-23,0.5435
2013-07-24,-2.0627
2013-07-25,-0.5587
2013-07-26,-2.809
2013-07-29,-1.5607
2013-07-30,-1.1157
2013-07-31,-0.4751
2013-08-01,0.8353
2013-08-02,-2.9586
2013-08-05,1.2195
2013-08-06,-4.2169
2013-08-07,-0.6289
2013-08-08,-1.8987
2013-08-09,0.0
2013-08-12,-2.5806
2013-08-13,2.9139
2013-08-14,11.9691
2013-08-15,2.2989
2013-08-16,0.5618
2013-08-19,-1.6760000000000002
2013-08-20,1.1364
2013-08-21,0.3371
2013-08-22,-1.4558
2013-08-23,1.2158
2013-08-26,-1.1364
2013-08-27,-5.1724
2013-08-28,1.8182
2013-08-29,1.1905000000000001
2013-08-30,-1.1764999999999999
2013-09-03,-1.7856999999999998
2013-09-04,0.0
2013-09-05,-1.8182
2013-09-06,3.3333
2013-09-09,0.9558
2013-09-10,2.9586
2013-09-11,-2.2989
2013-09-12,-2.9412000000000003
2013-09-13,-1.2121
2013-09-16,1.227
2013-09-17,-0.6061
2013-09-18,1.8293
2013-09-19,0.0
2013-09-20,-0.1198
2013-09-23,-1.6787
2013-09-24,-1.8902
2013-09-25,-0.445
2013-09-26,-2.5316
2013-09-27,1.9481000000000002
2013-09-30,1.2739
2013-10-01,-0.8805
2013-10-02,-1.6497000000000002
2013-10-03,3.0968
2013-10-04,-1.1264
2013-10-07,-0.6329
2013-10-08,0.6369
2013-10-09,-0.5696
2013-10-10,-1.3367
2013-10-11,3.2258
2013-10-14,1.75
2013-10-15,1.3514
2013-10-16,6.0606
2013-10-17,0.5714
2013-10-18,1.7045
2013-10-21,7.2626
2013-10-22,1.5625
2013-10-23,-1.4521
2013-10-24,1.0526
2013-10-25,5.6771
2013-10-28,-3.4007
2013-10-29,1.0204
2013-10-30,-2.0202
2013-10-31,0.5155
2013-11-01,-1.641
2013-11-04,-1.5706
2013-11-05,1.172
2013-11-06,-1.2565
2013-11-07,-3.4995
2013-11-08,-0.5495
2013-11-11,0.0
2013-11-12,-1.105
2013-11-13,-1.1173
2013-11-14,1.6949
2013-11-15,3.2222
2013-11-18,-2.5834
2013-11-19,-6.6298
2013-11-20,1.0059
2013-11-21,1.9332
2013-11-22,1.1494
2013-11-25,-0.5682
2013-11-26,-1.6387
2013-11-27,-0.1176
2013-11-29,-0.4711
2013-12-02,-1.1834
2013-12-03,2.515
2013-12-04,-0.8178
2013-12-05,1.8846
2013-12-06,-1.2247
2013-12-09,-0.5157
2013-12-10,-1.7647
2013-12-11,1.1976
2013-12-12,-2.3669000000000002
2013-12-13,2.4242
2013-12-16,1.1834
2013-12-17,2.924
2013-12-18,-1.1364
2013-12-19,-2.2989
2013-12-20,1.5352000000000001
2013-12-23,3.2258
2013-12-24,-1.1364
2013-12-26,1.7241
2013-12-27,-1.7513999999999998
2013-12-30,-1.0926
2013-12-31,0.0
2014-01-02,1.1628
2014-01-03,0.5747
2014-01-06,0.6286
2014-01-07,0.5111
2014-01-08,1.4689
2014-01-09,-2.5612
2014-01-10,0.0
2014-01-13,-1.7143000000000002
2014-01-14,0.0
2014-01-15,2.0712
2014-01-16,-0.3204
2014-01-17,1.7143000000000002
2014-01-21,3.3708
2014-01-22,0.9952
2014-01-23,3.3195
2014-01-24,-1.5457
2014-01-27,-3.3689999999999998
2014-01-28,-1.4942
2014-01-29,-0.3371
2014-01-30,-0.451
2014-01-31,1.9253
2014-02-03,-3.3333
2014-02-04,1.7241
2014-02-05,-0.565
2014-02-06,1.7045
2014-02-07,0.5587
2014-02-10,-1.1111
2014-02-11,0.5618
2014-02-12,4.4693
2014-02-13,1.6042999999999998
2014-02-14,-0.5263
2014-02-18,2.0635
2014-02-19,-2.5402
2014-02-20,-1.0638
2014-02-21,0.4301
2014-02-24,0.6424
2014-02-25,-1.0477
2014-02-26,-0.5435
2014-02-27,-0.5464
2014-02-28,1.0989
2014-03-03,-1.087
2014-03-04,1.0989
2014-03-05,0.5435
2014-03-06,0.5405
2014-03-07,-0.2151
2014-03-10,0.0337
2014-03-11,0.7204
2014-03-12,-9.0909
2014-03-13,-0.5882
2014-03-14,-2.3669000000000002
2014-03-17,-3.6364
2014-03-18,2.5157
2014-03-19,-1.8405
2014-03-20,0.0
2014-03-21,4.375
2014-03-24,-2.3952
2014-03-25,2.0943
2014-03-26,-1.5207000000000002
2014-03-27,1.9148
2014-03-28,0.2424
2014-03-31,0.3628
2014-04-01,-0.6024
2014-04-02,0.0
2014-04-03,0.0
2014-04-04,-0.6061
2014-04-07,-2.439
2014-04-08,2.5
2014-04-09,2.439
2014-04-10,-1.1905000000000001
2014-04-11,-3.012
2014-04-14,3.1056
2014-04-15,-1.2048
2014-04-16,3.6585
2014-04-17,2.9412000000000003
2014-04-21,1.7143000000000002
2014-04-22,-2.7704
2014-04-23,0.5381
2014-04-24,-0.3219
2014-04-25,-1.4002
2014-04-28,-1.7751000000000001
2014-04-29,0.0
2014-04-30,-1.8072
2014-05-01,1.227
2014-05-02,0.0
2014-05-05,1.8182
2014-05-06,1.7262
2014-05-07,-5.2077
2014-05-08,-1.8519
2014-05-09,-2.5157
2014-05-12,1.9355
2014-05-13,-0.6329
2014-05-14,1.9108
2014-05-15,0.0
2014-05-16,2.5
2014-05-19,2.439
2014-05-20,0.0
2014-05-21,-1.7856999999999998
2014-05-22,0.8485
2014-05-23,0.3606
2014-05-27,-3.5941
2014-05-28,-1.2579
2014-05-29,1.2739
2014-05-30,1.2579
2014-06-02,0.0
2014-06-03,-1.0559
2014-06-04,0.2511
2014-06-05,-0.4383
2014-06-06,-0.5464
2014-06-09,-0.083
2014-06-10,0.6329
2014-06-11,0.0
2014-06-12,1.8239
2014-06-13,1.2971
2014-06-16,-0.061
2014-06-17,-0.6711
2014-06-18,0.7371
2014-06-19,-0.4878
2014-06-20,3.5539
2014-06-23,-1.1243
2014-06-24,-0.6583
2014-06-25,0.0592
2014-06-26,1.2195
2014-06-27,0.0
2014-06-30,-3.012
2014-07-01,2.4845
2014-07-02,-1.3333
2014-07-03,-0.9828
2014-07-07,2.6055
2014-07-08,0.0
2014-07-09,-0.2418
2014-07-10,-0.3106
2014-07-11,-2.7282
2014-07-14,0.625
2014-07-15,-0.6211
2014-07-16,0.625
2014-07-17,0.8696
2014-07-18,-0.9236
2014-07-21,-1.1809
2014-07-22,0.6289
2014-07-23,0.625
2014-07-24,0.6715
2014-07-25,-0.6172
2014-07-28,-0.6289
2014-07-29,-0.6329
2014-07-30,0.0
2014-07-31,-3.2166
2014-08-01,-0.255
2014-08-04,1.9381
2014-08-05,-0.4005
2014-08-06,0.0772
2014-08-07,-0.7143
2014-08-08,-0.5886
2014-08-11,1.3158
2014-08-12,-0.9537
2014-08-13,0.3073
2014-08-14,0.6536
2014-08-15,-0.6494
2014-08-18,-1.3072
2014-08-19,0.0
2014-08-20,-1.3245
2014-08-21,-3.3557
2014-08-22,2.7778
2014-08-25,-2.027
2014-08-26,0.255
2014-08-27,0.6944
2014-08-28,-0.6897
2014-08-29,0.625
2014-09-02,-3.6577
2014-09-03,-1.8625
2014-09-04,1.0219
2014-09-05,-0.289
2014-09-08,-1.8841
2014-09-09,-1.034
2014-09-10,-1.875
2014-09-11,0.3898
2014-09-12,-0.7576
2014-09-15,-0.7634
2014-09-16,-2.2548
2014-09-17,-0.7624
2014-09-18,1.5067
2014-09-19,3.125
2014-09-22,-4.5455
2014-09-23,-0.7937
2014-09-24,2.6833
2014-09-25,0.4724
2014-09-26,-0.4702
2014-09-29,-1.5748
2014-09-30,-1.6
2014-10-01,0.8841
2014-10-02,0.1813
2014-10-03,-2.6647
2014-10-06,0.9349
2014-10-07,-2.5638
2014-10-08,4.2017
2014-10-09,-2.4194
2014-10-10,-4.1322
2014-10-13,-1.7241
2014-10-14,-8.8596
2014-10-15,-9.2397
2014-10-16,9.544
2014-10-17,5.4211
2014-10-20,-5.4178
2014-10-21,2.9126
2014-10-22,-3.7736
2014-10-23,2.9412000000000003
2014-10-24,-3.8095
2014-10-27,-2.7723
2014-10-28,1.1202
2014-10-29,-0.9606
2014-10-30,-2.0619
2014-10-31,-4.2105
2014-11-03,-0.728
2014-11-04,-4.58
2014-11-05,7.5405999999999995
2014-11-06,3.5599
2014-11-07,-2.5651
2014-11-10,1.8641999999999999
2014-11-11,-3.4438
2014-11-12,-2.1739
2014-11-13,-2.0
2014-11-14,-1.3605
2014-11-17,-12.9095
2014-11-18,-8.1663
2014-11-19,-0.4491
2014-11-20,0.3609
2014-11-21,2.1307
2014-11-24,-6.4789
