ticker,NTEK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-03-23,150.0
2009-06-11,-12.0
2009-06-19,59.0909
2009-06-22,0.0
2009-06-25,0.0
2009-06-26,0.0
2009-06-29,0.0
2009-07-06,0.0
2009-07-14,0.0
2009-07-23,-65.7143
2009-07-27,16.6667
2009-10-13,-28.5714
2009-10-30,20.0
2009-11-13,-83.3333
2009-11-18,50.0
2009-11-19,100.0
2009-11-20,0.0
2010-02-26,-8.3333
2010-05-20,-78.1818
2010-05-25,358.3333
2010-05-26,81.8182
2010-06-11,0.0
2010-06-16,0.0
2010-06-21,-75.0
2010-06-22,260.0
2010-07-09,-72.2222
2010-07-12,-52.0
2010-07-13,25.0
2010-07-15,0.0
2010-07-16,93.3333
2010-07-19,72.4138
2010-07-22,-10.0
2010-10-01,-72.5
2010-11-29,627.2727
2010-11-30,0.0
2010-12-02,0.0
2010-12-03,0.0
2010-12-06,-11.1111
2010-12-07,-37.5
2010-12-10,80.0
2010-12-17,-22.2222
2010-12-20,-28.5714
2010-12-21,80.0
2010-12-27,0.0
2010-12-28,-33.3333
2010-12-29,50.0
2011-02-22,0.0
2011-03-23,-11.1111
2011-03-28,-16.875
2011-04-18,-89.4737
2011-04-20,1042.8571
2011-06-27,-89.7656
2011-06-28,0.0
2011-11-15,510.687
2011-12-12,-89.75
2011-12-15,797.561
2012-02-10,-13.0435
2012-04-04,100.0
2012-04-09,12.5
2012-04-18,-11.1111
2012-04-19,0.0
2012-04-24,0.0
2012-04-27,-12.5
2012-04-30,0.0
2012-05-02,-28.5714
2012-05-03,0.0
2012-05-09,0.0
2012-05-22,50.0
2012-05-24,0.0
2012-05-30,-6.6667
2012-06-06,0.0
2012-06-18,-14.2857
2012-06-19,-58.3333
2012-06-20,68.0
2012-06-21,-9.5238
2012-06-22,-23.6842
2012-06-25,-24.1379
2012-06-26,-9.0909
2012-06-27,32.5
2012-06-28,-16.9811
2012-06-29,31.8182
2012-07-02,-10.3448
2012-07-03,15.3846
2012-07-05,-3.3333
2012-07-06,0.0
2012-07-09,-20.6897
2012-07-10,0.0
2012-07-11,0.0
2012-07-16,8.6957
2012-07-18,-16.0
2012-07-19,19.0476
2012-07-20,-16.0
2012-07-24,-4.7619
2012-07-26,20.0
2012-07-27,20.8333
2012-07-30,-27.5862
2012-07-31,19.0476
2012-08-01,-58.0
2012-08-02,-23.8095
2012-08-03,-2.3438
2012-08-06,10.4
2012-08-07,-18.8406
2012-08-08,-12.5
2012-08-09,14.2857
