ticker,LGL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.2421
2000-01-07,0.9662
2000-01-10,0.0
2000-01-11,0.4785
2000-01-12,1.9048
2000-01-14,5.6075
2000-01-18,1.3274
2000-01-20,-0.4367
2000-01-21,8.7719
2000-01-24,4.0323
2000-01-25,-1.5504
2000-01-26,-0.9843
2000-01-27,-2.9821
2000-01-31,1.6393
2000-02-01,-2.8226
2000-02-03,-2.9046
2000-02-04,0.8547
2000-02-08,2.1186
2000-02-09,0.0
2000-02-10,-1.6598000000000002
2000-02-11,0.0
2000-02-14,0.0
2000-02-15,-0.8439
2000-02-16,-2.1277
2000-02-17,-4.3478
2000-02-18,-1.8182
2000-02-22,-1.1574
2000-02-23,-1.171
2000-02-28,-0.9479
2000-02-29,-1.4354
2000-03-06,1.9417
2000-03-08,-0.9524
2000-03-09,0.4808
2000-03-10,11.9617
2000-03-13,0.8547
2000-03-14,0.0
2000-03-15,1.6949
2000-03-16,0.8333
2000-03-17,7.438
2000-03-21,-1.5385
2000-03-22,4.6875
2000-03-24,-0.7463
2000-03-27,-1.5038
2000-03-28,-0.7634
2000-03-29,1.1538
2000-03-30,-1.1407
2000-03-31,-10.7692
2000-04-03,0.0
2000-04-05,-3.4483
2000-04-06,4.0179
2000-04-07,2.1459
2000-04-10,0.0
2000-04-11,-1.6806999999999999
2000-04-12,-1.7094
2000-04-14,-2.6087
2000-04-17,6.25
2000-04-18,-2.521
2000-04-24,-0.8621
2000-04-25,0.6522
2000-04-26,0.216
2000-04-27,-1.7241
2000-04-28,-0.4386
2000-05-01,-0.8811
2000-05-03,-6.4444
2000-05-04,0.0
2000-05-05,0.2375
2000-05-08,-0.4739
2000-05-09,0.9524
2000-05-10,0.9434
2000-05-11,1.8692
2000-05-12,6.422
2000-05-15,3.8792999999999997
2000-05-17,0.6224
2000-05-18,2.268
2000-05-19,0.0
2000-05-22,-0.8065
2000-05-23,-0.813
2000-05-24,-0.8197
2000-05-25,0.0
2000-05-26,-0.8264
2000-05-30,0.8333
2000-05-31,2.0661
2000-06-07,-2.0243
2000-06-08,0.0
2000-06-12,1.2397
2000-06-15,0.0
2000-06-16,0.0
2000-06-19,0.4082
2000-06-20,-0.813
2000-06-23,1.2295
2000-06-26,0.8097
2000-06-27,1.2048
2000-06-28,2.7778
2000-06-29,0.7722
2000-06-30,-0.7663
2000-07-05,-0.7722
2000-07-06,-0.7782
2000-07-13,0.0
2000-07-14,0.0
2000-07-17,0.9804
