ticker,SG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-11-07,15.5172
2018-11-08,-4.4776
2018-11-09,1.2544
2018-11-12,1.8475000000000001
2018-11-13,-1.2121
2018-11-14,-1.8405
2018-11-15,-16.8125
2018-11-16,13.4485
2018-11-19,5.9603
2018-11-20,-8.2044
2018-11-21,3.8993
2018-11-23,4.7837
2018-11-26,1.9386999999999999
2018-11-27,2.1471999999999998
2018-11-28,0.6006
2018-11-29,0.0
2018-11-30,0.0
2018-12-10,7.1642
2018-12-11,-9.7493
2018-12-12,-11.3519
2018-12-13,7.8616
2018-12-14,-1.8721999999999999
2018-12-17,-4.2763
2018-12-18,0.0
2018-12-19,0.3436
2018-12-20,-16.6438
2018-12-21,14.4092
2018-12-24,4.1397
2018-12-26,-9.6552
2018-12-27,1.0687
2018-12-28,3.3233
2018-12-31,-2.7778
2019-01-03,-1.8045
2019-01-07,4.9005
2019-01-08,2.1898
2019-01-09,-3.7143
2019-01-10,3.3383
2019-01-14,4.0919
2019-01-25,0.0
2019-01-28,-0.069
2019-01-30,-1.3112
2019-01-31,1.3986
2019-02-14,0.0
2019-02-15,-3.4483
2019-02-21,0.0
2019-02-22,-7.1429
2019-02-25,0.1923
2019-02-27,3.5701
2019-03-01,-0.2965
2019-03-04,-2.4535
2019-03-05,-2.8201
2019-03-06,0.0
2019-03-07,-1.8816000000000002
2019-03-12,1.9177
2019-03-18,3.5294
2019-03-22,-3.4848
2019-03-25,7.5353
2019-03-26,-3.2847
2019-03-27,-5.5849
2019-03-28,0.3197
2019-03-29,5.5777
2019-04-03,-3.7736
2019-04-04,-0.3922
2019-04-08,1.2598
2019-04-10,-8.5537
2019-04-11,5.017
2019-04-12,5.83
2019-04-15,1.3772
2019-04-16,4.1509
2019-04-17,-5.7971
2019-04-23,2.7692
2019-04-24,7.2605
2019-04-25,-3.0007
2019-04-26,-0.6475
2019-04-29,-0.0724
2019-04-30,-3.6231999999999998
2019-05-01,-2.2556
2019-05-02,7.6923
2019-05-06,1.4285999999999999
2019-05-07,2.0423
2019-05-08,3.4507
2019-05-09,-8.6057
2019-05-10,5.8394
2019-05-13,-10.3448
2019-05-14,3.8462
2019-05-15,-0.0741
2019-05-16,1.9274
2019-05-17,0.0
2019-05-20,-5.3818
2019-05-21,0.3651
2019-05-22,-0.4404
2019-05-23,0.0
2019-05-24,4.7692
2019-05-28,0.5874
2019-05-29,-1.6058
2019-05-31,1.6320000000000001
2019-06-03,-0.5839
2019-06-04,0.9545
