ticker,SG US Equity
2019-06-05,-5.4545
2019-06-06,0.1538
2019-06-07,0.384
2019-06-10,-4.2846
2019-06-11,-2.7178
2019-06-12,4.355
2019-06-13,3.9370000000000003
2019-06-14,-3.6364
2019-06-18,-0.1572
2019-06-19,-2.9920999999999998
2019-06-20,0.2435
2019-06-21,-0.4049
2019-06-24,-0.813
2019-06-25,-0.082
2019-06-26,0.082
2019-06-27,-3.2787
2019-06-28,-3.3898
2019-07-01,0.4386
2019-07-02,6.4769
2019-07-03,-2.0637
2019-07-05,0.8375
2019-07-08,-2.5747999999999998
2019-07-09,2.3018
2019-07-10,-0.5
2019-07-12,-1.1724999999999999
2019-07-15,-1.6949
2019-07-16,-0.8621
2019-07-17,0.087
2019-07-18,-0.8688
2019-07-22,0.7888
2019-07-23,0.0
2019-07-24,0.0
2019-07-25,0.0
2019-07-31,0.0
2019-08-05,-3.4783
2019-08-06,0.0
2019-08-07,-2.1622
2019-08-08,-0.0921
2019-08-09,-0.4608
2019-08-13,0.0
2019-08-14,-2.963
2019-08-15,-4.5802
2019-08-16,0.0
2019-08-19,0.0
2019-08-20,-2.2
2019-08-21,-15.6442
2019-08-22,18.7879
2019-08-23,-8.1622
2019-08-26,-0.0011
2019-08-27,-0.5556
2019-08-28,-0.3352
2019-08-29,0.7848
2019-08-30,0.1112
2019-09-03,-0.5556
2019-09-04,-2.2346
2019-09-05,4.8571
2019-09-06,-4.6322
2019-09-09,1.1429
2019-09-10,1.1299
2019-09-11,0.4469
2019-09-12,-0.8899
2019-09-13,-0.6734
2019-09-16,1.6949
2019-09-17,-0.5556
2019-09-18,-2.2346
2019-09-19,1.7143000000000002
2019-09-20,-2.3596
2019-09-23,-2.4166
2019-09-24,0.2358
2019-09-25,-2.7058999999999997
2019-09-26,-3.2648
2019-09-27,0.0
2019-09-30,1.5
2019-10-01,-3.9409
2019-10-02,-3.8462
2019-10-03,-0.5333
2019-10-04,1.2051
2019-10-07,-0.6609
2019-10-08,1.3333
2019-10-09,1.9737
2019-10-10,-0.6452
2019-10-11,0.0
2019-10-14,1.8312
2019-10-15,-3.7113
2019-10-16,-1.5894
2019-10-17,2.1534
2019-10-18,-3.0303
2019-10-21,-1.2894
2019-10-22,0.7474
2019-10-23,-0.265
2019-10-24,-1.5932
2019-10-25,-1.5131000000000001
2019-10-28,2.0495
2019-10-29,-3.0471
2019-10-30,-3.5714
2019-10-31,7.4074
2019-11-01,-3.7241
2019-11-04,2.0057
2019-11-05,2.3876
2019-11-06,-1.0974
2019-11-07,-0.7684
2019-11-08,2.0323
2019-11-11,-0.6849
2019-11-12,1.931
2019-11-13,5.5548
2019-11-14,-1.2371
2019-11-15,1.2461
2019-11-18,-0.5128
2019-11-19,3.0928
2019-11-20,0.0
2019-11-21,0.125
2019-11-22,1.7478
2019-11-25,0.0
2019-11-26,1.4724
2019-11-27,2.7811
2019-11-29,2.5882
2019-12-02,-2.5229
2019-12-03,2.5446999999999997
2019-12-04,-2.4816
2019-12-05,-0.4706
2019-12-06,0.3546
2019-12-10,0.2356
2019-12-11,0.47
2019-12-12,0.9942
2019-12-13,0.1737
2019-12-16,1.7341
2019-12-17,-2.2727
2019-12-18,1.1628
2019-12-19,-2.2989
2019-12-23,0.0
2019-12-24,0.3529
2019-12-26,-0.3517
2019-12-27,2.2294
2019-12-30,0.0058
2019-12-31,0.6041
2020-01-02,-0.2574
2020-01-03,0.344
2020-01-06,5.7714
2020-01-07,-1.9773
2020-01-08,-1.8959000000000001
2020-01-09,-1.1236
2020-01-10,-2.5
2020-01-13,1.2821
2020-01-14,2.4166
2020-01-15,1.6854
2020-01-16,-1.768
2020-01-17,-0.1687
2020-01-21,-0.169
2020-01-22,0.3386
2020-01-23,-0.5624
2020-01-24,0.0
2020-01-27,-1.1312
2020-01-28,0.9153
2020-01-29,-0.6236
2020-01-30,1.7296
2020-02-03,0.0381
2020-02-04,0.0
2020-02-07,-2.1749
2020-02-10,-2.017
2020-02-11,2.0947
2020-02-18,2.5421
2020-02-19,-0.7932
2020-02-24,-2.6689
2020-02-25,1.238
2020-02-26,-1.1429
2020-02-27,-1.6185
2020-02-28,-3.0552
2020-03-02,-0.6061
2020-03-03,6.2195
2020-03-04,-16.7623
2020-03-05,1.4344999999999999
2020-03-06,-0.0544
2020-03-09,-4.6259
2020-03-11,-0.1427
2020-03-12,-8.357099999999999
2020-03-13,3.6633
2020-03-16,-6.7669
2020-03-17,-10.3226
2020-03-18,0.7194
2020-03-19,-9.642900000000001
2020-03-20,11.2984
2020-03-23,7.3743
2020-03-24,7.4913
2020-03-25,1.5385
2020-03-26,0.7576
2020-03-27,20.3023
2020-03-30,-0.0012
2020-03-31,6.25
2020-04-01,-8.1176
2020-04-02,-0.128
2020-04-03,0.0013
2020-04-06,2.5628
2020-04-08,2.125
2020-04-09,-2.9988
2020-04-13,-2.082
2020-04-14,-0.7732
2020-04-15,-0.1299
2020-04-16,-1.1703999999999999
2020-04-17,4.2105
2020-04-21,-3.5657
2020-04-24,-1.8016
2020-04-28,0.0
2020-04-30,1.3333
2020-05-01,2.5526
2020-05-04,-3.7721
2020-05-05,-0.6667
2020-05-06,0.1342
2020-05-07,0.2346
2020-05-11,-1.0338
2020-05-12,0.4338
2020-05-13,-0.4346
2020-05-14,-10.0676
2020-05-15,1.4275
2020-05-18,-6.6667
2020-05-19,-0.4762
2020-05-20,0.0
2020-05-21,2.8708
2020-05-22,0.7752
2020-05-26,6.1538
2020-05-27,-0.7246
2020-05-29,2.1898
2020-06-01,-2.4286
2020-06-02,-4.0996
2020-06-03,9.9237
2020-06-04,-8.3333
2020-06-05,9.0909
2020-06-08,-2.7778
2020-06-09,-5.7143
2020-06-10,0.0
2020-06-11,8.3333
2020-06-12,-2.0979
2020-06-15,-2.8571
2020-06-16,3.3824
2020-06-17,-2.1337
2020-06-18,0.2907
2020-06-19,-1.2174
2020-06-22,-0.895
2020-06-23,-2.2946
2020-06-24,3.0303
2020-06-25,1.4706000000000001
2020-06-26,0.0
2020-06-29,0.0
2020-06-30,0.5797
2020-07-01,4.147
2020-07-02,0.4441
2020-07-07,-4.1998
2020-07-08,-4.0978
2020-07-09,-0.4498
2020-07-14,1.2048
2020-07-16,-7.1429
2020-07-17,2.8846
2020-07-22,14.486
2020-07-23,-5.4177
2020-07-28,4.2895
2020-07-29,0.0
2020-07-30,-11.3103
2020-07-31,11.6641
