ticker,SFHI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-10-22,0.0
2015-03-20,33.3333
2015-04-27,0.0
2015-06-11,-45.0
2015-06-15,0.0
2015-06-30,0.0
2015-07-22,0.0
2015-08-10,0.0
2015-08-11,36.3636
2015-11-13,-66.0
2015-11-16,96.0784
2015-11-25,10.0
2015-12-17,0.0
2015-12-18,0.0
2015-12-31,-90.0
2016-01-05,809.0909
2016-01-06,0.0
2016-01-07,10.0
2016-01-13,0.0
2016-01-14,0.0
2016-01-25,4.5455
2016-01-27,-2.6087
2016-02-02,0.8929
2016-02-04,10.6195
2016-03-01,0.0
2016-03-07,0.0
2016-03-17,0.0
2016-03-18,0.0
2016-03-21,0.0
2016-03-22,-10.4
2016-03-23,0.0
2016-03-24,6.25
2016-03-28,5.042
2016-03-29,33.24
2016-03-30,-24.9475
2016-03-31,12.0
2016-04-01,-5.0
2016-04-04,5.2632
2016-04-05,-3.5714
2016-04-07,7.4074
2016-04-08,-3.4483
2016-04-11,-2.8571
2016-04-12,-4.4118
2016-04-13,2.9615
2016-04-14,-2.8764
2016-04-15,0.0
2016-04-19,-11.538499999999999
2016-04-20,-0.8696
2016-04-22,-34.2105
2016-04-25,0.0
2016-04-26,0.0
2016-04-27,20.0
2016-04-28,0.0
2016-04-29,0.0
2016-05-02,-5.5556
2016-05-04,0.0
2016-05-05,-1.1764999999999999
2016-05-09,-32.1429
2016-05-10,47.3684
2016-05-12,-2.3810000000000002
2016-05-13,0.0
2016-05-16,-21.3415
2016-05-17,-20.9302
2016-05-18,-21.5686
2016-05-19,0.0
2016-05-20,-12.5
2016-05-23,25.7143
2016-05-24,-2.2727
2016-05-25,0.0
2016-05-26,-2.3256
2016-05-27,4.7619
2016-05-31,-9.0909
2016-06-01,125.0
2016-06-02,0.0
2016-06-03,-16.6667
2016-06-06,0.0
2016-06-07,-22.7333
2016-06-08,33.3909
2016-06-09,0.9056
2016-06-15,-5.1282
2016-06-16,-10.8108
2016-06-17,13.6364
2016-06-20,-1.3333
2016-06-21,-12.1622
2016-06-22,15.3846
2016-06-23,-18.0
2016-06-24,9.7561
2016-06-29,-2.2222
2016-06-30,0.0
2016-07-01,0.0
2016-07-05,-8.7879
2016-07-11,20.4319
2016-07-12,0.0
2016-07-13,3.4483
2016-07-14,-13.3333
2016-07-15,10.3077
2016-07-19,-10.0418
2016-07-22,10.8527
2016-07-25,0.0
2016-07-26,-10.4895
2016-07-27,-3.125
2016-07-28,0.0
2016-07-29,11.2903
