ticker,WHCA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-11-21,800.0
2007-11-23,3.7037
2007-11-26,-5.3571
2007-11-27,5.6604
2007-11-28,7.1429
2007-11-29,3.3333
2007-11-30,3.2258
2007-12-03,0.0
2007-12-04,0.0
2007-12-06,-1.4844
2007-12-07,1.5067
2007-12-11,0.0
2007-12-31,0.0
2008-01-08,-6.25
2008-01-17,1.6667
2008-01-22,-4.918
2008-02-11,0.0
2008-02-25,0.0
2008-04-04,0.0
2008-04-15,0.0
2008-04-23,0.0
2008-04-25,3.4483
2008-04-28,0.0
2008-04-29,-3.3333
2008-05-02,3.4483
2008-05-12,-3.3333
2008-05-13,1.7241
2008-05-15,-19.322
2008-05-21,5.042
2008-05-23,-10.0
2008-05-30,28.8889
2008-06-02,0.0
2008-07-11,-31.0345
2008-07-22,17.5
2008-07-30,10.6383
2008-08-11,-30.7692
2008-09-09,-3.8889
2008-09-15,-1.7341
2008-09-16,2.9412000000000003
2008-09-17,-0.5714
2008-09-18,0.0
2008-09-25,-25.2874
2008-09-30,-22.3077
2008-10-01,1.9802
2008-10-03,-34.9515
2008-10-09,19.403
2008-10-10,0.0
2008-10-17,-6.25
2008-10-20,-24.0
2008-10-21,-3.5088
2008-10-27,-54.5455
2008-10-31,80.0
2008-11-12,-33.3333
2008-11-14,-36.6667
2008-11-17,-23.6842
2008-11-18,3.4483
2008-11-20,-6.6667
2008-11-24,-7.1429
2008-11-25,-23.0769
2008-11-26,0.0
2008-12-01,0.0
2008-12-02,0.0
2008-12-05,50.0
2008-12-08,-53.3333
2008-12-11,42.8571
2008-12-12,-30.0
2008-12-16,-28.5714
2008-12-17,20.0
2008-12-18,-33.3333
2008-12-19,50.0
2008-12-23,-0.5208
2008-12-26,-47.2251
2008-12-29,-1.5873
2008-12-30,-35.4839
2008-12-31,0.0
2009-01-02,100.0
2009-01-05,25.0
2009-01-06,0.0
2009-01-07,20.0
2009-01-08,-16.6667
2009-01-09,20.0
2009-01-12,-16.6667
2009-01-13,0.0
2009-01-15,380.0
2009-01-16,-50.0
2009-01-22,32.5
2009-01-23,-15.0943
2009-01-26,-22.2222
2009-01-28,23.8095
2009-01-30,7.6923
2009-02-02,-14.2857
2009-02-06,33.3333
2009-02-09,0.0
2009-02-12,37.5
2009-02-17,-31.8182
2009-02-19,-20.0
2009-02-20,-66.6667
2009-02-23,-20.0
2009-02-24,25.0
2009-02-25,125.0
2009-02-26,-55.5556
2009-02-27,25.0
2009-03-02,-14.0
