ticker,WHCA US Equity
2009-03-03,53.4884
2009-03-04,-24.2424
2009-03-09,0.0
2009-03-10,20.0
2009-03-11,-3.3333
2009-03-13,0.0
2009-03-18,0.0
2009-03-20,17.2414
2009-03-23,-55.8824
2009-03-24,126.6667
2009-03-25,0.0
2009-03-26,0.0
2009-03-27,-11.7647
2009-03-30,-16.6667
2009-03-31,38.0
2009-04-01,-27.5362
2009-04-02,20.0
2009-04-06,0.0
2009-04-07,0.0
2009-04-08,0.0
2009-04-09,0.0
2009-04-13,0.0
2009-04-14,16.6667
2009-04-15,28.5714
2009-04-16,0.0
2009-04-17,-11.1111
2009-04-20,-53.75
2009-04-21,-5.4054
2009-04-22,14.2857
2009-04-23,0.0
2009-04-24,25.0
2009-05-04,-36.0
2009-05-06,25.0
2009-05-07,-25.0
2009-05-11,66.6667
2009-05-12,-10.0
2009-05-15,11.1111
2009-05-18,0.0
2009-05-21,0.0
2009-05-22,20.0
2009-05-26,0.0
2009-05-27,0.0
2009-05-29,-16.6667
2009-06-01,0.0
2009-06-02,-30.0
2009-06-05,42.8571
2009-06-08,0.0
2009-06-11,-28.0
2009-06-12,25.0
2009-06-15,0.0
2009-06-16,11.1111
2009-06-17,-36.0
2009-06-18,-6.25
2009-06-19,16.6667
2009-06-23,-14.2857
2009-06-25,16.6667
2009-06-26,0.0
2009-06-29,0.0
2009-07-01,-14.2857
2009-07-07,0.0
2009-07-08,0.0
2009-07-09,-33.3333
2009-07-14,0.0
2009-07-15,0.0
2009-07-16,30.0
2009-07-17,7.6923
2009-07-21,78.5714
2009-07-23,0.0
2009-07-27,-40.0
2009-07-31,63.3333
2009-08-03,-18.3673
2009-08-07,0.0
2009-08-10,25.0
2009-08-13,-40.0
2009-08-14,33.3333
2009-08-17,-2.5
2009-08-19,0.0
2009-08-20,2.5641
2009-08-24,-10.0
2009-08-25,11.1111
2009-08-27,-22.5
2009-08-28,-3.2258
2009-09-01,0.0
2009-09-03,16.6667
2009-09-04,14.2857
2009-09-14,0.0
2009-09-15,-6.25
2009-09-16,0.0
2009-09-17,6.6667
2009-09-18,0.0
2009-09-22,0.0
2009-09-23,-0.3125
2009-09-24,0.3135
2009-09-25,12.5
2009-09-28,-6.6667
2009-09-29,-4.7619
2009-10-01,0.0
2009-10-05,0.0
2009-10-07,0.0
2009-10-12,0.0
2009-10-14,0.0
2009-10-16,-25.0
2009-10-19,33.3333
2009-10-22,0.0
2009-10-27,0.0
2009-10-29,0.0
2009-10-30,-25.0
2009-11-02,33.3333
2009-11-03,0.0
2009-11-05,0.0
2009-11-06,0.0
2009-11-09,-25.0
2009-11-10,33.3333
2009-11-12,0.0
2009-11-16,0.0
2009-11-17,0.0
2009-11-18,0.0
2009-11-19,12.5
2009-11-23,0.0
2009-11-25,11.1111
2009-11-27,0.0
2009-11-30,0.0
2009-12-03,0.0
2009-12-07,0.0
2009-12-09,0.0
2009-12-10,0.0
2009-12-14,0.0
2009-12-15,0.0
2009-12-17,-30.0
2009-12-21,42.8571
2009-12-22,-50.0
2009-12-23,20.0
2009-12-28,33.3333
2009-12-30,0.0
2010-01-04,0.0
2010-01-05,-25.0
2010-01-06,33.3333
2010-01-07,25.0
2010-01-11,80.0
2010-01-12,-33.3333
2010-01-13,0.0
2010-01-15,33.3333
2010-01-20,0.0
2010-01-25,-50.0
2010-02-08,75.0
2010-02-10,-14.2857
2010-02-11,0.0
2010-02-12,-50.0
2010-02-16,-33.3333
2010-02-17,42.5
2010-02-18,0.0
2010-02-19,0.0
2010-02-22,22.807
2010-02-23,94.2857
2010-02-24,-63.2353
2010-02-25,660.0
2010-02-26,-26.3158
2010-03-01,-7.1429
2010-03-03,-46.1538
2010-03-04,40.0
2010-03-05,-48.9796
2010-03-08,-50.0
2010-03-09,220.0
2010-03-10,0.0
2010-03-12,-6.25
2010-03-17,0.0
2010-03-19,0.0
2010-03-22,0.0
2010-03-24,0.0
2010-03-26,0.0
2010-03-29,-40.0
2010-03-30,77.7778
2010-04-01,-37.5
2010-04-06,0.0
2010-04-12,-20.0
2010-04-14,-12.5
2010-04-15,0.0
2010-04-16,14.2857
2010-04-20,25.0
2010-04-22,-20.0
2010-04-27,0.0
2010-04-29,0.0
2010-04-30,25.0
2010-05-04,0.0
2010-05-06,0.0
2010-05-10,0.0
2010-05-11,0.0
2010-05-13,-20.0
2010-05-17,0.0
2010-05-19,-25.0
2010-05-21,0.0
2010-05-24,0.0
2010-05-25,-33.3333
2010-05-26,100.0
2010-05-28,0.0
2010-06-01,-50.0
2010-06-03,2.5
2010-06-04,2.439
2010-06-07,-52.381
2010-06-08,0.0
2010-06-09,60.0
2010-06-10,-0.7813
2010-06-14,-0.3937
2010-06-15,-5.1383
2010-06-17,4.5833
2010-06-22,-35.0598
2010-06-23,7.9755
2010-06-24,9.0909
2010-06-29,0.0
2010-06-30,16.6667
2010-07-12,0.0
2010-07-14,41.9643
2010-07-15,-29.5597
2010-07-19,0.0
2010-07-21,28.5714
2010-07-23,0.0
2010-07-26,-27.0833
2010-07-27,37.1429
2010-07-28,-27.0833
2010-07-30,0.0
2010-08-03,0.0
2010-08-05,0.0
2010-08-06,37.1429
2010-08-16,-33.3333
2010-08-18,50.0
2010-08-20,0.0
2010-08-24,-11.1111
2010-08-27,12.5
2010-09-02,-5.5556
2010-09-07,0.0
2010-09-09,0.0
2010-09-13,0.0
2010-09-16,0.0
2010-09-20,0.0
2010-09-21,-14.7059
2010-09-24,17.2414
2010-09-28,0.0
2010-09-29,0.0
2010-10-01,5.8824
2010-10-05,0.0
2010-10-08,-22.2222
2010-10-11,150.0
2010-10-13,-6.0714
2010-10-15,-3.0418
2010-10-18,0.0
2010-10-20,0.0
2010-10-22,0.3922
2010-10-27,0.0
2010-11-01,0.0
2010-11-03,0.0
2010-11-10,-6.25
2010-11-18,0.0
2010-11-23,0.0
2010-12-06,0.0
2010-12-08,-16.6667
2010-12-13,0.0
2010-12-16,0.0
2010-12-20,0.0
2010-12-22,0.0
2010-12-27,0.0
2010-12-29,0.0
2010-12-31,0.0
2011-01-05,0.0
2011-01-07,0.0
2011-01-11,0.0
2011-01-13,0.0
2011-01-18,0.0
2011-01-20,0.0
2011-01-24,0.0
2011-01-26,0.0
2011-01-28,0.0
2011-02-01,0.0
2011-02-10,-40.0
2011-02-11,66.6667
2011-02-14,-20.0
2011-02-28,-25.0
2011-03-07,66.6667
2011-03-11,-20.0
2011-03-15,0.0
2011-03-17,25.0
2011-03-21,-31.25
2011-03-23,0.0
2011-03-31,0.0
2011-04-04,0.0
2011-04-06,-6.9091000000000005
2011-04-13,0.0
2011-04-18,0.0
2011-04-19,12.5
2011-04-20,0.0
2011-05-05,12.1528
2011-05-06,-25.6966
2011-05-09,66.6667
2011-05-11,4.0
2011-05-12,0.0
2011-05-17,0.0
2011-05-18,-3.8462
2011-05-19,20.0
2011-05-25,-16.6667
2011-05-26,20.0
2011-06-15,-8.3333
2011-06-21,-9.0909
2011-06-29,10.0
2011-07-01,-7.2727
2011-07-13,-1.4706000000000001
2011-07-18,1.4925
2011-07-25,-1.9607999999999999
2011-07-27,0.0
2011-08-02,-20.0
2011-08-11,25.0
2011-08-22,-20.0
2011-09-09,0.0
2011-09-13,0.0
2011-09-27,25.0
2011-11-04,-20.0
2011-11-14,62.5
2011-11-15,-7.6923
2011-11-16,13.3333
2011-11-17,-11.7647
2011-11-18,-16.6667
2011-11-21,-11.25
2011-11-23,80.2817
2011-11-25,12.5
2011-11-28,-11.1111
2011-11-29,-12.5
2011-11-30,5.1786
2011-12-05,-18.5059
2011-12-06,33.3333
2011-12-07,-25.0
2011-12-08,0.0
2011-12-09,16.6667
2011-12-12,-40.0
2011-12-13,-21.4286
2011-12-14,57.5758
2011-12-15,-3.8462
2011-12-19,-8.0
2011-12-20,-13.0435
2011-12-22,0.0
2011-12-23,-0.625
2011-12-28,10.6918
2011-12-29,4.5455
2011-12-30,147.8261
2012-01-03,31.5789
2012-01-05,-58.6667
2012-01-06,0.0
2012-01-17,0.6048
2012-02-02,12.2244
2012-02-03,-40.0
2012-02-08,5.3571
2012-03-05,62.1469
2012-03-09,-44.2509
2012-03-14,77.5
2012-05-17,-1.4085
2012-07-31,-54.6429
2012-08-01,-5.5118
2012-09-10,120.0
2012-09-11,-24.2424
2012-09-12,30.75
2012-09-14,-35.7553
2012-09-17,-16.6667
2012-09-21,85.7143
2012-09-24,7.6923
2012-10-02,-14.2857
2012-10-04,61.25
2012-10-31,-27.6486
2012-11-13,-28.5714
2012-11-16,0.0
2012-11-21,0.0
2012-12-07,-28.0
2012-12-14,0.0
2012-12-18,0.0
2013-01-07,0.0
2013-01-23,122.2222
2013-02-05,-75.0
2013-02-06,50.0
2013-02-14,-33.3333
2013-03-06,50.0
2013-04-16,-33.3333
2013-04-18,250.0
2013-05-01,-68.5714
2013-05-08,-9.0909
2013-05-29,-30.0
2013-06-18,0.0
2013-08-12,0.0
2013-08-16,112.5
2013-09-20,-52.9412
2013-10-30,0.0
2013-10-31,-14.2857
2013-11-18,-70.1754
2013-12-10,341.1765
2013-12-12,33.3333
2013-12-13,25.0
2013-12-16,-17.3333
2013-12-19,12.9032
2013-12-23,0.0
2014-01-21,-2.8571
2014-01-23,-70.5882
2014-02-05,190.0
2014-02-14,0.0
2014-02-18,0.0
2014-02-19,0.0
2014-02-20,3.4483
2014-03-03,-51.6667
2014-03-04,99.3103
2014-03-07,0.0
2014-03-14,3.8062
2014-03-18,16.6667
2014-03-21,71.4286
2014-03-26,0.0
2014-04-25,-20.8333
2014-04-29,0.0
2014-05-07,15.7895
2014-09-03,86.3636
2014-09-10,0.0
2014-09-22,-51.2195
2014-09-23,-15.0
2015-01-07,-18.8235
2015-01-08,4.3478
2015-02-25,-11.1111
2015-03-12,1.5625
2015-03-25,-1.5385
2015-05-18,-15.625
2015-05-29,11.1111
2015-06-05,-10.0
2015-06-09,-7.4074
2015-07-01,-20.0
2015-08-27,-7.5
2015-09-01,8.1081
2015-11-13,-95.0
2016-04-06,20.0
2016-04-20,0.0
2016-05-24,8.3333
2016-06-09,476.9231
2016-06-10,-13.3333
2016-06-16,15.3846
2016-07-07,0.0
2016-07-19,-85.3333
2016-07-22,0.0
2016-08-25,0.0
2016-10-24,490.9091
2016-11-30,53.8462
2016-12-22,-25.0
2016-12-28,33.3333
2017-05-08,-20.0
2017-06-13,0.0
2017-08-03,0.0
2017-12-06,0.0
2018-01-16,0.0
2018-03-15,2.5
2018-04-02,0.0
2018-11-15,0.0
2018-11-19,82.9268
2018-11-20,10.0
2018-12-26,-45.7576
2018-12-27,-5.0279
2019-02-05,35.2941
2019-02-14,0.0
2019-02-20,-25.2174
2019-02-28,-1.1628
2019-04-18,17.647100000000002
2019-05-22,-15.0
2019-06-20,0.0118
2019-07-09,17.6332
2019-11-06,-15.0
2019-11-27,-29.4118
2019-12-16,0.0167
2019-12-19,0.0
2019-12-31,-0.0167
2020-01-13,0.0
2020-02-05,0.0
2020-05-12,233.3333
2020-05-13,-74.0
