ticker,EMYB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-09-17,0.0
2010-09-20,-12.5
2010-09-21,14.2857
2010-09-23,0.0
2010-09-27,0.0
2010-10-05,0.0
2010-10-15,1.6667
2010-11-03,-9.8361
2010-11-04,9.0909
2010-11-24,-8.1667
2010-12-07,8.892900000000001
2011-01-19,-4.1667
2011-01-20,0.0
2011-02-18,-4.3478
2011-03-24,0.0
2011-04-13,-8.1818
2011-04-20,0.0
2011-05-06,-5.9406
2011-05-25,5.2632
2011-05-31,4.8
2011-06-01,0.0
2011-06-02,0.1908
2011-06-14,-8.5714
2011-06-17,8.3333
2011-06-21,0.9615
2011-06-24,0.0
2011-06-27,-4.7619
2011-07-01,0.0
2011-07-05,-19.8
2011-07-06,4.7382
2011-07-07,-10.7143
2011-07-08,-16.0
2011-07-18,6.3492
2011-07-19,4.4776
2011-07-20,0.0
2011-07-25,-2.5714
2011-07-26,9.9707
2011-07-27,6.6667
2011-08-01,0.0
2011-08-03,0.0
2011-08-08,-16.25
2011-08-18,19.403
2011-08-23,-3.75
2011-08-31,-2.5974
2011-09-07,13.3333
2011-09-08,-11.7647
2011-09-13,13.3333
2011-09-16,0.0
2011-09-20,-15.2941
2011-09-21,0.2778
2011-09-30,10.8033
2011-10-17,7.5
2011-10-19,0.0
2011-12-08,-6.9767
2011-12-09,-16.25
2011-12-19,-2.9851
2011-12-21,4.6154
2011-12-23,-2.9412000000000003
2011-12-29,4.2424
2011-12-30,2.907
2012-01-04,0.0
2012-01-06,5.9322
2012-01-09,-4.0
2012-01-12,0.0
2012-01-17,4.1667
2012-01-18,2.6667
2012-01-19,-2.5974
2012-01-20,0.0
2012-01-24,-6.6667
2012-01-25,7.1429
2012-01-27,20.0
2012-01-30,-22.2222
2012-02-07,14.2857
2012-02-08,1.25
2012-02-09,2.4691
2012-02-13,1.2048
2012-02-14,7.1429
2012-02-16,0.0
2012-02-23,0.0
2012-03-06,5.5556
2012-03-07,0.0
2012-03-08,-5.0526
2012-03-22,1.9956
2012-03-23,0.0
2012-03-26,-1.087
2012-03-27,4.3956
2012-03-29,-4.2105
2012-04-04,-1.0989
2012-04-05,4.4444
2012-04-11,0.0
2012-04-12,-2.1277
2012-04-19,8.6957
2012-04-20,0.0
2012-04-30,-3.0
2012-05-02,0.0
2012-05-03,-4.1237
2012-05-07,4.3011
2012-05-08,2.8866
2012-05-16,-1.8035999999999999
2012-05-21,6.1224
2012-05-31,-3.8462
2012-06-01,0.0
