ticker,AVID US Equity
2000-05-24,2.3529
2000-05-25,-4.023
2000-05-26,-1.1976
2000-05-30,1.8182
2000-05-31,-4.1667
2000-06-01,0.6211
2000-06-02,3.7037
2000-06-05,-2.9762
2000-06-06,0.0
2000-06-07,0.6135
2000-06-08,-0.6098
2000-06-09,-2.7607
2000-06-12,-4.7318999999999996
2000-06-13,-0.6623
2000-06-14,3.3333
2000-06-15,2.5806
2000-06-16,-0.6289
2000-06-19,1.2658
2000-06-20,6.875
2000-06-21,7.6023
2000-06-22,0.0
2000-06-23,-7.6087
2000-06-26,13.5294
2000-06-27,-4.6632
2000-06-28,5.4348
2000-06-29,-1.0309
2000-06-30,0.0
2000-07-03,-2.0833
2000-07-05,2.1277
2000-07-06,-4.6875
2000-07-07,-1.0929
2000-07-10,-0.5525
2000-07-11,0.0
2000-07-12,-10.0
2000-07-13,-0.6173
2000-07-14,3.7267
2000-07-17,4.7904
2000-07-18,-2.8571
2000-07-19,5.8824
2000-07-20,7.7778
2000-07-21,15.4639
2000-07-24,6.25
2000-07-25,0.0
2000-07-26,-3.7815
2000-07-27,-0.4367
2000-07-28,-10.526299999999999
2000-07-31,15.6863
2000-08-01,-7.6271
2000-08-02,3.6696999999999997
2000-08-03,-0.885
2000-08-04,0.8929
2000-08-07,-0.4425
2000-08-08,0.0
2000-08-09,-0.4444
2000-08-10,0.0
2000-08-11,0.0
2000-08-14,-2.2321
2000-08-15,-5.0228
2000-08-16,1.4423
2000-08-17,2.8436
2000-08-18,-7.8341
2000-08-21,2.0
2000-08-22,-2.451
2000-08-23,-1.005
2000-08-24,7.1066
2000-08-25,-0.9479
2000-08-28,-0.9569
2000-08-29,1.4493
2000-08-30,0.9524
2000-08-31,6.1321
2000-09-01,2.2222
2000-09-05,0.8696
2000-09-06,0.8621
2000-09-07,4.2735
2000-09-08,1.2295
2000-09-11,-2.4291
2000-09-12,-0.4149
2000-09-13,-3.75
2000-09-14,-4.329
2000-09-15,-3.1673999999999998
2000-09-18,-1.8692
2000-09-19,-0.4762
2000-09-20,-1.4354
2000-09-21,-2.4272
2000-09-22,2.4876
2000-09-25,-4.3689
2000-09-26,-3.5533
2000-09-27,3.1579
2000-09-28,5.102
2000-09-29,8.7379
2000-10-02,6.25
2000-10-03,4.2017
2000-10-04,3.2258
2000-10-05,1.5625
2000-10-06,-13.8462
2000-10-09,-4.5759
2000-10-10,0.117
2000-10-11,7.0093
2000-10-12,-5.2402
2000-10-13,8.7558
2000-10-16,-5.0847
2000-10-17,-2.2321
2000-10-18,-1.3699
2000-10-19,5.5556
2000-10-20,7.8947
2000-10-23,-2.0325
2000-10-24,-0.8299
2000-10-25,-3.7657
2000-10-26,-1.7391
2000-10-27,-0.885
2000-10-30,-2.2321
2000-10-31,1.3699
2000-11-01,1.8018
2000-11-02,3.0973
2000-11-03,-0.4292
2000-11-06,0.0
2000-11-07,9.4828
2000-11-08,7.874
2000-11-09,-6.2044
2000-11-10,-4.6693
2000-11-13,-2.449
2000-11-14,7.9498
2000-11-15,5.0388
2000-11-16,-8.8561
2000-11-17,3.2389
2000-11-20,7.8431
2000-11-21,6.1818
2000-11-22,0.3425
2000-11-24,8.532399999999999
2000-11-27,5.6604
2000-11-28,-8.0357
2000-11-29,-5.5016
2000-11-30,-1.0274
2000-12-01,1.0381
2000-12-04,-4.1096
2000-12-05,7.8571
2000-12-06,-4.6358
2000-12-07,-3.125
2000-12-08,9.319
2000-12-11,8.8525
2000-12-12,-9.9398
2000-12-13,-0.6689
2000-12-14,-0.6734
2000-12-15,1.0169
2000-12-18,-1.3423
2000-12-19,-8.5034
2000-12-20,-2.2305
2000-12-21,-4.943
2000-12-22,5.2
2000-12-26,0.0
2000-12-27,15.5894
2000-12-28,-0.2467
2000-12-29,-3.6273999999999997
2001-01-02,-2.1386
2001-01-03,6.2937
2001-01-04,0.3289
2001-01-05,-1.6393
2001-01-08,-3.3333
2001-01-09,0.3448
2001-01-10,9.622
2001-01-11,-0.9404
2001-01-12,-3.1646
2001-01-16,4.2484
2001-01-17,-4.7022
2001-01-18,1.6447
2001-01-19,-3.2362
2001-01-22,0.3344
2001-01-23,1.3333
2001-01-24,5.5921
2001-01-25,-1.2461
2001-01-26,0.0
2001-01-29,1.8927
2001-01-30,6.5015
2001-01-31,-2.0349
2001-02-01,3.5608
2001-02-02,-13.7536
2001-02-05,2.3256
2001-02-06,0.0
2001-02-07,-2.5974
2001-02-08,3.0
2001-02-09,-2.2654
2001-02-12,-5.298
2001-02-13,3.4965
2001-02-14,7.0946
2001-02-15,3.4699999999999998
2001-02-16,-7.0122
2001-02-20,-6.2295
2001-02-21,-0.3497
2001-02-22,1.0526
2001-02-23,0.0
2001-02-26,6.9444
2001-02-27,-6.4935
2001-02-28,-6.5972
2001-03-01,2.6022
2001-03-02,-3.9855
2001-03-05,2.6414999999999997
2001-03-06,4.4118
2001-03-07,1.0563
2001-03-08,0.0
2001-03-09,-0.6969
2001-03-12,-10.1754
2001-03-13,-1.9531
2001-03-14,0.0
2001-03-15,0.3984
2001-03-16,-6.25
2001-03-19,0.3175
2001-03-20,0.8439
2001-03-21,-2.0921
2001-03-22,-2.5641
2001-03-23,0.6579
2001-03-26,0.6536
2001-03-27,1.7316
2001-03-28,-2.5532
2001-03-29,-12.6638
2001-03-30,7.0
2001-04-02,-5.1402
2001-04-03,-6.4039
2001-04-04,-3.1579
2001-04-05,8.6957
2001-04-06,-3.5
2001-04-09,-0.1036
2001-04-10,0.4149
2001-04-11,-1.0744
2001-04-12,4.4277
2001-04-16,0.96
2001-04-17,1.4263
2001-04-18,3.5156
2001-04-19,7.0943
2001-04-20,-5.5673
2001-04-23,1.1194
2001-04-24,6.1993
2001-04-25,6.5323
2001-04-26,6.6536
2001-04-27,4.526
2001-04-30,1.5213999999999999
2001-05-01,-0.4035
2001-05-02,0.8102
2001-05-03,-6.085
2001-05-04,2.0782
2001-05-07,-8.6826
2001-05-08,4.2623
2001-05-09,0.2516
2001-05-10,-0.2509
2001-05-11,0.4403
2001-05-14,-0.1879
2001-05-15,-2.7603999999999997
2001-05-16,-2.0
2001-05-17,6.1883
2001-05-18,-0.496
2001-05-21,3.6137
2001-05-22,1.9242
2001-05-23,-3.9528
2001-05-24,1.3514
2001-05-25,-2.0606
2001-05-29,-3.4653
2001-05-30,-7.6923
2001-05-31,-1.3194
2001-06-01,2.7445
2001-06-04,4.4521
2001-06-05,3.4754
2001-06-06,0.9506
2001-06-07,1.0672
2001-06-08,-1.1179999999999999
2001-06-11,-8.2915
2001-06-12,1.7123
2001-06-13,-5.3872
2001-06-14,-2.6334999999999997
2001-06-15,-4.6053
2001-06-18,-5.2107
2001-06-19,1.1318
2001-06-20,1.199
2001-06-21,4.5814
2001-06-22,-2.9455999999999998
2001-06-25,1.1673
2001-06-26,2.1538
2001-06-27,-2.1084
2001-06-28,7.6923
2001-06-29,12.1429
2001-07-02,-7.3248
2001-07-03,-4.1237
2001-07-05,-3.3692
2001-07-06,-0.9644
2001-07-09,-1.1236
2001-07-10,-4.2424
2001-07-11,0.0791
2001-07-12,1.1067
2001-07-13,-1.6419000000000001
2001-07-16,-2.1463
2001-07-17,-4.143
2001-07-18,-1.8643999999999998
2001-07-19,1.468
2001-07-20,-3.8298
2001-07-23,-4.5044
2001-07-24,-0.8433
2001-07-25,-3.5514
2001-07-26,-1.1628
2001-07-27,-1.5686
2001-07-30,-9.2629
2001-07-31,-2.854
2001-08-01,6.3277
2001-08-02,-1.1583
2001-08-03,-3.2362
2001-08-06,0.0
2001-08-07,0.0
2001-08-08,-1.5556
2001-08-09,2.5959
2001-08-10,1.5402
2001-08-13,-4.0087
2001-08-14,0.1129
2001-08-15,7.2153
2001-08-16,5.1525
2001-08-17,-3.3
2001-08-20,3.9297
2001-08-21,1.194
2001-08-22,0.59
2001-08-23,-0.6843
2001-08-24,0.1969
2001-08-27,-1.0806
2001-08-28,-0.4965
2001-08-29,0.7984
2001-08-30,-1.3860999999999999
2001-08-31,0.9036
2001-09-04,-0.4975
2001-09-05,-0.4
2001-09-06,-1.9076
2001-09-07,-0.4094
2001-09-10,-2.4666
2001-09-17,-6.7439
2001-09-18,-1.0169
2001-09-19,0.4566
2001-09-20,-8.8636
2001-09-21,-7.8554
2001-09-24,7.9838000000000005
2001-09-25,-3.3835
2001-09-26,-8.9494
2001-09-27,-3.8462
2001-09-28,8.0
2001-10-01,-10.1509
2001-10-02,14.3511
2001-10-03,2.8037
2001-10-04,-0.6494
2001-10-05,3.268
2001-10-08,-2.7848
2001-10-09,-0.3906
2001-10-10,0.6536
2001-10-11,5.4545
2001-10-12,-4.5567
2001-10-15,10.8387
2001-10-16,-0.4657
2001-10-17,-8.538
2001-10-18,-0.1279
2001-10-19,15.8771
2001-10-22,-8.2873
2001-10-23,-1.6867
2001-10-24,8.4559
2001-10-25,8.4746
2001-10-26,-0.5208
2001-10-29,-3.1414
2001-10-30,-2.5946
2001-10-31,-0.333
2001-11-01,3.0067
2001-11-02,2.2702999999999998
2001-11-05,5.7082
2001-11-06,3.4
2001-11-07,-4.2553
2001-11-08,-4.8485
2001-11-09,0.1062
2001-11-12,3.9236
2001-11-13,-3.1633
2001-11-14,11.1697
2001-11-15,2.9384
2001-11-16,-0.0921
2001-11-19,0.2765
2001-11-20,8.2721
2001-11-21,0.1698
2001-11-23,-2.1186
2001-11-26,-3.4632
2001-11-27,2.6906
2001-11-28,1.31
2001-11-29,1.5516999999999999
2001-11-30,-10.526299999999999
2001-12-03,10.0569
2001-12-04,3.1897
2001-12-05,-3.1746
2001-12-06,3.5375
2001-12-07,-0.8333
2001-12-10,8.3193
2001-12-11,-3.4911
2001-12-12,-0.3215
2001-12-13,-4.0323
2001-12-14,3.5294
2001-12-17,0.5682
2001-12-18,0.7264
2001-12-19,-2.2436
2001-12-20,-0.4918
2001-12-21,2.1417
2001-12-24,0.4032
2001-12-26,-0.1606
2001-12-27,1.0459
2001-12-28,-0.9554
2001-12-31,-2.3312
2002-01-02,2.2222
2002-01-03,5.0725
2002-01-04,-3.3716
2002-01-07,1.1102
2002-01-08,-3.5294
2002-01-09,-4.065
2002-01-10,-6.4407
2002-01-11,2.7174
2002-01-14,-1.2346
2002-01-15,-4.0179
2002-01-16,1.3953
2002-01-17,-1.8349
2002-01-18,-4.7664
2002-01-22,0.4907
2002-01-23,0.6836
2002-01-24,9.6023
2002-01-25,-2.4779
2002-01-28,0.4537
2002-01-29,-0.6323
2002-01-30,0.0
2002-01-31,4.7273
2002-02-01,4.6875
2002-02-04,-1.3267
2002-02-05,1.8487
2002-02-06,-4.9505
2002-02-07,10.2431
2002-02-08,0.3937
2002-02-11,-0.3922
2002-02-12,0.0
2002-02-13,2.5906000000000002
2002-02-14,-1.6040999999999999
2002-02-15,-0.156
2002-02-19,-3.2891
2002-02-20,2.8354
2002-02-21,-0.6284
2002-02-22,1.6601
2002-02-25,-1.2442
2002-02-26,2.4409
2002-02-27,3.0746
2002-02-28,-0.7457
2002-03-01,-0.0751
2002-03-04,1.2782
2002-03-05,3.9347
2002-03-06,0.9286
2002-03-07,-1.7692999999999999
2002-03-08,-1.0807
2002-03-11,1.5295
2002-03-12,0.4304
2002-03-13,-2.5
2002-03-14,0.359
2002-03-15,-0.3577
2002-03-18,-0.7326
2002-03-19,1.3284
2002-03-20,-2.4763
2002-03-21,2.6886
2002-03-22,-1.3818
2002-03-25,0.2876
2002-03-26,0.0809
2002-03-27,0.0735
2002-03-28,2.1292
2002-04-01,-1.0784
2002-04-02,-4.7965
2002-04-03,-16.0305
2002-04-04,-0.8182
2002-04-05,-2.8414
2002-04-08,2.4528
2002-04-09,-3.7753
2002-04-10,-6.6986
2002-04-11,-4.0
2002-04-12,6.8376
2002-04-15,-1.8
2002-04-16,2.8513
2002-04-17,-1.1782
2002-04-18,0.1904
2002-04-19,-0.39
2002-04-22,0.3915
2002-04-23,0.0
2002-04-24,1.0
2002-04-25,1.1881
2002-04-26,-2.6419
2002-04-29,0.5025
2002-04-30,2.9
2002-05-01,1.9436
2002-05-02,-3.1459
2002-05-03,1.4764
2002-05-06,-1.0669
2002-05-07,-1.9607999999999999
2002-05-08,1.4
2002-05-09,-1.3807
2002-05-10,0.2
2002-05-13,-1.5968
2002-05-14,3.4483
2002-05-15,2.451
2002-05-16,-3.5407
2002-05-17,2.7778
2002-05-20,-2.6931000000000003
2002-05-21,-0.9027
2002-05-22,-3.3033
2002-05-23,-0.8282
2002-05-24,-0.8351
2002-05-28,-1.6842000000000001
2002-05-29,-4.2827
2002-05-30,0.3356
2002-05-31,1.6722000000000001
2002-06-03,-6.4693
2002-06-04,7.2685
2002-06-05,-2.1858
2002-06-06,-6.7039
2002-06-07,-1.1976
2002-06-10,-2.4242
2002-06-11,-6.8323
2002-06-12,2.5333
2002-06-13,-0.2601
2002-06-14,3.6506
2002-06-17,4.4025
2002-06-18,1.5663
2002-06-19,-4.9822
2002-06-20,-0.1248
2002-06-21,26.625
2002-06-24,-10.6614
2002-06-25,-5.0829
2002-06-26,0.4657
2002-06-27,8.9224
2002-06-28,-1.4894
2002-07-01,-0.6479
2002-07-02,-3.2609
2002-07-03,-6.5169
2002-07-05,8.5337
2002-07-08,0.0
2002-07-09,-2.1041
2002-07-10,-3.5068
2002-07-11,-4.4549
2002-07-12,1.2883
2002-07-15,-3.8159
2002-07-16,3.262
2002-07-17,5.9885
2002-07-18,-6.7894
2002-07-19,2.4691
2002-07-22,1.3253
2002-07-23,1.0702
2002-07-24,6.7059
2002-07-25,4.0794
2002-07-26,-1.0593
2002-07-29,10.8137
2002-07-30,5.7971
2002-07-31,-6.1187
2002-08-01,-0.2043
2002-08-02,-2.6221
2002-08-05,-3.3033
2002-08-06,6.6253
2002-08-07,-0.6893
2002-08-08,-0.6746
2002-08-09,3.3465
2002-08-12,0.0
2002-08-13,-0.4762
2002-08-14,-0.3828
2002-08-15,-0.0961
2002-08-16,5.7692
2002-08-19,5.7091
2002-08-20,0.7052
2002-08-21,-1.7933
2002-08-22,0.8696
2002-08-23,-4.3103
2002-08-26,-0.0901
2002-08-27,-1.1722
2002-08-28,-4.4708
2002-08-29,-3.7345
2002-08-30,0.7044
2002-09-03,-6.3054
2002-09-04,3.9958
2002-09-05,-5.0556
2002-09-06,8.0937
2002-09-09,0.2069
2002-09-10,8.1408
2002-09-11,-0.9001
2002-09-12,-1.0917
2002-09-13,3.5247
2002-09-16,-2.7865
2002-09-17,0.7373
2002-09-18,0.6313
2002-09-19,-9.0826
2002-09-20,4.6
2002-09-23,-4.4933
2002-09-24,4.4044
2002-09-25,2.1093
2002-09-26,-1.5023
2002-09-27,-4.0133
2002-09-30,2.2942
2002-10-01,-0.9709
2002-10-02,-1.9412
2002-10-03,-0.12
2002-10-04,-6.5065
2002-10-07,-4.7109
2002-10-08,1.1236
2002-10-09,-6.0
2002-10-10,7.5649999999999995
2002-10-11,8.011
2002-10-14,-2.3095
2002-10-15,7.5818
2002-10-16,-0.2904
2002-10-17,-2.8155
2002-10-18,25.0749
2002-10-21,7.1885
2002-10-22,0.5961
2002-10-23,-1.4815
2002-10-24,-3.3835
2002-10-25,3.4397
2002-10-28,0.5116
2002-10-29,-1.5718999999999999
2002-10-30,5.3232
2002-10-31,1.7328999999999999
2002-11-01,-0.2839
2002-11-04,15.6584
2002-11-05,10.7692
2002-11-06,-5.7222
2002-11-07,-2.9464
2002-11-08,3.218
2002-11-11,-1.0588
2002-11-12,-0.2973
2002-11-13,0.7156
2002-11-14,0.6513
2002-11-15,-0.7059
2002-11-18,7.346
2002-11-19,3.3113
2002-11-20,2.5641
2002-11-21,0.2083
2002-11-22,-3.1705
2002-11-25,1.986
2002-11-26,-2.0526
2002-11-27,3.439
2002-11-29,1.9221
2002-12-02,-1.4271
2002-12-03,0.3102
2002-12-04,-0.933
2002-12-05,-0.359
2002-12-06,1.4621
2002-12-09,-0.3603
2002-12-10,-1.8595000000000002
2002-12-11,1.7368000000000001
2002-12-12,-1.7072
2002-12-13,-0.7895
2002-12-16,2.9177999999999997
2002-12-17,10.0464
2002-12-18,-1.8736000000000002
2002-12-19,1.9619
2002-12-20,3.1367
2002-12-23,4.4485
2002-12-24,-1.9122
2002-12-26,0.2215
2002-12-27,0.7958
2002-12-30,-1.5351
2002-12-31,2.2272
2003-01-02,1.1242
2003-01-03,2.2018
2003-01-06,0.3415
2003-01-07,-0.6303
2003-01-08,0.7188
2003-01-09,0.2099
2003-01-10,-7.7922
2003-01-13,-3.8164
2003-01-14,3.0231
2003-01-15,2.3384
2003-01-16,-0.5376
2003-01-17,-2.7927999999999997
2003-01-21,-4.3095
2003-01-22,3.8257
2003-01-23,6.25
2003-01-24,-1.892
2003-01-27,-10.5105
2003-01-28,-3.95
2003-01-29,3.5398
2003-01-30,-2.6647
2003-01-31,9.7624
2003-02-03,2.1176
2003-02-04,-0.5991
2003-02-05,0.2782
2003-02-06,2.1729
2003-02-07,-0.905
2003-02-10,4.5662
2003-02-11,0.393
2003-02-12,-1.0004
2003-02-13,-3.3392
2003-02-14,0.6818
2003-02-18,-0.6321
2003-02-19,-0.4998
2003-02-20,-1.0502
2003-02-21,-1.9382000000000001
2003-02-24,-3.5294
2003-02-25,4.0976
2003-02-26,-3.5614
2003-02-27,1.5063
2003-02-28,-0.4787
2003-03-03,0.1876
2003-03-04,-0.1392
2003-03-05,-0.2885
2003-03-06,-5.7859
2003-03-07,-8.393
2003-03-10,0.2235
2003-03-11,1.728
2003-03-12,-0.7671
2003-03-13,10.9884
2003-03-14,-0.8458
2003-03-17,5.3186
2003-03-18,-2.5727
2003-03-19,-3.2225
2003-03-20,-0.4598
2003-03-21,1.4213
2003-03-24,3.0531
2003-03-25,10.4905
2003-03-26,-0.1714
2003-03-27,1.6688
2003-03-28,-3.0749
2003-03-31,-0.849
2003-04-01,-0.8562
2003-04-02,10.818200000000001
2003-04-03,0.4512
2003-04-04,-2.0416
2003-04-07,5.3772
2003-04-08,-0.2769
2003-04-09,2.0627
2003-04-10,-3.5756
2003-04-11,2.9424
2003-04-14,2.4667
2003-04-15,1.1464
2003-04-16,-2.9467
2003-04-17,0.3503
2003-04-21,4.8099
2003-04-22,0.8142
2003-04-23,-0.8811
2003-04-24,1.7407
2003-04-25,0.0364
2003-04-28,-0.7278
2003-04-29,0.9164
2003-04-30,-0.2179
2003-05-01,-3.3855
2003-05-02,3.165
2003-05-05,0.5478
2003-05-06,-0.3632
2003-05-07,1.6040999999999999
2003-05-08,-1.6146
2003-05-09,1.6047
2003-05-12,0.8256
2003-05-13,-1.5664
2003-05-14,-0.1085
2003-05-15,3.3309
2003-05-16,-2.6279
2003-05-19,-0.3958
2003-05-20,-0.1806
2003-05-21,1.2667
2003-05-22,3.1094
2003-05-23,5.4419
2003-05-27,2.5312
2003-05-28,6.5405999999999995
2003-05-29,0.0301
2003-05-30,1.2335
2003-06-02,8.321
2003-06-03,-1.8656000000000001
2003-06-04,2.7956
2003-06-05,0.1632
2003-06-06,-2.0635
2003-06-09,-6.8201
2003-06-10,1.0414
2003-06-11,1.8846
2003-06-12,-1.0983
2003-06-13,-1.1981
2003-06-16,1.9196
2003-06-17,0.6704
2003-06-18,5.3906
2003-06-19,0.93
2003-06-20,-0.542
2003-06-23,-4.2234
2003-06-24,-0.7112
2003-06-25,5.1003
2003-06-26,1.2814
2003-06-27,-0.969
2003-06-30,-3.9685
2003-07-01,3.0569
2003-07-02,8.6542
2003-07-03,-1.4433
2003-07-07,2.157
2003-07-08,2.1315
2003-07-09,-1.647
2003-07-10,-1.0497
2003-07-11,3.9151
2003-07-14,0.7535
2003-07-15,-1.0856
2003-07-16,-2.0732
2003-07-17,-4.5828
2003-07-18,15.4529
2003-07-21,-3.007
2003-07-22,-0.9324
2003-07-23,0.3765
2003-07-24,4.5007
2003-07-25,1.1663999999999999
2003-07-28,3.0377
2003-07-29,1.4418
2003-07-30,-2.5456
2003-07-31,1.1319
2003-08-01,1.0762
2003-08-04,-1.1499
2003-08-05,-1.0556
2003-08-06,-2.5909
2003-08-07,-2.9951
2003-08-08,1.2673
2003-08-11,4.2981
2003-08-12,-0.2792
2003-08-13,1.2885
2003-08-14,-1.987
2003-08-15,-0.595
2003-08-18,5.5642
2003-08-19,3.8219
2003-08-20,0.2225
2003-08-21,0.9082
2003-08-22,-2.82
2003-08-25,-0.4939
2003-08-26,-4.2399000000000004
2003-08-27,0.0
2003-08-28,2.6134
2003-08-29,4.6096
2003-09-02,3.6217
2003-09-03,-0.3883
2003-09-04,1.9298
2003-09-05,0.2677
2003-09-08,4.959
2003-09-09,-0.5088
2003-09-10,-1.79
2003-09-11,-1.5622
2003-09-12,-0.0378
2003-09-15,-0.378
2003-09-16,-0.8917
2003-09-17,1.9334
2003-09-18,2.9484
2003-09-19,1.2404
2003-09-22,-1.2432
2003-09-23,2.4631
2003-09-24,0.641
2003-09-25,0.4954
2003-09-26,-8.2746
2003-09-29,3.4933
2003-09-30,-1.7062
2003-10-01,-0.5094
2003-10-02,1.5551
2003-10-03,5.733
2003-10-06,0.7241
2003-10-07,2.8055
2003-10-08,-0.5629
2003-10-09,-0.3431
2003-10-10,-1.6007
2003-10-13,2.8337
2003-10-14,-8.0966
2003-10-15,-3.6461
2003-10-16,4.8982
2003-10-17,0.7142
2003-10-20,0.9091
2003-10-21,0.036
2003-10-22,-3.0079
2003-10-23,-4.5497
2003-10-24,-4.6693
2003-10-27,2.2041
2003-10-28,0.8786
2003-10-29,3.6223
2003-10-30,0.6877
2003-10-31,-1.8213
2003-11-03,1.3719999999999999
2003-11-04,0.3812
2003-11-05,-2.0699
2003-11-06,-2.4433
2003-11-07,-2.0473
2003-11-10,-1.7450999999999999
2003-11-11,0.7848
2003-11-12,4.4262
2003-11-13,-1.2363
2003-11-14,-3.7353
2003-11-17,1.3209
2003-11-18,-1.4056
2003-11-19,-0.8678
2003-11-20,2.4385
2003-11-21,0.6307
2003-11-24,4.5896
2003-11-25,0.9472
2003-11-26,1.3979
2003-11-28,-0.3022
2003-12-01,4.2053
2003-12-02,-2.3087
2003-12-03,-2.2516
2003-12-04,-3.9596
2003-12-05,-3.9445
2003-12-08,2.8270999999999997
2003-12-09,-6.482
2003-12-10,-2.2961
2003-12-11,4.4147
2003-12-12,-0.9466
2003-12-15,-0.6795
2003-12-16,-1.8601999999999999
2003-12-17,2.3312
2003-12-18,4.109
2003-12-19,-1.1247
2003-12-22,-0.7239
2003-12-23,1.6875
2003-12-24,-1.721
2003-12-26,0.5837
2003-12-29,-0.7254
2003-12-30,0.2923
2003-12-31,-0.0833
2004-01-02,0.2083
2004-01-05,1.3514
2004-01-06,4.0
2004-01-07,-1.0651
2004-01-08,0.0
2004-01-09,1.0766
2004-01-12,4.7337
2004-01-13,-1.4689
2004-01-14,0.0191
2004-01-15,-0.5351
2004-01-16,1.633
2004-01-20,0.8318
2004-01-21,-0.9186
2004-01-22,-1.7597
2004-01-23,1.2519
2004-01-26,1.8641999999999999
2004-01-27,0.2241
2004-01-28,-1.062
2004-01-29,-7.7778
2004-01-30,-3.9412000000000003
2004-02-02,-7.6318
2004-02-03,0.9436
2004-02-04,-4.4004
2004-02-05,2.5519
2004-02-06,2.5814
2004-02-09,-3.2419000000000002
2004-02-10,0.5389
2004-02-11,-1.5381
2004-02-12,-1.8225
2004-02-13,-0.5545
2004-02-17,3.3212
2004-02-18,-1.7128
2004-02-19,-4.3447
2004-02-20,-0.1497
2004-02-23,-1.1497
2004-02-24,0.9355
2004-02-25,2.5802
2004-02-26,4.8352
2004-02-27,-1.0715
2004-03-01,1.8366
2004-03-02,0.8092
2004-03-03,-1.3532
2004-03-04,1.1625
2004-03-05,-0.1609
2004-03-08,-3.8674
2004-03-09,-2.251
2004-03-10,0.2205
2004-03-11,-2.6644
2004-03-12,1.783
2004-03-15,3.8983
2004-03-16,-0.6649
2004-03-17,5.5463000000000005
2004-03-18,-0.8381
2004-03-19,1.873
2004-03-22,-4.1031
2004-03-23,1.0989
2004-03-24,-0.1619
2004-03-25,6.4165
2004-03-26,0.4571
2004-03-29,1.2351
2004-03-30,-0.8776
2004-03-31,-0.3887
2004-04-01,2.6664
2004-04-02,-1.3091
2004-04-05,0.9628
2004-04-06,-3.1574
2004-04-07,0.2188
2004-04-08,1.3537
2004-04-12,0.2154
2004-04-13,-1.2898
2004-04-14,0.8929
2004-04-15,-1.921
2004-04-16,11.4217
2004-04-19,3.9305
2004-04-20,-3.1357
2004-04-21,3.9239
2004-04-22,3.3793
2004-04-23,-2.3375
2004-04-26,-0.9349
2004-04-27,-1.057
2004-04-28,-2.7089
2004-04-29,-2.6078
2004-04-30,-4.0467
2004-05-03,0.6924
2004-05-04,1.792
2004-05-05,-1.2282
2004-05-06,0.4974
2004-05-07,-2.5964
2004-05-10,-2.0347
2004-05-11,3.0689
2004-05-12,-0.671
2004-05-13,6.122
2004-05-14,-1.1936
2004-05-17,-2.1744
2004-05-18,4.0749
2004-05-19,-0.6921
2004-05-20,-0.0398
2004-05-21,0.1992
2004-05-24,0.5567
2004-05-25,3.618
2004-05-26,-0.4388
2004-05-27,0.8624
2004-05-28,-1.159
2004-06-01,0.0
2004-06-02,2.1338
2004-06-03,-3.0679
