ticker,ONEM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-01-31,57.6429
2020-02-03,3.3077
2020-02-04,4.3421
2020-02-05,1.4712
2020-02-06,3.5625999999999998
2020-02-07,6.76
2020-02-10,-5.6201
2020-02-11,-1.9055
2020-02-12,-3.4399
2020-02-13,-13.2858
2020-02-14,8.9899
2020-02-18,2.1729
2020-02-19,8.5069
2020-02-20,-2.04
2020-02-21,-2.0008
2020-02-24,-7.125
2020-02-25,6.0565
2020-02-26,-2.7919
2020-02-27,-2.3064
2020-02-28,-3.6971
2020-03-02,-5.5504
2020-03-03,-1.665
2020-03-04,6.9223
2020-03-05,11.551
2020-03-06,-1.4614
2020-03-09,-5.5085
2020-03-10,14.9776
2020-03-11,-5.2262
2020-03-12,-21.3992
2020-03-13,11.5183
2020-03-16,-3.7089
2020-03-17,4.0956
2020-03-18,-17.0492
2020-03-19,-6.7758
2020-03-20,18.0497
2020-03-23,3.2324
2020-03-24,-1.0437
2020-03-25,-3.2647
2020-03-26,0.2077
2020-03-27,-9.1192
2020-03-30,1.9954
2020-03-31,1.4533
2020-04-01,-1.2121
2020-04-02,-0.0558
2020-04-03,3.7388
2020-04-06,8.3378
2020-04-07,-5.1142
2020-04-08,-3.5060000000000002
2020-04-09,1.41
2020-04-13,-2.5134
2020-04-14,9.7093
2020-04-15,2.75
2020-04-16,-0.9732
2020-04-17,10.0737
2020-04-20,12.8125
2020-04-21,-6.7273
2020-04-22,0.7637
2020-04-23,8.3789
2020-04-24,-2.0591
2020-04-27,-2.4593
2020-04-28,3.416
2020-04-29,2.2021
2020-04-30,-5.0789
2020-05-01,-5.4317
2020-05-04,3.6433999999999997
2020-05-05,3.6394
2020-05-06,-6.5842
2020-05-07,8.9278
2020-05-08,-4.3137
2020-05-11,7.9508
2020-05-12,3.4548
2020-05-13,-2.6055
2020-05-14,9.269
2020-05-15,10.6552
2020-05-18,2.8669000000000002
2020-05-19,8.3611
2020-05-20,11.0707
2020-05-21,-4.6564
2020-05-22,0.3168
2020-05-26,-10.0526
2020-05-27,-8.6308
2020-05-28,-0.4163
2020-05-29,3.8585000000000003
2020-06-01,5.2941
2020-06-02,0.2352
2020-06-03,-2.2294
2020-06-04,-4.0204
2020-06-05,2.7509
2020-06-08,-3.5899
2020-06-09,1.0098
2020-06-10,4.4049
2020-06-11,-10.6224
2020-06-12,-1.2052
2020-06-15,7.2857
2020-06-16,2.8111
2020-06-17,-5.53
2020-06-18,5.561
2020-06-19,10.1664
2020-06-22,-3.6074
2020-06-23,-6.0342
2020-06-24,-1.8215
2020-06-25,0.5975
2020-06-26,-0.2813
2020-06-29,2.6019
2020-06-30,10.9685
2020-07-01,2.2026
2020-07-02,3.2058
2020-07-06,-2.036
2020-07-07,0.373
2020-07-08,2.2298999999999998
2020-07-09,4.0249
2020-07-10,3.8442
2020-07-13,-8.5096
2020-07-14,-0.8145
2020-07-15,7.4172
2020-07-16,-5.3514
2020-07-17,1.1985000000000001
2020-07-20,0.0772
2020-07-21,-0.9519
2020-07-22,-0.3636
2020-07-23,-4.5099
2020-07-24,-2.8665000000000003
2020-07-27,-1.0118
2020-07-28,-4.77
2020-07-29,-8.8849
2020-07-30,1.538
2020-07-31,-4.5762
