ticker,CPF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,2.193
2000-01-04,-2.9506
2000-01-05,1.7137
2000-01-06,-2.1739
2000-01-07,-0.4444
2000-01-10,1.7856999999999998
2000-01-11,-0.8772
2000-01-12,-5.3097
2000-01-14,-0.9346
2000-01-18,-0.4717
2000-01-19,2.8436
2000-01-20,-0.9217
2000-01-21,-2.5581
2000-01-24,-4.5346
2000-01-25,-1.0
2000-01-26,-0.5051
2000-01-27,-2.0305
2000-01-28,0.0
2000-01-31,2.5907
2000-02-01,1.0101
2000-02-02,4.5
2000-02-03,-0.8971
2000-02-04,0.4225
2000-02-07,0.4808
2000-02-08,-2.8708
2000-02-09,-3.4483
2000-02-11,-1.5306
2000-02-14,2.0725
2000-02-15,-2.0305
2000-02-16,0.5181
2000-02-17,-0.5155
2000-02-18,0.0
2000-02-22,-2.5907
2000-02-23,-2.6596
2000-02-24,-3.8251
2000-02-25,0.0
2000-02-28,0.0
2000-02-29,2.2727
2000-03-01,1.6667
2000-03-02,-1.0929
2000-03-03,6.0773
2000-03-06,-1.0417
2000-03-07,1.0526
2000-03-08,2.0833
2000-03-09,0.5102
2000-03-10,-1.0152
2000-03-13,-4.6154
2000-03-14,4.8387
2000-03-15,6.6667
2000-03-16,5.2885
2000-03-17,-4.1096
2000-03-20,4.7619
2000-03-21,-6.8182
2000-03-22,-4.878
2000-03-23,-2.0513
2000-03-24,0.0
2000-03-27,0.5236
2000-03-28,-0.5208
2000-03-29,1.1518
2000-03-30,1.0417
2000-03-31,0.0
2000-04-03,-1.5258
2000-04-04,0.7538
2000-04-05,3.4081
2000-04-06,-4.0193
2000-04-07,-0.2931
2000-04-10,-1.806
2000-04-11,-1.6253
2000-04-12,-4.8696
2000-04-13,4.9817
2000-04-14,2.8733
2000-04-17,-1.6080999999999999
2000-04-18,2.7096999999999998
2000-04-19,1.5493999999999999
2000-04-20,1.0309
2000-04-24,0.5306
2000-04-25,3.5323
2000-04-26,2.9412000000000003
2000-04-27,-8.0762
2000-04-28,3.1082
2000-05-01,1.0048
2000-05-02,0.0
2000-05-03,-3.9793
2000-05-04,0.0
2000-05-05,-0.5387
2000-05-08,0.0
2000-05-09,-1.5417
2000-05-10,-1.6080999999999999
2000-05-11,0.0
2000-05-12,7.4409
2000-05-15,-7.9263
2000-05-16,4.3478
2000-05-17,0.0
2000-05-18,2.3333
2000-05-19,-3.7866
2000-05-22,-4.7821
2000-05-23,4.4444
2000-05-24,0.0
2000-05-25,0.0
