ticker,PLWN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-06-14,9.0909
2000-11-22,0.8772
2001-01-08,-1.7391
2001-09-19,11.9469
2002-05-23,34.3874
2002-12-30,-7.6471
2003-01-03,6.3694
2004-05-25,3.5928
2004-06-07,31.2139
2005-06-13,-5.2863
2005-06-29,11.6279
2005-08-31,2.0833
2005-12-08,-3.2653
2006-05-03,20.2532
2006-05-04,-0.8772
2006-05-05,-0.885
2006-05-09,-1.7856999999999998
2006-05-16,1.4545
2006-06-07,0.0
2006-06-15,0.0
2006-10-09,-3.5842
2006-10-27,-1.487
2007-02-13,-0.7547
2007-03-30,0.0
2007-04-02,0.7605
2007-05-14,-0.3774
2007-05-29,0.3788
2007-05-31,0.9434
2007-06-06,0.1869
2008-01-09,-2.9851
2008-02-05,-1.9231
2008-05-12,-0.7843
2008-05-20,2.7668
2008-06-06,3.8462
2008-08-18,-3.7037
2008-09-04,1.9231
2008-10-09,-1.8868
2008-10-10,5.7692
2008-10-13,0.0
2008-10-23,-9.0909
2008-11-05,0.4
2008-11-07,-13.1474
2008-11-12,0.0
2008-11-18,2.7523
2008-12-02,-3.125
2008-12-10,0.0
2008-12-30,-18.4332
2009-01-23,-1.1299
2009-04-29,11.4286
2009-04-30,-1.0256
2009-07-08,1.0363
2009-10-08,21.0256
2009-12-22,-21.1864
2009-12-23,0.0
2009-12-29,3.2258
2009-12-30,0.0
2010-01-11,-2.0833
2010-01-12,2.1277
2010-03-08,1.5625
2010-04-07,0.0
2010-04-15,0.0
2010-05-21,0.0
2010-06-15,0.0
2010-06-25,1.5385
2010-07-07,0.0
2010-08-17,-1.0101
2010-08-24,2.0459
2010-09-08,-1.0049
2010-09-14,1.0152
2010-10-22,12.4944
2010-10-29,0.0
2010-11-01,0.8889
2010-11-04,1.3216
2010-11-22,-2.1739
2010-12-28,0.0
2011-01-18,0.0
2011-04-04,6.6667
2011-04-07,-4.1667
2011-04-08,0.0
2011-04-12,2.1739
2011-04-21,0.0
2011-04-27,0.0
2011-04-28,0.0
2011-04-29,-4.2553
2011-05-02,-4.4444
2011-05-03,4.6512
2011-06-20,0.0
2011-07-08,2.2222
2011-07-25,-4.3478
2011-07-26,4.5455
2011-09-09,0.0
2011-09-16,8.6957
2011-10-11,-13.6
2011-10-21,0.0
2011-10-26,4.1667
2011-11-21,-3.5556
2011-12-01,3.6866
2012-02-03,2.2222
2012-02-06,0.0
2012-05-31,0.0
2012-06-04,8.6957
2012-06-22,6.3
