ticker,PLWN US Equity
2012-06-28,-0.6585
2012-07-19,-12.8788
2012-07-23,0.2174
2012-08-13,-3.0369
2012-09-26,11.8568
2012-10-23,0.0
2012-11-14,-3.584
2012-11-15,0.0
2012-11-21,2.0577
2012-11-29,0.813
2012-12-05,0.4032
2012-12-19,-0.9036
2012-12-27,0.0
2013-01-07,3.7487
2013-02-01,7.4219
2013-02-19,-12.7273
2013-04-08,6.25
2013-05-30,7.8431
2013-07-22,-3.6364
2013-08-13,3.7736
2013-09-25,3.6364
2013-10-09,0.0
2013-10-10,0.0
2014-01-14,0.3509
2014-03-06,1.3986
2014-03-07,1.7241
2014-05-14,0.0
2014-05-20,0.0
2014-06-18,0.678
2014-08-19,1.0101
2014-09-24,-1.0
2014-10-23,1.0101
2015-01-08,5.0
2015-01-14,0.0
2015-01-16,0.0
2015-03-05,4.7619
2015-04-21,-0.003
2015-04-28,0.003
2015-05-11,-12.1212
2015-05-19,3.4483
2015-06-03,-1.6667
2015-06-18,0.0
2015-07-01,0.0
2015-07-13,1.3559
2015-07-14,-1.3378
2015-07-24,-10.1695
2015-08-03,5.283
2015-12-02,5.7348
2015-12-04,-0.7898
2015-12-18,0.0
2016-01-11,-6.0375
2016-01-28,-3.6364
2016-02-01,0.0
2016-02-02,0.0
2016-02-03,1.883
2016-04-12,-1.8481999999999998
2016-04-29,0.0792
2016-05-03,-1.2104
2016-05-05,-0.7634
2016-05-10,-3.8462
2016-06-15,-2.0
2016-06-16,-2.0408
2016-06-23,-0.8375
2016-06-24,0.0042
2016-06-27,-3.3613
2016-06-30,-8.6957
2016-07-07,13.3333
2016-07-08,0.0
2016-07-12,0.8403
2016-07-20,8.3333
2016-09-12,5.7692
2016-09-28,-12.7273
2016-09-30,-11.25
2016-10-04,6.5728
2016-11-16,-0.8811
2016-11-23,0.4444
2016-12-01,-2.6549
2016-12-07,13.6364
2016-12-12,-8.0
2017-01-11,8.6957
2017-01-31,0.0
2017-02-01,-6.0
2017-03-13,0.0
2017-05-10,-4.2553
2017-05-16,-4.0
2017-05-24,-0.463
2017-05-25,1.7442
2017-05-26,0.5714
2017-08-17,6.8182
2017-09-14,6.383
2017-10-05,-1.296
2017-10-06,-10.8445
2017-10-18,0.0
2017-10-31,-2.2718
2017-11-20,-2.3265000000000002
2017-12-22,19.0476
2017-12-26,4.0
2018-02-08,5.7692
2018-02-14,3.6364
2018-02-27,-12.2807
2018-03-15,17.6967
2018-03-19,3.9427
2018-03-21,-18.2586
2018-04-16,6.3067
2018-04-23,3.1746
2018-05-07,3.8462
2018-05-14,0.0
2018-06-08,8.8556
2018-06-26,0.0
2018-07-25,-6.4333
2018-08-07,9.0901
2018-08-08,0.0
2018-08-09,0.0
2018-08-17,0.0
2018-08-30,-20.6666
2018-09-19,2.2231
2018-09-20,19.5642
2018-09-21,-7.2727
2018-09-24,11.7647
2018-09-25,-3.5088
2018-09-26,6.5055
2018-09-28,3.0831
2018-10-22,3.7923999999999998
2018-11-08,-1.7136
2018-11-29,-3.2273
2018-12-11,-7.7367
2018-12-21,0.0
2018-12-27,0.0
2019-01-17,0.0
2019-01-24,-14.5455
2019-02-26,21.2766
2019-02-27,4.0175
2019-03-14,-11.6127
2019-03-27,11.5449
2019-03-29,-5.3571
2019-04-02,7.5472
2019-04-11,0.7018
2019-04-15,9.6516
2019-04-24,-11.9797
2019-06-04,0.0072
2019-06-05,2.8807
2019-06-12,-2.8
2019-06-26,1.0757
2019-06-27,0.0
2019-07-17,1.7856999999999998
2019-07-19,-2.414
2019-07-23,0.0
2019-07-26,-2.9196
2019-07-29,3.3333
2019-08-01,-1.4337
2019-08-05,0.0
2019-08-12,0.0
2019-08-16,-8.3636
2019-08-20,9.127
2019-08-21,-4.1818
2019-08-28,4.3643
2019-08-29,2.0545
2019-09-04,-10.824
2019-09-12,15.4977
2019-09-25,-2.9091
2019-09-27,1.1236
2019-10-10,0.0
2019-10-14,0.0
2019-10-15,1.8519
2019-10-16,0.0
2019-10-18,0.0
2019-10-21,0.0
2019-10-28,0.0
2019-11-11,3.6364
2019-11-15,0.0
2019-11-25,5.2596
2019-12-02,0.0033
2019-12-03,0.0
2019-12-04,0.0
2019-12-12,0.0
2019-12-17,0.0
2019-12-19,0.0
2019-12-20,0.0
2019-12-27,-7.6667
2020-01-06,7.0
2020-01-07,-6.5387
2020-01-08,6.8408999999999995
2020-01-09,0.3379
2020-01-10,1.0237
2020-01-13,0.0
2020-01-14,0.0
2020-01-21,-4.33
2020-01-22,6.9998000000000005
2020-01-24,-2.312
2020-01-27,0.0033
2020-01-28,3.3299
2020-01-29,0.0
2020-01-30,-3.2258
2020-02-04,-0.6733
2020-02-05,-0.0101
2020-02-07,4.0443
2020-02-13,9.6774
2020-02-14,-5.8824
2020-02-18,4.6875
2020-02-19,0.0
2020-02-20,-4.4776
2020-02-26,0.0
2020-02-27,-25.9375
2020-02-28,43.6937
2020-03-03,-1.3323
2020-03-10,0.0794
2020-03-12,-4.127
2020-03-13,-0.2947
2020-03-16,2.9524
2020-03-17,-3.2258
2020-03-25,3.3333
2020-03-27,-3.2226
2020-03-31,3.3299
2020-04-01,3.2258
2020-04-07,11.875
2020-04-09,0.0698
2020-04-13,11.6539
2020-04-14,25.25
2020-04-15,-10.1796
2020-04-16,0.0
2020-04-17,0.0
2020-04-23,5.5556
2020-04-27,-10.526299999999999
2020-05-06,0.2353
2020-05-11,0.2347
2020-05-12,5.3841
2020-05-13,2.2245
2020-05-20,-7.1739
2020-05-26,10.0703
2020-05-27,-4.0426
2020-06-10,5.3215
2020-06-11,-5.0526
2020-06-17,-5.5432
2020-06-19,0.1761
2020-06-22,0.7616
2020-06-23,3.4884
2020-06-26,-3.8202
2020-07-02,2.8037
2020-07-06,-2.2727
2020-07-08,4.6512
2020-07-09,-0.0111
2020-07-14,0.2334
2020-07-15,6.4302
2020-07-21,0.0
2020-07-23,3.125
2020-07-24,1.0081
