ticker,QNTA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-04-12,50.0
2018-05-21,-58.3367
2018-05-23,-39.9952
2018-05-24,33.32
2018-05-25,-13.6914
2018-06-22,27.4623
2018-06-26,26.3636
2018-06-29,0.7194
2018-07-03,0.0
2018-08-10,-7.1429
2018-08-20,15.3846
2018-08-21,-30.0
2018-08-22,42.8571
2018-08-24,0.0
2018-09-17,13.3333
2018-09-18,76.4706
2018-09-19,0.0
2018-09-20,-13.3333
2018-09-24,-3.8462
2018-09-25,0.0
2018-09-26,-32.0
2018-10-03,4.7059
2018-11-08,12.3596
2019-01-09,-35.675
2019-01-14,24.3684
2019-01-17,6.875
2019-01-28,2.3392
2019-02-05,25.7143
2019-02-26,-9.0909
2019-02-28,-4.5
2019-03-06,-21.466
2019-03-12,-33.3333
2019-03-13,110.0
2019-03-19,42.381
2019-03-20,-33.1104
2019-04-11,3.0
2019-05-10,11.6505
2019-05-13,-13.0435
2019-05-23,-8.5
2019-06-26,3.8251
2019-07-31,13.1579
2019-08-01,9.3023
2019-08-02,48.9362
2019-08-05,1.4285999999999999
2019-08-06,40.8451
2019-08-07,19.8
2019-08-08,83.6394
2019-08-09,1.8182
2019-08-12,25.0
2019-08-16,3.5714
2019-08-19,3.4483
2019-08-20,0.0007
2019-08-21,-46.667
2019-08-22,-30.125
2019-08-28,7.1556
2019-09-04,-29.8831
2019-09-06,19.2857
2019-09-09,8.782399999999999
2019-09-10,10.2752
2019-09-11,-10.1498
2019-09-12,0.1852
2019-09-13,-7.3937
2019-09-16,-25.1497
2019-09-17,-46.9333
2019-09-18,-0.5025
2019-09-19,-0.5051
2019-09-20,0.5076
2019-09-23,-25.5051
2019-09-24,-28.1356
2019-09-25,-34.0566
2019-09-26,-35.0501
2019-09-27,37.6652
2019-09-30,-20.0
2019-10-01,-20.0
2019-10-02,-15.0
2019-10-03,58.8235
2019-10-04,-25.9259
2019-10-07,0.0
2019-10-08,-2.5
2019-10-09,-1.6667
2019-10-10,-8.4746
2019-10-11,2.5641
2019-10-14,2.75
2019-10-15,-13.4901
2019-10-16,24.6562
2019-10-17,-24.8183
2019-10-18,10.0033
2019-10-21,-9.0937
2019-10-22,-13.3044
2019-10-23,-3.8462
2019-10-24,-6.0
2019-10-25,17.0213
2019-10-28,-7.2727
2019-10-29,-2.7451
2019-10-30,-7.2581
2019-10-31,69.5652
2019-11-01,12.8205
2019-11-04,-27.1364
2019-11-05,21.0231
2019-11-06,0.0
2019-11-07,-6.4175
