ticker,TDCB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-07-01,-0.6184
2004-07-02,-0.8889
2004-07-06,0.0
2004-07-07,-0.8969
2004-07-08,0.0
2004-07-09,-0.4525
2004-07-12,0.0
2004-07-13,3.2727
2004-07-14,0.3521
2004-07-19,-1.3158
2004-07-21,0.0
2004-07-22,0.0
2004-07-23,0.0
2004-07-26,0.0
2004-07-28,0.0
2004-08-02,0.0
2004-08-03,0.0
2004-08-05,0.0
2004-08-06,0.0889
2004-08-10,0.3552
2004-08-13,-1.3274
2004-08-17,0.4484
2004-08-19,-0.8036
2004-08-20,0.8101
2004-08-23,-0.7143
2004-08-24,0.0
2004-08-25,-0.1799
2004-08-26,-0.6306
2004-08-27,-0.272
2004-08-30,0.4545
2004-08-31,-0.362
2004-09-01,-0.0908
2004-09-02,0.4545
2004-09-03,-0.362
2004-09-07,-0.0908
2004-09-08,0.4545
2004-09-13,0.4525
2004-09-15,-0.4505
2004-09-17,0.0
2004-09-20,1.267
2004-09-22,-0.4484
2004-09-23,-0.4505
2004-09-24,0.4525
2004-09-27,1.3514
2004-09-30,1.3333
2004-10-01,11.8421
2004-10-04,-3.5294
2004-10-05,-2.439
2004-10-06,0.0
2004-10-07,2.0833
2004-10-08,0.0
2004-10-11,0.0
2004-10-12,-1.6327
2004-10-14,0.0
2004-10-18,2.0747
2004-10-19,0.0
2004-10-20,-2.0325
2004-10-21,2.0747
2004-10-22,0.0
2004-11-01,0.3252
2004-11-02,0.4862
2004-11-04,0.0
2004-11-08,0.8065
2004-11-09,0.0
2004-11-11,-2.0
2004-11-12,2.0408
2004-11-15,0.0
2004-11-16,1.6
2004-11-18,2.3622
2004-11-22,0.0
2004-11-26,0.0
2004-11-29,3.0769
2004-12-06,0.7463
2004-12-07,3.7037
2004-12-13,-0.0009
2004-12-20,-0.0705
2004-12-21,-1.4337
2004-12-22,-1.8182
2004-12-28,-2.963
2005-01-03,3.0534
2005-01-06,-1.8519
2005-01-07,1.5093999999999999
2005-01-12,1.1152
2005-01-13,-1.6912
2005-01-18,0.2244
2005-01-19,0.0
2005-01-27,-0.7463
2005-01-31,1.5038
2005-02-01,1.8519
2005-02-03,-0.3636
2005-02-07,0.0
2005-02-08,-1.4599
2005-02-14,-0.0741
2005-02-15,0.0741
2005-02-16,0.0
2005-02-23,-3.7037
2005-02-28,0.0
2005-03-01,1.9231
2005-03-02,0.0
2005-03-07,1.8868
2005-03-08,0.0
2005-03-10,0.0
2005-03-14,-1.8519
