ticker,PSHG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-01-05,-3.2787
2011-01-10,0.0
2011-01-12,0.0
2011-01-13,-3.3898
2011-01-14,-1.7544
2011-01-18,0.0
2011-01-19,-7.2143
2011-01-20,-1.7706
2011-01-21,-1.2539
2011-01-24,1.3889
2011-01-25,0.6654
2011-01-26,-2.0995
2011-01-27,1.6680000000000001
2011-01-28,-1.1719
2011-01-31,-1.1858
2011-02-01,0.8
2011-02-02,-0.7143
2011-02-03,0.9592
2011-02-04,-0.2375
2011-02-07,0.3978
2011-02-08,-0.7915
2011-02-09,0.1594
2011-02-10,-0.9547
2011-02-11,1.5984
2011-02-14,-1.7314
2011-02-15,-0.2414
2011-02-16,0.0
2011-02-17,-2.6612999999999998
2011-02-18,1.0771
2011-02-22,0.4098
2011-02-23,-1.8776000000000002
2011-02-24,0.6656
2011-02-25,-0.6612
2011-02-28,0.9983
2011-03-01,-1.1532
2011-03-02,1.0
2011-03-03,0.8251
2011-03-04,-0.7365
2011-03-07,0.2473
2011-03-08,0.9868
2011-03-09,3.013
2011-03-10,-1.1858
2011-03-11,0.081
2011-03-14,-0.4806
2011-03-15,-1.6064
2011-03-16,-2.7755
2011-03-17,-0.084
2011-03-18,-0.5042
2011-03-21,-0.8446
2011-03-22,0.5111
2011-03-23,0.5752
2011-03-24,-0.909
2011-03-25,1.4541
2011-03-28,0.5783
2011-03-29,-0.1667
2011-03-30,0.8347
2011-03-31,0.4139
2011-04-01,3.38
2011-04-04,0.8772
2011-04-05,0.6907
2011-04-06,-0.3719
2011-04-07,-0.9456
2011-04-08,-0.6364
2011-04-11,0.4804
2011-04-12,-0.3984
2011-04-13,4.8
2011-04-14,-0.7634
2011-04-15,1.1538
2011-04-18,-0.3802
2011-04-19,-1.5267
2011-04-20,1.0078
2011-04-21,-0.2302
2011-04-25,-0.3077
2011-04-26,0.3086
2011-04-27,-0.0413
2011-04-28,0.0414
2011-04-29,0.0
2011-05-02,-0.3846
2011-05-03,-0.3861
2011-05-04,-0.6202
2011-05-05,-0.312
2011-05-06,-1.0172
2011-05-09,-0.0909
2011-05-10,-5.2894
2011-05-11,0.2506
2011-05-12,-4.1667
2011-05-13,-2.2609
2011-05-16,-0.9786
2011-05-17,-0.6525
2011-05-18,0.1775
2011-05-19,-2.7715
2011-05-20,0.0
2011-05-23,1.1142
2011-05-24,-0.5251
2011-05-25,-0.3029
2011-05-26,0.8333
2011-05-27,-0.4591
2011-05-31,-5.2491
