ticker,CSHX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-07-11,-0.8621
2013-07-12,1.2174
2013-07-16,-0.3436
2013-07-18,0.0
2013-07-23,0.0
2013-07-24,0.1034
2013-07-29,2.0942
2013-07-31,-0.8547
2013-08-05,3.4483
2013-08-06,-3.3333
2013-08-08,0.0345
2013-08-12,1.8614000000000002
2013-08-14,-1.5228000000000002
2013-08-16,0.0344
2013-08-19,0.3092
2013-08-30,2.7397
2013-09-05,-0.0333
2013-09-06,0.0333
2013-09-09,0.0
2013-09-13,-0.3333
2013-09-20,-0.8361
2013-09-24,0.7757
2013-09-25,-1.2718
2013-09-26,1.6949
2013-10-02,0.0
2013-10-04,-1.6667
2013-10-11,0.0
2013-10-14,0.0
2013-10-16,0.0
2013-10-18,0.9831
2013-10-22,0.7049
2013-10-25,0.0
2013-10-28,0.0
2013-10-29,-0.8333
2013-11-01,1.5798
2013-11-12,0.9265
2013-11-14,-2.4262
2013-11-15,0.0
2013-11-19,0.8065
2013-11-20,0.0
2013-11-25,0.0
2013-11-26,0.0
2013-12-03,0.0
2013-12-06,0.0
2013-12-09,0.0
2013-12-11,0.0
2013-12-16,0.0
2013-12-23,0.0
2013-12-27,-0.8
2013-12-30,-0.8737
2014-01-02,1.5253999999999999
2014-01-03,0.4674
2014-01-07,-1.1299
2014-01-10,17.647100000000002
2014-01-17,-8.5714
2014-01-27,-3.125
2014-01-28,4.8387
2014-01-30,0.436
2014-02-04,-0.7752
2014-02-13,-4.625
2014-02-14,4.8493
2014-02-18,-1.5625
2014-02-20,3.1746
2014-02-21,-1.5385
2014-02-24,0.7813
2014-02-27,0.7752
2014-02-28,0.7692
2014-03-03,1.0656
2014-03-04,1.2115
2014-03-05,0.0
2014-03-07,0.1791
2014-03-10,0.5662
2014-03-11,-0.4444
2014-03-17,0.0
2014-03-20,-0.0893
2014-03-25,3.9619
2014-03-26,-3.1519
2014-03-31,0.5917
2014-04-04,0.0
2014-04-08,-0.7353
2014-04-09,0.7407
2014-04-10,0.7353
2014-04-14,2.1898
2014-04-16,0.0
2014-04-29,0.0
2014-05-02,0.0
2014-05-07,0.0
2014-05-09,0.0
2014-05-12,0.0
2014-05-15,-2.8571
2014-05-19,0.0
2014-05-22,-1.4706000000000001
2014-05-29,0.0
2014-06-02,0.0
2014-06-04,0.0
2014-06-05,0.0
2014-06-06,0.7463
2014-06-10,0.0
2014-06-13,1.4815
2014-06-23,-1.8686
2014-06-25,0.0
2014-06-27,-0.0298
