ticker,EDNT US Equity
2018-09-21,-5.6225000000000005
2018-09-24,1.7021
2018-09-25,0.2218
2018-09-26,-2.4687
2018-09-27,0.204
2018-09-28,6.6526
2018-10-01,-1.3338
2018-10-02,0.8105
2018-10-03,-4.0268
2018-10-04,-3.0615
2018-10-05,0.5122
2018-10-08,1.9149
2018-10-09,-4.931
2018-10-10,-8.0209
2018-10-11,-0.6201
2018-10-12,4.8622
2018-10-15,-0.4637
2018-10-16,-3.7267
2018-10-17,-1.6129
2018-10-18,1.3508
2018-10-19,1.0934
2018-10-22,-0.5024
2018-10-23,-1.5823
2018-10-24,-1.964
2018-10-25,3.65
2018-10-26,-2.7175000000000002
2018-10-29,-0.9917
2018-10-30,5.1753
2018-10-31,-3.1746
2018-11-01,-0.0016
2018-11-02,-3.605
2018-11-05,-1.3605
2018-11-06,4.8276
2018-11-07,5.2632
2018-11-08,-1.5625
2018-11-09,-8.8889
2018-11-12,11.4983
2018-11-13,1.7187000000000001
2018-11-14,-1.2288999999999999
2018-11-15,1.5537
2018-11-16,-4.2864
2018-11-19,4.0
2018-11-20,-5.3846
2018-11-21,2.9268
2018-11-23,-5.0553
2018-11-26,1.6639
2018-11-27,-0.982
2018-11-28,0.0
2018-11-29,-1.0744
2018-11-30,0.2506
2018-12-03,4.1667
2018-12-04,-0.32
2018-12-06,-2.0867
2018-12-07,-8.1967
2018-12-10,-5.1786
2018-12-11,1.6949
2018-12-12,1.6667
2018-12-13,1.4572
2018-12-14,-1.9748999999999999
2018-12-17,3.4798999999999998
2018-12-18,4.6018
2018-12-19,-6.9374
2018-12-20,-2.7273
2018-12-21,-6.1682
2018-12-24,5.0797
2018-12-26,-5.9716000000000005
2018-12-27,0.6048
2018-12-28,-1.1022
2018-12-31,-4.9645
2019-01-02,3.4115
2019-01-03,5.567
2019-01-04,0.0
2019-01-07,-2.3438
2019-01-08,-2.0
2019-01-09,1.9468999999999999
2019-01-10,3.8956
2019-01-11,-0.1927
2019-01-14,-4.4402
2019-01-15,-0.4646
2019-01-16,-1.5628
2019-01-17,-0.2062
2019-01-18,4.3388
2019-01-23,-1.5842
2019-01-24,-0.4044
2019-01-25,3.0324
2019-01-28,-7.6471
2019-01-29,6.1571
2019-01-30,-0.2
2019-01-31,-0.4008
2019-02-01,-0.0825
2019-02-05,1.6936
2019-02-06,0.0
2019-02-07,-3.1683
2019-02-08,-0.409
2019-02-11,-0.924
2019-02-12,4.6425
2019-02-13,0.0178
2019-02-14,0.7941
2019-02-15,-1.2770000000000001
2019-02-19,-0.597
2019-02-20,-3.9039
2019-02-21,-1.0437
2019-02-22,0.0021
2019-02-25,-1.8947
2019-02-26,0.5
2019-02-27,-0.1303
2019-02-28,7.6563
2019-03-01,-0.7011
2019-03-04,-4.8
2019-03-05,4.4118
2019-03-06,-0.6036
2019-03-07,1.0121
2019-03-11,0.4008
2019-03-12,-5.5888
2019-03-13,5.7082
2019-03-14,-1.0
2019-03-15,-2.0202
2019-03-18,2.8866
2019-03-19,-4.6091999999999995
2019-03-20,5.2521
2019-03-21,3.1756
2019-03-22,3.6931000000000003
2019-03-25,-2.1455
2019-03-26,-1.9066
2019-03-27,-0.8746
2019-03-28,-1.9607999999999999
2019-03-29,0.84
2019-04-01,0.952
2019-04-02,0.0
2019-04-03,-1.7682
2019-04-04,0.0
2019-04-05,-0.2
2019-04-08,0.3006
2019-04-09,0.4995
2019-04-10,-0.1988
2019-04-11,-0.3964
2019-04-12,0.598
2019-04-15,0.0
2019-04-16,-0.5964
2019-04-17,0.2
2019-04-18,-0.0998
2019-04-23,-2.2977
2019-04-24,-0.002
2019-04-25,-1.4295
2019-04-26,-4.5643
2019-04-29,-2.1739
2019-04-30,-5.1111
2019-05-01,-3.9813
2019-05-02,-2.561
2019-05-03,-4.6308
2019-05-06,1.5748
2019-05-07,-1.8114
2019-05-08,-5.708
2019-05-09,8.8473
2019-05-10,-2.5615
2019-05-13,3.6814999999999998
2019-05-14,-7.868
2019-05-15,0.551
2019-05-16,-5.4795
2019-05-17,1.0145
2019-05-20,-18.0775
2019-05-21,8.5884
2019-05-22,-0.329
2019-05-23,-2.9126
2019-05-24,-5.1667
2019-05-28,16.696
2019-05-29,3.012
2019-05-30,1.7544
2019-05-31,0.2874
2019-06-03,-9.1691
2019-06-04,11.6719
2019-06-05,3.9548
2019-06-06,0.5435
2019-06-07,-12.1622
2019-06-10,-10.9815
2019-06-11,5.4232
2019-06-12,-2.0262000000000002
2019-06-13,-12.3218
2019-06-14,8.7786
2019-06-17,-11.0596
2019-06-18,-2.1619
2019-06-19,5.4435
2019-06-20,-9.369
2019-06-21,-7.173
2019-06-24,0.4818
2019-06-25,10.8296
2019-06-26,-3.6734999999999998
2019-06-27,-3.8136
2019-06-28,0.4405
2019-07-01,-9.6491
2019-07-02,0.0
2019-07-03,-4.3689
2019-07-05,6.0914
2019-07-08,13.8756
2019-07-09,-1.2605
2019-07-10,-3.4043
2019-07-11,5.7269
2019-07-12,1.3833
2019-07-15,-6.2962
2019-07-16,-5.7018
2019-07-17,0.4651
2019-07-18,2.3148
2019-07-19,0.4525
2019-07-22,-4.5045
2019-07-23,-0.1792
2019-07-24,-3.1141
2019-07-25,-0.5024
2019-07-26,0.0
2019-07-29,6.6176
2019-07-30,-2.0414
2019-07-31,-2.8443
2019-08-01,2.8986
2019-08-02,-1.4085
2019-08-05,-7.1429
2019-08-06,5.1282
2019-08-07,-0.6829
2019-08-08,0.6876
2019-08-09,-0.4878
2019-08-12,-6.3725
2019-08-13,5.7592
2019-08-14,-4.9505
2019-08-15,7.8125
2019-08-16,0.4831
2019-08-19,6.25
2019-08-20,-1.3756
2019-08-21,-4.2164
2019-08-22,0.3592
2019-08-23,-0.2482
2019-08-26,-1.445
2019-08-27,15.5452
2019-08-28,0.8403
2019-08-29,1.25
2019-08-30,-7.9671
2019-09-03,9.9982
2019-09-04,19.9187
2019-09-05,4.0068
2019-09-06,-5.808
2019-09-09,-2.4221
2019-09-10,-6.9078
2019-09-11,-6.2929
2019-09-12,-0.7073
2019-09-13,-1.8955
2019-09-16,5.713
2019-09-17,-6.4424
2019-09-18,2.2827
2019-09-19,0.0083
2019-09-20,3.1226
2019-09-23,6.096
2019-09-24,-1.9756
2019-09-25,-9.2308
2019-09-26,2.9661
2019-09-27,1.6461000000000001
2019-09-30,0.1053
2019-10-01,-8.5982
2019-10-02,-5.7522
2019-10-03,3.7559
2019-10-04,2.4434
2019-10-07,-0.1767
2019-10-08,-3.4956
2019-10-09,-1.4214
2019-10-10,-1.8605
2019-10-11,0.4739
2019-10-14,-0.9434
2019-10-15,0.0
2019-10-16,-0.9524
2019-10-17,-2.8846
2019-10-18,-3.9604
2019-10-21,-1.5464
2019-10-22,5.7592
2019-10-23,0.0
2019-10-24,-1.9802
2019-10-25,-0.5051
2019-10-28,1.5228000000000002
2019-10-29,-1.5
2019-10-30,-3.0406
2019-10-31,4.7066
2019-11-01,-3.29
2019-11-04,29.2524
2019-11-05,-6.0
2019-11-06,-6.7489
2019-11-07,1.3051
2019-11-08,0.0
2019-11-11,1.3514
2019-11-12,0.0
2019-11-13,-2.6667
2019-11-14,-0.7306
2019-11-15,-2.0239
2019-11-18,-4.2254
2019-11-19,5.3922
2019-11-20,-4.6512
2019-11-21,-4.878
2019-11-22,-9.7436
2019-11-25,6.8182
2019-11-26,-1.0638
2019-11-27,-0.5376
2019-11-29,-1.6216
2019-12-02,-3.8462
2019-12-03,-6.28
2019-12-04,6.7008
2019-12-05,-16.7486
2019-12-06,1.5856
2019-12-09,-6.0811
2019-12-10,22.295
2019-12-11,3.8296
2019-12-12,-2.5496
2019-12-13,0.0
2019-12-16,1.7442
2019-12-17,1.7143000000000002
2019-12-18,8.9888
2019-12-19,-1.5464
2019-12-20,-1.5707
2019-12-23,3.7234
2019-12-24,-0.5128
2019-12-26,-0.5155
2019-12-27,-1.5544
2019-12-30,0.0
2019-12-31,5.2632
2020-01-02,2.5
2020-01-03,0.0
2020-01-06,2.439
2020-01-07,3.3333
2020-01-08,-2.765
2020-01-09,14.6919
2020-01-10,0.0
2020-01-13,3.3058
2020-01-14,-2.8
2020-01-15,-3.7037
2020-01-16,2.5641
2020-01-17,-0.2167
2020-01-21,-0.2004
2020-01-22,-1.6736
2020-01-23,-0.4255
2020-01-24,-1.7094
2020-01-27,3.9130000000000003
2020-01-28,0.2845
2020-01-29,1.3852
2020-01-30,-0.823
2020-01-31,-4.9793
2020-02-03,-1.7467000000000001
2020-02-04,6.6667
2020-02-05,5.8333
2020-02-06,5.9055
2020-02-07,-1.1152
2020-02-10,1.1278
2020-02-11,1.8587
2020-02-12,0.365
2020-02-13,-2.9091
2020-02-14,1.1236
2020-02-18,-0.7407
2020-02-19,-2.6119
2020-02-20,-2.682
2020-02-21,0.3937
2020-02-24,1.5686
2020-02-25,-9.2664
2020-02-26,-3.4043
2020-02-27,-4.6256
2020-02-28,0.6928
2020-03-02,-8.2569
2020-03-03,-10.0
2020-03-04,6.1111
2020-03-05,-5.2356
2020-03-06,11.0497
2020-03-09,-0.995
2020-03-10,7.5377
2020-03-11,-2.3364
2020-03-12,-7.6555
2020-03-13,1.0363
2020-03-16,-3.5897
2020-03-17,-1.0638
2020-03-18,0.0
2020-03-19,18.2796
2020-03-20,-8.1818
2020-03-23,3.4653
2020-03-24,-11.0048
2020-03-25,12.0968
2020-03-26,-7.4341
2020-03-27,-0.5181
2020-03-30,-2.6042
2020-03-31,-2.1390000000000002
2020-04-01,-3.8251
2020-04-02,1.1364
2020-04-03,-5.0562
2020-04-06,0.8876
2020-04-07,2.6393
2020-04-08,-6.8571
2020-04-09,0.0
2020-04-13,-1.8405
2020-04-14,1.25
2020-04-15,3.0864
2020-04-16,53.8922
2020-04-17,-12.8405
2020-04-20,-2.6786
2020-04-21,-2.2936
2020-04-22,-0.939
2020-04-23,5.2133
2020-04-24,-6.3063
2020-04-27,5.2885
2020-04-28,-3.1963
2020-04-29,0.9434
2020-04-30,-1.4019
2020-05-01,3.3175
2020-05-04,3.6696999999999997
2020-05-05,1.7699
2020-05-06,-3.9130000000000003
2020-05-07,-2.2624
2020-05-08,0.463
2020-05-11,4.1475
2020-05-12,-7.0796
2020-05-13,1.4285999999999999
2020-05-14,14.0845
2020-05-15,-0.823
2020-05-18,1.2448
2020-05-19,-3.6885
2020-05-20,-0.8511
2020-05-21,-2.1459
2020-05-22,2.193
2020-05-26,3.4335
2020-05-27,1.2448
2020-05-28,3.2787
2020-05-29,-4.7619
2020-06-01,-7.9167
2020-06-02,-3.6199
2020-06-03,4.6948
2020-06-04,-0.4484
2020-06-05,2.7027
2020-06-08,-0.4386
2020-06-09,-0.8811
2020-06-10,0.8889
2020-06-11,-2.6432
2020-06-12,-0.905
2020-06-15,6.8493
2020-06-16,6.8376
2020-06-17,-2.0
2020-06-18,2.449
2020-06-19,21.1155
2020-06-22,-12.8289
2020-06-23,4.1509
2020-06-24,14.8551
2020-06-25,2.8391
2020-06-26,-3.681
2020-06-29,1.9108
2020-06-30,-4.6875
2020-07-01,-5.5738
2020-07-02,-5.9028
2020-07-06,4.059
2020-07-07,3.1915
2020-07-08,27.4914
2020-07-09,-5.6604
2020-07-10,6.0
2020-07-13,-8.3558
2020-07-14,11.1765
2020-07-15,-3.7037
2020-07-16,1.1016
2020-07-17,9.2362
2020-07-20,2.4876
2020-07-21,-5.5825
2020-07-22,-2.5707
2020-07-23,-4.4855
2020-07-24,-3.5911999999999997
2020-07-27,5.7307
2020-07-28,2.439
2020-07-29,3.9683
2020-07-30,-4.5802
2020-07-31,1.6
