ticker,EXTN US Equity
2016-03-28,0.0637
2016-03-29,1.6539000000000001
2016-03-30,-1.0013
2016-03-31,-2.2756
2016-04-01,-2.458
2016-04-04,1.1936
2016-04-05,-4.9148
2016-04-06,-0.4824
2016-04-07,-2.0776
2016-04-08,1.768
2016-04-11,5.073
2016-04-12,0.6614
2016-04-13,2.7595
2016-04-14,-1.3427
2016-04-15,-1.4906
2016-04-18,5.5921
2016-04-19,1.7445
2016-04-20,0.7961
2016-04-21,-1.7618
2016-04-22,4.8856
2016-04-25,-3.8325
2016-04-26,0.5518
2016-04-27,-0.2439
2016-04-28,-8.2518
2016-04-29,1.932
2016-05-02,0.5229
2016-05-03,-1.2354
2016-05-04,-0.4608
2016-05-05,-3.3069
2016-05-06,2.7359999999999998
2016-05-09,-7.3236
2016-05-10,2.5862
2016-05-11,-3.5714
2016-05-12,1.1619
2016-05-13,-1.2204
2016-05-16,0.218
2016-05-17,1.0877
2016-05-18,-3.2999
2016-05-19,-4.6736
2016-05-20,2.0233
2016-05-23,-0.7628
2016-05-24,-2.7671
2016-05-25,4.3478
2016-05-26,-3.4091
2016-05-27,-0.549
2016-05-31,-1.183
2016-06-01,-1.5962
2016-06-02,0.1622
2016-06-03,2.2672
2016-06-06,3.0879
2016-06-07,0.4608
2016-06-08,0.2294
2016-06-09,-2.4409
2016-06-10,-2.4238
2016-06-13,-3.2853
2016-06-14,0.4971
2016-06-15,-1.2366
2016-06-16,-3.5058
2016-06-17,4.4118
2016-06-20,-1.8227
2016-06-21,-0.9283
2016-06-22,-3.322
2016-06-23,3.8767
2016-06-24,-2.7142
2016-06-27,1.0462
2016-06-28,2.9336
2016-06-29,2.5147
2016-06-30,5.0695
2016-07-01,5.1362
2016-07-05,-4.9593
2016-07-06,-0.7788
2016-07-07,2.3548
2016-07-08,4.1411
2016-07-11,0.5155
2016-07-12,4.2491
2016-07-13,-2.319
2016-07-14,0.6475
2016-07-15,-0.3574
2016-07-18,-1.0043
2016-07-19,-4.7826
2016-07-20,-0.2283
2016-07-21,0.6865
2016-07-22,3.8636
2016-07-25,-3.9387
2016-07-26,-0.6074
2016-07-27,0.6875
2016-07-28,-2.0486
2016-07-29,-1.4717
2016-08-01,-2.7516
2016-08-02,-1.536
2016-08-03,3.202
2016-08-04,-0.1591
2016-08-05,2.2311
2016-08-08,5.5339
2016-08-09,2.4372
2016-08-10,-2.5234
2016-08-11,2.8106999999999998
2016-08-12,-1.5827
2016-08-15,2.193
2016-08-16,-0.4292
2016-08-17,4.454
2016-08-18,1.9257
2016-08-19,-1.8218999999999999
2016-08-22,-0.6186
2016-08-23,2.213
2016-08-24,-1.3532
2016-08-25,0.3429
2016-08-26,-0.0684
2016-08-29,-1.6416
2016-08-30,-0.904
2016-08-31,-0.8421
2016-09-01,1.4862
2016-09-02,2.1618
2016-09-06,2.2526
2016-09-07,3.0708
2016-09-08,-1.101
2016-09-09,-6.6798
2016-09-12,-3.0175
2016-09-13,-3.1838
2016-09-14,-2.6158
2016-09-15,1.3814
2016-09-16,0.9084
2016-09-19,2.3256
2016-09-20,-1.7595
2016-09-21,5.5224
2016-09-22,5.2334
2016-09-23,-2.6882
2016-09-26,-1.6575
2016-09-27,-0.5618
2016-09-28,7.2034
2016-09-29,-1.4493
2016-09-30,4.8128
2016-10-03,2.6786
2016-10-04,0.3106
2016-10-05,1.0526
2016-10-06,-1.3479999999999999
2016-10-07,-0.7453
2016-10-10,5.0063
2016-10-11,-1.4303
2016-10-12,-0.4837
2016-10-13,0.486
2016-10-14,-2.0556
2016-10-17,1.4198
2016-10-18,1.0347
2016-10-19,2.7711
2016-10-20,-1.2896
2016-10-21,0.772
2016-10-24,1.5321
2016-10-25,-1.6831
2016-10-26,-3.719
2016-10-27,-2.5751
2016-10-28,0.1888
2016-10-31,-0.691
2016-11-01,-0.506
2016-11-02,-6.6751000000000005
2016-11-03,0.6812
2016-11-04,-0.6766
2016-11-07,3.7466
2016-11-08,-1.7728000000000002
2016-11-09,8.2888
2016-11-10,2.4074
2016-11-11,4.9427
2016-11-14,-1.7231
2016-11-15,-2.8054
2016-11-16,0.3608
2016-11-17,1.4979
2016-11-18,1.4758
2016-11-21,6.2827
2016-11-22,2.682
2016-11-23,-0.1066
2016-11-25,0.9072
2016-11-28,-0.6346
2016-11-29,-0.6386
2016-11-30,7.6593
2016-12-01,1.4428
2016-12-02,1.2261
2016-12-05,6.7829
2016-12-06,3.4483
2016-12-07,0.7456
2016-12-08,4.963
2016-12-09,1.6176
2016-12-12,-0.6122
2016-12-13,-1.5194999999999999
2016-12-14,-1.7932000000000001
2016-12-15,0.552
2016-12-16,-0.9713
2016-12-19,0.7249
2016-12-20,2.5826000000000002
2016-12-21,0.7429
2016-12-22,-1.0651
2016-12-23,-0.6625
2016-12-27,0.7503
2016-12-28,-3.3099
2016-12-29,1.7116
2016-12-30,0.5469
2017-01-03,3.5983
2017-01-04,5.7351
2017-01-05,-5.233
2017-01-06,11.0439
2017-01-09,1.6334
2017-01-10,4.2857
2017-01-11,3.1164
2017-01-12,3.0555
2017-01-13,0.8379
2017-01-17,0.0
2017-01-18,0.1598
2017-01-19,-1.4997
2017-01-20,-1.976
2017-01-23,0.1652
2017-01-24,0.3629
2017-01-25,-0.9533
2017-01-26,0.8297
2017-01-27,0.1646
2017-01-30,-2.9576000000000002
2017-01-31,5.0457
2017-02-01,-0.6125
2017-02-02,-1.1028
2017-02-03,3.9685
2017-02-06,-2.2397
2017-02-07,-2.3556
2017-02-08,2.0159
2017-02-09,3.0774
2017-02-10,2.1056
2017-02-13,-0.9541
2017-02-14,5.3139
2017-02-15,-1.2098
2017-02-16,-2.0012
2017-02-17,-1.7678
2017-02-21,-1.3652
2017-02-22,-1.7930000000000001
2017-02-23,0.2242
2017-02-24,-3.6433
2017-02-27,2.5539
2017-02-28,-1.5524
2017-03-01,4.435
2017-03-02,-5.5049
2017-03-03,2.763
2017-03-06,-3.3042
2017-03-07,-1.3735
2017-03-08,-3.4647
2017-03-09,-1.3723
2017-03-10,0.2141
2017-03-13,0.6764
2017-03-14,-3.8543
2017-03-15,1.1769
2017-03-16,-1.4177
2017-03-17,4.0929
2017-03-20,-2.4796
2017-03-21,-0.2906
2017-03-22,0.2914
2017-03-23,0.7265
2017-03-24,1.5507
2017-03-27,2.5568
2017-03-28,6.3019
2017-03-29,1.6287
2017-03-30,-0.8654
2017-03-31,1.6812
2017-04-03,-4.07
2017-04-04,-1.2264
2017-04-05,-1.0067
2017-04-06,5.8983
2017-04-07,-0.6082
2017-04-10,-0.1932
2017-04-11,1.6134
2017-04-12,-5.4938
2017-04-13,-4.7379
2017-04-17,1.3051
2017-04-18,-0.5919
2017-04-19,-2.8722
2017-04-20,1.154
2017-04-21,-1.4973
2017-04-24,3.0764
2017-04-25,4.3187999999999995
2017-04-26,0.5049
2017-04-27,-2.1768
2017-04-28,-6.2992
2017-05-01,0.1096
2017-05-02,-0.1825
2017-05-03,-0.2925
2017-05-04,-3.3737
2017-05-05,7.9317
2017-05-08,-0.0352
2017-05-09,1.4773
2017-05-10,4.5407
2017-05-11,-1.0942
2017-05-12,-1.1733
2017-05-15,0.6784
2017-05-16,1.0782
2017-05-17,-2.5667
2017-05-18,0.0684
2017-05-19,0.0684
2017-05-22,2.7332
2017-05-23,-1.9952999999999999
2017-05-24,-2.3074
2017-05-25,-4.3071
2017-05-26,4.1379
2017-05-30,-2.8581
2017-05-31,1.1841
2017-06-01,0.8156
2017-06-02,-1.7235
2017-06-05,-0.2505
2017-06-06,-1.2558
2017-06-07,-2.4709
2017-06-08,1.6393
2017-06-09,2.346
2017-06-12,-1.0387
2017-06-13,2.2801
2017-06-14,-4.1401
2017-06-15,-0.2584
2017-06-16,1.6654
2017-06-19,-1.7473999999999998
2017-06-20,-3.7420999999999998
2017-06-21,-3.1178
2017-06-22,3.8538
2017-06-23,2.1423
2017-06-26,1.4232
2017-06-27,-2.548
2017-06-28,5.4187
2017-06-29,-0.2157
2017-06-30,-3.8184
2017-07-03,3.6704
2017-07-05,-6.7558
2017-07-06,-0.8136
2017-07-07,1.4453
2017-07-10,2.5799
2017-07-11,1.7267000000000001
2017-07-12,0.1476
2017-07-13,1.2159
2017-07-14,1.0557
2017-07-17,1.8732
2017-07-18,-1.4498
2017-07-19,4.0187
2017-07-20,-1.7247
2017-07-21,-2.0358
2017-07-24,-2.2573
2017-07-25,2.7126
2017-07-26,-1.2134
2017-07-27,0.3974
2017-07-28,1.4034
2017-07-31,-1.7388
2017-08-01,-1.8418
2017-08-02,-0.3679
2017-08-03,-1.8094999999999999
2017-08-04,2.1813
2017-08-07,-3.4965
2017-08-08,3.6231999999999998
2017-08-09,-3.9382
2017-08-10,-0.0766
2017-08-11,-1.342
2017-08-14,-4.7804
2017-08-15,-0.6122
2017-08-16,-3.4497
2017-08-17,2.9775
2017-08-18,-0.8261
2017-08-21,-0.5414
2017-08-22,6.5327
2017-08-23,2.2799
2017-08-24,0.9992
2017-08-25,2.207
2017-08-28,1.8987
2017-08-29,0.475
2017-08-30,-0.6545
2017-08-31,1.5373
2017-09-01,-0.9012
2017-09-05,1.2004
2017-09-06,0.5392
2017-09-07,2.4312
2017-09-08,-1.4311
2017-09-11,1.5935000000000001
2017-09-12,-0.0697
2017-09-13,1.8136999999999999
2017-09-14,-0.3768
2017-09-15,0.5846
2017-09-18,1.812
2017-09-19,-0.3694
2017-09-20,2.4604
2017-09-21,-1.7433999999999998
2017-09-22,1.54
2017-09-25,1.6484999999999999
2017-09-26,1.0055
2017-09-27,4.817
2017-09-28,-3.2169
2017-09-29,0.0633
2017-10-02,2.9737
2017-10-03,-0.1843
2017-10-04,-0.6771
2017-10-05,0.3099
2017-10-06,-1.143
2017-10-09,-0.3438
2017-10-10,-0.4077
2017-10-11,0.6927
2017-10-12,-1.0006
2017-10-13,0.537
2017-10-16,0.3456
2017-10-17,-1.4089
2017-10-18,-2.1912
2017-10-19,-1.2013
2017-10-20,0.0329
2017-10-23,-1.1827
2017-10-24,0.9641
2017-10-25,0.2963
2017-10-26,-0.1313
2017-10-27,1.2492
2017-10-30,-0.9091
2017-10-31,5.7339
2017-11-01,0.093
2017-11-02,-0.8978
2017-11-03,-0.3436
2017-11-06,1.5047000000000001
2017-11-07,-3.5825
2017-11-08,5.6373999999999995
2017-11-09,-1.6374
2017-11-10,-2.5894
2017-11-13,-0.3165
2017-11-14,-2.5397
2017-11-15,-3.9414
2017-11-16,1.492
2017-11-17,0.2339
2017-11-20,-0.3
2017-11-21,2.3738
2017-11-22,0.5552
2017-11-24,-0.6171
2017-11-27,-2.9085
2017-11-28,0.6732
2017-11-29,1.0364
2017-11-30,1.3898
2017-12-01,1.1423
2017-12-04,-0.6131
2017-12-05,-2.2078
2017-12-06,-1.5272000000000001
2017-12-07,1.3486
2017-12-08,0.2329
2017-12-11,-0.4978
2017-12-12,-2.068
2017-12-13,-3.2016
2017-12-14,1.0204
2017-12-15,2.1944
2017-12-18,4.8398
2017-12-19,-1.9181
2017-12-20,2.3533
2017-12-21,2.1048999999999998
2017-12-22,-1.6175000000000002
2017-12-26,0.2579
2017-12-27,0.5788
2017-12-28,0.7673
2017-12-29,-0.2538
2018-01-02,1.972
2018-01-03,1.1853
2018-01-04,2.0345
2018-01-05,-0.7553
2018-01-08,-0.1218
2018-01-09,-1.9506000000000001
2018-01-10,0.6217
2018-01-11,1.7609
2018-01-12,-1.0322
2018-01-16,-2.4233000000000002
2018-01-17,0.1886
2018-01-18,-2.0395
2018-01-19,1.9539
2018-01-22,0.1257
2018-01-23,-0.6903
2018-01-24,-0.1896
2018-01-25,0.9497
2018-01-26,-2.195
2018-01-29,-5.5146
2018-01-30,-2.8504
2018-01-31,0.8732
2018-02-01,0.2424
2018-02-02,-6.6321
2018-02-05,0.074
2018-02-06,3.1793
2018-02-07,-1.899
2018-02-08,-2.4836
2018-02-09,0.8989
2018-02-12,-0.7053
2018-02-13,0.5234
2018-02-14,0.781
2018-02-15,0.0
2018-02-16,1.6604999999999999
2018-02-20,-1.7423
2018-02-21,2.2904
2018-02-22,0.6862
2018-02-23,1.8651
2018-02-26,-0.6338
2018-02-27,-4.1106
2018-02-28,-4.3976
2018-03-01,1.4689
2018-03-02,-0.0381
2018-03-05,1.7530000000000001
2018-03-06,-1.2734
2018-03-07,3.6419
2018-03-08,1.3909
2018-03-09,1.1913
2018-03-12,1.4984
2018-03-13,0.9139
2018-03-14,-0.2438
2018-03-15,-1.8155999999999999
2018-03-16,3.0583
2018-03-19,-2.1048999999999998
2018-03-20,-1.0222
2018-03-21,2.7422
2018-03-22,-3.8475
2018-03-23,0.3244
2018-03-26,1.7607
2018-03-27,-4.7316
2018-03-28,-0.8895
2018-03-29,-0.1496
2018-04-02,-2.1723
2018-04-03,4.0199
2018-04-04,0.5153
2018-04-05,3.6616999999999997
2018-04-06,-3.5676
2018-04-09,-0.7326
2018-04-10,2.9889
2018-04-11,1.1824
2018-04-12,1.9122
2018-04-13,0.0695
2018-04-16,1.4583
2018-04-17,2.7721
2018-04-18,2.2977
2018-04-19,-2.8971
2018-04-20,-1.1398
2018-04-23,0.3052
2018-04-24,1.5213
2018-04-25,-0.4329
2018-04-26,0.4348
2018-04-27,-2.2311
2018-04-30,-0.2384
2018-05-01,1.1608
2018-05-02,1.62
2018-05-03,0.5314
2018-05-04,-4.6911000000000005
2018-05-07,-0.5199
2018-05-08,-1.5331000000000001
2018-05-09,-0.4954
2018-05-10,-0.3201
2018-05-11,0.3924
2018-05-14,0.2132
2018-05-15,3.5816
2018-05-16,0.1369
2018-05-17,1.7094
2018-05-18,-1.6134
2018-05-21,0.6491
2018-05-22,-1.9687999999999999
2018-05-23,-0.3463
2018-05-24,-2.0153
2018-05-25,-0.8865
2018-05-29,0.7513
2018-05-30,0.8168
2018-05-31,-2.9236
2018-06-01,-1.3788
2018-06-04,-0.7726
2018-06-05,1.1494
2018-06-06,3.1891
2018-06-07,0.6394
2018-06-08,-2.8945
2018-06-11,0.5089
2018-06-12,-0.0723
2018-06-13,-0.5791
2018-06-14,-0.6189
2018-06-15,-3.9194
2018-06-18,1.22
2018-06-19,-1.4313
2018-06-20,1.2610000000000001
2018-06-21,-1.9623
2018-06-22,1.3472
2018-06-25,-1.5192
2018-06-26,0.6942
2018-06-27,0.8043
2018-06-28,-3.1155
2018-06-29,-1.8039
2018-07-02,0.7188
2018-07-03,1.9033
2018-07-05,0.7393
2018-07-06,2.2402
2018-07-09,1.0956
2018-07-10,2.9148
2018-07-11,-0.4357
2018-07-12,-0.0729
2018-07-13,2.2993
2018-07-16,-0.8562
2018-07-17,-0.7197
2018-07-18,-0.7611
2018-07-19,-0.4383
2018-07-20,-0.7704
2018-07-23,-0.9242
2018-07-24,-0.3358
2018-07-25,-1.4227
2018-07-26,2.7345
2018-07-27,-0.1848
2018-07-30,2.1481
2018-07-31,0.5076
2018-08-01,-1.3348
2018-08-02,-0.4022
2018-08-03,-1.9457
2018-08-06,1.1232
2018-08-07,-0.6294
2018-08-08,-0.6706
2018-08-09,4.2011
2018-08-10,2.1958
2018-08-13,-3.628
2018-08-14,5.2632
2018-08-15,-3.6806
2018-08-16,-1.1896
2018-08-17,-0.1459
2018-08-20,1.2422
2018-08-21,0.7939
2018-08-22,2.5063
2018-08-23,-0.6986
2018-08-24,1.6884000000000001
2018-08-27,-0.2421
2018-08-28,-1.387
2018-08-29,-0.6329
2018-08-30,-1.6985000000000001
2018-08-31,-1.4039
2018-09-04,-1.6429
2018-09-05,-2.6355
2018-09-06,-4.2318
2018-09-07,1.3136999999999999
2018-09-10,-1.3752
2018-09-11,3.5060000000000002
2018-09-12,-0.6543
2018-09-13,-1.0074
2018-09-14,-1.2133
2018-09-17,-3.5261
2018-09-18,2.2177
2018-09-19,-1.1651
2018-09-20,0.6911
2018-09-21,1.4937
2018-09-24,1.3126
2018-09-25,2.8661
2018-09-26,-1.145
2018-09-27,3.4363
2018-09-28,-0.9705
2018-10-01,-0.0377
2018-10-02,0.4148
2018-10-03,2.5535
2018-10-04,-1.6844000000000001
2018-10-05,-1.2663
2018-10-08,0.6035
2018-10-09,3.787
2018-10-10,-2.9263
2018-10-11,-3.2006
2018-10-12,-0.9996
2018-10-15,-1.0485
2018-10-16,2.3155
2018-10-17,-3.2605
2018-10-18,-4.1237
2018-10-19,-2.5641
2018-10-22,1.0187
2018-10-23,-6.2605
2018-10-24,-5.3339
2018-10-25,3.0303
2018-10-26,-0.2757
2018-10-29,-3.2258
2018-10-30,2.6667
2018-10-31,-3.1076
2018-11-01,0.5744
2018-11-02,1.7610999999999999
2018-11-05,2.4322
2018-11-06,-1.1416
2018-11-07,3.9723
2018-11-08,1.155
2018-11-09,0.8783
2018-11-12,1.0013
2018-11-13,0.7759
2018-11-14,2.2241
2018-11-15,1.5063
2018-11-16,-4.0396
2018-11-19,1.8471
2018-11-20,-5.6516
2018-11-21,0.3576
2018-11-23,-1.9154
2018-11-26,2.3161
2018-11-27,-0.1332
2018-11-28,1.1111
2018-11-29,-1.011
2018-11-30,-0.0888
2018-12-03,3.2
2018-12-04,-6.2877
2018-12-06,-4.5496
2018-12-07,3.5147
2018-12-10,-2.9767
2018-12-11,-0.6232
2018-12-12,1.0613
2018-12-13,0.3341
2018-12-14,-5.6613
2018-12-17,-1.6137000000000001
2018-12-18,1.5889
2018-12-19,-4.6922
2018-12-20,-2.594
2018-12-21,-5.9783
2018-12-24,-1.7341
2018-12-26,4.2941
2018-12-27,-1.8049
2018-12-28,0.5744
2018-12-31,1.0851
2019-01-02,2.4294000000000002
2019-01-03,0.8825
2019-01-04,5.5768
2019-01-07,1.45
2019-01-08,0.4084
2019-01-09,0.1525
2019-01-10,-0.203
2019-01-11,-1.2208
2019-01-14,-2.8321
2019-01-15,0.053
2019-01-16,-0.3708
2019-01-17,1.1164
2019-01-18,1.8401999999999998
2019-01-22,-6.9695
2019-01-23,-2.8302
2019-01-24,1.028
2019-01-25,-0.2261
2019-01-28,-3.3428
2019-01-29,0.4103
2019-01-30,0.6421
2019-01-31,0.6961
2019-02-01,0.2304
2019-02-04,2.9885
2019-02-05,-0.5022
2019-02-06,-1.5143
2019-02-07,-5.2961
2019-02-08,-0.8419
2019-02-11,2.1831
2019-02-12,3.2047
2019-02-13,-0.115
2019-02-14,0.9211
2019-02-15,3.5938
2019-02-19,0.7159
2019-02-20,2.4057
2019-02-21,-4.4848
2019-02-22,0.2236
2019-02-25,-0.1673
2019-02-26,0.9497
2019-02-27,-4.5379000000000005
2019-02-28,-1.0435
2019-03-01,0.9959
2019-03-04,-1.3341
2019-03-05,-1.7048999999999999
2019-03-06,-4.067
2019-03-07,2.182
2019-03-08,0.9152
2019-03-11,1.5114999999999998
2019-03-12,3.3949
2019-03-13,4.6083
2019-03-14,-1.7621
2019-03-15,0.2803
2019-03-18,2.2918
2019-03-19,-0.9836
2019-03-20,0.9382
2019-03-21,-1.9683000000000002
2019-03-22,-3.2906
2019-03-25,-1.6724
2019-03-26,1.9941
2019-03-27,-2.2427
2019-03-28,-0.7059
2019-03-29,-0.1777
2019-04-01,4.5104
2019-04-02,-1.8739
2019-04-03,-0.9259
2019-04-04,2.1612
2019-04-05,1.3721999999999999
2019-04-08,0.6204
2019-04-09,-3.1390000000000002
2019-04-10,0.8681
2019-04-11,-0.0574
2019-04-12,-1.2055
2019-04-15,-0.9297
2019-04-16,0.8798
2019-04-17,0.407
2019-04-18,-1.216
2019-04-22,0.1758
2019-04-23,-0.9362
2019-04-24,-3.9575
2019-04-25,-5.2276
2019-04-26,-2.7255000000000003
2019-04-29,1.7345000000000002
2019-04-30,-6.7541
2019-05-01,0.0
2019-05-02,-3.2349
2019-05-03,-0.1453
2019-05-06,3.8574
2019-05-07,-2.8031
2019-05-08,-1.1536
2019-05-09,0.9482
2019-05-10,-3.3237
2019-05-13,-2.0179
2019-05-14,2.5172
2019-05-15,3.5714
2019-05-16,1.8678
2019-05-17,-3.7377000000000002
2019-05-20,-0.0733
2019-05-21,4.5455
2019-05-22,-1.3324
2019-05-23,-4.0512
2019-05-24,1.6296
2019-05-28,1.4577
2019-05-29,0.2874
2019-05-30,-0.8596
2019-05-31,-0.289
2019-06-03,-1.7391
2019-06-04,4.2035
2019-06-05,-4.3171
2019-06-06,-1.7012
2019-06-07,2.8593
2019-06-10,0.7315
2019-06-11,-0.1452
2019-06-12,-4.0727
2019-06-13,0.6065
2019-06-14,-5.7272
2019-06-17,-0.8793
2019-06-18,2.6612999999999998
2019-06-19,1.0212
2019-06-20,6.7652
2019-06-21,-1.8208
2019-06-24,-3.1899
2019-06-25,0.3831
2019-06-26,3.0534
2019-06-27,-0.3704
2019-06-28,5.7249
2019-07-01,0.211
2019-07-02,-4.1404
2019-07-03,1.1713
2019-07-05,0.2894
2019-07-08,-0.1443
2019-07-09,-2.6734
2019-07-10,-0.3712
2019-07-11,-0.7452
2019-07-12,-0.9009
2019-07-15,-5.0758
2019-07-16,-1.6760000000000002
2019-07-17,-3.4903
2019-07-18,0.1682
2019-07-19,2.0991
2019-07-22,1.3980000000000001
2019-07-23,0.7299
2019-07-24,0.2415
2019-07-25,-2.4096
2019-07-26,3.3745
2019-07-29,-0.6369
2019-07-30,6.3301
2019-07-31,2.8636
2019-08-01,-6.3004
2019-08-02,-0.3909
2019-08-05,-2.8257
2019-08-06,-1.3732
2019-08-07,-5.8149
2019-08-08,-7.6522
2019-08-09,-3.1073
2019-08-12,-3.9845
2019-08-13,-0.4049
2019-08-14,-3.252
2019-08-15,0.7353
2019-08-16,3.024
2019-08-19,4.0486
2019-08-20,1.1673
2019-08-21,1.5385
2019-08-22,1.9886
2019-08-23,-4.0854
2019-08-26,-0.9681
2019-08-27,-4.3011
2019-08-28,2.145
2019-08-29,3.3
2019-08-30,2.1297
2019-09-03,-1.5166
2019-09-04,3.1761
2019-09-05,5.4104
2019-09-06,-1.4159
2019-09-09,4.4883
2019-09-10,5.4124
2019-09-11,6.031
2019-09-12,2.0753
2019-09-13,0.6777
2019-09-16,0.2992
2019-09-17,0.5966
2019-09-18,-1.4085
2019-09-19,0.3759
2019-09-20,0.8989
2019-09-23,1.7075
2019-09-24,-2.1168
2019-09-25,1.1186
2019-09-26,-2.5811
2019-09-27,0.3028
2019-09-30,-1.434
2019-10-01,-3.5987999999999998
2019-10-02,-1.7473999999999998
2019-10-03,-1.4551
2019-10-04,0.9024
2019-10-07,1.0569
2019-10-08,-1.609
2019-10-09,-1.8806
2019-10-10,-0.4167
2019-10-11,3.682
2019-10-14,-0.1614
2019-10-15,0.2425
2019-10-16,0.2419
2019-10-17,1.609
2019-10-18,-1.5835
2019-10-21,0.8045
2019-10-22,0.0798
2019-10-23,3.1898
2019-10-24,-3.7094
2019-10-25,-2.9695
2019-10-28,1.3234
2019-10-29,4.0
2019-10-30,-1.5699
2019-10-31,1.0367
2019-11-01,2.6835
2019-11-04,3.3051
2019-11-05,0.372
2019-11-06,-12.0089
2019-11-07,-20.4718
2019-11-08,-8.4746
2019-11-11,-3.588
2019-11-12,-0.7203
2019-11-13,-4.9577
2019-11-14,-0.8906
2019-11-15,-2.9525
2019-11-18,-9.5238
2019-11-19,-7.6023
2019-11-20,-2.8481
2019-11-21,1.3029
2019-11-22,0.8039
2019-11-25,0.319
2019-11-26,-11.4467
2019-11-27,-0.8977
2019-11-29,-2.5362
2019-12-02,-0.7435
2019-12-03,-2.6217
2019-12-04,2.8846
2019-12-05,4.1121
2019-12-06,6.6427
2019-12-09,3.7037
2019-12-10,3.4091
2019-12-11,4.3956
2019-12-12,-0.3008
2019-12-13,-1.5083
2019-12-16,8.2695
2019-12-17,4.8091
2019-12-18,0.9447
2019-12-19,-2.0053
2019-12-20,-1.0914
2019-12-23,10.2069
2019-12-24,1.2516
2019-12-26,-0.3708
2019-12-27,-2.6055
2019-12-30,4.2038
2019-12-31,-4.2787
2020-01-02,-7.9183
2020-01-03,2.9126
2020-01-06,11.8598
2020-01-07,-1.6867
2020-01-08,-5.0245
2020-01-09,-1.8065
2020-01-10,-9.1984
2020-01-13,-3.7627
2020-01-14,-1.3534
2020-01-15,-8.0793
2020-01-16,7.9602
2020-01-17,1.5361
2020-01-21,-0.4539
2020-01-22,-2.1277
2020-01-23,-5.4348
2020-01-24,-3.4483
2020-01-27,-2.8912
2020-01-28,0.5254
2020-01-29,-2.7875
2020-01-30,-2.6882
2020-01-31,-0.5525
2020-02-03,1.8519
2020-02-04,-2.0
2020-02-05,6.4935
2020-02-06,-7.3171
2020-02-07,-4.3233
2020-02-10,-0.7859
2020-02-11,-1.3860999999999999
2020-02-12,-7.6305
2020-02-13,20.0
2020-02-14,15.3986
2020-02-18,3.4537
2020-02-19,-0.1517
2020-02-20,-4.4073
2020-02-21,-0.318
2020-02-24,-2.7113
2020-02-25,-7.377
2020-02-26,-1.2389000000000001
2020-02-27,-3.7634
2020-02-28,-5.0279
2020-03-02,29.4118
2020-03-03,9.0909
2020-03-04,0.9722
2020-03-05,-9.0784
2020-03-06,-0.4539
2020-03-09,-23.8602
2020-03-10,0.7984
2020-03-11,-2.3762
2020-03-12,10.7505
2020-03-13,55.6777
2020-03-16,-35.1765
2020-03-17,21.2341
2020-03-18,-23.8024
