ticker,ATLT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-01-26,300.0
2017-02-02,-68.0
2017-02-03,-15.625
2017-02-07,14.8148
2017-02-08,0.0
2017-02-09,12.9032
2017-02-10,2.8571
2017-02-13,2.7778
2017-02-14,-18.9189
2017-02-15,-1.0
2017-02-16,12.4158
2017-02-17,-19.1314
2017-02-21,3.7037
2017-02-22,0.0
2017-02-23,-3.5714
2017-02-24,1.8519
2017-02-28,16.3636
2017-03-01,-21.875
2017-03-03,20.0
2017-03-06,3.3333
2017-03-08,2.9032
2017-03-09,25.3918
2017-03-10,-2.5
2017-03-13,17.9487
2017-03-14,-0.3261
2017-03-15,-3.1897
2017-03-16,-32.4134
2017-03-17,16.6667
2017-03-20,11.4286
2017-03-21,-7.6923
2017-03-23,5.5556
2017-03-24,5.2632
2017-03-27,0.0
2017-03-28,-20.0
2017-03-29,-21.875
2017-03-30,28.0
2017-03-31,9.375
2017-04-03,2.8571
2017-04-04,-16.6667
2017-04-07,6.6667
2017-04-10,0.0
2017-04-11,12.5
2017-04-12,54.1319
2017-04-13,9.4616
2017-04-17,16.0218
2017-04-18,-29.0466
2017-04-19,38.1875
2017-04-20,-3.1931
2017-04-21,-23.7526
2017-04-24,19.6078
2017-04-25,29.5082
2017-04-26,-12.6582
2017-04-27,4.3478
2017-04-28,-2.7778
2017-05-01,14.2857
2017-05-02,-16.25
2017-05-03,23.2276
2017-05-04,-3.1188
2017-05-05,-24.9883
2017-05-09,66.6667
2017-05-10,-20.0
2017-05-11,2.7031
2017-05-12,19.8844
2017-05-15,-17.8807
2017-05-16,-1.0972
2017-05-17,-2.5156
2017-05-18,-6.4594
2017-05-19,-17.7519
2017-05-22,-3.3333
2017-05-23,-11.3685
2017-05-24,17.69
2017-05-25,14.876
2017-05-26,-3.6151
2017-05-30,2.9856
2017-05-31,-8.4073
2017-06-01,18.6647
2017-06-02,-1.3253
2017-06-05,-0.0084
2017-06-06,0.0118
2017-06-07,-11.2042
2017-06-08,0.9574
2017-06-09,-17.08
2017-06-12,0.0
2017-06-14,-9.1091
2017-06-15,11.0222
2017-06-16,-9.9099
2017-06-19,46.0
2017-06-20,-21.2192
2017-06-21,-4.3645
2017-06-22,8.3636
2017-06-26,0.6711
2017-06-27,-15.0
2017-06-28,5.8627
2017-06-29,9.2795
2017-06-30,-20.322
2017-07-03,2.9143
2017-07-05,-27.6354
2017-07-06,13.681799999999999
2017-07-07,10.5528
2017-07-10,-10.4773
2017-07-11,-1.2516
2017-07-12,-0.6607
2017-07-13,-14.3375
2017-07-14,11.7825
2017-07-17,-2.7027
2017-07-18,-5.5556
2017-07-19,-8.8235
2017-07-20,-16.0645
2017-07-21,19.1391
2017-07-24,0.0
2017-07-25,-3.2258
2017-07-26,-3.3333
2017-07-27,-17.5517
2017-08-02,20.1213
2017-08-03,11.4167
2017-08-04,21.875
2017-08-08,29.4872
2017-08-09,0.9307
2017-08-10,-31.3322
2017-08-14,18.6
2017-08-15,1.1804000000000001
2017-08-18,0.0
2017-08-21,-35.7143
2017-08-22,44.4074
2017-08-23,25.7784
2017-08-24,-8.24
2017-08-25,-33.3333
2017-08-28,16.6667
2017-08-29,-8.5714
2017-08-30,19.5937
2017-08-31,-16.3836
2017-09-01,-6.25
2017-09-05,-6.6667
2017-09-07,2.6786
2017-09-08,4.3478
2017-09-13,-13.3333
2017-09-14,53.8462
2017-09-15,-6.604
2017-09-18,19.973
2017-09-19,-17.4476
2017-09-21,16.1081
2017-09-22,-11.5456
2017-09-25,0.0
2017-09-26,5.2632
2017-09-27,0.0
2017-09-28,-5.0
2017-09-29,44.7105
2017-10-02,-9.0926
2017-10-03,-0.2
2017-10-04,-5.8128
2017-10-05,6.1715
2017-10-06,-7.1157
2017-10-10,6.7516
2017-10-11,-9.4377
2017-10-17,0.4464
2017-10-18,0.0
2017-10-19,0.0
2017-10-20,6.6444
2017-10-23,-11.9087
2017-10-24,-18.4624
2017-10-25,27.9663
2017-10-26,2.0177
2017-10-27,-4.4444
2017-10-30,-18.1395
2017-10-31,7.9545
2017-11-01,-4.5
2017-11-02,4.6845
2017-11-03,-5.2382
2017-11-06,-13.8889
2017-11-07,13.3945
2017-11-08,-0.7177
2017-11-09,5.9885
2017-11-13,-13.5172
2017-11-14,-14.3482
2017-11-15,-1.4599
2017-11-16,14.8148
2017-11-17,-3.2258
2017-11-20,-7.7
2017-11-21,7.9812
2017-11-22,27.7592
2017-11-24,-24.0838
2017-11-27,31.0345
2017-11-28,-21.5789
2017-11-29,-1.3389
2017-11-30,-18.3701
2017-12-01,2.4625
2018-01-23,-99.9593
2018-01-25,39900.0
2018-01-26,150.0
2018-01-31,0.0
2018-02-02,-99.9
2018-02-08,9900.0
2018-02-26,-90.0
2018-03-16,0.0
2018-05-18,0.0
2018-06-07,0.0
2018-06-14,0.0
2018-06-19,1000.0
2018-07-06,-90.9091
2018-07-10,1000.0
2018-07-11,-90.9091
2018-08-09,0.0
2018-09-17,20.0
2018-09-24,0.0
2018-11-13,0.0
2018-12-19,0.0
2019-10-02,-99.9167
2019-11-05,0.0
2019-12-30,0.0
2020-06-01,29900.0001
2020-06-12,-33.3333
2020-06-17,5400.0
2020-07-06,81.8182
2020-07-13,150.0
2020-07-14,300.0
2020-07-15,-75.0
2020-07-16,0.0
2020-07-30,-99.4
