ticker,CRCA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-01-31,5.5556
2005-02-01,15.7895
2005-05-25,9.0909
2005-06-15,4.1667
2005-06-16,8.0
2005-06-23,-18.5185
2005-07-29,20.4545
2005-08-31,13.2075
2005-09-27,-11.6667
2005-10-04,-11.3208
2005-10-05,4.0
2005-10-07,-0.0818
2005-10-12,0.0819
2005-10-17,14.5663
2005-10-26,7.1429
2005-10-28,13.3333
2005-11-08,0.0
2005-11-29,17.647100000000002
2005-11-30,0.0
2005-12-09,-10.0
2005-12-23,-11.1111
2006-02-01,-20.3125
2006-03-08,9.8039
2006-08-29,7.1429
2006-09-13,0.0
2006-10-16,0.0
2006-10-18,0.0
2007-01-23,13.3333
2007-01-29,29.4118
2007-01-30,-27.0455
2007-04-27,5.9190000000000005
2007-07-30,-12.3529
2007-08-21,-1.0067
2007-09-07,1.6949
2007-10-02,-13.3333
2007-10-08,0.0
2007-10-10,0.0
2007-11-07,0.0
2007-11-21,0.0
2007-11-28,0.0
2007-12-11,-3.8462
2007-12-12,0.0
2008-01-03,-10.0
2008-01-18,-2.2222
2008-02-20,9.0909
2008-02-25,4.1667
2008-02-28,0.0
2008-03-28,-1.0
2008-04-30,-17.1717
2008-05-07,7.3171
2008-05-28,0.0
2008-05-30,2.2727
2008-07-08,-2.2222
2008-07-24,0.0
2008-07-29,4.5455
2008-07-31,3.4783
2008-08-01,1.2605
2008-08-11,-6.639
2008-09-09,-6.6667
2008-09-19,0.0
2008-09-23,-13.8095
2008-09-25,10.4972
2008-09-29,-10.1
2008-10-06,-16.574
2008-10-07,6.6667
2008-10-09,0.0
2008-10-16,25.0
2008-10-31,-23.0
2008-11-05,10.3896
2008-11-20,-2.9412000000000003
2008-11-25,3.0303
2008-11-26,0.0
2008-12-05,0.0
2008-12-19,-2.9412000000000003
2009-01-02,-9.0909
2009-01-05,0.0
2009-01-12,-10.0
2009-01-28,14.8148
2009-02-23,-9.6774
2009-03-31,-6.4286
2009-04-09,0.0
2009-05-29,22.2901
2009-06-22,0.0
2009-07-09,-11.985
2009-07-10,-4.2553
2009-07-13,8.1481
2009-08-21,2.8767
2009-08-31,3.1957
2009-09-01,-8.3871
2009-09-02,-14.7887
2009-09-03,7.438
2009-09-08,5.3846
2009-09-09,2.1898
2009-10-01,-5.0
2009-10-05,-2.2556
2009-10-20,-4.6154
2009-10-22,8.871
2009-10-27,-9.6296
2009-11-04,0.0
2009-11-09,-1.6393
2009-11-13,0.0
2009-12-08,-6.6667
2009-12-15,16.0714
2010-01-12,-13.0769
2010-03-02,-0.885
2010-03-09,7.1429
2010-03-15,0.0
2010-04-09,16.6667
2010-04-12,-0.1429
2010-04-21,-14.1631
2010-04-23,-7.5
2010-05-21,8.1081
2010-06-17,-8.3333
2010-06-21,-9.0909
2010-07-26,95.0
2010-07-27,0.0
2010-08-05,5.1282
2010-08-06,0.0
2010-08-13,0.0
2010-08-25,0.0
2010-08-27,0.0
2010-09-15,-1.4634
2010-09-30,1.4851
