ticker,HCHC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-07-14,-7.5
2009-07-15,-1.3514
2009-07-16,0.0
2009-07-17,-4.1096
2009-07-20,0.2857
2009-07-21,-0.2849
2009-07-22,-1.4285999999999999
2009-07-23,-0.5797
2009-07-24,-0.8746
2009-07-27,0.0
2009-07-28,0.0
2009-07-29,-2.9412000000000003
2009-07-30,4.2424
2009-07-31,0.2907
2009-08-03,-1.4493
2009-08-04,0.0
2009-08-05,2.9412000000000003
2009-08-06,4.2857
2009-08-07,4.1096
2009-08-10,22.3684
2009-08-11,0.6452
2009-08-12,1.4957
2009-08-13,-1.0526
2009-08-14,21.2766
2009-08-17,0.8772
2009-08-18,-1.7391
2009-08-19,1.7699
2009-08-20,-0.8696
2009-08-21,5.2632
2009-08-24,4.0
2009-08-25,14.5833
2009-08-26,4.1958
2009-08-27,3.3557
2009-08-28,0.6494
2009-08-31,-1.2903
2009-09-01,-5.6209
2009-09-02,0.4155
2009-09-03,-3.4483
2009-09-04,0.0
2009-09-08,2.1429
2009-09-09,0.0
2009-09-10,-2.7972
2009-09-11,5.036
2009-09-14,2.0548
2009-09-15,-2.6846
2009-09-16,1.3793
2009-09-17,0.0
2009-09-18,0.0
2009-09-21,-0.2721
2009-09-22,0.2729
2009-09-23,0.6803
2009-09-24,0.6757
2009-09-25,-2.6846
2009-09-28,-6.2069
2009-09-29,2.9412000000000003
2009-09-30,-0.7143
2009-10-01,0.7194
2009-10-02,-2.1429
2009-10-05,-2.1898
2009-10-06,0.0
2009-10-07,1.4925
2009-10-08,5.0
2009-10-09,-1.2605
2009-10-12,0.7092
2009-10-13,-1.6901000000000002
2009-10-14,-1.1461000000000001
2009-10-15,0.0
2009-10-16,-3.6231999999999998
2009-10-19,5.2632
2009-10-20,0.7143
2009-10-22,-2.5532
2009-10-23,2.6201
2009-10-26,-0.2837
2009-10-27,0.9957
2009-10-28,0.7042
2009-10-29,-2.0979
2009-10-30,-1.4285999999999999
2009-11-02,-0.1449
2009-11-03,0.8708
2009-11-04,-4.3165
2009-11-05,2.2556
2009-11-06,-2.0588
2009-11-09,1.3514
2009-11-11,1.4815
2009-11-12,0.0
2009-11-13,0.0
2009-11-16,0.5839
2009-11-17,-4.7896
2009-11-18,0.1524
2009-11-19,2.4353
2009-11-20,-2.6746
2009-11-23,3.0534
2009-11-24,-2.2222
2009-11-25,1.9697
2009-11-27,-1.9316
2009-11-30,2.2727
2009-12-01,0.0
2009-12-02,1.4815
