ticker,CHSO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-03-08,0.0
2013-03-11,0.0
2013-05-06,0.0
2013-06-17,-19.2
2013-08-19,-49.505
2013-08-29,0.0
2013-08-30,-41.1765
2013-09-03,20.0
2013-09-04,-8.3333
2013-09-23,-15.1515
2013-10-08,0.0
2013-10-09,0.0
2013-10-14,0.0
2013-10-15,9.2857
2013-10-16,1.3072
2013-10-17,0.0
2013-10-18,-3.2258
2013-10-21,3.3333
2013-10-22,0.0
2013-10-23,0.0
2013-10-24,6.4516
2013-10-25,0.0
2013-10-28,9.0909
2013-10-29,0.0
2013-10-30,25.0
2013-10-31,-8.8889
2013-11-01,9.7561
2013-11-04,8.8889
2013-11-05,2.0408
2013-11-06,-2.0
2013-11-08,-2.1684
2013-11-11,4.3025
2013-11-12,6.0
2013-11-13,-3.7736
2013-11-14,7.8431
2013-11-15,9.0909
2013-11-18,-1.6667
2013-11-19,10.1695
2013-11-20,0.0
2013-11-21,0.0
2013-11-22,0.0
2013-11-25,4.6154
2013-11-26,17.647100000000002
2013-11-27,6.25
2013-11-29,1.1764999999999999
2013-12-02,10.4651
2013-12-03,5.2632
2013-12-04,9.0
2013-12-05,-10.0917
2013-12-06,3.0612
2013-12-09,6.9307
2013-12-10,-7.4074
2013-12-11,-15.0
2013-12-12,0.0
2013-12-13,-5.8824
2013-12-16,2.5
2013-12-17,-8.5213
2013-12-18,9.3151
2013-12-19,-3.6585
2013-12-20,2.5316
2013-12-23,-1.2346
2013-12-24,-6.25
2013-12-26,0.0
2013-12-27,0.0
2013-12-30,-6.6667
2013-12-31,0.0
2014-01-02,0.0
2014-01-03,0.0
2014-01-06,-14.2857
2014-01-07,16.6667
2014-01-08,0.0
2014-01-10,0.0
2014-01-13,0.0
2014-01-14,0.0
2014-01-15,0.0
2014-01-16,0.0
2014-01-17,-5.7143
2014-01-21,-1.5152
2014-01-22,-1.5385
2014-01-23,-6.2695
2014-01-24,-13.3153
2014-01-27,11.3462
2014-01-28,19.171
2014-01-29,0.0
2014-01-30,-7.2464
2014-01-31,-6.2305
2014-02-03,-0.0208
2014-02-04,9.8125
2014-02-05,-1.4513
2014-02-06,-15.3143
2014-02-07,9.1157
2014-02-10,0.0
2014-02-11,0.0
2014-02-12,0.0
2014-02-13,-24.9792
2014-02-14,22.1883
2014-02-18,-16.3068
2014-02-19,0.0
2014-02-20,22.4983
2014-02-21,-2.4607
2014-02-24,-9.0909
2014-02-25,0.0
2014-02-26,-9.9375
