ticker,TCPP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-12-04,100.0
2002-12-05,29.5455
2003-03-11,154.386
2003-03-12,-24.1379
2003-04-01,-9.0909
2003-04-04,-40.0
2003-04-07,83.3333
2003-04-09,18.1818
2003-04-30,-15.3846
2003-05-01,0.0
2003-05-07,0.0
2003-05-28,-63.6364
2003-07-01,0.0
2003-07-24,150.0
2003-08-19,-76.0
2003-09-12,358.3333
2003-09-15,0.0
2003-11-05,83.6364
2003-11-06,-0.9901
2003-11-07,-25.0
2003-11-10,0.0
2004-01-26,26.6667
2004-01-30,0.0
2004-02-24,6.3158
2004-02-25,-65.3465
2004-04-12,242.8571
2004-04-15,25.0
2004-04-19,0.0
2004-04-21,-6.6667
2004-04-23,-42.8571
2004-04-26,87.5
2004-04-27,-45.3333
2004-04-28,46.3415
2004-04-30,-30.0
2004-05-03,0.0
2004-05-05,0.0
2004-05-06,19.0476
2004-05-12,-8.0
2004-05-13,-8.6957
2004-05-14,78.5714
2004-07-12,-33.3333
2004-07-28,-56.0
2004-08-09,-40.9091
2004-08-11,-7.6923
2004-08-19,65.0
2004-09-24,-48.4848
2004-10-29,-35.2941
2004-11-04,66.6667
2004-11-11,-18.1818
2004-11-17,13.3333
2004-12-08,7.8431
2004-12-13,0.0
2004-12-27,0.0
2005-01-26,0.0
2005-02-16,36.3636
2005-02-17,-20.0
2005-04-12,-50.0
2005-04-13,-6.6667
2005-04-20,260.7143
2005-04-22,3.9604
2005-05-23,-3.8095
2005-06-08,0.9901
2005-07-01,-0.9804
2005-08-04,-25.7426
2005-12-06,-60.0
2006-04-11,0.0
2006-04-25,-10.0
2006-05-18,0.0
2006-05-22,0.0
2006-06-20,11.1111
2006-08-14,-33.3333
2006-11-09,25.0
2006-11-10,0.0
2006-11-17,20.0
2006-11-20,-6.6667
2006-11-30,28.5714
2006-12-01,19.4444
2006-12-14,-30.2326
2006-12-20,0.0
2007-03-13,-16.6667
2007-07-16,-20.0
2007-08-16,-25.0
2007-09-14,-20.0
2007-10-08,0.0
2007-10-30,0.0
2007-11-29,-16.6667
2007-12-03,-10.0
2008-04-17,-11.1111
2008-05-29,0.0
2009-01-27,-37.5
2009-01-30,0.0
2009-08-26,0.0
2009-08-27,0.0
2009-08-28,0.0
2010-04-01,0.0
2010-06-23,0.0
2010-07-20,0.0
2010-12-23,0.0
2010-12-29,0.0
2011-12-14,-20.0
2012-03-22,0.0
2012-05-31,0.0
2012-11-27,250.0
2013-01-08,-28.5714
