ticker,TCPP US Equity
2013-10-16,-50.0
2014-01-29,-20.0
2014-04-28,-25.0
2014-09-05,-16.6667
2014-11-24,100.0
2014-12-04,100.0
2014-12-09,-60.0
2015-07-10,0.0
2016-01-06,0.0
2016-01-28,0.0
2016-03-23,-23.125
2016-04-04,-34.9593
2016-04-05,0.0
2016-04-06,0.0
2016-04-07,23.125
2016-05-10,-18.7817
2016-05-11,0.0
2016-05-12,50.0
2017-10-02,-16.6667
2017-10-06,40.0
2017-10-12,-28.5714
2018-12-18,20.0
2019-01-10,63.6667
2019-02-19,-18.5336
2019-02-20,75.0
2019-02-28,28.5714
2019-03-05,322.2222
2019-03-06,78.6842
2019-03-07,-17.5258
2019-03-08,-42.8571
2019-03-11,61.875
2019-03-13,-3.4749
2019-03-18,-50.0
2019-03-19,0.0
2019-03-20,8.0
2019-03-21,66.6667
2019-03-26,-42.2222
2019-03-27,-19.2308
2019-04-01,-9.5238
2019-04-04,52.6316
2019-04-05,-13.7931
2019-04-08,16.0
2019-04-09,72.4138
2019-04-10,-2.4
2019-04-11,0.0
2019-04-16,-38.5246
2019-04-18,-10.0
2019-04-22,-7.4074
2019-04-23,0.0
2019-04-29,8.0
2019-04-30,44.4444
2019-05-06,-43.0769
2019-05-09,70.2252
2019-05-14,-41.7835
2019-05-15,-9.0909
2019-05-16,0.0
2019-05-24,25.0
2019-05-30,0.0
2019-06-20,0.0
2019-06-21,38.0
2019-06-28,-27.5362
2019-07-09,-8.0
2019-07-18,0.0
2019-07-23,-4.3478
2019-07-24,-31.8182
2019-07-29,0.0
2019-08-01,333.3333
2019-08-02,6.1538
2019-08-05,-43.1884
2019-08-06,-3.0357
2019-08-07,31.2812
2019-08-08,35.2705
2019-08-09,-25.9259
2019-08-12,-20.0
2019-08-13,45.0
2019-08-19,-45.6897
2019-08-20,-6.5397
2019-08-21,-14.3342
2019-08-22,0.0
2019-08-23,3.0928
2019-08-27,0.0
2019-08-29,3.8846
2019-08-30,-3.7394
2019-09-03,73.0769
2019-09-05,-41.1111
2019-09-06,50.9434
2019-09-09,37.5
2019-09-10,-18.1818
2019-09-11,-13.3333
2019-09-12,0.0
2019-09-18,-23.0769
2019-09-19,73.3333
2019-09-20,-0.3846
2019-09-23,-32.4324
2019-09-24,0.0
2019-09-25,-14.2857
2019-09-26,-16.6667
2019-10-01,56.0
2019-10-02,0.0
2019-10-03,2.5641
2019-10-04,0.0
2019-10-07,-5.0
2019-10-08,26.3158
2019-10-09,-47.6458
2019-10-10,79.0688
2019-10-11,0.0
2019-10-14,-33.0444
2019-10-15,49.3528
2019-10-16,-0.0222
2019-10-22,0.0222
2019-10-23,-13.3333
2019-10-24,-20.2564
2019-10-25,0.0
2019-10-28,0.0
2019-10-29,24.7588
2019-10-31,0.5155
2019-11-01,-10.1282
2019-11-05,-11.2696
2019-11-06,3.2154
2019-11-08,-3.1153
2019-11-11,0.0
2019-11-13,0.0
2019-11-15,0.0
2019-11-18,0.0
2019-11-19,0.0
2019-11-20,0.0
2019-11-21,0.0
2019-11-22,0.0
2019-11-27,2.4116
2019-12-04,-5.8085
2019-12-10,4.0
2019-12-12,-3.8462
2019-12-16,-10.0
2019-12-26,-3.7037
2020-01-15,20.9231
2020-01-24,0.0
2020-02-05,-17.3028
2020-02-07,20.6923
2020-02-14,0.0
2020-03-11,-22.8171
2020-03-12,0.0
2020-03-18,0.0
2020-03-24,0.0
2020-04-06,0.0
2020-05-04,0.0
2020-05-05,-17.4236
2020-05-26,20.0
2020-06-04,0.0
2020-06-10,-37.5
2020-06-12,26.6667
2020-06-15,-21.0526
2020-06-16,26.6667
2020-06-22,15.7895
2020-07-09,-9.0909
2020-07-16,-25.0
2020-07-17,0.0
2020-07-31,133.3333
