ticker,TFSL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-04-24,0.7634
2007-04-25,0.0
2007-04-26,-0.0842
2007-04-27,-0.5897
2007-04-30,-0.678
2007-05-01,-0.0853
2007-05-02,1.7079
2007-05-03,0.7557
2007-05-04,1.3333
2007-05-07,0.0
2007-05-08,0.2467
2007-05-09,0.9024
2007-05-10,0.1626
2007-05-11,0.0812
2007-05-14,0.4055
2007-05-15,0.8078
2007-05-16,0.0801
2007-05-17,-0.5604
2007-05-18,0.2415
2007-05-21,-0.9639
2007-05-22,0.0811
2007-05-23,-0.081
2007-05-24,-0.0811
2007-05-25,-0.1623
2007-05-29,-0.5691
2007-05-30,-0.2453
2007-05-31,-0.5738
2007-06-01,-0.2473
2007-06-04,1.0744
2007-06-05,0.5724
2007-06-06,-0.813
2007-06-07,-0.4918
2007-06-08,-0.4119
2007-06-11,0.6617
2007-06-12,-0.5752
2007-06-13,0.4959
2007-06-14,0.4934
2007-06-15,0.9002
2007-06-18,-1.2165
2007-06-19,-0.821
2007-06-20,0.2483
2007-06-21,-0.9083
2007-06-22,0.0833
2007-06-25,-1.4155
2007-06-26,0.0
2007-06-27,-0.9291
2007-06-28,-1.1083
2007-06-29,-0.5172
2007-07-02,-0.0867
2007-07-03,0.0
2007-07-05,0.5204
2007-07-06,0.1726
2007-07-09,-0.0861
2007-07-10,-0.8621
2007-07-11,-0.1739
2007-07-12,-0.4355
2007-07-13,-0.9624
2007-07-16,-2.5618
2007-07-17,-0.544
2007-07-18,0.7293
2007-07-19,3.621
2007-07-20,3.4923
2007-07-23,-0.3376
2007-07-24,-1.6088
2007-07-25,-0.1721
2007-07-26,-1.8103
2007-07-27,-0.3512
2007-07-30,0.4405
2007-07-31,-0.3509
2007-08-01,0.088
2007-08-02,0.6157
2007-08-03,-3.7587
2007-08-06,0.3633
2007-08-07,-2.8054
2007-08-08,1.9553
2007-08-09,-2.3744
2007-08-10,2.9935
2007-08-13,-1.4532
2007-08-14,-1.659
2007-08-15,1.5933000000000002
2007-08-16,2.6753
2007-08-17,2.2462
2007-08-20,-0.1757
2007-08-21,2.2887
2007-08-22,-0.2582
2007-08-23,-0.9491
2007-08-24,1.3066
2007-08-27,-0.4299
2007-08-28,-0.8636
2007-08-29,0.8711
2007-08-30,-0.0864
2007-08-31,0.2593
2007-09-04,-0.431
2007-09-05,1.9048
2007-09-06,-1.0195
2007-09-07,2.1459
2007-09-10,-0.5042
2007-09-11,1.2669000000000001
2007-09-12,-0.3336
