ticker,TICJ US Equity
2006-04-26,0.0
2006-04-27,0.0
2006-04-28,-6.6667
2006-05-01,0.0
2006-05-02,7.1429
2006-05-03,0.0
2006-05-04,-6.6667
2006-05-10,-14.2857
2006-05-11,-16.6667
2006-05-12,40.0
2006-05-15,21.4286
2006-05-16,0.0
2006-05-18,-41.1765
2006-05-19,0.0
2006-05-22,100.0
2006-05-30,-75.0
2006-05-31,280.0
2006-06-02,-73.6842
2006-06-05,20.0
2006-06-09,233.3333
2006-06-13,-75.0
2006-06-14,0.0
2006-06-23,0.0
2006-07-05,0.0
2006-07-07,0.0
2006-07-12,0.0
2006-07-13,0.0
2006-07-20,0.0
2006-07-21,100.0
2006-07-24,20.0
2006-08-08,-58.3333
2006-08-10,0.0
2006-08-18,60.0
2006-08-25,0.0
2006-08-28,6.25
2006-08-31,-41.1765
2006-09-01,140.0
2006-09-05,-50.0
2006-09-06,33.3333
2006-09-07,-12.5
2006-09-08,85.7143
2006-09-11,69.2308
2006-09-12,40.9091
2006-09-13,22.5806
2006-09-14,-15.7895
2006-09-15,-9.375
2006-09-18,10.3448
2006-09-19,18.75
2006-09-20,-2.6316
2006-09-21,-13.5135
2006-09-22,-25.0
2006-09-25,16.6667
2006-09-26,-14.2857
2006-09-27,-16.6667
2006-09-28,-12.5
2006-09-29,14.2857
2006-10-02,-30.0
2006-10-03,0.0
2006-10-04,-21.4286
2006-10-05,0.0
2006-10-06,0.0
2006-10-09,9.0909
2006-10-10,8.3333
2006-10-11,0.0
2006-10-12,7.6923
2006-10-13,28.5714
2006-10-16,5.5556
2006-10-17,26.3158
2006-10-18,12.5
2006-10-19,3.7037
2006-10-20,-7.1429
2006-10-23,-7.6923
2006-10-24,-16.6667
2006-10-25,0.0
2006-10-26,5.0
2006-10-27,-4.7619
2006-10-30,10.0
2006-10-31,0.0
2006-11-01,9.0909
2006-11-02,-16.6667
2006-11-03,-2.5
2006-11-06,33.3333
2006-11-07,-23.0769
2006-11-08,10.0
2006-11-09,-4.5455
2006-11-10,-4.7619
2006-11-13,-10.0
2006-11-14,22.2222
2006-11-15,13.6364
2006-11-16,20.0
2006-11-17,-20.0
2006-11-20,4.1667
2006-11-21,-4.0
2006-11-22,4.1667
2006-11-24,-8.0
2006-11-27,-13.0435
2006-11-28,15.0
2006-11-29,8.6957
2006-11-30,0.0
2006-12-01,4.0
2006-12-04,-7.6923
2006-12-05,0.0
2006-12-06,-8.3333
2006-12-07,-2.2727
2006-12-08,0.0
2006-12-11,-11.6279
2006-12-12,-21.0526
2006-12-13,-12.5833
2006-12-14,25.8341
2006-12-15,9.0909
2006-12-18,11.1111
2006-12-19,-5.0
2006-12-20,-5.2632
2006-12-21,0.0
2006-12-22,-5.5556
2006-12-26,0.0
2006-12-27,0.0
2006-12-28,11.7647
2006-12-29,-7.8947
2007-01-03,2.8571
2007-01-04,-5.5556
2007-01-05,0.0
2007-01-08,5.8824
2007-01-09,-5.5556
2007-01-10,-11.7647
2007-01-11,-1.3333
2007-01-12,-2.027
2007-01-16,-3.4483
2007-01-17,0.0
2007-01-18,0.0
2007-01-19,0.0
2007-01-22,-7.1429
2007-01-23,15.3846
2007-01-24,-3.3333
2007-01-25,-6.8966
2007-01-26,7.4074
2007-01-29,-6.8966
2007-01-30,3.7037
2007-01-31,0.0
2007-02-01,-7.1429
2007-02-02,0.0
2007-02-05,-7.6923
2007-02-06,-8.3333
2007-02-07,0.0
2007-02-08,0.0
2007-02-09,0.0
2007-02-12,-9.0909
2007-02-13,-10.0
2007-02-14,-11.1111
2007-02-15,6.25
2007-02-16,-5.8824
2007-02-20,-12.5
2007-02-21,0.0
2007-02-22,-14.2857
2007-02-23,0.0
2007-02-26,8.3333
2007-02-27,0.0
2007-02-28,6.1538
2007-03-01,1.4493
2007-03-02,0.0
2007-03-05,0.0
2007-03-06,0.0
2007-03-07,14.2857
2007-03-08,6.25
2007-03-09,5.8824
2007-03-12,-11.1111
2007-03-13,-12.5
2007-03-14,0.0
2007-03-15,0.0
2007-03-16,14.2857
2007-03-19,12.3438
2007-03-20,0.0
2007-03-21,-16.5508
2007-03-22,-20.0
2007-03-23,0.0
2007-03-26,8.3333
2007-03-27,-7.6923
2007-03-28,0.0
2007-03-29,0.0
2007-03-30,16.6667
2007-04-02,0.0
2007-04-03,7.1429
2007-04-04,-6.6667
2007-04-05,0.0
2007-04-09,0.0
2007-04-10,0.0
2007-04-11,8.5714
2007-04-12,5.2632
2007-04-13,-12.5
2007-04-16,-7.1429
2007-04-17,-15.3846
2007-04-18,18.1818
2007-04-19,23.0769
2007-04-20,0.0
2007-04-23,-15.0
2007-04-24,2.9412000000000003
2007-04-25,0.0
2007-04-26,-21.4286
2007-04-27,20.0
2007-04-30,-9.0909
2007-05-01,8.3333
2007-05-03,3.8462
2007-05-04,3.7037
2007-05-07,14.2857
2007-05-08,-12.5
2007-05-11,-14.2857
2007-05-14,4.1667
2007-05-15,12.0
2007-05-16,14.2857
2007-05-17,-18.75
2007-05-18,7.6923
2007-05-21,0.0
2007-05-22,-10.7143
2007-05-24,4.0
2007-05-25,0.0
2007-05-29,-15.3846
2007-05-30,25.4545
2007-05-31,-17.3913
2007-06-01,-12.2807
2007-06-04,14.0
2007-06-05,-3.5088
2007-06-06,25.4545
2007-06-07,-20.2899
2007-06-08,-7.2727
2007-06-11,-1.9607999999999999
2007-06-12,0.0
2007-06-13,0.0
2007-06-14,0.0
2007-06-15,14.0
2007-06-18,-12.2807
2007-06-19,39.75
2007-06-20,0.1789
2007-06-21,-14.2857
2007-06-22,-5.0
2007-06-25,1.7544
2007-06-26,-1.7241
2007-06-27,0.0
2007-06-28,0.0
2007-06-29,1.7544
2007-07-03,-5.1724
2007-07-05,9.0909
2007-07-06,-8.3333
2007-07-09,5.4545
2007-07-11,-1.7241
2007-07-12,0.0
2007-07-16,-3.5088
2007-07-17,0.0
2007-07-18,-9.0909
2007-07-19,0.0
2007-07-20,0.0
2007-07-23,0.0
2007-07-24,0.0
2007-07-25,0.0
2007-07-26,0.0
2007-07-27,6.0
2007-07-30,-5.6604
2007-07-31,20.0
2007-08-01,0.0
2007-08-02,0.0
2007-08-06,0.0
2007-08-07,-1.6667
2007-08-08,1.6949
2007-08-10,0.0
2007-08-15,0.0
2007-08-20,0.0
2007-08-23,-16.6667
2007-08-24,-20.0
2007-08-27,0.0
2007-08-28,25.0
2007-08-30,-40.0
2007-08-31,66.6667
2007-09-04,0.0
2007-09-05,-30.0
2007-09-06,0.0
2007-09-07,0.0
2007-09-10,0.0
2007-09-11,28.5714
2007-09-12,-11.1111
2007-09-13,25.0
2007-09-14,-20.0
2007-09-17,25.0
2007-09-18,0.0
2007-09-19,0.0
2007-09-20,0.0
2007-09-21,0.0
2007-09-24,0.0
2007-09-25,20.0
2007-09-26,41.6667
2007-09-27,-5.8824
2007-09-28,6.25
2007-10-01,0.0
2007-10-02,11.7647
2007-10-03,5.2632
2007-10-04,0.0
2007-10-05,0.0
2007-10-08,0.0
2007-10-09,-10.0
2007-10-10,0.0
2007-10-11,0.0
2007-10-12,0.0
2007-10-15,-5.5556
2007-10-16,5.8824
2007-10-17,-5.5556
2007-10-22,5.8824
2007-10-23,22.2222
2007-10-24,-9.0909
2007-10-26,20.0
2007-10-29,-8.3333
2007-10-30,-18.1818
2007-10-31,0.0
2007-11-01,0.0
2007-11-02,11.1111
2007-11-05,0.0
2007-11-06,0.0
2007-11-07,0.0
2007-11-08,0.0
2007-11-09,0.0
2007-11-12,0.0
2007-11-14,0.0
2007-11-16,0.0
2007-11-19,0.0
2007-11-20,0.0
2007-11-21,0.0
2007-11-26,-35.0
2007-11-27,0.0
2007-11-28,53.8462
2007-11-29,-10.0
2007-11-30,-27.7778
2007-12-03,-7.6923
2007-12-04,50.0
2007-12-05,-22.3611
2007-12-06,0.1789
2007-12-07,0.0
2007-12-10,-14.2857
2007-12-11,16.6667
2007-12-12,-28.5714
2007-12-13,20.0
2007-12-14,30.0
2007-12-17,-6.4103
2007-12-18,-4.2808
2007-12-19,28.8014
2007-12-20,0.0
2007-12-21,-5.5556
2007-12-24,-5.8824
2007-12-26,6.25
2007-12-27,5.8824
2007-12-28,-33.3333
2007-12-31,25.0
2008-01-02,6.6667
2008-01-03,0.0
2008-01-04,0.0
2008-01-07,0.0
2008-01-08,-6.25
2008-01-09,6.6667
2008-01-10,-12.5
2008-01-11,-21.4286
2008-01-14,27.2727
2008-01-15,0.0
2008-01-16,7.1429
2008-01-17,0.0
2008-01-18,0.0
2008-01-22,-6.6667
2008-01-23,-28.5714
2008-01-24,20.0
2008-01-25,8.3333
2008-01-28,-15.3846
2008-01-29,18.1818
2008-01-30,0.0
2008-01-31,0.0
2008-02-01,-23.0769
2008-02-04,20.0
2008-02-05,16.6667
2008-02-06,0.0
2008-02-07,-14.2857
2008-02-08,16.6667
2008-02-11,7.1429
2008-02-12,-6.6667
2008-02-13,0.0
2008-02-14,-14.2857
2008-02-19,-16.6667
2008-02-20,0.0
2008-02-21,40.0
2008-02-22,-57.1429
2008-02-25,116.6667
2008-02-26,0.0
2008-02-29,0.0
2008-03-03,-7.6923
2008-03-04,8.3333
2008-03-05,0.0
2008-03-06,0.0
2008-03-07,-15.3846
2008-03-10,-27.2727
2008-03-11,0.0
2008-03-12,57.5
2008-03-14,0.0
2008-03-18,-4.7619
2008-03-20,0.0
2008-03-24,-33.3333
2008-03-25,0.0
2008-03-26,50.0
2008-03-27,0.0
2008-03-28,-33.3333
2008-03-31,17.5
2008-04-02,-4.2553
2008-04-03,4.4444
2008-04-07,6.383
2008-04-08,0.0
2008-04-14,-2.0
2008-04-15,-59.1837
2008-04-16,50.0
2008-04-21,16.6667
2008-04-22,0.0
2008-04-23,-14.2857
2008-04-24,0.0
2008-04-25,63.3333
2008-04-28,12.2449
2008-04-29,-27.2727
2008-04-30,0.0
2008-05-01,0.0
2008-05-05,0.0
2008-05-06,0.0
2008-05-07,-37.5
2008-05-08,140.0
2008-05-09,0.0
2008-05-12,-16.6667
2008-05-13,-2.0
2008-05-16,2.0408
2008-05-19,20.0
2008-05-21,0.0
2008-05-27,-16.6667
2008-06-04,0.0
2008-06-05,-56.0
2008-06-06,-9.0909
2008-06-09,0.0
2008-06-10,0.0
2008-06-13,150.0
2008-06-16,0.0
2008-06-17,-20.0
2008-06-18,-25.0
2008-06-19,0.0
2008-06-20,66.6667
2008-06-23,-20.0
2008-06-24,-45.0
2008-06-26,0.0
2008-06-27,0.0
2008-06-30,-54.5455
2008-07-01,0.0
2008-07-02,0.0
2008-07-03,0.0
2008-07-07,0.0
2008-07-09,0.0
2008-07-10,0.0
2008-07-16,0.0
2008-07-21,0.0
2008-07-23,110.0
2008-07-24,-4.7619
2008-07-29,0.0
2008-07-30,-5.0
2008-07-31,-47.3684
2008-08-04,100.0
2008-08-06,-70.0
2008-08-08,66.6667
2008-08-11,-40.0
2008-08-12,16.6667
2008-08-13,-14.2857
2008-08-21,66.6667
2008-08-25,100.0
2008-08-27,-5.0
2008-08-29,0.0
2008-09-02,-39.4737
2008-09-03,65.2174
2008-09-05,-15.7895
2008-09-12,-25.0
2008-09-15,-50.0
2008-09-16,0.0
2008-09-18,66.6667
2008-09-19,25.0
2008-09-22,4.0
2008-09-23,15.3846
2008-09-24,-10.0
2008-09-30,11.1111
2008-10-08,-99.1667
2008-10-10,0.0
2008-10-27,0.0
2008-10-28,0.0
2008-10-29,600.0
2008-10-30,-28.5714
2008-11-04,1340.0
2008-11-05,-98.6111
2008-11-06,2300.0
2008-11-11,0.0
2008-11-17,0.0
2008-11-20,0.0
2008-11-28,0.0
2008-12-02,200.0
2008-12-05,-66.6667
2008-12-08,233.3333
2008-12-09,-11.25
2008-12-11,-4.2254
2008-12-12,5.8824
2008-12-16,-88.8889
2008-12-17,700.0
2008-12-18,-12.5
2008-12-23,-98.2143
2008-12-29,0.0
2008-12-30,0.0
2008-12-31,0.0
2009-01-02,3900.0
2009-01-05,-97.5
2009-01-06,0.0
2009-01-16,800.0
2009-01-20,433.3333
2009-01-27,-16.6667
2009-01-28,60.0
2009-01-30,-98.4375
2009-02-02,0.0
2009-02-19,6300.0
2009-02-20,0.0
2009-03-16,-98.4375
2009-03-18,4700.0
2009-03-19,-83.3333
2009-03-20,-87.5
2009-04-02,-99.2
2009-04-13,100.0
2009-04-22,200.0
2009-07-17,-83.3333
2012-08-28,-87.5
2017-10-31,-20.0
