ticker,AAMC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-12-14,100.0
2012-12-17,116.6667
2012-12-18,23.0769
2012-12-19,5.0
2012-12-20,-4.4643
2012-12-21,-0.3115
2012-12-24,0.0
2012-12-26,-3.75
2012-12-27,-23.3766
2012-12-28,22.6271
2012-12-31,13.3379
2013-01-02,-7.3171
2013-01-03,6.9079
2013-01-04,4.6154
2013-01-07,-6.1176
2013-01-08,0.2506
2013-01-09,5.0
2013-01-10,16.6667
2013-01-11,8.6735
2013-01-14,12.6761
2013-01-15,-8.3333
2013-01-16,-4.8182
2013-01-17,-2.4737
2013-01-18,14.5823
2013-01-22,8.1197
2013-01-23,-5.1383
2013-01-24,-4.7917
2013-01-25,-0.1313
2013-01-28,4.6012
2013-01-29,4.734
2013-01-30,-0.2
2013-01-31,0.8016
2013-02-01,-0.1988
2013-02-04,0.3984
2013-02-05,0.7937
2013-02-06,-0.4724
2013-02-07,-1.1076
2013-02-08,3.2
2013-02-11,4.6512
2013-02-12,-7.4074
2013-02-13,1.76
2013-02-14,-1.7296
2013-02-15,-0.08
2013-02-19,-4.5236
2013-02-20,-3.5639
2013-02-21,-4.3478
2013-02-22,8.6364
2013-02-25,-0.4184
2013-02-26,3.5714
2013-02-27,-3.4483
2013-02-28,9.0336
2013-03-01,0.0
2013-03-04,0.3854
2013-03-05,0.5758
2013-03-06,1.145
2013-03-07,-0.3774
2013-03-08,-2.6515
2013-03-11,0.5058
2013-03-12,0.6659
2013-03-13,1.5307
2013-03-14,4.9242
2013-03-15,3.9711
2013-03-18,-1.9097
2013-03-19,1.4159
2013-03-20,3.3159
2013-03-21,-8.1081
2013-03-22,0.0
2013-03-25,-0.7353
2013-03-26,0.3704
2013-03-27,-0.369
2013-03-28,0.0
2013-04-01,-3.7037
2013-04-02,0.0
2013-04-03,-0.5385
2013-04-04,0.1547
2013-04-05,-0.888
2013-04-08,1.2854999999999999
2013-04-09,1.7308
2013-04-10,-0.9452
2013-04-11,0.1908
2013-04-12,1.5238
2013-04-15,-2.439
2013-04-16,0.5769
2013-04-17,1.3384
2013-04-18,-0.3774
2013-04-19,0.0758
2013-04-22,4.4663
2013-04-23,5.7971
2013-04-24,3.4247
2013-04-25,31.7881
2013-04-26,6.0302
2013-04-29,-5.2133
2013-04-30,0.0
2013-05-01,-3.495
2013-05-02,1.031
2013-05-03,4.1026
2013-05-06,8.3744
2013-05-07,3.8636
2013-05-08,1.0941
2013-05-09,12.5108
2013-05-10,7.7337
