ticker,PTCO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-06-16,0.0
2015-06-17,0.0
2015-06-19,0.0
2015-06-22,0.0
2015-06-30,-25.0
2015-07-02,0.0
2015-07-15,33.3333
2015-07-20,-5.0
2015-07-21,-7.8947
2015-07-22,-14.2857
2015-07-23,83.3333
2015-07-24,21.8182
2015-07-27,0.597
2015-07-28,21.6617
2015-07-29,22.1951
2015-07-30,-7.1856
2015-07-31,10.7527
2015-08-03,-30.0971
2015-08-04,70.0
2015-08-05,11.1111
2015-08-06,-4.5588
2015-08-07,-7.3478
2015-08-10,14.0838
2015-08-11,5.5576
2015-08-12,7.6989
2015-08-13,25.02
2015-08-14,-11.6923
2015-08-17,-4.7038
2015-08-18,-2.1785
2015-08-19,11.7583
2015-08-20,0.8919
2015-08-21,-16.6851
2015-08-24,18.9489
2015-08-25,-15.2613
2015-08-26,-6.5789
2015-08-27,-21.1268
2015-08-28,25.0
2015-08-31,7.1429
2015-09-01,-13.3333
2015-09-02,-19.0769
2015-09-03,15.7795
2015-09-04,-4.7619
2015-09-08,-22.5862
2015-09-09,-46.5479
2015-09-10,-14.5833
2015-09-11,-44.878
2015-09-14,-5.3097
2015-09-15,-21.4953
2015-09-16,-22.619
2015-09-17,-13.8462
2015-09-18,-12.5
2015-09-21,-22.449
2015-09-22,52.6316
2015-09-23,-30.7112
2015-09-24,-27.8383
2015-09-25,1.7241
2015-09-28,-5.0847
2015-09-29,7.1429
2015-09-30,0.0
2015-10-01,3.3333
2015-10-02,3.2258
2015-10-05,-3.125
2015-10-06,-6.4516
2015-10-07,-5.1724
2015-10-08,4.7727
2015-10-09,4.1215
2015-10-12,-3.3333
2015-10-13,-4.7414
2015-10-14,7.9186
2015-10-15,-4.4025
2015-10-16,3.5088
2015-10-19,-0.4237
2015-10-20,11.9149
2015-10-21,-3.0418
2015-10-22,-8.6275
2015-10-23,0.2146
2015-10-26,14.1328
2015-10-27,-9.5685
2015-10-28,7.4689
2015-10-29,-1.1583
2015-10-30,-5.8594
2015-11-02,1.6598000000000002
2015-11-03,7.7551
2015-11-04,0.0
2015-11-05,-8.7121
2015-11-06,3.3195
2015-11-09,-10.0402
2015-11-10,0.0
2015-11-11,0.0
2015-11-12,7.5893
2015-11-13,-0.4149
2015-11-16,5.0
2015-11-17,1.5873
2015-11-18,68.75
2015-11-19,29.3981
2015-11-20,-28.4436
2015-11-23,-16.0
2015-11-24,4.7619
2015-11-25,2.2727
2015-11-27,7.7778
