ticker,IOFB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-10,-7.3298
2000-01-19,1.1299
2000-02-15,7.2626
2000-03-13,-6.7708
2000-03-22,2.7933
2000-04-13,-3.4664
2000-05-02,4.5455
2000-05-05,-4.3478
2000-05-10,4.5455
2000-06-01,-3.2609
2000-07-06,0.9528
2000-07-10,-19.1011
2000-07-13,22.2222
2000-07-24,0.0
2000-07-25,0.0
2000-07-27,4.5455
2000-08-02,-4.3478
2000-08-11,3.4091
2000-08-14,1.0989
2000-08-18,-1.087
2000-08-23,-1.0989
2000-09-21,2.2222
2000-09-26,0.0
2000-10-06,-0.1755
2000-10-11,1.0989
2000-10-24,-3.2609
2000-10-25,-1.1236
2000-10-26,0.0
2000-10-31,0.0
2000-11-06,0.0
2000-11-07,3.4091
2000-11-20,-5.4945
2000-11-21,4.6512
2000-11-22,-3.3333
2000-12-07,-3.4483
2000-12-08,-7.1429
2000-12-22,-4.4872
2000-12-27,0.0
2001-01-08,10.0244
2001-01-22,3.7037
2001-01-25,7.1429
2001-02-09,-15.0
2001-02-21,4.5752
2001-02-22,-0.625
2001-02-26,0.6289
2001-03-14,15.0
2001-03-19,3.2609
2001-03-26,-18.1895
2001-04-16,-1.9481000000000002
2001-04-24,16.5563
2001-05-08,-9.0909
2001-05-09,5.0
2001-05-10,3.5714
2001-05-22,-2.069
2001-06-18,-0.2347
2001-06-21,-1.8353000000000002
2001-06-22,-0.5753
2001-06-25,0.0
2001-07-05,-3.2651
2001-07-06,-0.5038
2001-07-13,8.8608
2001-07-17,0.0
2001-07-27,-2.3256
2001-08-01,-4.7619
2001-08-03,-0.05
2001-08-07,5.0525
2001-08-08,0.0
2001-08-27,3.5714
2001-09-04,-7.5862
2001-09-10,-0.4975
2001-09-17,8.75
2001-10-12,-6.4097
2001-10-23,-0.2481
2001-10-24,5.5224
2001-12-05,-3.3475
2001-12-24,-0.4878
2001-12-28,10.2941
2002-01-02,-4.4444
2002-01-03,-3.2558
2002-01-08,2.078
2002-01-24,0.5714
2002-01-28,-0.3314
2002-02-07,0.9501
2002-03-05,0.0
2002-03-07,1.1764999999999999
2002-03-11,4.6512
2002-03-12,-3.3333
2002-03-13,-0.6897
2002-03-20,1.8519
2002-03-25,-1.8182
2002-04-02,2.936
2002-04-16,-1.3636
2002-04-17,2.5346
2002-05-28,7.8652
2002-06-06,0.0
2002-06-10,-2.0833
2002-06-18,-0.6383
2002-07-22,5.9574
2002-07-30,2.0408
2002-08-02,-2.0
