ticker,REKR US Equity
2018-02-14,0.0
2018-02-15,0.0
2018-02-20,-10.5714
2018-02-21,11.8211
2018-02-22,0.0
2018-02-23,6.6514
2018-02-26,0.4608
2018-02-27,3.9733
2018-02-28,-6.276
2018-03-01,-0.9386
2018-03-08,-3.3149
2018-03-09,0.0
2018-03-12,12.857099999999999
2018-03-13,-1.2658
2018-03-14,-15.641
2018-03-15,16.7173
2018-03-16,-11.4583
2018-03-19,8.8206
2018-03-20,-8.1056
2018-03-21,0.0
2018-03-22,0.0
2018-03-23,0.8824
2018-03-26,6.9971
2018-03-27,-7.3568999999999996
2018-04-02,5.2941
2018-04-03,0.5587
2018-04-04,-5.5556
2018-04-05,-2.4882
2018-04-06,8.5842
2018-04-09,4.1667
2018-04-11,-17.3333
2018-04-12,-2.9
2018-04-13,12.6208
2018-04-16,-18.8791
2018-04-17,-12.7273
2018-04-18,4.0667
2018-04-19,3.2992
2018-04-20,-1.1628
2018-04-23,0.0
2018-04-24,15.2941
2018-04-25,3.0646
2018-04-26,5.6071
2018-04-27,-10.625
2018-04-30,2.3217
2018-05-01,-2.269
2018-05-02,0.0
2018-05-03,-1.2551999999999999
2018-05-04,-6.1648
2018-05-07,2.6414999999999997
2018-05-08,-2.5735
2018-05-09,-1.5093999999999999
2018-05-10,-3.8314
2018-05-11,-0.3984
2018-05-14,3.6
2018-05-15,3.8571
2018-05-16,-9.6621
2018-05-17,-15.6379
2018-05-18,6.8293
2018-05-21,-10.9589
2018-05-22,-14.359
2018-05-23,3.0659
2018-05-24,6.9022
2018-05-25,-15.2174
2018-05-29,7.6923
2018-05-30,-3.5714
2018-05-31,2.7778
2018-06-01,0.9009
2018-06-04,9.631
2018-06-05,-9.3278
2018-06-06,16.7066
2018-06-07,-2.2781000000000002
2018-06-08,5.0089
2018-06-11,-2.04
2018-06-12,-8.6362
2018-06-13,3.9106
2018-06-14,1.0753
2018-06-15,0.5479
2018-06-18,-14.2993
2018-06-19,-1.8519
2018-06-20,9.434
2018-06-21,-4.023
2018-06-22,-2.9939999999999998
2018-06-25,8.0185
2018-06-26,-6.8518
2018-06-27,4.3006
2018-06-28,2.9351000000000003
2018-06-29,-6.8571
2018-07-02,1.7974999999999999
2018-07-03,2.4528
2018-07-05,-5.8824
2018-07-06,5.3313
2018-07-09,0.2789
2018-07-10,0.5917
2018-07-11,3.6353
2018-07-12,-2.3272
2018-07-13,-2.9520999999999997
2018-07-16,0.0
2018-07-17,8.3832
2018-07-18,-3.2597
2018-07-19,0.7424
2018-07-20,1.4739
2018-07-23,0.0447
2018-07-24,-13.4465
2018-07-25,-6.2581
2018-07-26,-6.9030000000000005
2018-07-27,-0.1996
2018-07-30,0.0
2018-07-31,-3.5037000000000003
2018-08-01,-4.0454
2018-08-02,4.0
2018-08-03,0.0
2018-08-06,5.3846
2018-08-07,18.9197
2018-08-08,8.1512
2018-08-09,-3.5187
2018-08-10,-1.4294
2018-08-13,10.4016
2018-08-14,-2.973
2018-08-15,-4.0669
2018-08-16,-19.2799
2018-08-17,-5.7554
2018-08-20,6.8779
2018-08-21,-6.2424
2018-08-22,-0.1752
2018-08-23,3.022
2018-08-24,5.9259
2018-08-27,-8.3916
2018-08-28,3.0534
2018-08-29,2.963
2018-08-30,-7.0
2018-08-31,4.4326
2018-09-04,-3.5556
2018-09-05,1.3825
2018-09-06,1.5152
2018-09-07,5.2239
2018-09-10,6.383
2018-09-11,-10.0
2018-09-12,6.6667
2018-09-13,-15.2778
2018-09-14,-0.8197
2018-09-17,0.0
2018-09-18,7.438
2018-09-19,-9.2308
2018-09-20,35.5932
2018-09-21,-17.5
2018-09-24,-5.303
2018-09-25,-3.2
2018-09-26,23.1322
2018-09-27,-16.1018
2018-09-28,-2.4
2018-10-01,6.5574
2018-10-02,-3.8462
2018-10-03,11.792
2018-10-04,-2.247
2018-10-05,-8.4919
2018-10-08,8.8
2018-10-09,10.2941
2018-10-10,3.3333
2018-10-11,5.8065
2018-10-12,-3.6585
2018-10-15,-12.6582
2018-10-16,2.8986
2018-10-17,0.7042
2018-10-18,11.8881
2018-10-19,20.0
2018-10-22,26.0417
2018-10-23,-0.8264
2018-10-24,-3.3333
2018-10-25,-20.2586
2018-10-26,-16.2162
2018-10-29,-16.129
2018-10-30,-43.0769
2018-10-31,6.7568
2018-11-01,-9.4937
2018-11-02,3.4965
2018-11-05,-2.5404999999999998
2018-11-06,-0.1664
2018-11-07,2.7778
2018-11-08,-1.3514
2018-11-09,-7.5342
2018-11-12,3.7037
2018-11-13,-0.1429
2018-11-14,-4.8498
2018-11-15,12.765
2018-11-16,2.6667
2018-11-19,-11.5195
2018-11-20,-3.1264
2018-11-21,2.857
2018-11-23,-4.2507
2018-11-26,-0.0308
2018-11-27,0.1847
2018-11-28,1.3825
2018-11-29,-1.5152
2018-11-30,0.0
2018-12-03,-10.7692
2018-12-04,-6.8966
2018-12-06,3.7037
2018-12-07,3.5
2018-12-10,-5.107
2018-12-11,0.3455
2018-12-12,-0.1631
2018-12-13,11.9782
2018-12-14,0.6483
2018-12-17,-10.628
2018-12-18,-2.7027
2018-12-19,0.0926
2018-12-20,-2.8677
2018-12-21,5.4667
2018-12-24,7.9285
2018-12-26,-7.9652
2018-12-27,1.8182
2018-12-28,1.7856999999999998
2018-12-31,14.0351
2019-01-02,-4.3077
2019-01-03,-1.9293
2019-01-04,10.6066
2019-01-07,0.4743
2019-01-08,-12.2289
2019-01-09,-4.3529
2019-01-10,8.9439
2019-01-11,0.3387
2019-01-14,2.8773999999999997
2019-01-15,-8.25
2019-01-16,2.1628
2019-01-17,12.8688
2019-01-18,1.9052
2019-01-22,3.6231999999999998
2019-01-23,-4.8951
2019-01-24,2.9265
2019-01-25,-5.7151
2019-01-28,-9.0771
2019-01-29,6.6667
2019-01-30,1.0937999999999999
2019-01-31,3.1376
2019-02-01,0.4046
2019-02-04,5.9701
2019-02-05,1.3944
2019-02-06,0.9446
2019-02-07,-3.4402
2019-02-08,1.1828
2019-02-11,2.8169
2019-02-12,0.0
2019-02-13,1.3699
2019-02-14,4.0676
2019-02-15,-2.6101
2019-02-19,4.0
2019-02-20,0.0
2019-02-21,0.7949
2019-02-22,0.4833
2019-02-25,-2.5316
2019-02-26,-3.8961
2019-02-27,0.0
2019-02-28,-1.3514
2019-03-01,0.6575
2019-03-04,0.7077
2019-03-05,4.0541
2019-03-06,-9.0909
2019-03-07,2.8714
2019-03-08,1.3609
2019-03-11,-5.4254
2019-03-12,-4.2644
2019-03-13,11.9748
2019-03-14,0.0
2019-03-15,-1.4054
2019-03-18,-0.4249
2019-03-19,-0.8947
2019-03-20,-4.1667
2019-03-21,0.9855
2019-03-22,-6.7164
2019-03-25,3.1231
2019-03-26,1.1786
2019-03-27,-2.197
2019-03-28,0.0302
2019-03-29,5.5011
2019-04-01,-7.1
2019-04-02,-1.5838999999999999
2019-04-03,-3.1406
2019-04-04,9.6951
2019-04-05,-1.4706000000000001
2019-04-08,4.4776
2019-04-09,0.0
2019-04-10,0.0
2019-04-11,-5.7143
2019-04-12,6.0606
2019-04-15,-1.4429
2019-04-16,-4.3266
2019-04-17,4.2647
2019-04-18,-1.1915
2019-04-22,-0.5147
2019-04-23,1.4485999999999999
2019-04-24,0.5391
2019-04-25,0.0
2019-04-26,-0.5072
2019-04-29,0.5098
2019-04-30,2.8841
2019-05-01,-7.0151
2019-05-02,4.5296
2019-05-03,0.8696
2019-05-06,1.2356
2019-05-07,10.7153
2019-05-08,2.5381
2019-05-09,-1.2377
2019-05-10,1.0759
2019-05-13,-2.3168
2019-05-14,1.7949000000000002
2019-05-15,-1.7631999999999999
2019-05-16,1.6049
2019-05-17,7.19
2019-05-20,1.236
2019-05-21,7.3256
2019-05-22,3.9978
2019-05-23,-3.5733
2019-05-24,-7.5411
2019-05-28,7.899
2019-05-29,6.5626999999999995
2019-05-30,-0.4675
2019-05-31,-5.8408
2019-06-03,1.9306999999999999
2019-06-04,1.8085
2019-06-05,-1.2539
2019-06-06,0.5291
2019-06-07,1.6737
2019-06-10,13.8834
2019-06-11,8.1818
2019-06-12,-0.8403
2019-06-13,7.6271
2019-06-14,-0.7874
2019-06-17,14.2857
2019-06-18,-2.7778
2019-06-19,6.4286
2019-06-20,4.0268
2019-06-21,2.5806
2019-06-24,22.6415
2019-06-25,-2.0513
2019-06-26,4.712
2019-06-27,-5.45
2019-06-28,-1.1105
2019-07-01,2.1390000000000002
2019-07-02,-13.6126
2019-07-03,9.0909
2019-07-05,5.5556
2019-07-08,-3.6842
2019-07-09,0.0
2019-07-10,-6.0109
2019-07-11,11.6279
2019-07-12,4.1667
2019-07-15,18.5
2019-07-16,8.616
2019-07-17,20.4258
2019-07-18,-7.7419
2019-07-19,5.9441
2019-07-22,23.4323
2019-07-23,-2.6738
2019-07-24,9.8901
2019-07-25,14.25
2019-07-26,16.849
2019-07-29,-17.7903
2019-07-30,-12.3007
2019-07-31,12.2078
2019-08-01,1.8519
2019-08-02,-4.7727
2019-08-05,-0.9547
2019-08-06,1.2048
2019-08-07,0.0
2019-08-08,-4.0476
2019-08-09,-9.4293
2019-08-12,-14.5205
2019-08-13,2.5641
2019-08-14,-11.5625
2019-08-15,1.4134
2019-08-16,5.9233
2019-08-19,11.8421
2019-08-20,4.1176
2019-08-21,3.3898
2019-08-22,-8.469899999999999
2019-08-23,2.3881
2019-08-26,-6.414
2019-08-27,3.1153
2019-08-28,-1.5106000000000002
2019-08-29,-2.7607
2019-08-30,0.9464
2019-09-03,-2.1875
2019-09-04,-0.3195
2019-09-05,-3.5256
2019-09-06,-0.3322
2019-09-09,-2.6667
2019-09-10,-6.5068
2019-09-11,-6.5934
2019-09-12,1.5686
2019-09-13,-4.2471
2019-09-16,10.0806
2019-09-17,0.7326
2019-09-18,-5.4545
2019-09-19,-2.3077
2019-09-20,-4.7244
2019-09-23,-4.9587
2019-09-24,4.3478
2019-09-25,1.25
2019-09-26,-2.0576
2019-09-27,-5.8824
2019-09-30,-3.5714
2019-10-01,-1.8519
2019-10-02,-5.6604
2019-10-03,6.0
2019-10-04,0.4717
2019-10-07,-2.3474
2019-10-08,-3.8462
2019-10-09,0.0
2019-10-10,2.5
2019-10-11,6.8293
2019-10-14,4.1096
2019-10-15,-1.3158
2019-10-16,-2.8889
2019-10-17,-2.5172
2019-10-18,-5.1643
2019-10-21,-2.4752
2019-10-22,1.5228000000000002
2019-10-23,6.5
2019-10-24,-3.7559
2019-10-25,4.3902
2019-10-28,-0.9346
2019-10-29,-2.8302
2019-10-30,0.2427
2019-10-31,1.6949
2019-11-01,9.0476
2019-11-04,2.1834
2019-11-05,0.4274
2019-11-06,-3.8298
2019-11-07,4.8673
2019-11-08,3.3755
2019-11-11,-1.2245
2019-11-12,0.0
2019-11-13,-0.8264
2019-11-14,0.4167
2019-11-15,-9.1286
2019-11-18,5.0228
2019-11-19,-3.4783
2019-11-20,1.3514
2019-11-21,-1.3333
2019-11-22,2.2523
2019-11-25,2.6432
2019-11-26,1.2876
2019-11-27,-2.1186
2019-11-29,6.0606
2019-12-02,8.9796
2019-12-03,-4.1199
2019-12-04,-1.5625
2019-12-05,3.1746
2019-12-06,-1.9231
2019-12-09,17.647100000000002
2019-12-10,2.6667
2019-12-11,10.3896
2019-12-12,2.3529
2019-12-13,-6.8966
2019-12-16,-1.8519
2019-12-17,0.9434
2019-12-18,4.0498
2019-12-19,-3.8922
2019-12-20,-2.4922
2019-12-23,2.2364
2019-12-24,-1.5625
2019-12-26,-4.4444
2019-12-27,2.3256
2019-12-30,12.3377
2019-12-31,10.4046
2020-01-02,-8.7696
2020-01-03,-2.1521
2020-01-06,10.2639
2020-01-07,10.6383
2020-01-08,2.1635
2020-01-09,-6.3529
2020-01-10,-3.7688
2020-01-13,4.9608
2020-01-14,-1.7412999999999998
2020-01-15,-2.0253
2020-01-16,1.292
2020-01-17,1.0204
2020-01-21,1.0101
2020-01-22,6.0
2020-01-23,0.2358
2020-01-24,-0.7059
2020-01-27,5.9242
2020-01-28,5.8166
2020-01-29,-2.1142
2020-01-30,2.5918
2020-01-31,-2.7368
2020-02-03,0.8658
2020-02-04,0.8584
2020-02-05,-4.0426
2020-02-06,-1.1086
2020-02-07,-0.6726
2020-02-10,-4.2889
2020-02-11,-4.0094
2020-02-12,-2.9484
2020-02-13,7.0886
2020-02-14,5.6738
2020-02-18,-1.5659999999999998
2020-02-19,-1.1364
2020-02-20,1.8391
2020-02-21,6.9977
2020-02-24,-8.8608
2020-02-25,-6.25
2020-02-26,-1.9752999999999998
2020-02-27,2.7708
2020-02-28,-4.902
2020-03-02,5.9277999999999995
2020-03-03,-2.4331
2020-03-04,7.2318999999999996
2020-03-05,-3.7209
2020-03-06,-5.0725
2020-03-09,-8.3969
2020-03-10,2.7778
2020-03-11,-10.0
2020-03-12,-6.3063
2020-03-13,9.6154
2020-03-16,-16.3743
2020-03-17,4.1958
2020-03-18,-10.0671
2020-03-19,2.9851
2020-03-20,-9.058
2020-03-23,0.7968
2020-03-24,9.4862
2020-03-25,7.9422
2020-03-26,7.0234
2020-03-27,-0.9375
2020-03-30,12.3028
2020-03-31,3.9326
2020-04-01,-7.8378
2020-04-02,2.346
2020-04-03,-5.4441
2020-04-06,-1.2121
2020-04-07,0.9202
2020-04-08,3.3435
2020-04-09,-0.2941
2020-04-13,0.295
2020-04-14,0.5882
2020-04-15,-3.8012
2020-04-16,-2.7356
2020-04-17,6.875
2020-04-20,-2.0468
2020-04-21,-3.2836
2020-04-22,1.8519
2020-04-23,1.2121
2020-04-24,-1.1976
2020-04-27,2.7273
2020-04-28,2.6549
2020-04-29,9.1954
2020-04-30,2.3684
2020-05-01,-7.1979
2020-05-04,2.4931
2020-05-05,4.8649000000000004
2020-05-06,1.8041
2020-05-07,1.5190000000000001
2020-05-08,3.4913
2020-05-11,-3.6145
2020-05-12,0.0
2020-05-13,-14.0
2020-05-14,3.4884
2020-05-15,-5.0562
2020-05-18,1.1834
2020-05-19,-2.3392
2020-05-20,1.1976
2020-05-21,-0.5917
2020-05-22,2.9762
2020-05-26,3.4682
2020-05-27,-1.1173
2020-05-28,-0.8475
2020-05-29,-0.2849
2020-06-01,3.1429
2020-06-02,4.7091
2020-06-03,2.3810000000000002
2020-06-04,-1.292
2020-06-05,-0.7853
2020-06-08,-1.3193
2020-06-09,-3.2086
2020-06-10,1.105
2020-06-11,-7.377
2020-06-12,-0.295
2020-06-15,1.4793
2020-06-16,0.2915
2020-06-17,4.9419
2020-06-18,-0.277
2020-06-19,2.5
2020-06-22,1.626
2020-06-23,1.6
2020-06-24,4.1995000000000005
2020-06-25,-0.5038
2020-06-26,1.2658
2020-06-29,-2.0
2020-06-30,2.0408
2020-07-01,8.25
2020-07-02,-5.7737
2020-07-06,-6.6176
2020-07-07,-2.8871
2020-07-08,-0.5405
2020-07-09,-5.4348
2020-07-10,-0.8621
2020-07-13,0.0
2020-07-14,1.4493
2020-07-15,1.1429
2020-07-16,3.6723
2020-07-17,4.9046
2020-07-20,2.0779
2020-07-21,-3.3079
2020-07-22,3.9474
2020-07-23,-5.0633
2020-07-24,1.3333
2020-07-27,-2.1053
2020-07-28,0.5376
2020-07-29,0.5348
2020-07-30,6.9149
2020-07-31,-1.2438
