ticker,SWN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.9524
2000-01-04,0.9434
2000-01-05,-3.7382999999999997
2000-01-06,0.0
2000-01-07,-0.9709
2000-01-10,0.0
2000-01-11,0.9804
2000-01-12,-1.9417
2000-01-13,4.9505
2000-01-14,-0.9434
2000-01-18,-0.0381
2000-01-19,-7.6923
2000-01-20,-1.0417
2000-01-21,1.0526
2000-01-24,-6.25
2000-01-25,-1.1111
2000-01-26,1.1236
2000-01-27,-3.3333
2000-01-28,2.2989
2000-01-31,2.2472
2000-02-01,0.0
2000-02-02,2.1978
2000-02-03,7.5269
2000-02-04,-1.0
2000-02-07,-2.0202
2000-02-08,2.0619
2000-02-09,-2.0202
2000-02-10,3.0928
2000-02-11,-3.0
2000-02-14,1.0309
2000-02-15,2.0408
2000-02-16,3.0
2000-02-17,4.8544
2000-02-18,4.6296
2000-02-22,0.885
2000-02-23,0.0
2000-02-24,-4.386
2000-02-25,-0.9174
2000-02-28,0.9259
2000-02-29,2.7523
2000-03-01,-0.8929
2000-03-02,1.8018
2000-03-03,2.6549
2000-03-06,-3.4483
2000-03-07,0.0
2000-03-08,5.3571
2000-03-09,-3.3898
2000-03-10,-3.5088
2000-03-13,2.7273
2000-03-14,-4.4248
2000-03-15,0.9259
2000-03-16,1.8349
2000-03-17,-4.5045
2000-03-20,0.0
2000-03-21,-0.9434
2000-03-22,-0.9524
2000-03-23,1.9231
2000-03-24,1.8868
2000-03-27,-2.7778
2000-03-28,0.0
2000-03-29,0.9524
2000-03-30,0.0
2000-03-31,0.0
2000-04-03,0.9434
2000-04-04,-4.6729
2000-04-05,0.0
2000-04-06,2.9412000000000003
2000-04-07,5.7143
2000-04-10,9.009
2000-04-11,0.8264
2000-04-12,-1.6393
2000-04-13,0.0
2000-04-14,0.8333
2000-04-17,2.4793
2000-04-18,3.1935000000000002
2000-04-19,-4.7244
2000-04-20,0.0
2000-04-24,0.8264
2000-04-25,2.459
2000-04-26,0.8
2000-04-27,2.3810000000000002
2000-04-28,5.4264
2000-05-01,-1.4706000000000001
2000-05-02,0.7463
2000-05-03,-2.963
2000-05-04,-2.2901
2000-05-05,6.25
2000-05-08,-0.7353
2000-05-09,-1.4815
2000-05-10,2.2556
2000-05-11,2.2059
2000-05-12,-3.5971
2000-05-15,1.4925
2000-05-16,-1.4706000000000001
2000-05-17,-1.4925
2000-05-18,-0.7576
2000-05-19,2.2901
2000-05-22,0.7463
2000-05-23,-0.7407
2000-05-24,0.7463
