ticker,PCSB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-04-21,64.6
2017-04-24,0.486
2017-04-25,-0.2418
2017-04-26,-0.9091
2017-04-27,-0.6728
2017-04-28,0.431
2017-05-01,-0.1839
2017-05-02,0.2457
2017-05-03,-0.2451
2017-05-04,0.3686
2017-05-05,0.7344
2017-05-08,0.6683
2017-05-09,-0.4828
2017-05-10,-0.5458
2017-05-11,0.1829
2017-05-12,0.913
2017-05-15,-1.0253
2017-05-16,0.3656
2017-05-17,-1.3357999999999999
2017-05-18,0.1231
2017-05-19,0.5532
2017-05-22,0.0
2017-05-23,0.4279
2017-05-24,0.7912
2017-05-25,1.0266
2017-05-26,-0.4782
2017-05-30,-0.1201
2017-05-31,0.0
2017-06-01,1.0222
2017-06-02,1.1905000000000001
2017-06-05,0.1176
2017-06-06,-0.1175
2017-06-07,0.5882
2017-06-08,-0.4094
2017-06-09,1.8203
2017-06-12,1.4418
2017-06-13,1.5350000000000001
2017-06-14,0.056
2017-06-15,-0.2798
2017-06-16,0.3367
2017-06-19,0.1678
2017-06-20,-1.0609
2017-06-21,-1.9752
2017-06-22,-4.1451
2017-06-23,2.4625
2017-06-26,2.286
2017-06-27,0.1719
2017-06-28,-0.1144
2017-06-29,-0.5155
2017-06-30,-1.7847
2017-07-03,0.4103
2017-07-05,0.7005
2017-07-06,-1.7971
2017-07-07,1.5348000000000002
2017-07-10,0.5814
2017-07-11,-0.8092
2017-07-12,1.049
2017-07-13,0.173
2017-07-14,0.1151
2017-07-17,-0.8626
2017-07-18,-0.29
2017-07-19,0.6981
2017-07-20,-0.1155
2017-07-21,-0.5784
2017-07-24,-0.349
2017-07-25,1.4011
2017-07-26,-0.4606
2017-07-27,0.1735
2017-07-28,-0.5774
2017-07-31,0.6969
2017-08-01,-0.173
2017-08-02,-0.5777
2017-08-03,0.2324
2017-08-04,0.9855
2017-08-07,-0.287
2017-08-08,-0.6908
2017-08-09,-0.5797
2017-08-10,0.4665
2017-08-11,-0.1161
2017-08-14,0.8716
2017-08-15,0.576
2017-08-16,0.1718
2017-08-17,-1.1435
2017-08-18,-0.1735
2017-08-21,0.2897
2017-08-22,-0.4622
2017-08-23,-0.2902
2017-08-24,0.3492
2017-08-25,-0.232
2017-08-28,-0.3488
2017-08-29,-0.8168
2017-08-30,-0.1765
2017-08-31,-0.2946
2017-09-01,1.5366
2017-09-05,-0.3492
2017-09-06,-0.1752
2017-09-07,-2.3406000000000002
2017-09-08,2.5764
