ticker,TGRO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,150.0
2000-01-04,0.0
2000-01-05,20.0
2000-01-07,0.0
2000-01-10,0.0
2000-01-12,0.0
2000-01-18,16.6667
2000-01-20,14.2857
2000-01-31,-50.0
2000-02-15,0.0
2000-02-18,0.0
2000-02-22,150.0
2000-02-23,0.0
2000-02-25,100.0
2000-03-20,-90.0
2000-04-05,45.8333
2000-04-10,-14.2857
2000-04-11,12.0
2000-04-12,0.0
2000-04-19,185.7143
2000-05-22,66.6667
2000-05-23,-34.375
2000-06-08,166.6667
2000-06-14,-82.8571
2000-06-26,70.0
2000-07-12,0.0
2000-07-20,76.4706
2000-07-27,-66.6667
2000-08-03,0.0
2000-08-21,0.0
2000-08-29,-50.0
2000-09-28,0.0
2000-10-17,0.0
2000-10-20,0.0
2000-10-25,0.0
2000-11-13,0.0
2000-11-27,0.0
2000-12-07,-16.6667
2000-12-14,0.0
2000-12-15,0.0
2000-12-26,0.0
2000-12-29,0.0
2001-01-29,0.0
2001-02-14,220.0
2001-02-15,-50.0
2001-02-16,25.0
2001-02-20,200.0
2001-02-21,0.0
2001-02-26,46.6667
2001-02-27,81.8182
2001-02-28,-50.0
2001-03-01,-25.0
2001-03-06,-13.3333
2001-03-08,7.6923
2001-03-16,-27.1429
2001-03-26,10.2941
2001-03-28,24.4444
2001-03-30,0.0
2001-04-03,7.1429
2001-04-04,-32.0
2001-04-23,-31.3725
2001-05-15,0.0
2001-05-17,0.0
2001-05-21,0.0
2001-05-25,-14.2857
2001-05-31,0.0
2001-06-01,0.0
2001-06-06,0.0
2001-06-07,0.0
2001-06-20,0.0
2001-07-16,0.0
2001-07-27,0.0
2001-08-01,0.0
2001-08-13,0.0
2001-09-19,16.6667
2001-09-28,-25.7143
2001-10-09,-3.8462
2001-10-22,-20.0
2001-11-14,0.0
2001-12-06,0.0
2001-12-13,0.0
2001-12-14,0.0
2001-12-28,0.0
2001-12-31,0.0
2002-01-07,0.0
2002-01-08,0.0
2002-01-10,-25.0
2002-02-28,-33.3333
2002-03-04,-25.0
2002-03-06,0.0
2002-03-25,-46.6667
2002-03-27,0.0
2002-04-16,0.0
2002-06-14,-12.5
2002-06-24,0.0
2002-06-26,0.0
2002-07-25,-14.2857
2002-08-29,0.0
2002-09-11,0.0
2002-10-10,16.6667
2002-10-23,-42.8571
2002-10-28,0.0
2002-11-12,0.0
2002-11-26,0.0
2002-12-05,0.0
2002-12-16,0.0
2002-12-17,0.0
