ticker,TMRR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-10-30,-66.6667
2018-11-06,425.0
2018-11-07,-4.7619
2018-11-15,-10.0
2019-01-10,-22.2222
2019-04-05,-28.5714
2019-08-07,24.0
2019-08-30,32.2581
2019-09-18,-2.439
2019-09-25,-25.0
2019-10-02,51.6667
2019-10-03,13.1868
2019-10-07,16.5049
2019-10-16,0.0
2019-10-21,37.1667
2019-10-29,33.6574
2019-12-10,30.0
2020-01-14,8.3916
2020-03-09,-9.0323
