ticker,SAEI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-02-03,5.7143
2010-02-05,-5.4054
2010-03-01,0.0
2010-03-03,0.0
2010-03-04,0.0
2010-03-11,0.0
2010-03-15,0.0
2010-03-26,0.0
2010-04-06,0.0
2010-04-08,-0.5714
2010-04-14,-2.2989
2010-05-05,-40.5882
2010-05-06,48.5149
2010-05-11,0.0
2010-05-21,0.0
2010-06-11,0.0
2010-06-17,0.0
2010-06-30,33.3333
2010-08-11,0.0
2010-08-16,-55.0
2010-08-17,0.0
2010-08-18,-11.1111
2010-08-19,0.0
2010-08-20,0.0
2010-08-24,0.0
2010-08-25,0.0
2010-08-26,0.0
2010-08-27,6.25
2010-08-30,0.0
2010-09-01,5.8824
2010-09-02,-5.5556
2010-09-03,5.8824
2010-09-07,-5.5556
2010-09-08,-5.8824
2010-09-09,-9.375
2010-09-10,-53.1034
2010-09-13,17.647100000000002
2010-09-14,-15.0
2010-09-15,-55.8824
2010-09-16,53.3333
2010-09-17,14.1304
2010-09-20,-18.0952
2010-09-21,-13.9535
2010-09-22,32.4324
2010-09-23,-2.0408
2010-09-24,-2.0833
2010-09-27,-27.6596
2010-09-28,-8.8235
2010-09-29,-16.129
2010-09-30,26.9231
2010-10-01,-6.0606
2010-10-04,-16.5323
2010-10-05,-8.6957
2010-10-06,-15.3439
2010-10-07,-10.0
2010-10-08,11.1111
2010-10-11,-25.0
2010-10-12,-26.6667
2010-10-13,-9.0909
2010-10-14,-20.0
2010-10-15,-12.5
2010-10-18,-14.2857
2010-10-19,-16.6667
2010-10-20,440.0
2010-10-21,-64.3519
2010-10-22,272.7273
2010-10-25,33.7979
2010-10-26,-33.3333
2010-10-27,53.125
2010-10-28,18.3673
2010-10-29,74.1379
2010-11-01,69.3069
2010-11-02,-4.6784
2010-11-03,-43.5583
2010-11-04,-2.1739
2010-11-05,-6.6667
2010-11-08,-28.9435
2010-11-09,25.6545
2010-11-10,2.6667
2010-11-11,-9.0909
2010-11-12,-2.8571
2010-11-15,-35.2941
2010-11-16,22.7273
2010-11-17,29.6296
2010-11-18,-2.8571
2010-11-19,-19.1176
2010-11-22,116.3636
2010-11-23,13.4454
2010-11-24,0.0
2010-11-26,20.7407
2010-11-29,80.9816
2010-11-30,-15.5932
2010-12-01,22.8916
2010-12-02,58.8235
2010-12-03,-11.7284
2010-12-06,-54.5455
2010-12-07,30.7692
2010-12-08,23.5294
2010-12-09,25.3968
2010-12-10,77.4684
2010-12-13,-73.3238
